log10_x,L_reconstructed,wave1,wave2,wave3,wave4,wave5,envelope_pos,envelope_neg,dc_offset
2.32,4.379876,0.098514,-0.444985,0.615505,-0.438267,0.014861,10.380495,-10.380495,-0.670000
2.34,2.965386,0.487722,0.122885,0.188184,0.331672,0.594127,10.380495,-10.380495,-0.670000
2.36,-1.367679,0.677472,0.584303,-0.462380,0.550283,0.049369,10.380495,-10.380495,-0.670000
2.38,1.853653,0.590166,0.539557,-0.564423,-0.145824,-0.588789,10.380495,-10.380495,-0.670000
2.40,-0.981488,0.261508,0.027410,0.003108,-0.599533,-0.113022,10.380495,-10.380495,-0.670000
2.42,-0.781392,-0.174096,-0.508482,0.566952,-0.056657,0.576571,10.380495,-10.380495,-0.670000
2.44,-0.146680,-0.538502,-0.603891,0.458222,0.580398,0.175355,10.380495,-10.380495,-0.670000
2.46,-1.455278,-0.682684,-0.176168,-0.194097,0.252676,-0.557613,10.962960,-10.962960,-0.670000
2.48,2.246128,-0.547678,0.404165,-0.616158,-0.495061,-0.235637,10.962960,-10.962960,-0.670000
2.50,-4.988516,-0.188696,0.634381,-0.307272,-0.419874,0.532139,10.962960,-10.962960,-0.670000
2.52,0.993794,0.247455,0.315053,0.366130,0.353256,0.293166,10.962960,-10.962960,-0.670000
2.54,5.508106,0.582407,-0.277196,0.605193,0.539180,-0.500445,10.962960,-10.962960,-0.670000
2.56,-2.432101,0.679181,-0.629319,0.126316,-0.171158,-0.347269,10.962960,-10.962960,-0.670000
2.58,-0.532802,0.498198,-0.436282,-0.502410,-0.596986,0.462902,10.962960,-10.962960,-0.670000
2.60,-0.754637,0.113475,0.134693,-0.535127,-0.030463,0.397312,10.962960,-10.962960,-0.670000
2.62,4.812605,-0.317655,0.588987,0.066976,0.586697,-0.419949,10.962960,-10.962960,-0.670000
2.64,-3.790741,-0.618878,0.533060,0.589626,0.228610,-0.442713,10.962960,-10.962960,-0.670000
2.66,4.907313,-0.667007,0.015359,0.412803,-0.509488,0.372088,10.962960,-10.962960,-0.670000
2.68,0.976698,-0.442359,-0.515647,-0.253727,-0.400680,0.482939,10.962960,-10.962960,-0.670000
2.70,0.495524,-0.036805,-0.599963,-0.619261,0.374166,-0.319879,10.962960,-10.962960,-0.670000
2.72,-5.022484,0.383800,-0.164550,-0.250166,0.527048,-0.517520,10.962960,-10.962960,-0.670000
2.74,0.092721,0.647448,0.413408,0.415701,-0.196165,0.263930,10.962960,-10.962960,-0.670000
2.76,-3.188045,0.646317,0.633243,0.588422,-0.593299,0.546053,10.962960,-10.962960,-0.670000
2.78,-1.058907,0.380871,0.304519,0.063099,-0.004211,-0.204897,10.962960,-10.962960,-0.670000
2.80,0.520753,-0.040334,-0.288001,-0.537078,0.591877,-0.568205,10.962960,-10.962960,-0.670000
2.82,-5.215284,-0.445045,-0.631034,-0.500121,0.204107,0.143469,10.962960,-10.962960,-0.670000
2.84,-2.185019,-0.667752,-0.427422,0.130130,-0.522943,0.583715,10.962960,-10.962960,-0.670000
2.86,2.211397,-0.617377,0.146453,0.606007,-0.380721,-0.080365,10.962960,-10.962960,-0.670000
2.88,-0.611669,-0.314522,0.593460,0.362979,0.394362,-0.592403,10.962960,-10.962960,-0.670000
2.90,0.905968,0.116959,0.526371,-0.310651,0.513910,0.016321,10.962960,-10.962960,-0.670000
2.92,-4.736352,0.500609,0.003302,-0.615756,-0.220798,0.594167,10.962960,-10.962960,-0.670000
2.94,-0.036872,0.679531,-0.522627,-0.190391,-0.588480,0.047914,10.962960,-10.962960,-0.670000
2.96,-0.190524,0.580555,-0.595820,0.460835,0.022049,-0.588987,10.962960,-10.962960,-0.670000
2.98,0.123016,0.244157,-0.152873,0.565373,0.595927,-0.111589,10.962960,-10.962960,-0.670000
3.00,1.327714,-0.192091,0.422504,-0.000790,0.179214,0.576924,10.962960,-10.962960,-0.670000
3.02,-0.551433,-0.549781,0.631878,-0.566016,-0.535401,0.173959,10.962960,-10.962960,-0.670000
3.04,-2.496561,-0.682636,0.293876,-0.459777,-0.360036,-0.558117,10.962960,-10.962960,-0.670000
3.06,4.597257,-0.536322,-0.298702,0.191894,0.413805,-0.234296,10.962960,-10.962960,-0.670000
3.08,-1.637847,-0.170675,-0.632524,0.615922,0.499792,0.532788,10.962960,-10.962960,-0.670000
3.10,-0.422291,0.264770,-0.418409,0.309282,-0.245009,0.291895,10.962960,-10.962960,-0.670000
3.12,-4.212459,0.591935,0.158161,-0.364259,-0.582539,-0.501231,10.962960,-10.962960,-0.670000
3.14,-4.911221,0.677025,0.597721,-0.605680,0.048267,-0.346083,10.962960,-10.962960,-0.670000
3.16,-3.131044,0.485241,0.519493,-0.128584,0.598840,0.463817,10.962960,-10.962960,-0.670000
3.18,-3.267198,0.095015,-0.008755,0.501051,0.153980,0.396225,10.962960,-10.962960,-0.670000
3.20,0.082097,-0.334069,-0.529419,0.536290,-0.546836,-0.420981,10.962960,-10.962960,-0.670000
3.22,1.250490,-0.626533,-0.591464,-0.064672,-0.338664,-0.441737,10.962960,-10.962960,-0.670000
3.24,-2.822644,-0.662772,-0.141141,-0.588913,0.432459,0.373226,10.962960,-10.962960,-0.670000
3.26,-3.419796,-0.427966,0.431448,-0.414528,0.484719,0.482086,10.962960,-10.962960,-0.670000
3.28,-3.271530,-0.018141,0.630287,0.251611,-0.268753,-0.321108,12.152571,-12.152571,-0.670000
3.30,3.737248,0.399103,0.283127,0.619264,-0.575486,-0.516801,12.152571,-12.152571,-0.670000
3.32,-2.487250,0.653131,-0.309297,0.252285,0.074393,0.265237,12.152571,-12.152571,-0.670000
3.34,4.311146,0.640058,-0.633786,-0.413980,0.600611,0.545475,12.152571,-12.152571,-0.670000
3.36,-3.492941,0.365228,-0.409246,-0.589141,0.128452,-0.206267,12.152571,-12.152571,-0.670000
3.38,-5.422931,-0.058964,0.169811,-0.065405,-0.557229,-0.567774,12.152571,-12.152571,-0.670000
3.40,4.430048,-0.459042,0.601767,0.535921,-0.316646,0.144886,12.152571,-12.152571,-0.670000
3.42,3.048340,-0.671392,0.512430,0.501484,0.450287,0.583438,12.152571,-12.152571,-0.670000
3.44,-2.264847,-0.609172,-0.020810,-0.127863,0.468722,-0.081811,12.152571,-12.152571,-0.670000
3.46,-2.511577,-0.297827,-0.536022,-0.605526,-0.291985,-0.592282,12.152571,-12.152571,-0.670000
3.48,-0.990222,0.135316,-0.586895,-0.364855,-0.567335,0.017780,12.152571,-12.152571,-0.670000
3.50,3.987151,0.513121,-0.129359,0.308643,0.100378,0.594204,12.152571,-12.152571,-0.670000
3.52,6.015244,0.681082,0.440237,0.615998,0.601236,0.046459,12.152571,-12.152571,-0.670000
3.54,3.564236,0.570509,0.628469,0.192595,0.102679,-0.589182,12.152571,-12.152571,-0.670000
3.56,-2.079844,0.226624,0.272277,-0.459283,-0.566558,-0.110154,12.152571,-12.152571,-0.670000
3.58,-1.397084,-0.209941,-0.319780,-0.566314,-0.294024,0.577273,12.152571,-12.152571,-0.670000
3.60,0.895333,-0.560650,-0.634821,-0.001527,0.467257,0.172562,12.152571,-12.152571,-0.670000
3.62,-3.454866,-0.682076,-0.399936,0.565072,0.451831,-0.558618,12.152571,-12.152571,-0.670000
3.64,1.774136,-0.524564,0.181401,0.461327,-0.314659,-0.232954,12.152571,-12.152571,-0.670000
3.66,-0.371764,-0.152527,0.605597,-0.189689,-0.558101,0.533433,12.152571,-12.152571,-0.670000
3.68,-0.896675,0.281886,0.505182,-0.615677,0.126170,0.290623,12.152571,-12.152571,-0.670000
3.70,-5.426557,0.601020,-0.032856,-0.311288,0.600713,-0.502014,12.152571,-12.152571,-0.670000
3.72,-0.130769,0.674363,-0.542432,0.362382,0.076710,-0.344895,12.152571,-12.152571,-0.670000
3.74,-3.461492,0.471921,-0.582116,0.606159,-0.574806,0.464728,12.152571,-12.152571,-0.670000
3.76,-1.424062,0.076484,-0.117530,0.130850,-0.270840,0.395136,12.152571,-12.152571,-0.670000
3.78,6.235922,-0.350232,0.448868,-0.499686,0.483334,-0.422011,12.152571,-12.152571,-0.670000
3.80,-1.617801,-0.633719,0.626426,-0.537445,0.434078,-0.440759,12.152571,-12.152571,-0.670000
3.82,-0.116887,-0.658041,0.261329,0.062366,-0.336732,0.374361,12.152571,-12.152571,-0.670000
3.84,-0.778710,-0.413254,-0.330149,0.588192,-0.547803,0.481231,12.152571,-12.152571,-0.670000
3.86,-1.961031,0.000536,-0.635629,0.416247,0.151722,-0.322336,12.152571,-12.152571,-0.670000
3.88,-2.428948,0.414107,-0.390483,-0.249492,0.599044,-0.516078,12.152571,-12.152571,-0.670000
3.90,-2.872541,0.658326,0.192926,-0.619259,0.050594,0.266543,12.152571,-12.152571,-0.670000
3.92,-2.270064,0.633319,0.609209,-0.254399,-0.581957,0.544894,12.152571,-12.152571,-0.670000
3.94,-0.294782,0.349311,0.497753,0.412253,-0.247140,-0.207635,12.152571,-12.152571,-0.670000
3.96,0.590384,-0.077549,-0.044892,0.589851,0.498490,-0.567341,12.152571,-12.152571,-0.670000
3.98,-6.467496,-0.472696,-0.548648,0.067709,0.415496,0.146301,12.152571,-12.152571,-0.670000
4.00,-0.692008,-0.674530,-0.577127,-0.534756,-0.358164,0.583157,12.152571,-12.152571,-0.670000
4.02,-1.440009,-0.600511,-0.105659,-0.502840,-0.536459,-0.083257,12.152571,-12.152571,-0.670000
4.04,0.188524,-0.280909,0.457339,0.125594,0.176984,-0.592158,12.152571,-12.152571,-0.670000
4.06,-1.487996,0.153573,0.624158,0.605036,0.596232,0.019239,12.152571,-12.152571,-0.670000
4.08,-1.993097,0.525250,0.250288,0.366725,0.024382,0.594238,12.152571,-12.152571,-0.670000
4.10,-4.201743,0.682122,-0.340399,-0.306632,-0.587998,0.045003,12.152571,-12.152571,-0.670000
4.12,-2.412224,0.560037,-0.636208,-0.616232,-0.222968,-0.589373,12.152571,-12.152571,-0.670000
4.14,-3.674336,0.208920,-0.380890,-0.194796,0.512694,-0.108719,12.152571,-12.152571,-0.670000
4.16,3.893081,-0.227635,0.204382,0.457726,0.396121,0.577619,12.152571,-12.152571,-0.670000
4.18,6.625863,-0.571098,0.612604,0.567248,-0.378911,0.171165,12.152571,-12.152571,-0.670000
4.20,-5.273558,-0.681006,0.490146,0.003845,-0.524092,-0.559115,12.152571,-12.152571,-0.670000
4.22,-1.909520,-0.512413,-0.056911,-0.564120,0.201909,-0.231610,12.152571,-12.152571,-0.670000
4.24,2.232208,-0.134265,-0.554667,-0.462870,0.592283,0.534076,12.152571,-12.152571,-0.670000
4.26,-3.077674,0.298792,-0.571932,0.187482,-0.001876,0.289348,12.152571,-12.152571,-0.670000
4.28,4.828511,0.609655,-0.093750,0.615424,-0.592916,-0.502795,10.558656,-10.558656,-0.670000
4.30,3.932971,0.671197,0.465645,0.313289,-0.198371,-0.343705,10.558656,-10.558656,-0.670000
4.32,2.742942,0.458248,0.621666,-0.360500,0.525920,0.465637,10.558656,-10.558656,-0.670000
4.34,-1.922551,0.057895,0.239157,-0.606629,0.375991,0.394044,10.558656,-10.558656,-0.670000
4.36,-1.419738,-0.366134,-0.350527,-0.133114,-0.398936,-0.423038,10.558656,-10.558656,-0.670000
4.38,-5.304621,-0.640430,-0.636560,0.498313,-0.510724,-0.439778,10.558656,-10.558656,-0.670000
4.40,1.167358,-0.652818,-0.371160,0.538592,0.226448,0.375494,10.558656,-10.558656,-0.670000
4.42,-2.294653,-0.398232,0.215764,-0.060060,0.587203,0.480372,10.558656,-10.558656,-0.670000
4.44,9.218656,0.019213,0.615778,-0.587463,-0.028131,-0.323561,10.558656,-10.558656,-0.670000
4.46,-6.849233,0.428802,0.482363,-0.417960,-0.596704,-0.515352,10.558656,-10.558656,-0.670000
4.48,1.636333,0.663029,-0.068909,0.247369,-0.173395,0.267847,10.558656,-10.558656,-0.670000
4.50,-1.471594,0.626106,-0.560487,0.619244,0.538143,0.544309,10.558656,-10.558656,-0.670000
4.52,1.135357,0.333133,-0.566532,0.256511,0.355143,-0.209003,10.558656,-10.558656,-0.670000
4.54,-4.789129,-0.096077,-0.081807,-0.410521,-0.418200,-0.566904,10.558656,-10.558656,-0.670000
4.56,4.910400,-0.485995,0.473784,-0.590552,-0.496382,0.147716,10.558656,-10.558656,-0.670000
4.58,-3.059448,-0.677163,0.618951,-0.070012,0.250556,0.582873,10.558656,-10.558656,-0.670000
4.60,-2.913370,-0.591400,0.227939,0.533583,0.581003,-0.084702,10.558656,-10.558656,-0.670000
4.62,0.387519,-0.263781,-0.360529,0.504189,-0.054332,-0.592030,10.558656,-10.558656,-0.670000
4.64,2.614577,0.171714,-0.636683,-0.123324,-0.599353,0.020698,10.558656,-10.558656,-0.670000
4.66,0.865822,0.536985,-0.361297,-0.604538,-0.148088,0.594268,10.558656,-10.558656,-0.670000
4.68,-0.613276,0.682652,0.227069,-0.368590,0.549339,0.043547,10.558656,-10.558656,-0.670000
4.70,-5.097523,0.549145,0.618732,0.304616,0.333617,-0.589560,10.558656,-10.558656,-0.670000
4.72,0.027200,0.191061,0.474406,0.616456,-0.436665,-0.107284,10.558656,-10.558656,-0.670000
4.74,-1.898826,-0.245159,-0.080883,0.196995,-0.481093,0.577962,10.558656,-10.558656,-0.670000
4.76,-4.398347,-0.581119,-0.566106,-0.456161,0.274185,0.169766,10.558656,-10.558656,-0.670000
4.78,-6.171781,-0.679427,-0.560929,-0.568174,0.573694,-0.559608,10.558656,-10.558656,-0.670000
4.80,4.645154,-0.499879,-0.069836,-0.006162,-0.080430,-0.230265,10.558656,-10.558656,-0.670000
4.82,-4.822756,-0.115902,0.481754,0.563160,-0.600858,0.534715,10.558656,-10.558656,-0.670000
4.84,3.357163,0.315474,0.616015,0.464406,-0.122499,0.288072,10.558656,-10.558656,-0.670000
4.86,-3.219099,0.617834,0.216641,-0.185272,0.559486,-0.503572,10.558656,-10.558656,-0.670000
4.88,-3.964578,0.667528,-0.370402,-0.615162,0.311455,-0.342513,10.558656,-10.558656,-0.670000
4.90,4.321345,0.444231,-0.636577,-0.315286,-0.454298,0.466543,10.558656,-10.558656,-0.670000
4.92,-3.948891,0.039264,-0.351304,0.358613,-0.464886,0.392950,10.558656,-10.558656,-0.670000
4.94,-1.929527,-0.381761,0.238293,0.607090,0.297291,-0.424062,10.558656,-10.558656,-0.670000
4.96,-0.213286,-0.646662,0.621464,0.135377,0.565291,-0.438795,10.345946,-10.345946,-0.670000
4.98,-4.204665,-0.647106,0.466280,-0.496934,-0.106374,0.376624,10.345946,-10.345946,-0.670000
5.00,0.417570,-0.382912,-0.092828,-0.539732,-0.601217,0.479511,10.345946,-10.345946,-0.670000
5.02,3.270848,0.037876,-0.571522,0.057753,-0.096676,-0.324785,10.345946,-10.345946,-0.670000
5.04,-3.551694,0.443175,-0.555124,0.586726,0.568566,-0.514623,10.345946,-10.345946,-0.670000
5.06,2.581597,0.667235,-0.057839,0.419667,0.288699,0.269150,10.345946,-10.345946,-0.670000
5.08,4.941684,0.618424,0.489550,-0.245243,-0.471063,0.543721,10.345946,-10.345946,-0.670000
5.10,-4.222028,0.316705,0.612857,-0.619221,-0.447792,-0.210369,10.345946,-10.345946,-0.670000
5.12,1.821120,-0.114532,0.205264,-0.258618,0.319830,-0.566463,10.345946,-10.345946,-0.670000
5.14,-6.245444,-0.498931,-0.380143,0.408783,0.555809,0.149129,9.203347,-9.203347,-0.670000
5.16,4.258971,-0.679289,-0.636244,0.591246,-0.132115,0.582585,9.203347,-9.203347,-0.670000
5.18,-4.490364,-0.581847,-0.341186,0.072314,-0.600428,-0.086147,9.203347,-9.203347,-0.670000
5.20,-1.194803,-0.246455,0.249431,-0.532403,-0.070669,-0.591899,9.203347,-9.203347,-0.670000
5.22,-0.504956,0.189726,0.623973,-0.505531,0.576561,0.022158,9.203347,-9.203347,-0.670000
5.24,-0.754620,0.548318,0.457987,0.121052,0.265392,0.594294,9.203347,-9.203347,-0.670000
5.26,0.484485,0.682671,-0.104740,0.604032,-0.486930,0.042091,9.203347,-9.203347,-0.670000
5.28,0.568518,0.537842,-0.576733,0.370449,-0.429844,-0.589744,9.203347,-9.203347,-0.670000
5.30,-2.615991,0.173058,-0.549120,-0.302596,0.341758,-0.105847,9.203347,-9.203347,-0.670000
5.32,-1.900952,-0.262498,-0.045821,-0.616672,0.545266,0.578301,9.203347,-9.203347,-0.670000
5.34,3.272427,-0.590705,0.497171,-0.199191,-0.157604,0.168367,9.203347,-9.203347,-0.670000
5.36,-3.713690,-0.677339,0.609480,0.454591,-0.598494,-0.560099,9.203347,-9.203347,-0.670000
5.38,3.433920,-0.486970,0.193814,0.569092,-0.044526,-0.228918,9.203347,-9.203347,-0.670000
5.40,-3.187702,-0.097452,-0.389747,0.008480,0.583456,0.535351,9.203347,-9.203347,-0.670000
5.42,5.065631,0.331919,-0.635682,-0.562192,0.241578,0.286794,9.203347,-9.203347,-0.670000
5.44,-1.761208,0.625550,-0.330945,-0.465936,-0.501868,-0.504346,9.203347,-9.203347,-0.670000
5.46,1.521019,0.663359,0.260479,0.183059,-0.411075,-0.341318,9.103010,-9.103010,-0.670000
5.48,5.585608,0.429882,0.626258,0.614891,0.363034,0.467446,9.103010,-9.103010,-0.670000
5.50,3.291284,0.020602,0.449529,0.317279,0.533683,0.391853,9.103010,-9.103010,-0.670000
5.52,-3.311191,-0.397103,-0.116614,-0.356721,-0.182793,-0.425084,9.103010,-9.103010,-0.670000
5.54,-1.239497,-0.652410,-0.581737,-0.607543,-0.595418,-0.437808,9.103010,-9.103010,-0.670000
5.56,1.651603,-0.640910,-0.542920,-0.137637,-0.018299,0.377753,9.103010,-9.103010,-0.670000
5.58,-2.995963,-0.367306,-0.033787,0.495547,0.589238,0.478647,9.103010,-9.103010,-0.670000
5.60,-9.103010,0.056511,0.504614,0.540865,0.217304,-0.326007,9.103010,-9.103010,-0.670000
5.62,2.866178,0.457217,0.605884,-0.055445,-0.515848,-0.513891,9.103010,-9.103010,-0.670000
5.64,-5.919322,0.670941,0.182294,-0.585981,-0.391522,0.270451,9.103010,-9.103010,-0.670000
5.66,-1.076380,0.610280,-0.399211,-0.421368,0.383618,0.543129,9.103010,-9.103010,-0.670000
5.68,-3.970947,0.300041,-0.634892,0.243113,0.521082,-0.211734,9.249719,-9.249719,-0.670000
5.70,-3.623319,-0.132902,-0.320585,0.619189,-0.207632,-0.566019,9.249719,-9.249719,-0.670000
5.72,-6.770574,-0.511494,0.271434,0.260722,-0.591206,0.150542,9.249719,-9.249719,-0.670000
5.74,1.530695,-0.680906,0.628319,-0.407039,0.007963,0.582294,9.249719,-9.249719,-0.670000
5.76,1.685964,-0.571858,0.440910,-0.591931,0.593895,-0.087591,9.249719,-9.249719,-0.670000
5.78,-1.407299,-0.228945,-0.128446,-0.074615,0.192614,-0.591764,9.249719,-9.249719,-0.670000
5.80,-0.481969,0.207597,-0.586533,0.531216,-0.528843,0.023616,9.249719,-9.249719,-0.670000
5.82,-0.061442,0.559241,-0.536524,0.506867,-0.371222,0.594317,9.249719,-9.249719,-0.670000
5.84,-1.641712,0.682179,-0.021741,-0.118778,0.403470,0.040634,9.249719,-9.249719,-0.670000
5.86,2.109821,0.526136,0.511876,-0.603516,0.507486,-0.589924,9.249719,-9.249719,-0.670000
5.88,3.861715,0.154926,0.602070,-0.372304,-0.232076,-0.104410,9.249719,-9.249719,-0.670000
5.90,-2.818833,-0.279642,0.170709,0.300572,-0.585865,0.578636,9.249719,-9.249719,-0.670000
5.92,-5.430462,-0.599848,-0.408532,0.616880,0.034210,0.166966,9.249719,-9.249719,-0.670000
5.94,-2.233311,-0.674743,-0.633874,0.201384,0.597419,-0.560586,9.249719,-9.249719,-0.670000
5.96,-1.508608,-0.473697,-0.310111,-0.453014,0.167558,-0.227570,9.249719,-9.249719,-0.670000
5.98,2.802872,-0.078930,0.282292,-0.570002,-0.540830,0.535983,9.249719,-9.249719,-0.670000
6.00,6.153822,0.348116,0.630154,-0.010797,-0.350213,0.285514,9.249719,-9.249719,-0.670000
6.02,-2.629643,0.632798,0.432133,0.561216,0.422552,-0.505117,9.249719,-9.249719,-0.670000
6.04,2.614440,0.658693,-0.140232,0.467459,0.492922,-0.340122,9.249719,-9.249719,-0.670000
6.06,3.538986,0.415211,-0.591118,-0.180844,-0.256076,0.468347,9.854129,-9.854129,-0.670000
6.08,-4.256580,0.001926,-0.529936,-0.614612,-0.579407,0.390754,9.854129,-9.854129,-0.670000
6.10,-0.717486,-0.412147,-0.009687,-0.319267,0.060392,-0.426103,9.854129,-9.854129,-0.670000
