log10_x,L_100,L_1000,dc,zero_line
23.12,-6.609514,-13.825713,-0.670000,0.0
23.14,-3.741967,-12.917759,-0.670000,0.0
23.16,0.708104,-2.801136,-0.670000,0.0
23.18,4.729185,-0.591614,-0.670000,0.0
23.20,-1.971909,1.094633,-0.670000,0.0
23.22,-1.314986,10.013918,-0.670000,0.0
23.24,-3.949369,-2.844209,-0.670000,0.0
23.26,1.754634,8.346587,-0.670000,0.0
23.28,2.590359,1.152462,-0.670000,0.0
23.30,-6.366709,-11.776099,-0.670000,0.0
23.32,3.911341,-23.221491,-0.670000,0.0
23.34,-6.992845,-21.962121,-0.670000,0.0
23.36,-0.773295,-7.166392,-0.670000,0.0
23.38,2.786241,-4.617787,-0.670000,0.0
23.40,4.092628,8.205018,-0.670000,0.0
23.42,2.866757,-12.913316,-0.670000,0.0
23.44,3.312629,2.221502,-0.670000,0.0
23.46,-3.550754,5.724353,-0.670000,0.0
23.48,4.186152,-9.986812,-0.670000,0.0
23.50,0.178310,-11.576463,-0.670000,0.0
23.52,-0.766518,1.354721,-0.670000,0.0
23.54,-4.898583,-3.667528,-0.670000,0.0
23.56,-2.095732,5.031054,-0.670000,0.0
23.58,-6.624967,-2.638421,-0.670000,0.0
23.60,-1.243070,4.941048,-0.670000,0.0
23.62,-2.488730,-15.789612,-0.670000,0.0
23.64,1.681651,3.944493,-0.670000,0.0
23.66,-3.536508,-22.148417,-0.670000,0.0
23.68,-3.768764,3.594962,-0.670000,0.0
23.70,-2.082825,-10.611782,-0.670000,0.0
23.72,-2.312262,1.347355,-0.670000,0.0
23.74,0.645326,-0.916209,-0.670000,0.0
23.76,7.655617,16.093733,-0.670000,0.0
23.78,-4.766881,-7.455525,-0.670000,0.0
23.80,0.335882,-10.093033,-0.670000,0.0
23.82,2.121124,-9.250310,-0.670000,0.0
23.84,-1.722377,11.170508,-0.670000,0.0
23.86,-0.557280,-0.670950,-0.670000,0.0
23.88,-0.567733,-12.719372,-0.670000,0.0
23.90,0.962932,0.197337,-0.670000,0.0
23.92,1.091811,-4.810033,-0.670000,0.0
23.94,2.850099,8.040792,-0.670000,0.0
23.96,-6.484844,-23.183782,-0.670000,0.0
23.98,-4.144768,4.303162,-0.670000,0.0
24.00,0.016958,-3.984979,-0.670000,0.0
24.02,4.066063,-13.967953,-0.670000,0.0
24.04,-2.879311,-7.451626,-0.670000,0.0
24.06,3.767283,7.715238,-0.670000,0.0
24.08,-2.889958,-7.042128,-0.670000,0.0
24.10,-2.680204,6.232860,-0.670000,0.0
24.12,-3.544157,-4.332044,-0.670000,0.0
24.14,5.433048,9.580403,-0.670000,0.0
24.16,5.465169,9.893849,-0.670000,0.0
24.18,-1.839967,-4.588559,-0.670000,0.0
24.20,-5.925625,-11.717124,-0.670000,0.0
24.22,4.241591,13.563235,-0.670000,0.0
24.24,-2.275737,-10.788836,-0.670000,0.0
24.26,-1.977563,3.068075,-0.670000,0.0
24.28,-1.606707,-0.771353,-0.670000,0.0
24.30,0.518652,-2.101376,-0.670000,0.0
24.32,-5.419147,-11.553231,-0.670000,0.0
24.34,0.225316,-6.386569,-0.670000,0.0
24.36,-3.516212,-11.222274,-0.670000,0.0
24.38,5.840151,8.371827,-0.670000,0.0
24.40,-3.471894,-2.335423,-0.670000,0.0
24.42,5.499063,3.505863,-0.670000,0.0
24.44,-4.282935,-11.364013,-0.670000,0.0
24.46,-5.671906,-7.851826,-0.670000,0.0
24.48,-5.694002,-21.057705,-0.670000,0.0
24.50,-4.196344,1.276414,-0.670000,0.0
24.52,1.158468,2.906223,-0.670000,0.0
24.54,-1.955795,15.847844,-0.670000,0.0
24.56,2.440969,3.190407,-0.670000,0.0
24.58,1.253587,4.632783,-0.670000,0.0
24.60,-0.406410,-7.676001,-0.670000,0.0
24.62,0.202409,-3.474469,-0.670000,0.0
24.64,-3.459029,-4.812232,-0.670000,0.0
24.66,-0.792682,-7.628272,-0.670000,0.0
24.68,1.510422,-21.902623,-0.670000,0.0
24.70,4.164242,-10.695461,-0.670000,0.0
24.72,-7.396313,0.805786,-0.670000,0.0
24.74,4.222136,2.960143,-0.670000,0.0
24.76,-5.215522,-15.383233,-0.670000,0.0
24.78,2.365719,10.246719,-0.670000,0.0
24.80,-3.542143,12.984610,-0.670000,0.0
24.82,-3.216638,-9.832970,-0.670000,0.0
24.84,-2.194475,-2.758601,-0.670000,0.0
24.86,-0.482437,-9.216092,-0.670000,0.0
24.88,5.188626,15.057318,-0.670000,0.0
24.90,-1.297244,-8.497992,-0.670000,0.0
24.92,-2.138750,-4.247029,-0.670000,0.0
24.94,2.765417,-13.111157,-0.670000,0.0
24.96,2.271190,-4.041472,-0.670000,0.0
24.98,0.295769,-9.678569,-0.670000,0.0
25.00,1.186457,-9.833933,-0.670000,0.0
25.02,-1.080006,9.791096,-0.670000,0.0
25.04,-4.810691,-2.966496,-0.670000,0.0
25.06,6.584837,18.390166,-0.670000,0.0
25.08,-1.744367,5.728669,-0.670000,0.0
25.10,-1.639923,-1.881500,-0.670000,0.0
25.12,-1.431784,-3.376013,-0.670000,0.0
25.14,1.739306,9.816851,-0.670000,0.0
25.16,1.099384,-4.769030,-0.670000,0.0
25.18,-7.726890,-9.632353,-0.670000,0.0
25.20,2.600823,20.307384,-0.670000,0.0
25.22,-3.853549,-4.269361,-0.670000,0.0
25.24,-1.413843,-4.009713,-0.670000,0.0
25.26,2.096882,0.458231,-0.670000,0.0
25.28,-6.404195,-0.677818,-0.670000,0.0
25.30,1.733737,-14.621024,-0.670000,0.0
25.32,-0.199773,-12.271848,-0.670000,0.0
25.34,2.900477,-2.137130,-0.670000,0.0
25.36,-1.477209,3.140273,-0.670000,0.0
25.38,-3.101915,9.182727,-0.670000,0.0
25.40,-2.325020,-17.882019,-0.670000,0.0
25.42,-2.575774,0.691046,-0.670000,0.0
25.44,2.546223,-0.276522,-0.670000,0.0
25.46,-3.920263,-7.240370,-0.670000,0.0
25.48,2.051093,15.794568,-0.670000,0.0
25.50,1.070022,2.365755,-0.670000,0.0
25.52,-1.506262,3.439675,-0.670000,0.0
25.54,-1.104556,-4.841882,-0.670000,0.0
25.56,-7.577677,-8.926288,-0.670000,0.0
25.58,-3.362470,-3.007920,-0.670000,0.0
25.60,-1.717920,4.509940,-0.670000,0.0
25.62,-0.484027,11.111103,-0.670000,0.0
25.64,-3.362006,2.873529,-0.670000,0.0
25.66,-0.086834,-9.794818,-0.670000,0.0
25.68,2.949324,6.105615,-0.670000,0.0
25.70,1.401903,4.678186,-0.670000,0.0
25.72,1.971356,7.144706,-0.670000,0.0
25.74,-0.497641,2.511329,-0.670000,0.0
25.76,2.389615,13.594927,-0.670000,0.0
25.78,-1.359447,-7.448086,-0.670000,0.0
25.80,-3.361662,-18.113751,-0.670000,0.0
25.82,0.607570,-1.053437,-0.670000,0.0
25.84,0.446963,10.810708,-0.670000,0.0
25.86,5.362573,1.428934,-0.670000,0.0
25.88,7.912099,1.095868,-0.670000,0.0
25.90,-2.124720,-6.356568,-0.670000,0.0
25.92,-5.811068,-26.436036,-0.670000,0.0
25.94,9.179450,25.404884,-0.670000,0.0
25.96,-6.464685,2.241961,-0.670000,0.0
25.98,0.161004,11.409180,-0.670000,0.0
26.00,-3.061430,-2.972338,-0.670000,0.0
26.02,0.495922,16.877406,-0.670000,0.0
26.04,-4.251059,7.358521,-0.670000,0.0
26.06,-8.093860,-29.943406,-0.670000,0.0
26.08,4.302384,-0.361615,-0.670000,0.0
26.10,-0.650692,-16.067900,-0.670000,0.0
26.12,0.528281,-4.305807,-0.670000,0.0
26.14,-9.757745,-11.483723,-0.670000,0.0
26.16,0.259952,8.523782,-0.670000,0.0
26.18,-1.988160,-6.358339,-0.670000,0.0
26.20,-2.528773,-1.000012,-0.670000,0.0
26.22,2.500218,-7.460540,-0.670000,0.0
26.24,-2.333653,4.761661,-0.670000,0.0
26.26,-3.010014,-18.616710,-0.670000,0.0
26.28,3.866395,19.762201,-0.670000,0.0
26.30,-2.528332,-13.105854,-0.670000,0.0
26.32,-0.837841,-1.702517,-0.670000,0.0
26.34,-6.281523,-4.385875,-0.670000,0.0
26.36,2.571027,3.060581,-0.670000,0.0
26.38,1.234427,-6.374298,-0.670000,0.0
26.40,1.031555,-2.533951,-0.670000,0.0
26.42,-2.500867,-3.227929,-0.670000,0.0
26.44,-0.103027,-1.106795,-0.670000,0.0
26.46,-3.720736,3.934309,-0.670000,0.0
26.48,-3.596925,-8.529106,-0.670000,0.0
26.50,6.235086,-6.926590,-0.670000,0.0
26.52,-6.241889,-2.895690,-0.670000,0.0
26.54,1.017210,8.562110,-0.670000,0.0
26.56,4.176776,27.653670,-0.670000,0.0
26.58,-4.087168,-11.158200,-0.670000,0.0
26.60,2.657198,-2.887617,-0.670000,0.0
26.62,1.334818,-11.646971,-0.670000,0.0
26.64,-2.654407,-5.216017,-0.670000,0.0
26.66,4.123823,-3.468074,-0.670000,0.0
26.68,-2.695600,-14.525100,-0.670000,0.0
26.70,1.781800,-3.995103,-0.670000,0.0
26.72,-4.944674,-2.192786,-0.670000,0.0
26.74,2.739789,0.383891,-0.670000,0.0
26.76,-0.494764,3.115805,-0.670000,0.0
26.78,-6.398836,0.175068,-0.670000,0.0
26.80,-4.888416,-6.559986,-0.670000,0.0
26.82,5.153525,-9.605801,-0.670000,0.0
26.84,3.261488,-3.000404,-0.670000,0.0
26.86,1.700363,22.063305,-0.670000,0.0
26.88,2.460150,8.404720,-0.670000,0.0
26.90,-0.846823,-13.485333,-0.670000,0.0
26.92,-0.362914,-2.845681,-0.670000,0.0
26.94,5.419534,-7.773455,-0.670000,0.0
26.96,-1.791983,-2.751248,-0.670000,0.0
26.98,-10.336671,-6.115468,-0.670000,0.0
27.00,4.122560,7.432592,-0.670000,0.0
27.02,0.157443,19.019221,-0.670000,0.0
27.04,-0.651885,5.953816,-0.670000,0.0
27.06,-8.431796,-8.033878,-0.670000,0.0
27.08,2.660531,-11.351411,-0.670000,0.0
27.10,3.271061,-6.539423,-0.670000,0.0
27.12,-1.919099,-5.499205,-0.670000,0.0
27.14,-6.582764,-6.542959,-0.670000,0.0
27.16,0.089701,5.342596,-0.670000,0.0
27.18,-2.734320,9.860783,-0.670000,0.0
27.20,-1.242615,-10.932753,-0.670000,0.0
27.22,-4.582471,-22.844629,-0.670000,0.0
27.24,-2.959753,-18.736061,-0.670000,0.0
27.26,-3.897219,6.610136,-0.670000,0.0
27.28,1.819421,-1.560628,-0.670000,0.0
27.30,-5.928670,-5.267033,-0.670000,0.0
27.32,3.947300,16.305353,-0.670000,0.0
27.34,-6.752801,-15.535496,-0.670000,0.0
27.36,4.980800,9.403497,-0.670000,0.0
27.38,-1.157177,-17.146599,-0.670000,0.0
27.40,-4.764870,-17.733369,-0.670000,0.0
27.42,6.920776,14.794096,-0.670000,0.0
27.44,-3.984587,-1.901435,-0.670000,0.0
27.46,3.595468,22.321212,-0.670000,0.0
27.48,3.963706,-4.572929,-0.670000,0.0
27.50,6.090262,4.703232,-0.670000,0.0
27.52,2.478968,9.513645,-0.670000,0.0
27.54,-1.319472,-9.455152,-0.670000,0.0
27.56,0.383693,10.925722,-0.670000,0.0
27.58,-8.299799,-9.831397,-0.670000,0.0
27.60,-4.520037,-37.525660,-0.670000,0.0
27.62,3.396700,-12.901020,-0.670000,0.0
27.64,-1.604446,8.356495,-0.670000,0.0
27.66,0.670663,-7.837856,-0.670000,0.0
27.68,3.419603,-1.266859,-0.670000,0.0
27.70,-1.779244,-12.343237,-0.670000,0.0
27.72,-0.880575,1.731086,-0.670000,0.0
27.74,-2.864157,-5.749468,-0.670000,0.0
27.76,0.770187,20.388980,-0.670000,0.0
27.78,-2.244357,5.475401,-0.670000,0.0
27.80,-0.880182,4.611678,-0.670000,0.0
27.82,-3.211875,15.080072,-0.670000,0.0
27.84,2.607403,10.336335,-0.670000,0.0
27.86,-3.398429,-2.012915,-0.670000,0.0
27.88,0.428976,-12.282396,-0.670000,0.0
27.90,-3.714822,-16.257224,-0.670000,0.0
27.92,4.130457,10.710278,-0.670000,0.0
27.94,-4.444018,3.623052,-0.670000,0.0
27.96,-2.022247,16.640368,-0.670000,0.0
27.98,-3.240840,3.374204,-0.670000,0.0
28.00,-0.375713,5.729225,-0.670000,0.0
28.02,-5.621990,-13.965769,-0.670000,0.0
28.04,3.451628,-0.870579,-0.670000,0.0
28.06,1.959178,4.567664,-0.670000,0.0
28.08,-0.711507,-5.997640,-0.670000,0.0
28.10,-0.164390,0.146117,-0.670000,0.0
28.12,-4.691732,-33.781358,-0.670000,0.0
28.14,3.216088,-2.773928,-0.670000,0.0
28.16,-6.703963,-22.420062,-0.670000,0.0
28.18,4.301131,0.376833,-0.670000,0.0
28.20,-2.308537,-5.551387,-0.670000,0.0
28.22,-4.665582,-2.202396,-0.670000,0.0
28.24,0.351060,-0.417191,-0.670000,0.0
28.26,-1.015169,10.739805,-0.670000,0.0
28.28,-0.414000,-10.524058,-0.670000,0.0
28.30,-0.606607,1.046354,-0.670000,0.0
28.32,-2.248376,14.544783,-0.670000,0.0
28.34,7.453908,8.532278,-0.670000,0.0
28.36,-2.948787,-14.565326,-0.670000,0.0
28.38,1.456349,-1.001205,-0.670000,0.0
28.40,-5.193169,-12.000722,-0.670000,0.0
28.42,3.284969,1.991995,-0.670000,0.0
28.44,7.024369,27.010308,-0.670000,0.0
28.46,-6.598982,-7.526036,-0.670000,0.0
28.48,-0.681833,3.010867,-0.670000,0.0
28.50,0.961890,3.847112,-0.670000,0.0
28.52,-0.890354,-3.216306,-0.670000,0.0
28.54,-2.626068,0.124075,-0.670000,0.0
28.56,-3.404574,0.879098,-0.670000,0.0
28.58,2.915647,3.268542,-0.670000,0.0
28.60,0.889188,10.752380,-0.670000,0.0
28.62,1.279673,9.897775,-0.670000,0.0
28.64,4.212921,-3.100360,-0.670000,0.0
28.66,-4.015723,10.124898,-0.670000,0.0
28.68,1.562958,-4.783066,-0.670000,0.0
28.70,0.420628,2.020168,-0.670000,0.0
28.72,-0.476988,4.263460,-0.670000,0.0
28.74,-3.444343,-14.246434,-0.670000,0.0
28.76,0.883871,-3.150943,-0.670000,0.0
28.78,-8.903464,-18.848312,-0.670000,0.0
28.80,-0.666270,8.603262,-0.670000,0.0
28.82,-3.593626,-1.634855,-0.670000,0.0
28.84,-2.573939,-10.148252,-0.670000,0.0
28.86,7.313603,21.756983,-0.670000,0.0
28.88,0.811341,4.521625,-0.670000,0.0
28.90,-2.560343,-4.222355,-0.670000,0.0
28.92,-2.501421,2.670244,-0.670000,0.0
28.94,-2.675951,-6.378375,-0.670000,0.0
28.96,0.417800,-21.250381,-0.670000,0.0
28.98,-2.694777,1.224647,-0.670000,0.0
29.00,-2.797872,-4.934311,-0.670000,0.0
29.02,0.985391,10.259619,-0.670000,0.0
29.04,-1.039082,-3.603929,-0.670000,0.0
29.06,-1.155851,8.240360,-0.670000,0.0
29.08,-2.526767,-0.407732,-0.670000,0.0
29.10,3.218666,7.561333,-0.670000,0.0
29.12,-2.424799,-2.038397,-0.670000,0.0
29.14,-3.581154,12.215478,-0.670000,0.0
29.16,1.567419,4.197889,-0.670000,0.0
29.18,2.542264,-10.358158,-0.670000,0.0
29.20,-6.007234,-20.516275,-0.670000,0.0
29.22,1.288865,14.626157,-0.670000,0.0
29.24,-4.500968,-4.422832,-0.670000,0.0
29.26,2.103140,-6.979551,-0.670000,0.0
29.28,2.821703,2.562838,-0.670000,0.0
29.30,3.299270,-2.292988,-0.670000,0.0
29.32,-6.146175,-0.929500,-0.670000,0.0
29.34,2.121509,4.214512,-0.670000,0.0
29.36,3.140249,17.586140,-0.670000,0.0
29.38,-0.262295,-6.366080,-0.670000,0.0
29.40,-5.884351,-6.780033,-0.670000,0.0
29.42,0.557061,9.743034,-0.670000,0.0
29.44,2.493022,2.953449,-0.670000,0.0
29.46,-3.921338,-3.186641,-0.670000,0.0
29.48,1.616896,4.306510,-0.670000,0.0
29.50,3.871818,9.895613,-0.670000,0.0
29.52,-1.554101,-19.130903,-0.670000,0.0
29.54,-4.914772,-18.357868,-0.670000,0.0
29.56,0.433908,8.755621,-0.670000,0.0
29.58,-3.491914,-7.248060,-0.670000,0.0
29.60,0.295145,3.711235,-0.670000,0.0
29.62,-1.780198,-4.556012,-0.670000,0.0
29.64,-0.102621,24.052826,-0.670000,0.0
29.66,-2.877531,-15.755674,-0.670000,0.0
29.68,-0.757595,-12.859782,-0.670000,0.0
29.70,2.627120,11.733085,-0.670000,0.0
29.72,-4.949386,1.188203,-0.670000,0.0
29.74,-2.776942,-6.122201,-0.670000,0.0
29.76,-0.010855,11.215517,-0.670000,0.0
29.78,-2.756748,-4.194733,-0.670000,0.0
29.80,-1.570107,-0.490192,-0.670000,0.0
29.82,2.689006,9.359069,-0.670000,0.0
29.84,2.188953,4.558351,-0.670000,0.0
29.86,-1.498676,-3.015481,-0.670000,0.0
29.88,-1.967031,0.522048,-0.670000,0.0
29.90,-2.450684,9.358918,-0.670000,0.0
29.92,-0.865846,5.263886,-0.670000,0.0
29.94,5.646193,12.349693,-0.670000,0.0
29.96,0.353191,5.255155,-0.670000,0.0
29.98,-3.737506,-13.895433,-0.670000,0.0
30.00,5.231457,-1.433537,-0.670000,0.0
30.02,2.390036,16.809820,-0.670000,0.0
30.04,-8.110960,-13.765452,-0.670000,0.0
30.06,-2.072894,-1.179854,-0.670000,0.0
30.08,-0.330069,3.356059,-0.670000,0.0
30.10,0.777668,11.220213,-0.670000,0.0
30.12,-1.018805,-6.173712,-0.670000,0.0
30.14,-1.352175,-0.852313,-0.670000,0.0
30.16,0.583378,7.131216,-0.670000,0.0
30.18,-0.060251,8.632201,-0.670000,0.0
30.20,-1.774657,-14.666261,-0.670000,0.0
30.22,-0.161978,-2.457849,-0.670000,0.0
30.24,-7.377218,-11.784937,-0.670000,0.0
30.26,1.227382,-3.396019,-0.670000,0.0
30.28,-0.675267,6.295855,-0.670000,0.0
30.30,-2.782326,-11.530169,-0.670000,0.0
30.32,-0.920307,-12.180932,-0.670000,0.0
30.34,-0.143594,2.890913,-0.670000,0.0
30.36,7.675846,11.723698,-0.670000,0.0
30.38,-2.512375,10.777014,-0.670000,0.0
30.40,-4.001709,1.112418,-0.670000,0.0
30.42,1.439223,5.560818,-0.670000,0.0
30.44,3.038970,12.241549,-0.670000,0.0
30.46,-3.427590,-26.735864,-0.670000,0.0
30.48,-0.665825,-6.300335,-0.670000,0.0
30.50,0.652881,-1.298202,-0.670000,0.0
30.52,-1.002576,-0.053220,-0.670000,0.0
30.54,2.917111,2.986811,-0.670000,0.0
30.56,-2.407964,-0.194064,-0.670000,0.0
30.58,2.573987,2.636168,-0.670000,0.0
30.60,6.507533,-2.409353,-0.670000,0.0
30.62,-7.379709,-14.509398,-0.670000,0.0
30.64,-5.030994,1.785286,-0.670000,0.0
30.66,-2.060072,-17.534366,-0.670000,0.0
30.68,-0.497538,12.396125,-0.670000,0.0
30.70,-0.551848,4.029371,-0.670000,0.0
30.72,0.261571,-11.041198,-0.670000,0.0
30.74,-7.360545,-7.218360,-0.670000,0.0
30.76,2.060277,0.312739,-0.670000,0.0
30.78,-2.527896,-12.517795,-0.670000,0.0
30.80,-4.019053,8.446221,-0.670000,0.0
30.82,3.299583,-4.643464,-0.670000,0.0
30.84,-5.944326,-12.136749,-0.670000,0.0
30.86,2.774560,-14.357249,-0.670000,0.0
30.88,-1.999710,-13.060256,-0.670000,0.0
30.90,4.084415,1.422109,-0.670000,0.0
30.92,2.804539,3.782793,-0.670000,0.0
30.94,3.411183,3.336600,-0.670000,0.0
30.96,-4.840117,-20.823735,-0.670000,0.0
30.98,-0.820467,-8.938703,-0.670000,0.0
31.00,-2.333677,1.637528,-0.670000,0.0
31.02,-3.883611,1.848290,-0.670000,0.0
31.04,-4.119503,-1.004178,-0.670000,0.0
31.06,-2.775492,-19.737942,-0.670000,0.0
31.08,4.501076,3.027577,-0.670000,0.0
31.10,0.930082,-0.203345,-0.670000,0.0
31.12,3.848022,0.366136,-0.670000,0.0
31.14,1.544356,2.590823,-0.670000,0.0
31.16,-0.587012,-10.490125,-0.670000,0.0
31.18,-3.331242,1.427350,-0.670000,0.0
31.20,-2.128739,-3.854258,-0.670000,0.0
31.22,-5.079869,4.692108,-0.670000,0.0
31.24,-1.804392,-8.335817,-0.670000,0.0
31.26,-5.583323,-9.162379,-0.670000,0.0
31.28,2.865256,-0.508525,-0.670000,0.0
31.30,-9.726612,-15.191046,-0.670000,0.0
31.32,11.771228,31.249986,-0.670000,0.0
31.34,5.376022,3.548004,-0.670000,0.0
31.36,-10.933594,-1.550555,-0.670000,0.0
31.38,2.100276,-1.069761,-0.670000,0.0
31.40,-6.773511,-12.033158,-0.670000,0.0
31.42,-3.485088,-1.038194,-0.670000,0.0
31.44,9.047036,2.966324,-0.670000,0.0
31.46,-4.125908,-1.431908,-0.670000,0.0
31.48,0.115231,-16.958265,-0.670000,0.0
31.50,2.068307,2.196546,-0.670000,0.0
31.52,4.259848,0.990980,-0.670000,0.0
31.54,3.450780,-3.012509,-0.670000,0.0
31.56,-2.615745,5.376300,-0.670000,0.0
31.58,-1.358357,-1.391768,-0.670000,0.0
31.60,-1.005209,13.923054,-0.670000,0.0
31.62,-3.167329,-6.365918,-0.670000,0.0
31.64,-5.842338,-9.538944,-0.670000,0.0
31.66,8.057226,8.462375,-0.670000,0.0
31.68,1.173646,1.491559,-0.670000,0.0
31.70,5.628083,6.623452,-0.670000,0.0
31.72,-7.572052,1.961206,-0.670000,0.0
31.74,1.468295,-17.117612,-0.670000,0.0
31.76,-0.509435,1.417418,-0.670000,0.0
31.78,0.675504,-7.449269,-0.670000,0.0
31.80,-5.795363,-14.448185,-0.670000,0.0
31.82,-1.338412,-14.474827,-0.670000,0.0
31.84,-1.340199,-15.151495,-0.670000,0.0
31.86,-3.300530,-1.555885,-0.670000,0.0
31.88,-4.606589,-9.309538,-0.670000,0.0
31.90,0.533522,4.288421,-0.670000,0.0
31.92,-4.758418,3.155798,-0.670000,0.0
31.94,-0.499608,1.990734,-0.670000,0.0
31.96,2.412133,-6.389447,-0.670000,0.0
31.98,-0.615935,-16.321342,-0.670000,0.0
32.00,-5.135676,-15.786180,-0.670000,0.0
32.02,2.175487,1.497554,-0.670000,0.0
32.04,-3.645283,0.437722,-0.670000,0.0
32.06,1.477804,8.647011,-0.670000,0.0
32.08,2.608918,6.653822,-0.670000,0.0
32.10,4.329184,5.613782,-0.670000,0.0
32.12,-0.082385,-13.442473,-0.670000,0.0
32.14,0.577433,-20.566726,-0.670000,0.0
32.16,-1.150879,-1.899506,-0.670000,0.0
32.18,-7.616395,-2.428241,-0.670000,0.0
32.20,2.112989,2.765296,-0.670000,0.0
32.22,-2.925880,-5.663363,-0.670000,0.0
32.24,-3.111903,-0.667476,-0.670000,0.0
32.26,-0.668950,-11.454615,-0.670000,0.0
32.28,-0.779875,-17.249125,-0.670000,0.0
32.30,4.025211,-16.765316,-0.670000,0.0
32.32,-1.991657,2.953738,-0.670000,0.0
32.34,3.923502,6.749005,-0.670000,0.0
32.36,-1.079995,3.390523,-0.670000,0.0
32.38,-5.622006,-21.042879,-0.670000,0.0
32.40,1.960292,5.948372,-0.670000,0.0
32.42,4.248636,22.021619,-0.670000,0.0
32.44,-3.476269,-12.384500,-0.670000,0.0
32.46,-0.473268,14.660701,-0.670000,0.0
32.48,-1.263164,4.748098,-0.670000,0.0
32.50,0.567749,7.581746,-0.670000,0.0
32.52,0.884826,2.360109,-0.670000,0.0
32.54,-1.202634,6.338307,-0.670000,0.0
32.56,-0.888811,2.826157,-0.670000,0.0
32.58,1.503083,-2.371964,-0.670000,0.0
32.60,-9.337217,-13.298236,-0.670000,0.0
32.62,4.967648,-5.449158,-0.670000,0.0
32.64,3.718473,4.711048,-0.670000,0.0
32.66,-0.323562,16.882808,-0.670000,0.0
32.68,-3.677389,6.794538,-0.670000,0.0
32.70,0.666029,-8.816347,-0.670000,0.0
32.72,-6.698472,3.531759,-0.670000,0.0
32.74,-8.153559,-1.027665,-0.670000,0.0
32.76,10.700180,11.330473,-0.670000,0.0
32.78,-3.610440,1.380996,-0.670000,0.0
32.80,-6.784467,-9.308144,-0.670000,0.0
32.82,-5.795431,-9.959860,-0.670000,0.0
32.84,0.131013,-7.340757,-0.670000,0.0
32.86,-1.123228,9.445808,-0.670000,0.0
32.88,5.581045,3.338529,-0.670000,0.0
32.90,-0.859079,3.220713,-0.670000,0.0
32.92,3.304864,5.371140,-0.670000,0.0
32.94,1.750571,-12.374764,-0.670000,0.0
32.96,-3.686076,-12.045029,-0.670000,0.0
32.98,-5.444273,-13.307150,-0.670000,0.0
33.00,-4.555553,7.315955,-0.670000,0.0
33.02,0.682743,0.501931,-0.670000,0.0
33.04,-1.127526,-5.949904,-0.670000,0.0
33.06,-3.795360,1.886275,-0.670000,0.0
33.08,5.200466,4.413595,-0.670000,0.0
33.10,0.089292,-4.855891,-0.670000,0.0
33.12,-5.845412,11.352782,-0.670000,0.0
33.14,1.692005,5.677733,-0.670000,0.0
33.16,4.613880,8.443959,-0.670000,0.0
33.18,-4.974299,-7.822135,-0.670000,0.0
33.20,2.948007,-4.577453,-0.670000,0.0
33.22,-0.291992,-21.749402,-0.670000,0.0
33.24,-5.579332,-8.344875,-0.670000,0.0
33.26,1.227114,5.246764,-0.670000,0.0
33.28,7.158399,14.521656,-0.670000,0.0
33.30,3.254949,5.658972,-0.670000,0.0
33.32,-1.345070,6.695119,-0.670000,0.0
33.34,2.688368,-6.985468,-0.670000,0.0
33.36,-2.224728,-24.368507,-0.670000,0.0
33.38,-2.558879,5.716901,-0.670000,0.0
33.40,3.028623,9.346056,-0.670000,0.0
33.42,-2.965868,6.538034,-0.670000,0.0
33.44,2.885373,-6.687895,-0.670000,0.0
33.46,-7.109215,-10.218036,-0.670000,0.0
33.48,0.986564,9.060371,-0.670000,0.0
33.50,-0.675210,8.641501,-0.670000,0.0
33.52,-1.188341,2.777723,-0.670000,0.0
33.54,0.734548,-6.702285,-0.670000,0.0
33.56,0.958564,5.314178,-0.670000,0.0
33.58,-5.480896,1.014143,-0.670000,0.0
33.60,2.068363,5.794939,-0.670000,0.0
33.62,-2.456061,1.518864,-0.670000,0.0
33.64,0.670935,-10.943632,-0.670000,0.0
33.66,-3.600798,2.993838,-0.670000,0.0
33.68,-0.982138,-7.107980,-0.670000,0.0
33.70,-3.942214,-13.532029,-0.670000,0.0
33.72,-1.402409,7.094466,-0.670000,0.0
33.74,-6.135073,-13.936512,-0.670000,0.0
33.76,3.564461,0.037396,-0.670000,0.0
33.78,3.342368,0.941524,-0.670000,0.0
33.80,-9.337458,6.025358,-0.670000,0.0
33.82,0.243541,1.358922,-0.670000,0.0
33.84,0.437908,1.109874,-0.670000,0.0
33.86,-4.245146,-2.458657,-0.670000,0.0
33.88,-0.239273,-15.642092,-0.670000,0.0
33.90,-2.003266,-3.355960,-0.670000,0.0
33.92,-0.614779,3.674537,-0.670000,0.0
33.94,-2.762483,-9.015392,-0.670000,0.0
33.96,4.071960,-3.616322,-0.670000,0.0
33.98,-4.398624,-5.348788,-0.670000,0.0
34.00,7.731557,13.767626,-0.670000,0.0
34.02,1.554045,8.717908,-0.670000,0.0
34.04,-2.486999,4.565220,-0.670000,0.0
34.06,-1.080719,-4.196422,-0.670000,0.0
34.08,1.394993,17.643071,-0.670000,0.0
34.10,5.004626,7.318132,-0.670000,0.0
34.12,-2.104329,-13.709020,-0.670000,0.0
34.14,3.029757,8.505587,-0.670000,0.0
34.16,-0.021407,-6.648152,-0.670000,0.0
34.18,1.542627,8.296153,-0.670000,0.0
34.20,-1.493016,-11.386682,-0.670000,0.0
34.22,-1.694819,-14.023110,-0.670000,0.0
