log10_x,M_100,M_1000,M_10000,threshold_pos,threshold_neg
143.9,-0.037999,-0.057813,-0.043464,1.0,-1.0
144.0,0.010013,-0.023447,-0.026244,1.0,-1.0
144.1,-0.021481,-0.043896,-0.043060,1.0,-1.0
144.2,-0.065454,-0.068926,-0.056196,1.0,-1.0
144.3,-0.002514,-0.038080,-0.046115,1.0,-1.0
144.4,0.018667,0.020569,0.016800,1.0,-1.0
144.5,0.054039,0.037135,0.038178,1.0,-1.0
144.6,0.041699,0.043009,0.038094,1.0,-1.0
144.7,-0.019136,-0.033651,-0.035196,1.0,-1.0
144.8,0.104803,0.086753,0.097108,1.0,-1.0
144.9,-0.053622,-0.061423,-0.055902,1.0,-1.0
145.0,-0.001225,-0.001959,0.002798,1.0,-1.0
145.1,-0.143295,-0.151687,-0.142643,1.0,-1.0
145.2,-0.034137,-0.021403,-0.019098,1.0,-1.0
145.3,-0.028769,-0.021249,-0.008565,1.0,-1.0
145.4,0.063375,0.056086,0.047524,1.0,-1.0
145.5,-0.072938,-0.069149,-0.069462,1.0,-1.0
145.6,0.079737,0.079886,0.078298,1.0,-1.0
145.7,-0.064421,-0.091130,-0.092843,1.0,-1.0
145.8,0.151949,0.171923,0.168820,1.0,-1.0
145.9,-0.056986,-0.058303,-0.068684,1.0,-1.0
146.0,0.034990,0.047904,0.048540,1.0,-1.0
146.1,-0.069079,-0.071317,-0.072871,1.0,-1.0
146.2,0.117676,0.110843,0.107649,1.0,-1.0
146.3,-0.084441,-0.115945,-0.111119,1.0,-1.0
146.4,0.042256,0.043575,0.045692,1.0,-1.0
146.5,-0.051687,-0.046559,-0.048446,1.0,-1.0
146.6,0.079388,0.089816,0.080691,1.0,-1.0
146.7,-0.059484,-0.050868,-0.040792,1.0,-1.0
146.8,-0.073114,-0.086354,-0.082663,1.0,-1.0
146.9,-0.044891,-0.048727,-0.049045,1.0,-1.0
147.0,0.086145,0.068377,0.065311,1.0,-1.0
147.1,0.048445,0.062763,0.063725,1.0,-1.0
147.2,0.027402,0.031120,0.037084,1.0,-1.0
147.3,-0.028186,-0.041457,-0.035042,1.0,-1.0
147.4,0.041026,0.068662,0.060962,1.0,-1.0
147.5,0.029266,0.017926,0.015191,1.0,-1.0
147.6,-0.041278,-0.061461,-0.057063,1.0,-1.0
147.7,-0.035611,-0.033077,-0.024913,1.0,-1.0
147.8,-0.119533,-0.112242,-0.123594,1.0,-1.0
147.9,0.057752,0.065634,0.067097,1.0,-1.0
148.0,-0.033260,-0.032336,-0.034314,1.0,-1.0
148.1,0.017621,-0.002853,-0.015728,1.0,-1.0
148.2,0.010601,0.039065,0.050357,1.0,-1.0
148.3,0.038968,0.046165,0.043833,1.0,-1.0
148.4,0.054438,0.044103,0.040965,1.0,-1.0
148.5,0.016413,0.026970,0.006259,1.0,-1.0
148.6,-0.085912,-0.072869,-0.074598,1.0,-1.0
148.7,0.024550,0.027070,0.037027,1.0,-1.0
148.8,-0.047254,-0.051438,-0.052690,1.0,-1.0
148.9,0.057541,0.062331,0.059712,1.0,-1.0
149.0,-0.026771,-0.005883,0.003029,1.0,-1.0
149.1,-0.046501,-0.043259,-0.042585,1.0,-1.0
149.2,0.003105,-0.004557,-0.003909,1.0,-1.0
149.3,0.106439,0.102580,0.106362,1.0,-1.0
149.4,0.037011,0.040827,0.038480,1.0,-1.0
149.5,-0.009566,-0.014501,-0.015115,1.0,-1.0
149.6,-0.030477,-0.051634,-0.049330,1.0,-1.0
149.7,0.031514,0.025585,0.022852,1.0,-1.0
149.8,0.075957,0.073155,0.071788,1.0,-1.0
149.9,-0.060489,-0.049172,-0.051713,1.0,-1.0
150.0,-0.048309,-0.038572,-0.030349,1.0,-1.0
150.1,-0.030622,-0.014825,-0.005942,1.0,-1.0
150.2,-0.020961,-0.036116,-0.040229,1.0,-1.0
150.3,-0.098606,-0.082071,-0.089183,1.0,-1.0
150.4,0.000219,0.010136,0.006391,1.0,-1.0
150.5,-0.014252,-0.003515,-0.003202,1.0,-1.0
150.6,0.113651,0.118764,0.107293,1.0,-1.0
150.7,-0.053537,-0.054105,-0.065786,1.0,-1.0
150.8,0.056816,0.077257,0.077710,1.0,-1.0
150.9,-0.008416,0.006860,0.013179,1.0,-1.0
151.0,0.115631,0.115645,0.123720,1.0,-1.0
151.1,-0.038192,-0.060308,-0.058316,1.0,-1.0
151.2,-0.057355,-0.063392,-0.063417,1.0,-1.0
151.3,-0.105380,-0.113073,-0.112600,1.0,-1.0
151.4,0.076610,0.079968,0.080734,1.0,-1.0
151.5,-0.019671,-0.036093,-0.048767,1.0,-1.0
151.6,0.048770,0.047064,0.038355,1.0,-1.0
151.7,-0.096092,-0.122486,-0.107558,1.0,-1.0
151.8,0.114903,0.127249,0.123890,1.0,-1.0
151.9,-0.019853,-0.029763,-0.027950,1.0,-1.0
152.0,0.036047,0.063816,0.061591,1.0,-1.0
152.1,-0.102119,-0.088008,-0.083306,1.0,-1.0
152.2,0.095311,0.095862,0.098454,1.0,-1.0
152.3,0.049438,0.035674,0.055107,1.0,-1.0
152.4,0.077850,0.075248,0.076222,1.0,-1.0
152.5,-0.153026,-0.158982,-0.161757,1.0,-1.0
152.6,0.004522,-0.004109,0.005096,1.0,-1.0
152.7,-0.031811,-0.032783,-0.038391,1.0,-1.0
152.8,0.086797,0.091517,0.096745,1.0,-1.0
152.9,-0.100331,-0.079816,-0.079874,1.0,-1.0
153.0,-0.076296,-0.070948,-0.074100,1.0,-1.0
153.1,-0.000102,0.004177,0.012876,1.0,-1.0
153.2,0.142875,0.145781,0.137573,1.0,-1.0
153.3,0.082778,0.063674,0.063272,1.0,-1.0
153.4,-0.088635,-0.078654,-0.076453,1.0,-1.0
153.5,-0.004683,-0.015596,-0.023542,1.0,-1.0
153.6,-0.058526,-0.069139,-0.068333,1.0,-1.0
153.7,0.046813,0.030570,0.027219,1.0,-1.0
153.8,-0.114436,-0.104460,-0.106885,1.0,-1.0
153.9,0.018511,0.018387,0.031774,1.0,-1.0
154.0,-0.020388,0.012935,0.015914,1.0,-1.0
154.1,0.134457,0.130104,0.116261,1.0,-1.0
154.2,-0.041860,-0.014516,-0.024369,1.0,-1.0
154.3,0.074522,0.072540,0.075437,1.0,-1.0
154.4,-0.019218,-0.036188,-0.049560,1.0,-1.0
154.5,0.081389,0.067300,0.064598,1.0,-1.0
154.6,-0.054911,-0.067177,-0.069551,1.0,-1.0
154.7,-0.032995,-0.011914,-0.018369,1.0,-1.0
154.8,-0.037482,-0.034177,-0.029111,1.0,-1.0
154.9,0.018499,0.013910,0.017435,1.0,-1.0
155.0,0.005451,0.009110,0.008452,1.0,-1.0
155.1,-0.021684,-0.015643,-0.021948,1.0,-1.0
155.2,-0.019353,-0.035987,-0.050161,1.0,-1.0
155.3,-0.002568,-0.032524,-0.025186,1.0,-1.0
155.4,0.029858,0.047017,0.051781,1.0,-1.0
155.5,-0.046090,-0.050153,-0.042873,1.0,-1.0
155.6,0.011827,0.020984,0.028885,1.0,-1.0
155.7,0.023176,0.004702,0.004351,1.0,-1.0
155.8,0.007112,-0.003833,-0.015738,1.0,-1.0
155.9,-0.007115,-0.004171,-0.010787,1.0,-1.0
156.0,-0.050868,-0.044831,-0.045412,1.0,-1.0
156.1,-0.055973,-0.057674,-0.062886,1.0,-1.0
156.2,0.097675,0.074168,0.075772,1.0,-1.0
156.3,-0.057572,-0.065834,-0.056147,1.0,-1.0
156.4,0.015176,0.027635,0.031216,1.0,-1.0
156.5,-0.101837,-0.106982,-0.099133,1.0,-1.0
156.6,0.110709,0.097602,0.102766,1.0,-1.0
156.7,0.092490,0.072017,0.076302,1.0,-1.0
156.8,0.104433,0.099859,0.088145,1.0,-1.0
156.9,-0.087600,-0.069758,-0.076804,1.0,-1.0
157.0,0.025924,0.045160,0.048362,1.0,-1.0
157.1,-0.065910,-0.103734,-0.111685,1.0,-1.0
157.2,0.064179,0.034489,0.047496,1.0,-1.0
157.3,-0.125404,-0.106542,-0.102946,1.0,-1.0
157.4,0.012561,0.011754,0.009717,1.0,-1.0
157.5,-0.029912,-0.058464,-0.059631,1.0,-1.0
157.6,0.100738,0.095854,0.088436,1.0,-1.0
157.7,-0.009426,-0.023661,-0.031915,1.0,-1.0
157.8,0.020991,0.015354,0.008538,1.0,-1.0
157.9,-0.024992,-0.041220,-0.029872,1.0,-1.0
158.0,0.084866,0.081577,0.070696,1.0,-1.0
158.1,-0.020136,-0.011470,-0.008341,1.0,-1.0
158.2,-0.071693,-0.068994,-0.063661,1.0,-1.0
158.3,-0.067027,-0.075327,-0.084007,1.0,-1.0
158.4,0.021181,0.018995,0.023104,1.0,-1.0
158.5,0.031867,0.010737,0.018734,1.0,-1.0
158.6,-0.006334,-0.008831,-0.010220,1.0,-1.0
158.7,-0.099691,-0.101474,-0.104455,1.0,-1.0
158.8,-0.004891,-0.019023,-0.017505,1.0,-1.0
158.9,-0.007116,-0.004854,0.005153,1.0,-1.0
159.0,0.032981,0.046237,0.050524,1.0,-1.0
159.1,0.025464,0.037043,0.019834,1.0,-1.0
159.2,-0.044665,-0.054984,-0.051143,1.0,-1.0
159.3,0.091379,0.065275,0.066461,1.0,-1.0
159.4,-0.031612,-0.042401,-0.045144,1.0,-1.0
159.5,0.051769,0.076878,0.083114,1.0,-1.0
159.6,0.013367,0.010999,0.006166,1.0,-1.0
159.7,0.012220,0.007665,0.017544,1.0,-1.0
159.8,0.016638,0.036908,0.033722,1.0,-1.0
159.9,-0.050879,-0.041609,-0.038787,1.0,-1.0
160.0,-0.107415,-0.130477,-0.117277,1.0,-1.0
160.1,0.116702,0.118526,0.102045,1.0,-1.0
160.2,0.018933,-0.001307,-0.007268,1.0,-1.0
160.3,0.024451,0.011368,0.013761,1.0,-1.0
160.4,-0.065110,-0.065867,-0.062237,1.0,-1.0
160.5,0.011020,0.033541,0.032260,1.0,-1.0
160.6,0.072812,0.097514,0.103852,1.0,-1.0
160.7,-0.003344,-0.020563,-0.018141,1.0,-1.0
160.8,-0.075034,-0.077216,-0.076102,1.0,-1.0
160.9,-0.077532,-0.059250,-0.061352,1.0,-1.0
161.0,0.028882,0.020805,0.011788,1.0,-1.0
161.1,0.027467,0.038627,0.035685,1.0,-1.0
161.2,0.015973,0.014154,0.014454,1.0,-1.0
161.3,-0.042074,-0.052423,-0.049879,1.0,-1.0
161.4,0.041082,0.041926,0.034379,1.0,-1.0
161.5,0.052340,0.042342,0.040373,1.0,-1.0
161.6,-0.005238,-0.010187,-0.019885,1.0,-1.0
161.7,-0.075105,-0.080368,-0.080286,1.0,-1.0
161.8,0.019197,0.015682,0.010442,1.0,-1.0
161.9,0.031323,0.034733,0.038734,1.0,-1.0
162.0,0.121142,0.117482,0.123037,1.0,-1.0
162.1,-0.152326,-0.137040,-0.126540,1.0,-1.0
162.2,0.000922,0.006115,0.014246,1.0,-1.0
162.3,-0.074547,-0.073683,-0.066309,1.0,-1.0
162.4,0.089609,0.075602,0.077910,1.0,-1.0
162.5,-0.068074,-0.069981,-0.062594,1.0,-1.0
162.6,0.071151,0.047613,0.040491,1.0,-1.0
162.7,-0.042544,-0.060192,-0.062760,1.0,-1.0
162.8,0.117432,0.117155,0.119699,1.0,-1.0
162.9,-0.049178,-0.062062,-0.057861,1.0,-1.0
163.0,0.082332,0.076950,0.075256,1.0,-1.0
163.1,-0.096275,-0.075199,-0.072710,1.0,-1.0
163.2,0.030427,0.026011,0.021565,1.0,-1.0
163.3,-0.095791,-0.096653,-0.093230,1.0,-1.0
163.4,-0.039101,-0.043078,-0.048044,1.0,-1.0
163.5,-0.013722,-0.005159,-0.008867,1.0,-1.0
163.6,0.029724,0.016500,0.024014,1.0,-1.0
163.7,0.024533,0.042737,0.038247,1.0,-1.0
163.8,0.002233,-0.010871,-0.010791,1.0,-1.0
163.9,-0.005248,0.020433,0.029337,1.0,-1.0
164.0,0.039737,0.045150,0.044861,1.0,-1.0
164.1,0.013688,0.042667,0.045297,1.0,-1.0
164.2,-0.011180,-0.048017,-0.046198,1.0,-1.0
164.3,-0.025754,0.000012,-0.008154,1.0,-1.0
164.4,0.005363,-0.017055,-0.007889,1.0,-1.0
164.5,-0.015173,0.003952,-0.009249,1.0,-1.0
164.6,-0.000266,-0.010938,-0.008413,1.0,-1.0
164.7,-0.000277,-0.019458,-0.024547,1.0,-1.0
164.8,0.039523,0.020556,0.035719,1.0,-1.0
164.9,0.086803,0.115343,0.114741,1.0,-1.0
165.0,-0.008593,0.010113,0.021248,1.0,-1.0
165.1,0.026234,0.034161,0.031983,1.0,-1.0
165.2,-0.038842,-0.043112,-0.044178,1.0,-1.0
165.3,0.030344,0.015384,0.014781,1.0,-1.0
165.4,0.068444,0.085217,0.087083,1.0,-1.0
165.5,-0.000480,0.010358,0.003930,1.0,-1.0
165.6,-0.132903,-0.138264,-0.138743,1.0,-1.0
165.7,-0.006163,0.007180,0.009497,1.0,-1.0
165.8,-0.064283,-0.071505,-0.066612,1.0,-1.0
165.9,0.038167,0.046947,0.045715,1.0,-1.0
166.0,-0.099879,-0.089332,-0.097990,1.0,-1.0
166.1,-0.060581,-0.074878,-0.074619,1.0,-1.0
166.2,0.031397,0.026133,0.030522,1.0,-1.0
166.3,0.102467,0.107809,0.109164,1.0,-1.0
166.4,0.100073,0.116830,0.130654,1.0,-1.0
166.5,0.009579,0.007817,-0.001824,1.0,-1.0
166.6,-0.005198,-0.034664,-0.033801,1.0,-1.0
166.7,-0.050330,-0.068052,-0.073564,1.0,-1.0
166.8,-0.015080,-0.007242,0.013689,1.0,-1.0
166.9,-0.117704,-0.117284,-0.122332,1.0,-1.0
167.0,0.006771,0.003860,0.003621,1.0,-1.0
167.1,-0.053546,-0.036547,-0.037353,1.0,-1.0
167.2,0.057267,0.065479,0.069364,1.0,-1.0
167.3,-0.005084,-0.023521,-0.035018,1.0,-1.0
167.4,0.074426,0.076786,0.083877,1.0,-1.0
167.5,-0.027945,-0.028274,-0.027967,1.0,-1.0
167.6,0.125556,0.114681,0.127564,1.0,-1.0
167.7,-0.063418,-0.030035,-0.025886,1.0,-1.0
167.8,0.082934,0.075082,0.068808,1.0,-1.0
167.9,-0.054949,-0.063351,-0.064594,1.0,-1.0
168.0,0.044863,0.033463,0.036457,1.0,-1.0
168.1,-0.066281,-0.079286,-0.082306,1.0,-1.0
168.2,0.068604,0.054927,0.057300,1.0,-1.0
168.3,-0.066558,-0.096464,-0.097456,1.0,-1.0
168.4,0.060487,0.036265,0.044231,1.0,-1.0
168.5,-0.052006,-0.030842,-0.032671,1.0,-1.0
168.6,0.031630,0.003937,-0.000813,1.0,-1.0
168.7,-0.103066,-0.106816,-0.105787,1.0,-1.0
168.8,0.122863,0.116035,0.110131,1.0,-1.0
168.9,-0.036960,-0.045803,-0.051556,1.0,-1.0
169.0,0.018649,0.009926,0.004492,1.0,-1.0
169.1,-0.106725,-0.111486,-0.114332,1.0,-1.0
169.2,-0.003714,-0.017610,-0.023013,1.0,-1.0
169.3,0.022929,0.003220,0.007212,1.0,-1.0
169.4,0.033608,0.049164,0.044861,1.0,-1.0
169.5,-0.079749,-0.074952,-0.067547,1.0,-1.0
169.6,-0.042472,-0.022087,-0.017075,1.0,-1.0
169.7,0.090049,0.106057,0.103148,1.0,-1.0
169.8,0.077590,0.073737,0.070500,1.0,-1.0
169.9,0.039702,0.052283,0.050807,1.0,-1.0
170.0,-0.046894,-0.049793,-0.045453,1.0,-1.0
170.1,0.011367,-0.015613,-0.024383,1.0,-1.0
170.2,0.022082,0.005805,0.013166,1.0,-1.0
170.3,-0.028006,-0.038400,-0.039466,1.0,-1.0
170.4,-0.136940,-0.133783,-0.129777,1.0,-1.0
170.5,0.054528,0.055237,0.066159,1.0,-1.0
170.6,-0.026530,-0.024017,-0.022747,1.0,-1.0
170.7,0.118925,0.115103,0.114350,1.0,-1.0
170.8,-0.113990,-0.100935,-0.103211,1.0,-1.0
170.9,0.012778,-0.007717,-0.012935,1.0,-1.0
171.0,0.039116,0.043008,0.038651,1.0,-1.0
171.1,-0.001643,-0.022553,-0.032971,1.0,-1.0
171.2,-0.045484,-0.037218,-0.044344,1.0,-1.0
171.3,0.043615,0.064537,0.062373,1.0,-1.0
171.4,-0.023000,-0.027911,-0.031888,1.0,-1.0
171.5,0.097575,0.091008,0.100668,1.0,-1.0
171.6,-0.021630,-0.011896,-0.003602,1.0,-1.0
171.7,-0.033455,-0.013488,-0.015717,1.0,-1.0
171.8,-0.009155,-0.000494,-0.004414,1.0,-1.0
171.9,-0.054996,-0.047824,-0.058064,1.0,-1.0
172.0,-0.031366,-0.068505,-0.063794,1.0,-1.0
172.1,-0.027677,-0.058197,-0.059059,1.0,-1.0
172.2,0.057157,0.059096,0.060289,1.0,-1.0
172.3,0.086049,0.065007,0.059394,1.0,-1.0
172.4,0.066453,0.036733,0.052651,1.0,-1.0
172.5,-0.060882,-0.052643,-0.047358,1.0,-1.0
172.6,-0.001819,-0.017127,-0.026545,1.0,-1.0
172.7,0.003235,0.025680,0.027503,1.0,-1.0
172.8,0.063055,0.037891,0.039674,1.0,-1.0
172.9,-0.073709,-0.070677,-0.068668,1.0,-1.0
173.0,-0.046959,-0.053849,-0.065069,1.0,-1.0
173.1,-0.017909,-0.032950,-0.035595,1.0,-1.0
173.2,0.079682,0.070949,0.068420,1.0,-1.0
173.3,0.010862,0.012556,0.003434,1.0,-1.0
173.4,0.070456,0.078308,0.076065,1.0,-1.0
173.5,-0.108507,-0.102046,-0.110810,1.0,-1.0
173.6,0.114861,0.144843,0.136316,1.0,-1.0
173.7,-0.078874,-0.061403,-0.055493,1.0,-1.0
173.8,0.020912,0.034639,0.036407,1.0,-1.0
173.9,-0.114054,-0.149142,-0.149578,1.0,-1.0
174.0,-0.000212,-0.028514,-0.029896,1.0,-1.0
174.1,-0.023402,-0.024102,-0.017227,1.0,-1.0
174.2,0.019832,0.035453,0.032080,1.0,-1.0
174.3,-0.138750,-0.157599,-0.170572,1.0,-1.0
174.4,0.090414,0.086737,0.088235,1.0,-1.0
174.5,-0.006652,0.015601,0.023795,1.0,-1.0
174.6,0.085381,0.104062,0.115046,1.0,-1.0
174.7,-0.064612,-0.054150,-0.058665,1.0,-1.0
174.8,0.006879,0.025746,0.028067,1.0,-1.0
174.9,0.056151,0.028753,0.026913,1.0,-1.0
175.0,0.093724,0.098107,0.088649,1.0,-1.0
175.1,0.005500,0.012470,-0.002799,1.0,-1.0
175.2,-0.019888,-0.042267,-0.041905,1.0,-1.0
175.3,-0.068238,-0.087599,-0.086199,1.0,-1.0
175.4,-0.001787,-0.010016,-0.022109,1.0,-1.0
175.5,0.001959,0.013496,0.008138,1.0,-1.0
175.6,-0.055425,-0.052682,-0.060009,1.0,-1.0
175.7,-0.007109,0.003929,0.006951,1.0,-1.0
175.8,0.037302,0.032170,0.019252,1.0,-1.0
175.9,0.110420,0.108182,0.095604,1.0,-1.0
176.0,0.013510,0.010384,0.017423,1.0,-1.0
176.1,0.026307,0.036061,0.048187,1.0,-1.0
176.2,-0.055986,-0.035592,-0.046296,1.0,-1.0
176.3,0.053359,0.055369,0.056140,1.0,-1.0
176.4,-0.095938,-0.103953,-0.099136,1.0,-1.0
176.5,-0.015298,0.004071,0.000852,1.0,-1.0
176.6,-0.075219,-0.084515,-0.085812,1.0,-1.0
176.7,0.064717,0.072046,0.078065,1.0,-1.0
176.8,-0.001492,-0.001177,0.002552,1.0,-1.0
176.9,0.038471,0.037211,0.041303,1.0,-1.0
177.0,-0.039528,-0.063352,-0.074239,1.0,-1.0
177.1,0.035292,0.037870,0.040234,1.0,-1.0
177.2,-0.015560,0.006232,-0.001676,1.0,-1.0
177.3,0.020894,0.036988,0.041553,1.0,-1.0
177.4,-0.062333,-0.090666,-0.092847,1.0,-1.0
177.5,-0.004317,-0.023264,-0.034090,1.0,-1.0
177.6,0.006507,0.000529,-0.005445,1.0,-1.0
177.7,-0.034300,-0.030612,-0.040605,1.0,-1.0
177.8,-0.050885,-0.040642,-0.051398,1.0,-1.0
177.9,0.029131,0.047124,0.056521,1.0,-1.0
178.0,0.090634,0.090158,0.080558,1.0,-1.0
178.1,0.002020,-0.002162,0.006112,1.0,-1.0
178.2,-0.005008,-0.014764,-0.008559,1.0,-1.0
178.3,-0.074287,-0.059989,-0.065752,1.0,-1.0
178.4,0.136876,0.148226,0.152504,1.0,-1.0
178.5,0.079320,0.063023,0.073450,1.0,-1.0
178.6,-0.014533,-0.017618,-0.008265,1.0,-1.0
178.7,-0.104860,-0.147185,-0.145163,1.0,-1.0
178.8,-0.001533,-0.008055,-0.008404,1.0,-1.0
178.9,-0.031697,-0.015059,-0.006139,1.0,-1.0
179.0,0.085409,0.070949,0.064950,1.0,-1.0
179.1,-0.239450,-0.257458,-0.258303,1.0,-1.0
179.2,0.053446,0.033567,0.022192,1.0,-1.0
179.3,-0.034971,-0.020244,-0.020600,1.0,-1.0
179.4,0.147350,0.155147,0.167019,1.0,-1.0
179.5,-0.032907,-0.006685,-0.003579,1.0,-1.0
179.6,0.018612,0.035659,0.042723,1.0,-1.0
179.7,0.009701,-0.032007,-0.038876,1.0,-1.0
179.8,0.106686,0.107089,0.116264,1.0,-1.0
179.9,-0.091089,-0.114693,-0.103376,1.0,-1.0
180.0,0.002537,0.021847,0.020410,1.0,-1.0
180.1,-0.050008,-0.033510,-0.033938,1.0,-1.0
180.2,0.077342,0.067762,0.055896,1.0,-1.0
180.3,-0.003735,0.005638,0.007037,1.0,-1.0
180.4,-0.043974,-0.051234,-0.051845,1.0,-1.0
180.5,-0.000492,-0.010712,-0.007440,1.0,-1.0
180.6,0.003013,-0.020950,-0.016070,1.0,-1.0
180.7,0.035766,0.046900,0.049897,1.0,-1.0
180.8,-0.018649,-0.030123,-0.020986,1.0,-1.0
180.9,-0.043120,-0.020402,-0.001596,1.0,-1.0
181.0,0.043666,0.031398,0.042394,1.0,-1.0
181.1,0.012699,0.018862,0.013166,1.0,-1.0
181.2,-0.003958,-0.007413,-0.001303,1.0,-1.0
181.3,-0.018022,-0.019523,-0.028614,1.0,-1.0
181.4,0.008872,0.028688,0.021834,1.0,-1.0
181.5,-0.020328,-0.015708,-0.016815,1.0,-1.0
181.6,0.054012,0.044536,0.027870,1.0,-1.0
181.7,-0.052839,-0.028449,-0.025894,1.0,-1.0
181.8,0.012113,-0.020625,-0.033179,1.0,-1.0
181.9,0.055574,0.034291,0.026121,1.0,-1.0
182.0,-0.073530,-0.093809,-0.103898,1.0,-1.0
182.1,0.045046,0.063285,0.078290,1.0,-1.0
182.2,-0.132909,-0.109008,-0.103702,1.0,-1.0
182.3,0.020753,-0.000354,0.003887,1.0,-1.0
182.4,0.024590,0.014299,0.014335,1.0,-1.0
182.5,-0.032957,-0.021600,-0.023644,1.0,-1.0
182.6,-0.047853,-0.032862,-0.032745,1.0,-1.0
182.7,0.044246,0.035951,0.031003,1.0,-1.0
182.8,0.015271,0.001571,-0.004971,1.0,-1.0
182.9,0.134704,0.118254,0.113777,1.0,-1.0
183.0,-0.067784,-0.053536,-0.057271,1.0,-1.0
183.1,0.023567,0.018008,0.013541,1.0,-1.0
183.2,0.073954,0.084736,0.069021,1.0,-1.0
183.3,-0.018614,-0.017251,-0.007157,1.0,-1.0
183.4,0.005463,0.022305,0.017796,1.0,-1.0
183.5,-0.084287,-0.077831,-0.071419,1.0,-1.0
183.6,0.030286,0.055732,0.048911,1.0,-1.0
183.7,-0.003148,-0.013708,-0.004892,1.0,-1.0
183.8,0.045311,0.076311,0.072652,1.0,-1.0
183.9,-0.097836,-0.094560,-0.098549,1.0,-1.0
184.0,0.013444,-0.015717,-0.012202,1.0,-1.0
184.1,-0.035970,-0.027875,-0.029502,1.0,-1.0
184.2,0.065680,0.058790,0.059376,1.0,-1.0
184.3,-0.054065,-0.042762,-0.044756,1.0,-1.0
184.4,0.057089,0.076313,0.067165,1.0,-1.0
184.5,-0.005979,-0.014693,-0.019215,1.0,-1.0
184.6,0.122195,0.162435,0.162992,1.0,-1.0
184.7,-0.052840,-0.056063,-0.048154,1.0,-1.0
184.8,0.003392,0.020398,0.016971,1.0,-1.0
184.9,-0.142638,-0.159146,-0.159306,1.0,-1.0
185.0,0.032678,0.047190,0.055158,1.0,-1.0
185.1,-0.111268,-0.086616,-0.085838,1.0,-1.0
185.2,0.036349,0.030160,0.014206,1.0,-1.0
185.3,-0.050252,-0.006657,-0.001452,1.0,-1.0
185.4,0.081695,0.086976,0.092063,1.0,-1.0
185.5,0.089016,0.099875,0.110292,1.0,-1.0
185.6,0.130592,0.131707,0.136883,1.0,-1.0
185.7,-0.056778,-0.048637,-0.046059,1.0,-1.0
185.8,0.015278,-0.000579,-0.003713,1.0,-1.0
185.9,-0.076445,-0.075316,-0.071901,1.0,-1.0
186.0,-0.014726,-0.015340,-0.001017,1.0,-1.0
186.1,-0.062957,-0.081493,-0.094245,1.0,-1.0
186.2,-0.056018,-0.063043,-0.040463,1.0,-1.0
186.3,0.066983,0.039500,0.036799,1.0,-1.0
186.4,0.002751,0.009069,0.011133,1.0,-1.0
186.5,0.008555,0.018893,0.008544,1.0,-1.0
186.6,0.030429,0.053294,0.053971,1.0,-1.0
186.7,0.064502,0.072795,0.076645,1.0,-1.0
186.8,-0.013074,-0.010693,-0.017006,1.0,-1.0
186.9,-0.010787,0.008452,0.002140,1.0,-1.0
187.0,-0.076769,-0.068015,-0.074347,1.0,-1.0
187.1,0.075446,0.080454,0.073407,1.0,-1.0
187.2,0.011437,0.032471,0.027344,1.0,-1.0
187.3,-0.054362,-0.068266,-0.072787,1.0,-1.0
187.4,-0.062649,-0.053071,-0.047420,1.0,-1.0
187.5,-0.006692,-0.021909,-0.028918,1.0,-1.0
187.6,-0.007427,-0.003953,-0.011275,1.0,-1.0
187.7,0.057674,0.031333,0.028539,1.0,-1.0
187.8,-0.105097,-0.114913,-0.122320,1.0,-1.0
187.9,0.033441,-0.002343,-0.007503,1.0,-1.0
188.0,0.086252,0.073077,0.071379,1.0,-1.0
188.1,0.101045,0.089461,0.085468,1.0,-1.0
188.2,-0.022985,-0.015013,-0.009439,1.0,-1.0
188.3,-0.048108,-0.059653,-0.059495,1.0,-1.0
188.4,-0.037319,-0.048421,-0.051773,1.0,-1.0
188.5,0.061685,0.041676,0.043496,1.0,-1.0
188.6,-0.035635,-0.015966,-0.018424,1.0,-1.0
188.7,-0.049225,-0.038384,-0.047370,1.0,-1.0
188.8,-0.027561,-0.037727,-0.032975,1.0,-1.0
188.9,0.052383,0.043613,0.038339,1.0,-1.0
189.0,0.117284,0.109382,0.097573,1.0,-1.0
189.1,-0.008907,-0.001609,-0.004744,1.0,-1.0
189.2,-0.018446,-0.014718,-0.000440,1.0,-1.0
189.3,-0.064578,-0.065896,-0.078130,1.0,-1.0
189.4,0.026823,0.030261,0.022931,1.0,-1.0
189.5,-0.054167,-0.036944,-0.046171,1.0,-1.0
189.6,-0.001313,0.003956,0.006327,1.0,-1.0
189.7,-0.082621,-0.108219,-0.104308,1.0,-1.0
189.8,0.050501,-0.000996,0.000030,1.0,-1.0
189.9,-0.042303,-0.044694,-0.042707,1.0,-1.0
190.0,0.031763,0.027026,0.022675,1.0,-1.0
190.1,0.024985,0.046828,0.040184,1.0,-1.0
190.2,0.102476,0.093381,0.087599,1.0,-1.0
190.3,-0.060961,-0.043399,-0.042704,1.0,-1.0
190.4,0.014397,0.006506,0.003766,1.0,-1.0
190.5,-0.061326,-0.077809,-0.079599,1.0,-1.0
190.6,0.135825,0.126849,0.125956,1.0,-1.0
190.7,-0.104615,-0.108301,-0.109171,1.0,-1.0
190.8,0.008538,0.019601,0.011509,1.0,-1.0
190.9,-0.100200,-0.108700,-0.108217,1.0,-1.0
191.0,0.040487,0.033591,0.028734,1.0,-1.0
