log10_x,M_100,M_1000,M_10000,threshold_pos,threshold_neg
191.1,-0.002700,-0.029256,-0.032212,1.0,-1.0
191.2,-0.008575,0.018896,0.023151,1.0,-1.0
191.3,-0.043319,-0.039340,-0.039695,1.0,-1.0
191.4,0.139580,0.129251,0.125466,1.0,-1.0
191.5,0.013856,0.019534,0.024570,1.0,-1.0
191.6,0.055117,0.080154,0.085700,1.0,-1.0
191.7,-0.045143,-0.046592,-0.047007,1.0,-1.0
191.8,-0.016718,-0.006464,-0.011466,1.0,-1.0
191.9,0.059338,0.043025,0.036939,1.0,-1.0
192.0,-0.053949,-0.060176,-0.076554,1.0,-1.0
192.1,-0.033288,-0.033876,-0.026624,1.0,-1.0
192.2,-0.095970,-0.090023,-0.080474,1.0,-1.0
192.3,0.034492,0.035084,0.024924,1.0,-1.0
192.4,0.018818,-0.002832,-0.006329,1.0,-1.0
192.5,0.071050,0.080519,0.081809,1.0,-1.0
192.6,-0.082994,-0.096710,-0.098824,1.0,-1.0
192.7,0.036789,0.021102,0.019487,1.0,-1.0
192.8,-0.028384,-0.031047,-0.029514,1.0,-1.0
192.9,0.082666,0.078347,0.068130,1.0,-1.0
193.0,-0.010310,0.001521,-0.000868,1.0,-1.0
193.1,-0.035318,-0.032150,-0.030690,1.0,-1.0
193.2,-0.035983,-0.017284,-0.018207,1.0,-1.0
193.3,0.099808,0.122149,0.125712,1.0,-1.0
193.4,-0.072103,-0.057738,-0.056361,1.0,-1.0
193.5,0.034901,0.045067,0.036037,1.0,-1.0
193.6,-0.055779,-0.062231,-0.064405,1.0,-1.0
193.7,0.025824,0.030496,0.023114,1.0,-1.0
193.8,0.030590,0.033838,0.041658,1.0,-1.0
193.9,-0.025486,-0.031142,-0.022667,1.0,-1.0
194.0,-0.003184,-0.060524,-0.057681,1.0,-1.0
194.1,0.038385,0.028688,0.029254,1.0,-1.0
194.2,0.010304,0.004456,0.009702,1.0,-1.0
194.3,0.029916,0.030666,0.015506,1.0,-1.0
194.4,-0.089823,-0.090018,-0.084996,1.0,-1.0
194.5,0.006430,0.021538,0.027086,1.0,-1.0
194.6,-0.032919,-0.042552,-0.039331,1.0,-1.0
194.7,-0.037916,-0.050386,-0.053089,1.0,-1.0
194.8,0.013691,0.000507,0.006667,1.0,-1.0
194.9,-0.019433,-0.022475,-0.020551,1.0,-1.0
195.0,0.068147,0.042661,0.035859,1.0,-1.0
195.1,-0.011054,-0.008561,-0.009382,1.0,-1.0
195.2,0.024065,0.041192,0.046801,1.0,-1.0
195.3,-0.013325,-0.004888,-0.005012,1.0,-1.0
195.4,0.087477,0.088837,0.094600,1.0,-1.0
195.5,-0.083129,-0.091917,-0.100716,1.0,-1.0
195.6,-0.004769,-0.021581,-0.027315,1.0,-1.0
195.7,-0.108395,-0.091373,-0.088170,1.0,-1.0
195.8,0.104476,0.103967,0.103013,1.0,-1.0
195.9,0.014508,-0.002198,-0.001731,1.0,-1.0
196.0,0.086468,0.086021,0.065447,1.0,-1.0
196.1,-0.123605,-0.113522,-0.123261,1.0,-1.0
196.2,0.028777,0.050552,0.049138,1.0,-1.0
196.3,-0.020822,-0.013630,-0.007179,1.0,-1.0
196.4,0.157899,0.165927,0.173023,1.0,-1.0
196.5,-0.103811,-0.112993,-0.111683,1.0,-1.0
196.6,0.004822,0.011454,-0.000098,1.0,-1.0
196.7,0.018089,0.001950,0.014817,1.0,-1.0
196.8,0.063249,0.054819,0.059979,1.0,-1.0
196.9,-0.037205,-0.056859,-0.068179,1.0,-1.0
197.0,-0.073534,-0.050140,-0.055011,1.0,-1.0
197.1,-0.056003,-0.037698,-0.044822,1.0,-1.0
197.2,0.090054,0.083906,0.092436,1.0,-1.0
197.3,-0.038842,-0.021567,-0.024924,1.0,-1.0
197.4,-0.031572,-0.042128,-0.038997,1.0,-1.0
197.5,0.012480,-0.004972,-0.001697,1.0,-1.0
197.6,0.082667,0.095392,0.087224,1.0,-1.0
197.7,0.080189,0.077082,0.078071,1.0,-1.0
197.8,-0.067472,-0.069874,-0.080883,1.0,-1.0
197.9,-0.087436,-0.072775,-0.081308,1.0,-1.0
198.0,-0.031629,-0.029173,-0.027777,1.0,-1.0
198.1,0.008061,0.009152,0.008097,1.0,-1.0
198.2,-0.055316,-0.028113,-0.021241,1.0,-1.0
198.3,-0.041468,-0.038959,-0.040660,1.0,-1.0
198.4,-0.016457,-0.025769,-0.022767,1.0,-1.0
198.5,0.117588,0.132006,0.134279,1.0,-1.0
198.6,0.009551,0.004310,0.002208,1.0,-1.0
198.7,0.051657,0.060727,0.062235,1.0,-1.0
198.8,0.032510,0.029405,0.022743,1.0,-1.0
198.9,0.086313,0.085445,0.081226,1.0,-1.0
199.0,-0.106248,-0.107816,-0.096937,1.0,-1.0
199.1,-0.019445,-0.002841,0.003307,1.0,-1.0
199.2,-0.097072,-0.084561,-0.072974,1.0,-1.0
199.3,0.100544,0.098933,0.096851,1.0,-1.0
199.4,-0.042610,-0.056392,-0.064126,1.0,-1.0
199.5,-0.012037,0.007902,0.013873,1.0,-1.0
199.6,-0.007049,-0.001912,-0.003036,1.0,-1.0
199.7,0.037563,0.024810,0.027907,1.0,-1.0
199.8,0.054452,0.048035,0.043004,1.0,-1.0
199.9,-0.009849,-0.018400,-0.015580,1.0,-1.0
200.0,-0.058508,-0.060612,-0.057899,1.0,-1.0
