log10_x,L_reconstructed,wave1,wave2,wave3,wave4,wave5,envelope_pos,envelope_neg,dc_offset
12.12,2.555945,-0.665067,0.450033,0.335586,0.457019,0.578860,5.774313,-5.774313,-0.670000
12.14,-2.010617,-0.435596,-0.115914,0.611964,0.462230,-0.103442,5.774313,-5.774313,-0.670000
12.16,-1.798551,-0.027985,-0.581448,0.162370,-0.300909,-0.590043,5.774313,-5.774313,-0.670000
12.18,0.231533,0.391071,-0.543291,-0.479843,-0.563857,0.039653,5.774313,-5.774313,-0.670000
12.20,-2.593230,0.650195,-0.034498,-0.552819,0.110476,0.594330,5.774313,-5.774313,-0.670000
12.22,1.872242,0.643418,0.504180,0.030014,0.601168,0.024599,5.774313,-5.774313,-0.670000
12.24,2.406128,0.373511,0.606102,0.577241,0.092557,-0.591671,5.774313,-5.774313,-0.670000
12.26,-3.905822,-0.049146,0.182977,0.439688,-0.569909,-0.088564,5.774313,-5.774313,-0.670000
12.28,0.363413,-0.451704,-0.398656,-0.219467,-0.285034,0.582096,5.774313,-5.774313,-0.670000
12.30,-1.042287,-0.669535,-0.634945,-0.618268,0.473644,0.151494,5.774313,-5.774313,-0.670000
12.32,-4.869359,-0.613555,-0.321200,-0.283619,0.444998,-0.565718,5.774313,-5.774313,-0.670000
12.34,1.562422,-0.306658,0.270790,0.387487,-0.323354,-0.212653,5.774313,-5.774313,-0.670000
12.36,0.246972,0.125649,0.628203,0.598918,-0.554205,0.542729,5.774313,-5.774313,-0.670000
12.38,0.328884,0.506571,0.441423,0.099853,0.136181,0.271326,5.774313,-5.774313,-0.670000
12.40,-1.485121,0.680328,-0.127749,-0.517667,0.600198,-0.513396,5.774313,-5.774313,-0.670000
12.42,1.119810,0.575860,-0.586256,-0.521079,0.066525,-0.326829,5.774313,-5.774313,-0.670000
12.44,-3.120818,0.235891,-0.536907,0.093664,-0.577730,0.478063,5.774313,-5.774313,-0.670000
12.46,0.069227,-0.200548,-0.022452,0.597294,-0.261643,0.378512,5.774313,-5.774313,-0.670000
12.48,0.597845,-0.554971,0.511452,0.392354,0.489365,-0.437143,5.774313,-5.774313,-0.670000
12.50,-1.779824,-0.682435,0.602301,-0.278035,0.426917,-0.425771,5.774313,-5.774313,-0.670000
12.52,-1.028147,-0.530813,0.171395,-0.618592,-0.345181,0.391113,5.774313,-5.774313,-0.670000
12.54,-1.928263,-0.162111,-0.407985,-0.225314,-0.543496,0.468053,5.052294,-5.052294,-0.670000
12.56,-1.558856,0.272887,-0.633941,0.435253,0.161625,-0.340513,4.946325,-4.946325,-0.670000
12.58,2.722633,0.596286,-0.310732,0.579480,0.598082,-0.504866,4.946325,-4.946325,-0.670000
12.60,-2.083895,0.675830,0.281654,0.036270,0.040366,0.285932,4.946325,-4.946325,-0.670000
12.62,1.288957,0.478989,0.630052,-0.549967,-0.584449,0.535777,4.946325,-4.946325,-0.670000
12.64,-1.493217,0.086263,0.432655,-0.483779,-0.237753,-0.228010,4.946325,-4.946325,-0.670000
12.66,-0.449176,-0.341742,-0.139538,0.156315,0.504152,-0.560427,4.946325,-4.946325,-0.670000
12.68,-1.918532,-0.629988,-0.590853,0.610973,0.408021,0.167423,4.946325,-4.946325,-0.670000
12.70,0.240572,-0.660597,-0.530331,0.340834,-0.366350,0.578527,4.946325,-4.946325,-0.670000
12.72,-4.123901,-0.421051,-0.010399,-0.333636,-0.531750,-0.104879,4.946325,-4.946325,-0.670000
12.74,1.384535,-0.009313,0.518541,-0.612314,0.186761,-0.589865,4.946325,-4.946325,-0.670000
12.76,-1.055733,0.406234,0.598285,-0.164605,0.594825,0.041110,4.946325,-4.946325,-0.670000
12.78,1.094006,0.655648,0.159752,0.478375,0.014130,0.594310,4.869359,-4.869359,-0.670000
12.80,1.396601,0.636931,-0.417169,0.553859,-0.590053,0.023140,4.869359,-4.869359,-0.670000
12.82,-4.299253,0.357737,-0.632709,-0.027699,-0.213410,-0.591808,4.869359,-4.869359,-0.670000
12.84,1.884771,-0.067756,-0.300153,-0.576398,0.517978,-0.087120,5.431018,-5.431018,-0.670000
12.86,-4.099122,-0.465540,0.292417,-0.441317,0.388347,0.582390,5.431018,-5.431018,-0.670000
12.88,2.653968,-0.672938,0.631675,0.217298,-0.386820,0.150081,5.431018,-5.431018,-0.670000
12.90,-3.034039,-0.605134,0.423732,0.618132,-0.518989,-0.566165,5.431018,-5.431018,-0.670000
12.92,0.012958,-0.289856,-0.151277,0.285677,0.211541,-0.211289,5.431018,-5.431018,-0.670000
12.94,-1.996595,0.143960,-0.595239,-0.385677,0.590433,0.543322,5.431018,-5.431018,-0.670000
12.96,0.774783,0.518903,-0.523564,-0.599503,-0.012133,0.270027,5.431018,-5.431018,-0.670000
12.98,-0.865649,0.681637,0.001659,-0.102139,-0.594531,-0.514130,5.431018,-5.431018,-0.670000
13.00,-2.003754,0.565611,0.525444,0.516392,-0.188659,-0.325608,5.431018,-5.431018,-0.670000
13.02,3.232310,0.218275,0.594054,0.522328,0.530815,0.478929,5.431018,-5.431018,-0.670000
13.04,0.815554,-0.218326,0.148052,-0.091373,0.367932,0.377385,5.431018,-5.431018,-0.670000
13.06,-4.368707,-0.565642,-0.426202,-0.596678,-0.406552,-0.438131,7.107649,-7.107649,-0.670000
13.08,-3.901361,-0.681634,-0.631251,-0.394145,-0.505237,-0.424751,7.107649,-7.107649,-0.670000
13.10,0.624583,-0.518868,-0.289466,0.275962,0.235917,0.392211,7.107649,-7.107649,-0.670000
13.12,1.978354,-0.143908,0.303074,0.618695,0.584914,0.467152,7.107649,-7.107649,-0.670000
13.14,-2.588229,0.289905,0.633071,0.227471,-0.038373,-0.341708,7.107649,-7.107649,-0.670000
13.16,0.865812,0.605159,0.414657,-0.433602,-0.597874,-0.504094,7.107649,-7.107649,-0.670000
13.18,-0.950993,0.672929,-0.162961,-0.580293,-0.163548,0.287211,7.107649,-7.107649,-0.670000
13.20,0.324618,0.465501,-0.599411,-0.038584,0.542639,0.535144,7.107649,-7.107649,-0.670000
13.22,-1.766020,0.067703,-0.516610,0.548898,0.346814,-0.229358,7.107649,-7.107649,-0.670000
13.24,0.575786,-0.357783,0.013715,0.485223,-0.425508,-0.559939,7.107649,-7.107649,-0.670000
13.26,-2.589857,-0.636951,0.532159,-0.154072,-0.490522,0.168823,7.107649,-7.107649,-0.670000
13.28,-0.984091,-0.655633,0.589610,-0.610591,0.259843,0.578190,7.107649,-7.107649,-0.670000
13.30,1.482961,-0.406191,0.136299,-0.342767,0.578280,-0.106316,7.107649,-7.107649,-0.670000
13.32,-4.531696,0.009366,-0.435083,0.331681,-0.064540,-0.589684,7.107649,-7.107649,-0.670000
13.34,1.789089,0.421093,-0.629566,0.612656,-0.600077,0.042566,7.107649,-7.107649,-0.670000
13.36,-1.347327,0.660611,-0.278675,0.166838,-0.138125,0.594286,7.107649,-7.107649,-0.670000
13.38,1.764000,0.629968,0.313623,-0.476900,0.553428,0.021682,7.107649,-7.107649,-0.670000
13.40,-1.832127,0.341695,0.634240,-0.554892,0.325035,-0.591942,7.107649,-7.107649,-0.670000
13.42,-0.508894,-0.086316,0.405433,0.025384,-0.443653,-0.085676,7.107649,-7.107649,-0.670000
13.44,0.165452,-0.479028,-0.174587,0.575547,-0.474871,0.582680,7.107649,-7.107649,-0.670000
13.46,-1.147256,-0.675838,-0.603369,0.442939,0.283274,0.148668,7.107649,-7.107649,-0.670000
13.48,-4.338061,-0.596260,-0.509470,-0.215126,0.570542,-0.566607,7.107649,-7.107649,-0.670000
13.50,1.395656,-0.272837,0.025767,-0.617988,-0.090583,-0.209923,7.107649,-7.107649,-0.670000
13.52,-0.857083,0.162164,0.538683,-0.287731,-0.601135,0.543913,7.107649,-7.107649,-0.670000
13.54,-2.440048,0.530847,0.584954,0.383861,-0.112439,0.268725,7.107649,-7.107649,-0.670000
13.56,5.767649,0.682437,0.124497,0.600079,0.563160,-0.514861,7.107649,-7.107649,-0.670000
13.58,-4.019586,0.554940,-0.443808,0.104424,0.302636,-0.324386,7.107649,-7.107649,-0.670000
13.60,-0.168329,0.200496,-0.627655,-0.515109,-0.460950,0.479792,7.107649,-7.107649,-0.670000
13.62,-2.098127,-0.235941,-0.267784,-0.523569,-0.458314,0.376256,7.107649,-7.107649,-0.670000
13.64,-1.021550,-0.575889,0.324060,0.089080,0.306163,-0.439116,7.107649,-7.107649,-0.670000
13.66,0.482171,-0.680323,0.635181,0.596054,0.561715,-0.423728,7.107649,-7.107649,-0.670000
13.68,-1.162693,-0.506535,0.396064,0.395930,-0.116454,0.393307,7.107649,-7.107649,-0.670000
13.70,0.094852,-0.125596,-0.186151,-0.273885,-0.601045,0.466248,7.107649,-7.107649,-0.670000
13.72,-3.098600,0.306706,-0.607109,-0.618790,-0.086538,-0.342902,7.107649,-7.107649,-0.670000
13.74,-1.224562,0.613579,-0.502147,-0.229625,0.571819,-0.503319,7.107649,-7.107649,-0.670000
13.76,3.134061,0.669525,0.037810,0.431944,0.279659,0.288489,7.107649,-7.107649,-0.670000
13.78,-0.822364,0.451664,0.545013,0.581099,-0.477369,0.534507,7.107649,-7.107649,-0.670000
13.80,-0.777819,0.049092,0.580088,0.040897,-0.440882,-0.230704,7.107649,-7.107649,-0.670000
13.82,-1.042756,-0.373556,0.112651,-0.547821,0.328469,-0.559448,7.107649,-7.107649,-0.670000
13.84,-0.124746,-0.643436,-0.452373,-0.486659,0.551816,0.170223,7.107649,-7.107649,-0.670000
13.86,-4.553678,-0.650179,-0.625520,0.151826,-0.142103,0.577850,7.107649,-7.107649,-0.670000
13.88,0.250836,-0.391027,-0.256798,0.610200,-0.599809,-0.107752,7.107649,-7.107649,-0.670000
13.90,0.785381,0.028038,0.334380,0.344695,-0.060472,-0.589499,7.107649,-7.107649,-0.670000
13.92,-1.161519,0.435637,0.635895,-0.329722,0.579386,0.044022,7.107649,-7.107649,-0.670000
13.94,0.183974,0.665079,0.386553,-0.612990,0.256149,0.594258,7.107649,-7.107649,-0.670000
13.96,0.695347,0.622533,-0.197648,-0.169069,-0.492876,0.020222,7.107649,-7.107649,-0.670000
13.98,-1.356790,0.325397,-0.610632,0.475418,-0.422609,-0.592072,7.107649,-7.107649,-0.670000
14.00,-2.409022,-0.104811,-0.494645,0.555917,0.350147,-0.084231,7.107649,-7.107649,-0.670000
14.02,1.410635,-0.492156,0.049839,-0.023068,0.540865,0.582966,7.107649,-7.107649,-0.670000
14.04,-1.217085,-0.678231,0.551148,-0.574687,-0.167480,0.147254,7.107649,-7.107649,-0.670000
14.06,-2.976303,-0.586939,0.575015,-0.444556,-0.597428,-0.567047,7.107649,-7.107649,-0.670000
14.08,-0.406979,-0.255614,0.100764,0.212951,-0.034291,-0.208557,6.318055,-6.318055,-0.670000
14.10,0.225770,0.180246,-0.460776,0.617835,0.585847,0.544500,6.318055,-6.318055,-0.670000
14.12,0.422860,0.542393,-0.623160,0.289781,0.232150,0.267422,6.318055,-6.318055,-0.670000
14.14,-0.589137,0.682725,-0.245719,-0.382039,-0.507443,-0.515589,6.318055,-6.318055,-0.670000
14.16,-3.765292,0.543852,0.344581,-0.600647,-0.403530,-0.323162,6.318055,-6.318055,-0.670000
14.18,3.783969,0.182568,0.636380,-0.106708,0.371158,0.480653,6.318055,-6.318055,-0.670000
14.20,-1.270165,-0.253379,0.376903,0.513819,0.528882,0.375124,6.318055,-6.318055,-0.670000
14.22,0.031230,-0.585705,-0.209074,0.524803,-0.192538,-0.440098,6.318055,-6.318055,-0.670000
14.24,-4.092167,-0.678503,-0.613937,-0.086786,-0.593908,-0.422703,6.318055,-6.318055,-0.670000
14.26,-2.187041,-0.493823,-0.486965,-0.595421,-0.008044,0.394401,6.318055,-6.318055,-0.670000
14.28,1.603116,-0.107190,0.061850,-0.397709,0.591191,0.465341,6.318055,-6.318055,-0.670000
14.30,-1.404761,0.323278,0.557086,0.271805,0.207708,-0.344093,6.318055,-6.318055,-0.670000
14.32,1.278288,0.621540,0.569735,0.618877,-0.521042,-0.502540,6.318055,-6.318055,-0.670000
14.34,-0.980172,0.665619,0.088840,0.231776,-0.383680,0.289764,6.318055,-6.318055,-0.670000
14.36,1.296281,0.437489,-0.469014,-0.430280,0.391460,0.533866,6.318055,-6.318055,-0.670000
14.38,-2.386646,0.030445,-0.620576,-0.581896,0.515889,-0.232049,6.318055,-6.318055,-0.670000
14.40,-2.458454,-0.389050,-0.234552,-0.043209,-0.217228,-0.558953,6.318055,-6.318055,-0.670000
14.42,-0.376101,-0.649440,0.354658,0.546736,-0.589254,0.171621,6.318055,-6.318055,-0.670000
14.44,0.675906,-0.644237,0.636638,0.488089,0.018218,0.577507,6.318055,-6.318055,-0.670000
14.46,-0.392259,-0.375570,0.367118,-0.149578,0.595407,-0.109187,6.318055,-6.318055,-0.670000
14.48,-3.217191,0.046690,-0.220425,-0.609801,0.182869,-0.589311,6.318055,-6.318055,-0.670000
14.50,0.373220,0.449855,-0.617021,-0.346618,-0.533646,0.045478,6.318055,-6.318055,-0.670000
14.52,-0.877149,0.669049,-0.479110,0.327757,-0.363099,0.594227,6.318055,-6.318055,-0.670000
14.54,0.517559,0.614631,0.073839,0.613314,0.411016,0.018763,6.318055,-6.318055,-0.670000
14.56,1.078183,0.308856,0.562823,0.171297,0.501912,-0.592199,6.318055,-6.318055,-0.670000
14.58,-0.971492,-0.123228,0.564251,-0.473930,-0.241504,-0.082785,6.318055,-6.318055,-0.670000
14.60,-2.443616,-0.504917,0.076885,-0.556934,-0.583476,0.583249,6.318055,-6.318055,-0.670000
14.62,-0.938426,-0.680117,-0.477084,0.020752,0.044446,0.145839,6.318055,-6.318055,-0.670000
14.64,-1.084322,-0.577179,-0.617770,0.573820,0.598486,-0.567483,6.318055,-6.318055,-0.670000
14.66,-1.800131,-0.238200,-0.223301,0.446166,0.157682,-0.207189,6.981083,-6.981083,-0.670000
14.68,0.747153,0.198193,0.364607,-0.210774,-0.545232,0.545084,6.981083,-6.981083,-0.670000
14.70,-0.410159,0.553533,0.636667,-0.617673,-0.341824,0.266117,6.981083,-6.981083,-0.670000
14.72,0.179132,0.682502,0.357201,-0.291828,0.429787,-0.516314,6.981083,-6.981083,-0.670000
14.74,-1.799082,0.532358,-0.231697,0.380213,0.486977,-0.321935,6.981083,-6.981083,-0.670000
14.76,3.517313,0.164502,-0.619883,0.601207,-0.265319,0.481510,6.981083,-6.981083,-0.670000
14.78,-4.475687,-0.270628,-0.471084,0.108990,-0.576584,0.373991,6.981083,-6.981083,-0.670000
14.80,-2.353385,-0.595083,0.085801,-0.512522,0.070588,-0.441078,6.981083,-6.981083,-0.670000
14.82,1.574826,-0.676175,0.568359,-0.526030,0.600424,-0.421675,6.981083,-6.981083,-0.670000
14.84,-2.537724,-0.480741,0.558565,0.084491,0.132194,0.395492,6.981083,-6.981083,-0.670000
14.86,1.456931,-0.088705,0.064903,0.594780,-0.555778,0.464431,6.981083,-6.981083,-0.670000
14.88,-2.916853,0.339608,-0.484983,0.399483,-0.319898,-0.345283,6.981083,-6.981083,-0.670000
14.90,1.345204,0.629035,-0.614742,-0.269720,0.447738,-0.501759,6.981083,-6.981083,-0.670000
14.92,-1.754207,0.661215,-0.211969,-0.618954,0.471113,0.291038,6.981083,-6.981083,-0.670000
14.94,0.446141,0.422986,0.374426,-0.233923,-0.288628,0.533223,6.981083,-6.981083,-0.670000
14.96,0.356536,0.011775,0.636468,0.428611,-0.568592,-0.233392,6.981083,-6.981083,-0.670000
14.98,-2.258888,-0.404252,0.347157,0.582684,0.096596,-0.558455,6.981083,-6.981083,-0.670000
15.00,1.795015,-0.654958,-0.242886,0.045520,0.601216,0.173018,6.981083,-6.981083,-0.670000
15.02,-4.279262,-0.637814,-0.622523,-0.545644,0.106453,0.577160,6.981083,-6.981083,-0.670000
15.04,-1.223927,-0.359832,-0.462888,-0.489512,-0.565263,-0.110622,6.981083,-6.981083,-0.670000
15.06,-2.547695,0.065306,0.097733,0.147328,-0.297361,-0.589119,6.981083,-6.981083,-0.670000
15.08,4.298879,0.463736,0.573691,0.609393,0.464835,0.046933,6.981083,-6.981083,-0.670000
15.10,-1.240565,0.672518,0.552678,0.348536,0.454351,0.594193,6.981083,-6.981083,-0.670000
15.12,-0.653193,0.606270,0.052897,-0.325789,-0.311386,0.017304,6.981083,-6.981083,-0.670000
15.14,1.803082,0.292084,-0.492707,-0.613631,-0.559516,-0.592322,6.981083,-6.981083,-0.670000
15.16,-6.981083,-0.141552,-0.611494,-0.173523,0.122420,-0.081339,6.981083,-6.981083,-0.670000
15.18,2.831696,-0.517299,-0.200562,0.472435,0.600861,0.583528,6.981083,-6.981083,-0.670000
15.20,-0.119886,-0.681494,0.384111,0.557944,0.080510,0.144424,6.981083,-6.981083,-0.670000
15.22,-1.660300,-0.566987,0.636040,-0.018435,-0.573670,-0.567915,6.981083,-6.981083,-0.670000
15.24,-2.909268,-0.220607,0.336987,-0.572944,-0.274257,-0.205820,6.981083,-6.981083,-0.670000
15.26,1.146511,0.215992,-0.253987,-0.447770,0.481045,0.545664,6.981083,-6.981083,-0.670000
15.28,-0.285780,0.564259,-0.624940,0.208593,0.436721,0.264811,6.981083,-6.981083,-0.670000
15.30,-0.526560,0.681769,-0.454527,0.617503,-0.333550,-0.517036,6.981083,-6.981083,-0.670000
15.32,-0.716258,0.520465,0.109630,0.293870,-0.549371,-0.320707,6.981083,-6.981083,-0.670000
15.34,0.061816,0.146314,0.578817,-0.378381,0.148010,0.482365,6.981083,-6.981083,-0.670000
15.36,0.333300,-0.287674,0.546593,-0.601759,0.599359,0.372855,6.981083,-6.981083,-0.670000
15.38,-1.694597,-0.604015,0.040872,-0.111271,0.054413,-0.442056,6.981083,-6.981083,-0.670000
15.40,-2.539524,-0.673340,-0.500255,0.511217,-0.580982,-0.420645,6.981083,-6.981083,-0.670000
15.42,-1.184170,-0.467299,-0.608026,0.527249,-0.250629,0.396580,6.981083,-6.981083,-0.670000
15.44,-0.216515,-0.070152,-0.189083,-0.082194,0.496337,0.463519,6.981083,-6.981083,-0.670000
15.46,0.797919,0.355683,0.393658,-0.594130,0.418258,-0.346470,6.981083,-6.981083,-0.670000
15.48,-2.001777,0.636060,0.635384,-0.401251,-0.355078,-0.500975,6.981083,-6.981083,-0.670000
15.50,-0.138080,0.656316,0.326697,0.267632,-0.538179,0.292310,6.981083,-6.981083,-0.670000
15.52,2.931969,0.408167,-0.264998,0.619023,0.173318,0.532576,6.981083,-6.981083,-0.670000
15.54,-1.836509,-0.006904,-0.627133,0.236068,0.596714,-0.234734,6.981083,-6.981083,-0.670000
15.56,-4.286824,-0.419152,-0.446002,-0.426935,0.028212,-0.557953,6.981083,-6.981083,-0.670000
15.58,1.377622,-0.659985,0.121487,-0.583465,-0.587186,0.174414,6.981083,-6.981083,-0.670000
15.60,-3.120878,-0.630913,0.583736,-0.047831,-0.226523,0.576809,6.981083,-6.981083,-0.670000
15.62,0.812315,-0.343825,0.540312,0.544545,0.510682,-0.112056,6.981083,-6.981083,-0.670000
15.64,1.420523,0.083873,0.028832,0.490928,0.398997,-0.588923,6.981083,-6.981083,-0.670000
15.66,-3.579799,0.477270,-0.507624,-0.145076,-0.375928,0.048389,6.981083,-6.981083,-0.670000
15.68,0.627909,0.675484,-0.604341,-0.608976,-0.525959,0.594154,6.466053,-6.466053,-0.670000
15.70,-0.937641,0.597455,-0.177536,-0.350449,0.198295,0.015845,6.466053,-6.466053,-0.670000
15.72,0.493640,0.275093,0.403063,0.323816,0.592930,-0.592441,6.466053,-6.466053,-0.670000
15.74,-0.753291,-0.159771,0.634501,0.613938,0.001957,-0.079893,6.466053,-6.466053,-0.670000
15.76,1.352140,-0.529295,0.316290,0.175747,-0.592269,0.583804,6.466053,-6.466053,-0.670000
15.78,-3.864658,-0.682360,-0.275914,-0.470933,-0.201985,0.143007,6.466053,-6.466053,-0.670000
15.80,-2.040795,-0.556370,-0.629101,-0.558945,0.524052,-0.568344,6.466053,-6.466053,-0.670000
15.82,-0.599773,-0.202849,-0.437318,0.016118,0.378974,-0.204450,6.466053,-6.466053,-0.670000
15.84,-0.421745,0.233629,0.133301,0.572061,-0.396061,0.546241,6.466053,-6.466053,-0.670000
15.86,1.603438,0.574563,0.588445,0.449368,-0.512736,0.263503,6.466053,-6.466053,-0.670000
15.88,-0.421251,0.680525,0.533837,-0.206409,0.222893,-0.517754,6.466053,-6.466053,-0.670000
15.90,-1.086713,0.508183,0.016782,-0.617324,0.588014,-0.319477,6.466053,-6.466053,-0.670000
15.92,0.155891,0.128015,-0.514810,-0.295908,-0.024302,0.483216,6.466053,-6.466053,-0.670000
15.94,-1.367260,-0.304504,-0.600439,0.376543,-0.596222,0.371717,6.466053,-6.466053,-0.670000
15.96,-2.985366,-0.612495,-0.165925,0.602301,-0.177061,-0.443030,6.312024,-6.312024,-0.670000
15.98,0.947805,-0.670002,0.412324,0.113550,0.536423,-0.419612,6.312024,-6.312024,-0.670000
16.00,-1.275910,-0.453507,0.633390,-0.509906,0.358228,0.397667,6.312024,-6.312024,-0.670000
16.02,0.425601,-0.051548,0.305769,-0.528461,-0.415437,0.462603,6.312024,-6.312024,-0.670000
16.04,-3.283186,0.371493,-0.286730,0.079896,-0.498535,-0.347655,6.312024,-6.312024,-0.670000
16.06,0.656815,0.642609,-0.630844,0.593473,0.247066,-0.500188,6.312024,-6.312024,-0.670000
16.08,1.623281,0.650926,-0.428476,0.403013,0.581977,0.293581,6.312024,-6.312024,-0.670000
16.10,-0.291279,0.393042,0.145067,-0.265540,-0.050514,0.531927,6.312024,-6.312024,-0.670000
16.12,-4.072804,-0.025578,0.592943,-0.619084,-0.599037,-0.236075,6.312024,-6.312024,-0.670000
16.14,2.725651,-0.433738,0.527171,-0.238209,-0.151800,-0.557448,6.312024,-6.312024,-0.670000
16.16,-2.511092,-0.664518,0.004726,0.425253,0.547770,0.175810,6.312024,-6.312024,-0.670000
16.18,-1.536874,-0.623539,-0.521812,0.584238,0.336799,0.576455,6.312024,-6.312024,-0.670000
16.20,1.080083,-0.327560,-0.596321,0.050142,-0.434022,-0.113490,6.312024,-6.312024,-0.670000
16.22,-5.477780,0.102377,-0.154255,-0.543437,-0.483382,-0.588724,6.312024,-6.312024,-0.670000
16.24,2.432112,0.490447,0.421438,-0.492337,0.270768,0.049844,6.312024,-6.312024,-0.670000
16.26,1.000848,0.677945,0.632051,0.142822,0.574829,0.594113,6.312024,-6.312024,-0.670000
16.28,-0.377213,0.588193,0.295138,0.608551,-0.076630,0.014385,6.312024,-6.312024,-0.670000
16.30,0.823723,0.257896,-0.297444,0.352357,-0.600710,-0.592557,6.312024,-6.312024,-0.670000
16.32,-3.608566,-0.177870,-0.632360,-0.321838,-0.126249,-0.078446,6.312024,-6.312024,-0.670000
16.34,-0.815910,-0.540894,-0.419481,-0.614237,0.558071,0.584077,6.312024,-6.312024,-0.670000
16.36,-1.191890,-0.682716,0.156781,-0.177968,0.314728,0.141589,6.312024,-6.312024,-0.670000
16.38,-0.582658,-0.545337,0.597229,0.469425,-0.451778,-0.568770,6.312024,-6.312024,-0.670000
16.40,0.323559,-0.184939,0.520315,0.559939,-0.467307,-0.203078,6.312024,-6.312024,-0.670000
16.42,-2.459386,0.251091,-0.007331,-0.013802,0.293953,0.546815,6.312024,-6.312024,-0.670000
16.44,2.519964,0.584436,-0.528627,-0.571169,0.566585,0.262194,6.312024,-6.312024,-0.670000
16.46,-2.384469,0.678772,-0.591989,-0.450960,-0.102599,-0.518470,6.312024,-6.312024,-0.670000
16.48,-1.548915,0.495520,-0.142529,0.204223,-0.601236,-0.318245,6.312024,-6.312024,-0.670000
16.50,-0.040146,0.109621,0.430400,0.617136,-0.100457,0.484065,6.312024,-6.312024,-0.670000
16.52,4.229010,-0.321107,0.630486,0.297941,0.567308,0.370576,6.312024,-6.312024,-0.670000
16.54,-6.126303,-0.620517,0.284402,-0.374701,0.292055,-0.444002,6.312024,-6.312024,-0.670000
16.56,1.265206,-0.666162,-0.308051,-0.602836,-0.468672,-0.418577,6.312024,-6.312024,-0.670000
16.58,-5.354763,-0.439376,-0.633649,-0.115828,-0.450341,0.398750,6.312024,-6.312024,-0.670000
16.60,2.080852,-0.032904,-0.410336,0.508587,0.316577,0.461685,6.312024,-6.312024,-0.670000
16.62,0.432920,0.387024,0.168439,0.529665,0.557259,-0.348838,6.312024,-6.312024,-0.670000
16.64,-0.900821,0.648676,0.601300,-0.077598,-0.128373,-0.499398,6.312024,-6.312024,-0.670000
16.66,0.531180,0.645048,0.513273,-0.592807,-0.600615,0.294849,6.312024,-6.312024,-0.670000
16.68,-1.608127,0.377624,-0.019386,-0.404770,-0.074473,0.531274,6.312024,-6.312024,-0.670000
16.70,1.527587,-0.044233,-0.535252,0.263445,0.575463,-0.237414,6.312024,-6.312024,-0.670000
16.72,-3.552382,-0.448000,-0.587445,0.619135,0.268826,-0.556940,6.312024,-6.312024,-0.670000
16.74,-0.640923,-0.668554,-0.130753,0.240346,-0.484672,0.177204,6.312024,-6.312024,-0.670000
16.76,-0.897639,-0.615699,0.439207,-0.423565,-0.432515,0.576097,6.312024,-6.312024,-0.670000
16.78,-0.732844,-0.311050,0.628695,-0.585002,0.338598,-0.114923,6.312024,-6.312024,-0.670000
16.80,-0.967178,0.120805,0.273564,-0.052451,0.546870,-0.588521,6.312024,-6.312024,-0.670000
16.82,0.104041,0.503256,-0.318548,0.542322,-0.153902,0.051298,6.126303,-6.126303,-0.670000
16.84,0.989548,0.679898,-0.634711,0.493740,-0.598848,0.594067,6.126303,-6.126303,-0.670000
16.86,-2.455474,0.578490,-0.401043,-0.140566,-0.048348,0.012925,6.126303,-6.126303,-0.670000
16.88,0.282289,0.240506,0.180036,-0.608118,0.582519,-0.592670,6.126303,-6.126303,-0.670000
16.90,-0.289097,-0.195835,0.605156,-0.354261,0.245083,-0.076998,6.126303,-6.126303,-0.670000
16.92,-1.243637,-0.552088,0.506047,0.319856,-0.499747,0.584346,6.126303,-6.126303,-0.670000
16.94,-0.780446,-0.682561,-0.031434,0.614528,-0.413863,0.140171,6.126303,-6.126303,-0.670000
16.96,-0.404194,-0.533896,-0.541685,0.180186,0.359972,-0.569192,6.126303,-6.126303,-0.670000
16.98,-3.295590,-0.166891,-0.582691,-0.467910,0.535437,-0.201706,6.126303,-6.126303,-0.670000
17.00,-1.526735,0.268365,-0.118929,-0.560925,-0.179137,0.547386,6.126303,-6.126303,-0.670000
17.02,4.485204,0.593872,0.447857,0.011484,-0.595938,0.260883,6.126303,-6.126303,-0.670000
17.04,-4.509853,0.676511,0.626679,0.570270,-0.022130,-0.519182,6.126303,-6.126303,-0.670000
17.06,2.929408,0.482486,0.262627,0.452545,0.588464,-0.317011,5.825204,-5.825204,-0.670000
17.08,0.701800,0.091145,-0.328930,-0.202034,0.220873,0.484911,5.825204,-5.825204,-0.670000
17.10,-3.939994,-0.337470,-0.635545,-0.616940,-0.513868,0.369434,5.825204,-5.825204,-0.670000
17.12,-2.216640,-0.628074,-0.391607,-0.299971,-0.394423,-0.444972,5.825204,-5.825204,-0.670000
17.14,-1.798333,-0.661824,0.191569,0.372853,0.380659,-0.417539,5.825204,-5.825204,-0.670000
17.16,3.017127,-0.424916,0.608794,0.603362,0.522983,0.399832,5.825204,-5.825204,-0.670000
17.18,-1.131427,-0.014237,0.498640,0.118103,-0.204031,0.460764,5.825204,-5.825204,-0.670000
17.20,-1.920458,0.402265,-0.043471,-0.507261,-0.591891,-0.350019,5.825204,-5.825204,-0.670000
17.22,-1.970894,0.654258,-0.547924,-0.530862,0.004130,-0.498605,5.825204,-5.825204,-0.670000
17.24,3.207248,0.638688,-0.577727,0.075298,0.593286,0.296116,5.825204,-5.825204,-0.670000
