log10_x,M_reconstructed,wave1,wave2,wave3,wave4,wave5,envelope_pos,envelope_neg
29.30,-0.050293,-0.047561,-0.029991,-0.008740,-0.018368,-0.014108,0.153185,-0.153185
29.35,0.152662,0.010922,0.019775,0.002440,0.019756,0.018040,0.153185,-0.153185
29.40,-0.023797,0.046327,0.000292,0.004027,-0.018595,-0.014611,0.153185,-0.153185
29.45,-0.079993,-0.016157,-0.020214,-0.010218,0.015034,0.005219,0.153185,-0.153185
29.50,0.059280,-0.044502,0.030066,0.015712,-0.009533,0.006302,0.153185,-0.153185
29.55,-0.002763,0.021185,-0.024940,-0.020132,0.002802,-0.015252,0.153185,-0.153185
29.60,0.051331,0.042108,0.007390,0.023177,0.004291,0.017978,0.153185,-0.153185
29.65,-0.119992,-0.025943,0.013841,-0.024639,-0.010830,-0.013367,0.166357,-0.166357
29.70,-0.007710,-0.039177,-0.028177,0.024418,0.015972,0.003302,0.166357,-0.166357
29.75,0.073091,0.030369,0.028477,-0.022528,-0.019052,0.008111,0.166357,-0.166357
29.80,0.051915,0.035745,-0.014590,0.019100,0.019673,-0.016213,0.166357,-0.166357
29.85,-0.049892,-0.034408,-0.006564,-0.014367,-0.017756,0.017700,0.166357,-0.166357
29.90,0.002903,-0.031858,0.024449,0.008653,0.013547,-0.011964,0.166357,-0.166357
29.95,-0.015044,0.038007,-0.030154,-0.002348,-0.007590,0.001346,0.166357,-0.166357
30.00,0.097426,0.027563,0.020838,-0.004118,0.000653,0.009822,0.166357,-0.166357
30.05,-0.077240,-0.041122,-0.001141,0.010303,0.006368,-0.016981,0.166357,-0.166357
30.10,-0.026712,-0.022917,-0.019124,-0.015783,-0.012567,0.017211,0.166357,-0.166357
30.15,0.166357,0.043711,0.029863,0.020186,0.017144,-0.010418,0.166357,-0.166357
30.20,-0.079195,0.017978,-0.025725,-0.023209,-0.019509,-0.000627,0.166357,-0.166357
30.25,0.032314,-0.045742,0.008772,0.024648,0.019356,0.011416,0.166357,-0.166357
30.30,-0.050972,-0.012810,0.012551,-0.024402,-0.016705,-0.017546,0.166357,-0.166357
30.35,0.057132,0.047190,-0.027621,0.022490,0.011899,0.016517,0.166357,-0.166357
30.40,-0.057251,0.007478,0.028932,-0.019041,-0.005556,-0.008747,0.166357,-0.166357
30.45,-0.094632,-0.048035,-0.015830,0.014292,-0.001503,-0.002592,0.166357,-0.166357
30.50,0.034851,-0.002051,-0.005158,-0.008566,0.008369,0.012873,0.166357,-0.166357
30.55,0.056649,0.048266,0.023576,0.002255,-0.014154,-0.017901,0.166357,-0.166357
30.60,0.065244,-0.003403,-0.030250,0.004210,0.018113,0.015624,0.166357,-0.166357
30.65,-0.012941,-0.047882,0.021854,-0.010387,-0.019734,-0.006972,0.166357,-0.166357
30.70,0.008990,0.008813,-0.002571,0.015855,0.018809,-0.004526,0.151433,-0.151433
30.75,0.023481,0.046886,-0.017992,-0.020239,-0.015456,0.014177,0.151433,-0.151433
30.80,-0.015414,-0.014111,0.029593,0.023242,0.010108,-0.018042,0.151433,-0.151433
30.85,-0.141398,-0.045292,-0.026452,-0.024656,-0.003456,0.014545,0.203253,-0.203253
30.90,0.051505,0.019228,0.010133,0.024386,-0.003642,-0.005113,0.203253,-0.203253
30.95,0.049215,0.043119,0.011233,-0.022451,0.010270,-0.006406,0.203253,-0.203253
31.00,-0.024148,-0.024100,-0.027003,0.018982,-0.015572,0.015311,0.203253,-0.203253
31.05,0.002201,-0.040396,0.029322,-0.014216,0.018865,-0.017968,0.203253,-0.203253
31.10,0.064695,0.028664,-0.017033,0.008479,-0.019724,0.013293,0.203253,-0.203253
31.15,0.058658,0.037158,-0.003740,-0.002163,0.018037,-0.003193,0.203253,-0.203253
31.20,-0.060290,-0.032863,0.022651,-0.004301,-0.014022,-0.008209,0.203253,-0.203253
31.25,-0.006529,-0.033444,-0.030278,0.010471,0.008198,0.016262,0.203253,-0.203253
31.30,-0.047078,0.036641,0.022821,-0.015926,-0.001315,-0.017678,0.203253,-0.203253
31.35,0.004190,0.029304,-0.003996,0.020293,-0.005737,0.011881,0.203253,-0.203253
31.40,-0.098830,-0.039952,-0.016819,-0.023273,0.012048,-0.001235,0.203253,-0.203253
31.45,0.002885,-0.024790,0.029256,0.024664,-0.016805,-0.009915,0.203253,-0.203253
31.50,0.054071,0.042753,-0.027119,-0.024370,0.019393,0.017018,0.203253,-0.203253
31.55,0.016204,0.019960,0.011472,0.022412,-0.019479,-0.017178,0.203253,-0.203253
31.60,-0.022808,-0.045009,0.009890,-0.018922,0.017050,0.010327,0.203253,-0.203253
31.65,-0.075567,-0.014874,-0.026325,0.014140,-0.012421,0.000738,0.203253,-0.203253
31.70,0.105414,0.046689,0.029646,-0.008392,0.006189,-0.011501,0.203253,-0.203253
31.75,0.048267,0.009599,-0.018199,0.002071,0.000841,0.017572,0.203253,-0.203253
31.80,-0.123152,-0.047774,-0.002314,0.004392,-0.007763,-0.016472,0.203253,-0.203253
31.85,-0.014110,-0.004201,0.021675,-0.010555,0.013683,0.008650,0.136904,-0.136904
31.90,0.048620,0.048249,-0.030238,0.015996,-0.017838,0.002702,0.136904,-0.136904
31.95,0.053361,-0.001250,0.023738,-0.020345,0.019690,-0.012951,0.136904,-0.136904
32.00,-0.077029,-0.048107,-0.005412,0.023305,-0.019001,0.017915,0.136904,-0.136904
32.05,-0.081176,0.006686,-0.015609,-0.024672,0.015860,-0.015569,0.136904,-0.136904
32.10,0.122076,0.047352,0.028855,0.024354,-0.010672,0.006869,0.136904,-0.136904
32.15,-0.053511,-0.012036,-0.027726,-0.022372,0.004107,0.004633,0.136904,-0.136904
32.20,0.019611,-0.045992,0.012786,0.018862,0.002988,-0.014245,0.123152,-0.123152
32.25,0.042578,0.017233,0.008524,-0.014064,-0.009697,0.018044,0.123152,-0.123152
32.30,0.084464,0.044045,-0.025587,0.008305,0.015156,-0.014480,0.156388,-0.156388
32.35,-0.014194,-0.022209,0.029904,-0.001978,-0.018658,0.005007,0.156388,-0.156388
32.40,-0.006228,-0.041535,-0.019324,-0.004483,0.019752,0.006509,0.156388,-0.156388
32.45,0.016064,0.026902,-0.000883,0.010638,-0.018297,-0.015369,0.156388,-0.156388
32.50,0.052736,0.038496,0.020650,-0.016067,0.014481,0.017957,0.156388,-0.156388
32.55,-0.092905,-0.031252,-0.030130,0.020398,-0.008796,-0.013217,0.156388,-0.156388
32.60,-0.105952,-0.034965,0.024600,-0.023336,0.001976,0.003084,0.156388,-0.156388
32.65,0.052846,0.035202,-0.006816,0.024679,0.005099,0.008308,0.156388,-0.156388
32.70,0.015665,0.030987,-0.014363,-0.024337,-0.011516,-0.016310,0.156388,-0.156388
32.75,0.090165,-0.038704,0.028388,0.022332,0.016447,0.017656,0.156388,-0.156388
32.80,-0.156388,-0.026614,-0.028271,-0.018802,-0.019255,-0.011797,0.156388,-0.156388
32.85,0.084065,0.041711,0.014070,0.013988,0.019579,0.001125,0.156388,-0.156388
32.90,0.020697,0.021901,0.007139,-0.008217,-0.017376,0.010007,0.156388,-0.156388
32.95,-0.066761,-0.044185,-0.024793,0.001886,0.012930,-0.017055,0.156388,-0.156388
33.00,-0.039149,-0.016909,0.030095,0.004574,-0.006816,0.017143,0.156388,-0.156388
33.05,-0.024253,0.046096,-0.020405,-0.010722,-0.000178,-0.010236,0.156388,-0.156388
33.10,0.006564,0.011701,0.000551,0.016137,0.007149,-0.000848,0.156388,-0.156388
33.15,-0.088988,-0.047418,0.019578,-0.020450,-0.013197,0.011586,0.156388,-0.156388
33.20,0.021405,-0.006343,-0.029954,0.023367,0.017543,-0.017597,0.156388,-0.156388
33.25,0.089494,0.048134,0.025408,-0.024686,-0.019624,0.016426,0.156388,-0.156388
33.30,0.025484,0.000905,-0.008205,0.024320,0.019172,-0.008552,0.156388,-0.156388
33.35,-0.115066,-0.048237,-0.013086,-0.022292,-0.016247,-0.002811,0.133999,-0.133999
33.40,0.105295,0.004546,0.027858,0.018742,0.011224,0.013027,0.133999,-0.133999
33.45,-0.020893,0.047723,-0.028752,-0.013911,-0.004754,-0.017928,0.133999,-0.133999
33.50,0.045301,-0.009938,0.015323,0.008130,-0.002331,0.015512,0.133999,-0.133999
33.55,-0.048134,-0.046600,0.005739,-0.001794,0.009114,-0.006767,0.133999,-0.133999
33.60,-0.031073,0.015203,-0.023942,-0.004665,-0.014722,-0.004740,0.133999,-0.133999
33.65,0.126606,0.044882,0.030219,0.010805,0.018429,0.014313,0.133999,-0.133999
33.70,-0.082351,-0.020274,-0.021441,-0.016208,-0.019758,-0.018045,0.133999,-0.133999
33.75,0.050515,-0.042592,0.001983,0.020502,0.018537,0.014413,0.133999,-0.133999
33.80,-0.076958,0.025087,0.018463,-0.023397,-0.014924,-0.004900,0.132494,-0.132494
33.85,0.072087,0.039757,-0.029712,0.024693,0.009385,-0.006613,0.132494,-0.132494
33.90,0.015859,-0.029579,0.026159,-0.024303,-0.002635,0.015427,0.132494,-0.132494
33.95,-0.018974,-0.036415,-0.009575,0.022252,-0.004456,-0.017946,0.132494,-0.132494
34.00,0.101826,0.033693,-0.011779,-0.018681,0.010971,0.013142,0.132494,-0.132494
34.05,0.082268,0.032608,0.027265,0.013834,-0.016070,-0.002975,0.132494,-0.132494
34.10,-0.023148,-0.037377,-0.029169,-0.008042,0.019096,-0.008406,0.132494,-0.132494
34.15,-0.004136,-0.028385,0.016542,0.001701,-0.019657,0.016357,0.132494,-0.132494
34.20,0.011998,0.040585,0.004325,0.004756,0.017681,-0.017633,0.132494,-0.132494
34.25,-0.065520,0.023800,-0.023038,-0.010889,-0.013424,0.011713,0.132494,-0.132494
34.30,-0.010370,-0.043274,0.030274,0.016277,0.007434,-0.001014,0.132494,-0.132494
34.35,-0.055352,-0.018910,-0.022429,-0.020554,-0.000485,-0.010099,0.139863,-0.139863
34.40,0.072351,0.045410,0.003411,0.023427,-0.006527,0.017091,0.139863,-0.139863
34.45,-0.030782,0.013779,0.017307,-0.024699,0.012697,-0.017108,0.139863,-0.139863
34.50,0.008423,-0.046967,-0.029403,0.024285,-0.017228,0.010145,0.139863,-0.139863
34.55,-0.025923,-0.008473,0.026851,-0.022211,0.019535,0.000959,0.139863,-0.139863
34.60,-0.012033,0.047925,-0.010924,0.018620,-0.019322,-0.011671,0.139863,-0.139863
34.65,0.012750,0.003058,-0.010446,-0.013757,0.016615,0.017621,0.164961,-0.164961
34.70,-0.092234,-0.048270,0.026612,0.007955,-0.011764,-0.016380,0.164961,-0.164961
34.75,-0.067651,0.002396,-0.029521,-0.001609,0.005394,0.008455,0.164961,-0.164961
34.80,-0.021322,0.047999,0.017724,-0.004847,0.001671,0.002920,0.164961,-0.164961
34.85,-0.032281,-0.007820,0.002902,0.010972,-0.008521,-0.013104,0.164961,-0.164961
34.90,-0.072860,-0.047116,-0.022083,-0.016347,0.014271,0.017940,0.164961,-0.164961
34.95,0.022863,0.013143,0.030262,0.020606,-0.018180,-0.015455,0.164961,-0.164961
35.00,0.042343,0.045631,-0.023367,-0.023457,0.019742,0.006664,0.164961,-0.164961
35.05,0.014756,-0.018299,0.004831,0.024706,-0.018756,0.004847,0.164961,-0.164961
35.10,0.061566,-0.043563,0.016112,-0.024267,0.015350,-0.014380,0.164961,-0.164961
35.15,0.104519,0.023221,-0.029028,0.022170,-0.009963,0.018045,0.164961,-0.164961
35.20,0.039143,0.040940,0.027484,-0.018559,0.003290,-0.014346,0.164961,-0.164961
35.25,-0.026203,-0.027847,-0.012248,0.013680,0.003807,0.004793,0.164961,-0.164961
35.30,-0.021543,-0.037793,-0.009089,-0.007867,-0.010413,0.006716,0.164961,-0.164961
35.35,0.069110,0.032117,0.025898,0.001516,0.015676,-0.015484,0.164961,-0.164961
35.40,0.004988,0.034164,-0.029806,0.004938,-0.018915,0.017934,0.164961,-0.164961
35.45,-0.000811,-0.035977,0.018866,-0.011055,0.019713,-0.013066,0.164961,-0.164961
35.50,0.006624,-0.030099,0.001473,0.016417,-0.017967,0.002865,0.164961,-0.164961
35.55,0.048541,0.039378,-0.021077,-0.020657,0.013903,0.008504,0.164961,-0.164961
35.60,0.099925,0.025650,0.030182,0.023486,-0.008044,-0.016403,0.164961,-0.164961
35.65,-0.031813,-0.042276,-0.024252,-0.024711,0.001147,0.017609,0.152609,-0.152609
35.70,-0.011514,-0.020874,0.006240,0.024248,0.005898,-0.011629,0.152609,-0.152609
35.75,-0.006387,0.044634,0.014880,-0.022129,-0.012181,0.000903,0.152609,-0.152609
35.80,-0.000458,0.015830,-0.028588,0.018498,0.016893,0.010191,0.152609,-0.152609
35.85,-0.108495,-0.046423,0.028054,-0.013603,-0.019425,-0.017126,0.152609,-0.152609
35.90,-0.016868,-0.010585,-0.013545,0.007779,0.019450,0.017073,0.152609,-0.152609
35.95,-0.005544,0.047619,-0.007712,-0.001424,-0.016964,-0.010053,0.152609,-0.152609
36.00,-0.064279,0.005205,0.025127,-0.005029,0.012290,-0.001070,0.152609,-0.152609
36.05,-0.084991,-0.048207,-0.030025,0.011138,-0.006029,0.011756,0.152609,-0.152609
36.10,0.018117,0.000242,0.019965,-0.016486,-0.001010,-0.017644,0.152609,-0.152609
36.15,0.093669,0.048180,0.000040,0.020708,0.007918,0.016333,0.152609,-0.152609
36.20,-0.139066,-0.005686,-0.020025,-0.023515,-0.013805,-0.008357,0.152609,-0.152609
36.25,-0.002928,-0.047537,0.030035,0.024717,0.017910,-0.003030,0.152609,-0.152609
36.30,-0.000964,0.011057,-0.025082,-0.024229,-0.019703,0.013180,0.152609,-0.152609
36.35,0.070849,0.046288,0.007635,0.022087,0.018954,-0.017952,0.152609,-0.152609
36.40,-0.053070,-0.016287,0.013616,-0.018436,-0.015759,0.015398,0.188666,-0.188666
36.45,-0.066676,-0.044448,-0.028084,0.013525,0.010530,-0.006561,0.188666,-0.188666
36.50,0.035635,0.021309,0.028562,-0.007691,-0.003942,-0.004954,0.188666,-0.188666
36.55,0.049744,0.042040,-0.014811,0.001331,-0.003154,0.014447,0.188666,-0.188666
36.60,-0.045878,-0.026059,-0.006317,0.005119,0.009844,-0.018044,0.188666,-0.188666
36.65,-0.031571,-0.039096,0.024299,-0.011220,-0.015263,0.014279,0.188666,-0.188666
36.70,0.098217,0.030476,-0.030176,0.016555,0.018713,-0.004686,0.188666,-0.188666
36.75,0.074813,0.035652,0.021020,-0.020758,-0.019747,-0.006818,0.188666,-0.188666
36.80,0.043667,-0.034505,-0.001393,0.023544,0.018233,0.015541,0.188666,-0.188666
36.85,-0.056751,-0.031754,-0.018928,-0.024721,-0.014366,-0.017921,0.188666,-0.188666
36.90,0.188666,0.038092,0.029820,0.024210,0.008645,0.012989,0.188666,-0.188666
36.95,-0.040294,0.027450,-0.025857,-0.022045,-0.001808,-0.002756,0.188666,-0.188666
37.00,-0.108241,-0.041194,0.009013,0.018374,-0.005262,-0.008602,0.188666,-0.188666
37.05,-0.019272,-0.022795,0.012321,-0.013448,0.011653,0.016449,0.188666,-0.188666
37.10,-0.003503,0.043770,-0.027517,0.007603,-0.016540,-0.017584,0.188666,-0.188666
37.15,0.102168,0.017850,0.029005,-0.001239,0.019293,0.011544,0.188666,-0.188666
37.20,-0.069376,-0.045786,-0.016045,-0.005210,-0.019555,-0.000793,0.188666,-0.188666
37.25,0.014791,-0.012677,-0.004909,0.011303,0.017295,-0.010282,0.188666,-0.188666
37.30,0.092653,0.047219,0.023417,-0.016624,-0.012802,0.017161,0.188666,-0.188666
37.35,-0.032202,0.007341,-0.030260,0.020809,0.006657,-0.017037,0.188666,-0.188666
37.40,-0.025536,-0.048048,0.022028,-0.023573,0.000347,0.009961,0.188666,-0.188666
37.45,-0.042708,-0.001913,-0.002823,0.024726,-0.007306,0.001180,0.160963,-0.160963
37.50,0.003930,0.048264,-0.017788,-0.024191,0.013322,-0.011839,0.160963,-0.160963
37.55,0.023780,-0.003541,0.029538,0.022003,-0.017619,0.017667,0.160963,-0.160963
37.60,-0.101768,-0.047864,-0.026574,-0.018312,0.019643,-0.016286,0.160963,-0.160963
37.65,-0.011693,0.008949,0.010371,0.013370,-0.019131,0.008258,0.160963,-0.160963
37.70,-0.004503,0.046853,0.010998,-0.007515,0.016150,0.003139,0.160963,-0.160963
37.75,-0.064848,-0.014243,-0.026888,0.001146,-0.011085,-0.013255,0.160963,-0.160963
37.80,0.003564,-0.045244,0.029384,0.005300,0.004590,0.017963,0.160963,-0.160963
37.85,-0.042913,0.019355,-0.017242,-0.011385,0.002498,-0.015340,0.160963,-0.160963
37.90,0.004250,0.043057,-0.003489,0.016692,-0.009264,0.006457,0.160963,-0.160963
37.95,0.025043,-0.024219,0.022482,-0.020859,0.014833,0.005060,0.160963,-0.160963
38.00,-0.044607,-0.040321,-0.030275,0.023601,-0.018489,-0.014513,0.160963,-0.160963
38.05,0.074320,0.028775,0.022987,-0.024730,0.019759,0.018043,0.160963,-0.160963
38.10,0.056630,0.037069,-0.004247,0.024171,-0.018478,-0.014211,0.160963,-0.160963
38.15,-0.034608,-0.032964,-0.016608,-0.021960,0.014813,0.004579,0.160963,-0.160963
38.20,0.002887,-0.033345,0.029190,0.018249,-0.009236,0.006921,0.128655,-0.128655
38.25,0.000732,0.036731,-0.027231,-0.013292,0.002468,-0.015597,0.128655,-0.128655
38.30,0.074759,0.029195,0.011706,0.007426,0.004620,0.017908,0.128655,-0.128655
38.35,-0.022497,-0.040030,0.009650,-0.001054,-0.011111,-0.012912,0.128655,-0.128655
38.40,-0.058577,-0.024672,-0.026199,-0.005391,0.016168,0.002646,0.133224,-0.133224
38.45,0.110300,0.042817,0.029697,0.011467,-0.019139,0.008699,0.157387,-0.157387
38.50,0.081632,0.019834,-0.018401,-0.016760,0.019639,-0.016494,0.157387,-0.157387
38.55,-0.000521,-0.045058,-0.002062,0.020909,-0.017606,0.017559,0.157387,-0.157387
38.60,-0.000346,-0.014743,0.021497,-0.023629,0.013300,-0.011458,0.157387,-0.157387
38.65,0.036624,0.046724,-0.030223,0.024734,-0.007278,0.000682,0.157387,-0.157387
38.70,0.022853,0.009464,0.023894,-0.024151,0.000316,0.010373,0.157387,-0.157387
38.75,-0.100614,-0.047793,-0.005661,0.021917,0.006686,-0.017195,0.157387,-0.157387
38.80,-0.115064,-0.004063,-0.015392,-0.018187,-0.012825,0.017000,0.157387,-0.157387
38.85,0.073180,0.048253,0.028777,0.013214,0.017309,-0.009868,0.157387,-0.157387
38.90,-0.046280,-0.001388,-0.027827,-0.007338,-0.019560,-0.001291,0.157387,-0.157387
38.95,0.022108,-0.048096,0.013014,0.000961,0.019286,0.011923,0.157387,-0.157387
39.00,0.000870,0.006823,0.008281,0.005481,-0.016523,-0.017689,0.157387,-0.157387
39.05,0.032658,0.047325,-0.025451,-0.011549,0.011628,0.016238,0.157387,-0.157387
39.10,0.004320,-0.012170,0.029943,0.016828,-0.005232,-0.008160,0.157387,-0.157387
39.15,-0.092416,-0.045950,-0.019518,-0.020958,-0.001839,-0.003248,0.157387,-0.157387
39.20,0.016813,0.017362,-0.000630,0.023656,0.008673,0.013330,0.157387,-0.157387
39.25,-0.034791,0.043988,0.020464,-0.024738,-0.014387,-0.017973,0.157387,-0.157387
39.30,0.028230,-0.022332,-0.030104,0.024130,0.018245,0.015281,0.157387,-0.157387
39.35,-0.079744,-0.041465,0.024747,-0.021874,-0.019748,-0.006354,0.157387,-0.157387
39.40,0.040391,0.027017,-0.007062,0.018124,0.018703,-0.005166,0.157387,-0.157387
39.45,0.039370,0.038412,-0.014140,-0.013135,-0.015244,0.014578,0.133466,-0.133466
39.50,-0.015809,-0.031357,0.028299,0.007249,0.009817,-0.018041,0.133466,-0.133466
39.55,-0.031192,-0.034869,-0.028360,-0.000869,-0.003124,0.014142,0.133466,-0.133466
39.60,0.044780,0.035297,0.014294,-0.005572,-0.003972,-0.004472,0.133466,-0.133466
39.65,0.106294,0.030881,0.006894,0.011631,0.010556,-0.007023,0.133466,-0.133466
39.70,-0.009466,-0.038786,-0.024647,-0.016896,-0.015778,0.015652,0.133466,-0.133466
39.75,0.030472,-0.026499,0.030122,0.021007,0.018963,-0.017894,0.133466,-0.133466
39.80,0.062383,0.041780,-0.020592,-0.023683,-0.019701,0.012834,0.133466,-0.133466
39.85,-0.003182,0.021778,0.000803,0.024741,0.017897,-0.002537,0.134484,-0.134484
39.90,-0.130393,-0.044241,0.019385,-0.024109,-0.013783,-0.008796,0.141898,-0.141898
39.95,0.010694,-0.016780,-0.029917,0.021830,0.007890,0.016539,0.141898,-0.141898
40.00,-0.013266,0.046137,0.025545,-0.018060,-0.000979,-0.017533,0.141898,-0.141898
40.05,-0.045184,0.011567,-0.008448,0.013057,-0.006058,0.011372,0.141898,-0.141898
40.10,-0.064186,-0.047443,-0.012857,-0.007161,0.012314,-0.000571,0.141898,-0.141898
40.15,0.038760,-0.006206,0.027758,0.000776,-0.016980,-0.010463,0.141898,-0.141898
40.20,0.109126,0.048145,-0.028830,0.005662,0.019455,0.017228,0.141898,-0.141898
40.25,-0.003427,0.000766,0.015541,-0.011713,-0.019419,-0.016962,0.141898,-0.141898
40.30,0.038757,-0.048231,0.005490,0.016964,0.016877,0.009775,0.141898,-0.141898
40.35,-0.096593,0.004683,-0.023787,-0.021056,-0.012157,0.001401,0.141898,-0.141898
40.40,0.026364,0.047702,0.030233,0.023710,0.005868,-0.012006,0.141898,-0.141898
40.45,-0.006564,-0.010073,-0.021619,-0.024744,0.001178,0.017711,0.141898,-0.141898
40.50,-0.098236,-0.046564,0.002235,0.024088,-0.008072,-0.016189,0.141898,-0.141898
40.55,-0.027253,0.015334,0.018262,-0.021787,0.013925,0.008061,0.141898,-0.141898
40.60,0.034460,0.044831,-0.029662,0.017997,-0.017980,0.003357,0.141898,-0.141898
40.65,0.046019,-0.020399,0.026286,-0.012978,0.019715,-0.013405,0.141898,-0.141898
40.70,0.001287,-0.042527,-0.009815,0.007072,-0.018906,0.017982,0.141898,-0.141898
40.75,0.050605,0.025204,-0.011546,-0.000683,0.015657,-0.015222,0.141898,-0.141898
40.80,0.026518,0.039679,0.027154,-0.005752,-0.010387,0.006250,0.141898,-0.141898
40.85,-0.083927,-0.029688,-0.029236,0.011794,0.003777,0.005272,0.141898,-0.141898
40.90,0.004523,-0.036324,0.016753,-0.017031,0.003321,-0.014643,0.130713,-0.130713
40.95,0.056305,0.033792,0.004075,0.021105,-0.009990,0.018039,0.130713,-0.130713
41.00,-0.057582,0.032506,-0.022873,-0.023736,0.015370,-0.014073,0.130713,-0.130713
41.05,0.014151,-0.037465,0.030277,0.024747,-0.018766,0.004365,0.130713,-0.130713
41.10,-0.033146,-0.028273,-0.022598,-0.024067,0.019741,0.007125,0.130713,-0.130713
41.15,0.042524,0.040659,0.003662,0.021742,-0.018168,-0.015707,0.179346,-0.179346
41.20,0.074980,0.023679,0.017099,-0.017933,0.014250,0.017879,0.184373,-0.184373
41.25,-0.030516,-0.043335,-0.029342,0.012899,-0.008493,-0.012756,0.184373,-0.184373
41.30,-0.019231,-0.018783,0.026967,-0.006983,0.001641,0.002427,0.184373,-0.184373
41.35,0.070944,0.045457,-0.011159,0.000591,0.005424,0.008892,0.184373,-0.184373
41.40,0.016014,0.013647,-0.010208,0.005842,-0.011788,-0.016583,0.184373,-0.184373
41.45,-0.009501,-0.046999,0.026490,-0.011876,0.016631,0.017507,0.184373,-0.184373
41.50,-0.083298,-0.008337,-0.029576,0.017098,-0.019328,-0.011286,0.184373,-0.184373
41.55,0.040288,0.047941,0.017928,-0.021153,0.019531,0.000460,0.184373,-0.184373
41.60,-0.069670,0.002920,0.002650,0.023763,-0.017213,0.010553,0.184373,-0.184373
41.65,-0.179346,-0.048271,-0.021909,-0.024749,0.012673,-0.017261,0.184373,-0.184373
41.70,0.094176,0.002534,0.030253,0.024045,-0.006498,0.016924,0.184373,-0.184373
41.75,0.005097,0.047984,-0.023527,-0.021698,-0.000515,-0.009682,0.184373,-0.184373
41.80,-0.002270,-0.007956,0.005080,0.017869,0.007462,-0.001512,0.184373,-0.184373
41.85,-0.047452,-0.047086,0.015897,-0.012820,-0.013446,0.012088,0.184373,-0.184373
41.90,0.026907,0.013276,-0.028955,0.006894,0.017695,-0.017732,0.184373,-0.184373
41.95,0.114759,0.045586,0.027589,-0.000498,-0.019660,0.016140,0.184373,-0.184373
42.00,-0.028468,-0.018426,-0.012479,-0.005932,0.019088,-0.007961,0.184373,-0.184373
42.05,-0.096910,-0.043504,-0.008847,0.011957,-0.016052,-0.003466,0.184373,-0.184373
42.10,0.071669,0.023342,0.025766,-0.017165,0.010945,0.013479,0.184373,-0.184373
42.15,-0.003140,0.040866,-0.029849,0.021201,-0.004426,-0.017991,0.184373,-0.184373
42.20,-0.021147,-0.027959,0.019063,-0.023788,-0.002665,0.015162,0.176454,-0.176454
42.25,-0.018289,-0.037707,0.001220,0.024751,0.009412,-0.006146,0.176454,-0.176454
42.30,-0.009011,0.032220,-0.020895,-0.024022,-0.014944,-0.005378,0.176454,-0.176454
42.35,0.176454,0.034067,0.030161,0.021653,0.018548,0.014708,0.176454,-0.176454
42.40,-0.115400,-0.036069,-0.024402,-0.017805,-0.019758,-0.018036,0.176454,-0.176454
42.45,0.032993,-0.029991,0.006487,0.012740,0.018418,0.014003,0.176454,-0.176454
42.50,0.111792,0.039457,0.014660,-0.006805,-0.014701,-0.004257,0.176454,-0.176454
42.55,0.034714,0.025533,-0.028504,0.000406,0.009087,-0.007227,0.176454,-0.176454
42.60,-0.012924,-0.042342,0.028148,0.006022,-0.002300,0.015761,0.176454,-0.176454
42.65,-0.071622,-0.020749,-0.013771,-0.012038,-0.004783,-0.017864,0.176454,-0.176454
42.70,0.095742,0.044687,-0.007467,0.017232,0.011250,0.012677,0.176454,-0.176454
42.75,-0.033257,0.015700,0.024985,-0.021249,-0.016264,-0.002317,0.176454,-0.176454
42.80,-0.064524,-0.046461,-0.030056,0.023814,0.019180,-0.008989,0.176454,-0.176454
42.85,0.012080,-0.010450,0.020155,-0.024752,-0.019620,0.016626,0.176454,-0.176454
42.90,0.085884,0.047641,-0.000213,0.024000,0.017528,-0.017479,0.157530,-0.157530
42.95,-0.095863,0.005067,-0.019835,-0.021608,-0.013175,0.011200,0.157530,-0.157530
43.00,-0.025047,-0.048214,0.030002,0.017740,0.007121,-0.000350,0.157530,-0.157530
43.05,-0.011168,0.000380,-0.025223,-0.012661,-0.000148,-0.010643,0.157530,-0.157530
43.10,0.085251,0.048171,0.007880,0.006716,-0.006844,0.017293,0.157530,-0.157530
43.15,-0.016459,-0.005823,0.013389,-0.000313,0.012953,-0.016885,0.157530,-0.157530
43.20,-0.133756,-0.047513,-0.027988,-0.006112,-0.017390,0.009588,0.157530,-0.157530
43.25,0.012099,0.011191,0.028645,0.012119,0.019583,0.001622,0.157530,-0.157530
43.30,0.005001,0.046249,-0.015031,-0.017298,-0.019249,-0.012170,0.157530,-0.157530
43.35,0.008430,-0.016417,-0.006070,0.021296,0.016430,0.017752,0.157530,-0.157530
43.40,-0.116513,-0.044394,0.024147,-0.023839,-0.011491,-0.016090,0.157530,-0.157530
43.45,0.052159,0.021433,-0.030196,0.024753,0.005069,0.007862,0.157530,-0.157530
43.50,0.000716,0.041972,0.021202,-0.023977,0.002007,0.003574,0.157530,-0.157530
43.55,0.048241,-0.026175,-0.001646,0.021563,-0.008824,-0.013552,0.157530,-0.157530
43.60,-0.056430,-0.039015,-0.018730,-0.017676,0.014502,0.017999,0.157530,-0.157530
43.65,0.086871,0.030583,0.029775,0.012581,-0.018309,-0.015102,0.157530,-0.157530
43.70,0.059385,0.035559,-0.025988,-0.006627,0.019753,0.006042,0.141180,-0.141180
43.75,-0.087502,-0.034601,0.009254,0.000220,-0.018648,0.005484,0.141180,-0.141180
