log10_x,M_reconstructed,wave1,wave2,wave3,wave4,wave5,envelope_pos,envelope_neg
2.10,0.054369,-0.032270,0.027554,0.024754,0.009837,0.014687,0.144919,-0.144919
2.15,-0.062548,0.037665,-0.012403,-0.023953,-0.003146,-0.005345,0.144919,-0.144919
2.20,0.034811,0.028015,-0.008927,0.021515,-0.003951,-0.006179,0.144919,-0.144919
2.25,-0.017132,-0.040830,0.025810,-0.017608,0.010537,0.015181,0.144919,-0.144919
2.30,-0.139196,-0.023402,-0.029835,0.012498,-0.015764,-0.017988,0.144919,-0.144919
2.35,0.144919,0.043474,0.018998,-0.006534,0.018957,0.013455,0.144919,-0.144919
2.40,0.021703,0.018490,0.001303,0.000124,-0.019703,-0.003431,0.144919,-0.144919
2.45,-0.086127,-0.045563,-0.020956,0.006294,0.017906,-0.007993,0.144919,-0.144919
2.50,-0.059003,-0.013341,0.030168,-0.012283,-0.013798,0.016155,0.144919,-0.144919
2.55,0.025521,0.047070,-0.024353,0.017433,0.007910,-0.017725,0.144919,-0.144919
2.60,-0.004560,0.008023,0.006405,-0.021392,-0.001001,0.012062,0.144919,-0.144919
2.65,-0.015770,-0.047977,0.014733,0.023889,-0.006037,-0.001477,0.144919,-0.144919
2.70,-0.045354,-0.002602,-0.028532,-0.024755,0.012296,-0.009711,0.144919,-0.144919
2.75,0.107268,0.048271,0.028117,0.023929,-0.016969,0.016936,0.144919,-0.144919
2.80,-0.023320,-0.002852,-0.013696,-0.021470,0.019451,-0.017250,0.144919,-0.144919
2.85,-0.027636,-0.047949,-0.007548,0.017543,-0.019423,0.010525,0.144919,-0.144919
2.90,0.056747,0.008269,0.025032,-0.012418,0.016889,0.000495,0.140817,-0.140817
2.95,-0.030323,0.047014,-0.030046,0.006445,-0.012175,-0.011314,0.140817,-0.140817
3.00,0.040214,-0.013581,0.020092,-0.000032,0.005890,0.017515,0.140817,-0.140817
3.05,-0.095478,-0.045480,-0.000130,-0.006384,0.001156,-0.016569,0.140817,-0.140817
3.10,0.053995,0.018720,-0.019898,0.012363,-0.008052,0.008862,0.140817,-0.140817
3.15,0.140817,0.043365,0.030013,-0.017498,0.013909,0.002462,0.140817,-0.140817
3.20,-0.023297,-0.023620,-0.025177,0.021438,-0.017971,-0.012781,0.140817,-0.140817
3.25,-0.060933,-0.040696,0.007799,-0.023913,0.019714,0.017884,0.140817,-0.140817
3.30,0.068758,0.028218,0.013464,0.024755,-0.018912,-0.015690,0.140817,-0.140817
3.35,0.057400,0.037508,-0.028020,-0.023906,0.015670,0.007093,0.140817,-0.140817
3.40,-0.012462,-0.032456,0.028617,0.021423,-0.010406,0.004399,0.140817,-0.140817
3.45,-0.116139,-0.033841,-0.014959,-0.017478,0.003799,-0.014095,0.140817,-0.140817
3.50,0.068309,0.036279,-0.006152,0.012338,0.003299,0.018040,0.140817,-0.140817
3.55,0.040460,0.029741,0.024198,-0.006356,-0.009971,-0.014623,0.140817,-0.140817
3.60,-0.056090,-0.039640,-0.030189,-0.000061,0.015356,0.005239,0.140817,-0.140817
3.65,0.012662,-0.025263,0.021142,0.006473,-0.018759,0.006283,0.140817,-0.140817
3.70,0.020247,0.042494,-0.001563,-0.012444,0.019741,-0.015241,0.120485,-0.120485
3.75,0.015473,0.020461,-0.018795,0.017564,-0.018176,0.017979,0.120485,-0.120485
3.80,-0.063171,-0.044806,0.029790,-0.021484,0.014265,-0.013381,0.123771,-0.123771
3.85,-0.076219,-0.015399,-0.025945,0.023937,-0.008513,0.003322,0.123771,-0.123771
3.90,0.022973,0.046546,0.009175,-0.024755,0.001663,0.008092,0.123771,-0.123771
3.95,0.006533,0.010140,0.012166,0.023881,0.005402,-0.016204,0.123771,-0.123771
4.00,-0.077396,-0.047692,-0.027446,-0.021377,-0.011770,0.017704,0.123771,-0.123771
4.05,0.019882,-0.004751,0.029053,0.017412,0.016619,-0.011979,0.123771,-0.123771
4.10,0.018864,0.048228,-0.016188,-0.012258,-0.019324,0.001366,0.123771,-0.123771
4.15,0.027609,-0.000698,-0.004742,0.006266,0.019534,0.009804,0.123771,-0.123771
4.20,-0.106120,-0.048150,0.023309,0.000154,-0.017223,-0.016974,0.123771,-0.123771
4.25,-0.005322,0.006139,-0.030265,-0.006563,0.012690,0.017217,0.123771,-0.123771
4.30,0.043029,0.047456,0.022144,0.012524,-0.006519,-0.010435,0.159524,-0.159524
4.35,-0.044625,-0.011501,-0.002992,-0.017629,-0.000493,-0.000606,0.159524,-0.159524
4.40,-0.000820,-0.046157,-0.017651,0.021530,0.007442,0.011400,0.159524,-0.159524
4.45,0.045065,0.016716,0.029501,-0.023960,-0.013430,-0.017541,0.159524,-0.159524
4.50,0.095159,0.044268,-0.026654,0.024754,0.017685,0.016525,0.159524,-0.159524
4.55,-0.027586,-0.021717,0.010530,-0.023857,-0.019658,-0.008765,0.159524,-0.159524
4.60,-0.008113,-0.041814,0.010840,0.021330,0.019094,-0.002571,0.159524,-0.159524
4.65,-0.019628,0.026442,-0.026810,-0.017346,-0.016065,0.012859,0.159524,-0.159524
4.70,0.048092,0.038826,0.029424,0.012177,0.010964,-0.017899,0.159524,-0.159524
4.75,0.005086,-0.030829,-0.017381,-0.006176,-0.004447,0.015635,0.159524,-0.159524
4.80,-0.019454,-0.035343,-0.003321,-0.000246,-0.002643,-0.006991,0.159524,-0.159524
4.85,0.089881,0.034822,0.022368,0.006652,0.009393,-0.004506,0.159524,-0.159524
4.90,0.017850,0.031409,-0.030273,-0.012603,-0.014930,0.014164,0.159524,-0.159524
4.95,0.033748,-0.038371,0.023097,0.017694,0.018540,-0.018042,0.159524,-0.159524
5.00,-0.041578,-0.027073,-0.004415,-0.021576,-0.019758,0.014558,0.159524,-0.159524
5.05,0.044353,0.041430,-0.016467,0.023984,0.018426,-0.005133,0.159524,-0.159524
5.10,0.004709,0.022392,0.029145,-0.024753,-0.014716,-0.006387,0.159524,-0.159524
5.15,-0.078195,-0.043960,-0.027304,0.023832,0.009107,0.015300,0.159524,-0.159524
5.20,-0.049795,-0.017425,0.011862,-0.021283,-0.002322,-0.017970,0.159524,-0.159524
5.25,0.085766,0.045929,0.009490,0.017280,-0.004762,0.013307,0.159524,-0.159524
5.30,-0.006050,0.012236,-0.026114,-0.012096,0.011231,-0.003213,0.139893,-0.139893
5.35,-0.024368,-0.047311,0.029729,0.006086,-0.016252,-0.008191,0.139893,-0.139893
5.40,-0.051490,-0.006890,-0.018535,0.000339,0.019174,0.016253,0.139893,-0.139893
5.45,-0.019265,0.048090,-0.001893,-0.006741,-0.019623,-0.017682,0.139893,-0.139893
5.50,0.069215,0.001457,0.021378,0.012683,0.017539,0.011896,0.139893,-0.139893
5.55,-0.115753,-0.048254,-0.030213,-0.017759,-0.013191,-0.001256,0.139893,-0.139893
5.60,0.001717,0.003995,0.023997,0.021621,0.007141,-0.009897,0.139893,-0.139893
5.65,-0.049220,0.047803,-0.005827,-0.024006,-0.000170,0.017012,0.139893,-0.139893
5.70,-0.004642,-0.009397,-0.015246,0.024752,-0.006823,-0.017184,0.139893,-0.139893
5.75,0.041491,-0.046741,0.028724,-0.023807,0.012936,0.010344,0.139893,-0.139893
5.80,-0.019641,0.014678,-0.027893,0.021235,-0.017380,0.000717,0.139893,-0.139893
5.85,0.017756,0.045083,0.013167,-0.017213,0.019580,-0.011485,0.139893,-0.139893
5.90,-0.017734,-0.019772,0.008118,0.012015,-0.019254,0.017567,0.139893,-0.139893
5.95,-0.080165,-0.042849,-0.025359,-0.005997,0.016442,-0.016480,0.139893,-0.139893
6.00,0.079628,0.024613,0.029967,-0.000432,-0.011509,0.008668,0.136792,-0.136792
6.05,0.021178,0.040068,-0.019647,0.006830,0.005091,0.002681,0.136792,-0.136792
6.10,-0.012275,-0.029140,-0.000461,-0.012763,0.001985,-0.012936,0.136792,-0.136792
6.15,0.019311,-0.036775,0.020339,0.017823,-0.008804,0.017912,0.136792,-0.136792
6.20,0.028546,0.033295,-0.030085,-0.021666,0.014487,-0.015579,0.136792,-0.136792
6.25,0.101175,0.033013,0.024844,0.024029,-0.018301,0.006888,0.136792,-0.136792
6.30,-0.041807,-0.037026,-0.007227,-0.024750,0.019752,0.004613,0.136792,-0.136792
6.35,-0.047992,-0.028830,-0.013990,0.023781,-0.018655,-0.014232,0.136792,-0.136792
6.40,0.072145,0.040283,0.028238,-0.021187,0.015150,0.018044,0.136792,-0.136792
6.45,-0.036294,0.024278,-0.028419,0.017146,-0.009690,-0.014492,0.136792,-0.136792
6.50,-0.002886,-0.043026,0.014443,-0.011934,0.002980,0.005026,0.136792,-0.136792
6.55,0.090779,-0.019417,0.006729,0.005907,0.004116,0.006490,0.129922,-0.129922
6.60,0.000636,0.045220,-0.024548,0.000524,-0.010680,-0.015358,0.129922,-0.129922
6.65,0.044455,0.014308,0.030139,-0.006919,0.015865,0.017959,0.129922,-0.129922
6.70,-0.096912,-0.046837,-0.020715,0.012842,-0.019004,-0.013231,0.129922,-0.129922
6.75,0.021548,-0.009016,0.000973,-0.017887,0.019689,0.003104,0.129922,-0.129922
6.80,0.050167,0.047855,0.019255,0.021711,-0.017834,0.008290,0.129922,-0.129922
6.85,-0.089184,0.003609,-0.029890,-0.024051,0.013677,-0.016301,0.129922,-0.129922
6.90,-0.007672,-0.048263,0.025635,0.024748,-0.007755,0.017660,0.129922,-0.129922
6.95,-0.054720,0.001844,-0.008610,-0.023755,0.000833,-0.011813,0.129922,-0.129922
7.00,0.074078,0.048055,-0.012704,0.021139,0.006197,0.001145,0.133910,-0.133910
7.05,-0.003344,-0.007274,0.027690,-0.017079,-0.012428,0.009990,0.133910,-0.133910
7.10,-0.103829,-0.047233,-0.028882,0.011853,0.017054,-0.017048,0.135396,-0.135396
7.15,0.024467,0.012611,0.015686,-0.005817,-0.019480,0.017150,0.135396,-0.135396
7.20,0.041137,0.045808,0.005324,-0.000617,0.019392,-0.010253,0.135396,-0.135396
7.25,-0.081721,-0.017787,-0.023682,0.007008,-0.016801,-0.000828,0.135396,-0.135396
7.30,-0.015385,-0.043798,0.030242,-0.012921,0.012042,0.011571,0.135396,-0.135396
7.35,0.028223,0.022735,-0.021737,0.017951,-0.005728,-0.017592,0.135396,-0.135396
7.40,0.008899,0.041229,0.002404,-0.021755,-0.001324,0.016435,0.135396,-0.135396
7.45,-0.030432,-0.027394,0.018127,0.024073,0.008205,-0.008571,0.135396,-0.135396
7.50,-0.054273,-0.038134,-0.029628,-0.024746,-0.014028,-0.002791,0.135396,-0.135396
7.55,0.132220,0.031702,0.026369,0.023729,0.018040,0.013013,0.135396,-0.135396
7.60,-0.084249,0.034552,-0.009975,-0.021091,-0.019724,-0.017925,0.135396,-0.135396
7.65,0.038158,-0.035606,-0.011389,0.017012,0.018863,0.015523,0.135396,-0.135396
7.70,-0.018612,-0.030529,0.027079,-0.011772,-0.015567,-0.006786,0.135396,-0.135396
7.75,0.033361,0.039056,-0.029279,0.005727,0.010262,-0.004720,0.135396,-0.135396
7.80,0.054168,0.026116,0.016894,0.000709,-0.003633,0.014300,0.135396,-0.135396
7.85,-0.042326,-0.042007,0.003907,-0.007097,-0.003465,-0.018045,0.135396,-0.135396
7.90,0.033222,-0.021370,-0.022762,0.013000,0.010116,0.014426,0.135396,-0.135396
7.95,0.039447,0.044421,0.030278,-0.018015,-0.015461,-0.004920,0.135396,-0.135396
8.00,0.051676,0.016351,-0.022710,0.021799,0.018811,-0.006593,0.135396,-0.135396
8.05,-0.119166,-0.046269,0.003830,-0.024094,-0.019734,0.015416,0.135396,-0.135396
8.10,0.015370,-0.011123,0.016959,0.024743,0.018109,-0.017948,0.121776,-0.121776
8.15,0.063463,0.047525,-0.029299,-0.023702,-0.014148,0.013156,0.121776,-0.121776
8.20,0.050076,0.005754,0.027044,0.021042,0.008361,-0.002995,0.121776,-0.121776
8.25,-0.115181,-0.048176,-0.011316,-0.016945,-0.001495,-0.008388,0.125098,-0.125098
8.30,0.041046,-0.000310,-0.010048,0.011690,-0.005564,0.016348,0.125098,-0.125098
8.35,0.068613,0.048211,0.026408,-0.005636,0.011905,-0.017637,0.125098,-0.125098
8.40,-0.030914,-0.005137,-0.029612,-0.000802,-0.016710,0.011729,0.125098,-0.125098
8.45,-0.026550,-0.047630,0.018064,0.007186,0.019358,-0.001035,0.125098,-0.125098
8.50,-0.053040,0.010519,0.002482,-0.013079,-0.019508,-0.010082,0.125098,-0.125098
8.55,0.030808,0.046442,-0.021792,0.018078,0.017140,0.017084,0.146623,-0.146623
8.60,-0.007632,-0.015766,0.030246,-0.021843,-0.012560,-0.017115,0.146623,-0.146623
8.65,-0.021657,-0.044660,-0.023633,0.024115,0.006360,0.010162,0.146623,-0.146623
8.70,-0.030785,0.020812,0.005247,-0.024740,0.000662,0.000938,0.146623,-0.146623
8.75,0.045231,0.042309,0.015753,0.023675,-0.007598,-0.011655,0.146623,-0.146623
8.80,-0.022194,-0.025592,-0.028905,-0.020993,0.013553,0.017616,0.146623,-0.146623
8.85,-0.067445,-0.039417,0.027658,0.016877,-0.017760,-0.016388,0.146623,-0.146623
8.90,0.018964,0.030046,-0.012633,-0.011608,0.019674,0.008473,0.146623,-0.146623
8.95,0.090365,0.036022,-0.008685,0.005546,-0.019050,0.002900,0.146623,-0.146623
9.00,-0.008182,-0.034116,0.025677,0.000895,0.015967,-0.013090,0.146623,-0.146623
9.05,-0.123563,-0.032168,-0.029877,-0.007274,-0.010823,0.017938,0.146623,-0.146623
9.10,0.064645,0.037751,0.019194,0.013157,0.004283,-0.015466,0.153924,-0.153924
9.15,0.049256,0.027902,0.001051,-0.018141,0.002810,0.006683,0.153924,-0.153924
9.20,-0.050362,-0.040903,-0.020772,0.021886,-0.009541,0.004827,0.153924,-0.153924
9.25,-0.033802,-0.023281,0.030146,-0.024136,0.015040,-0.014367,0.153924,-0.153924
9.30,0.020250,0.043534,-0.024502,0.024737,-0.018598,0.018045,0.153924,-0.153924
9.35,0.043696,0.018362,0.006652,-0.023648,0.019756,-0.014359,0.153924,-0.153924
9.40,0.013212,-0.045608,0.014511,0.020944,-0.018364,0.004813,0.154677,-0.154677
9.45,-0.014217,-0.013209,-0.028446,-0.016809,0.014603,0.006696,0.154677,-0.154677
9.50,0.040102,0.047101,0.028210,0.011526,-0.008957,-0.015473,0.154677,-0.154677
9.55,-0.011324,0.007887,-0.013921,-0.005456,0.002155,0.017936,0.154677,-0.154677
9.60,-0.040381,-0.047992,-0.007303,-0.000987,0.004925,-0.013080,0.154677,-0.154677
9.65,0.009922,-0.002464,0.024889,0.007363,-0.011370,0.002886,0.154677,-0.154677
9.70,0.039373,0.048270,-0.030076,-0.013236,0.016347,0.008486,0.154677,-0.154677
9.75,0.015941,-0.002990,0.020281,0.018204,-0.019214,-0.016395,0.154677,-0.154677
9.80,-0.073033,-0.047933,-0.000383,-0.021929,0.019602,0.017613,0.154677,-0.154677
9.85,-0.021658,0.008405,-0.019706,0.024156,-0.017460,-0.011644,0.154677,-0.154677
9.90,0.104825,0.046983,0.029978,-0.024733,0.013065,0.000924,0.154677,-0.154677
9.95,0.015321,-0.013714,-0.025316,0.023621,-0.006984,0.010174,0.154677,-0.154677
10.00,-0.127315,-0.045433,0.008043,-0.020895,0.000001,-0.017120,0.154677,-0.154677
10.05,0.075889,0.018847,0.013237,0.016741,0.006981,0.017080,0.154677,-0.154677
10.10,-0.008573,0.043304,-0.027923,-0.011444,-0.013063,-0.010070,0.154677,-0.154677
10.15,0.055101,-0.023740,0.028699,0.005365,0.017459,-0.001049,0.154677,-0.154677
10.20,-0.087633,-0.040622,-0.015178,0.001080,-0.019602,0.011740,0.154677,-0.154677
10.25,0.018554,0.028330,-0.005904,-0.007451,0.019215,-0.017640,0.154677,-0.154677
10.30,0.071419,0.037421,0.024045,0.013314,-0.016348,0.016342,0.154677,-0.154677
10.35,-0.080762,-0.032558,-0.030208,-0.018267,0.011372,-0.008375,0.154677,-0.154677
10.40,0.013274,-0.033742,0.021322,0.021972,-0.004928,-0.003009,0.127315,-0.127315
10.45,-0.004067,0.036370,-0.001815,-0.024176,-0.002152,0.013166,0.127315,-0.127315
10.50,0.017764,0.029633,-0.018596,0.024729,0.008955,-0.017950,0.127315,-0.127315
10.55,-0.029432,-0.039719,0.029744,-0.023593,-0.014601,0.015409,0.181336,-0.181336
10.60,0.009014,-0.025145,-0.026074,0.020845,0.018363,-0.006580,0.181336,-0.181336
10.65,0.012488,0.042560,0.009415,-0.016673,-0.019756,-0.004934,0.181336,-0.181336
10.70,0.099253,0.020336,0.011934,0.011362,0.018599,0.014434,0.181336,-0.181336
10.75,-0.111286,-0.044857,-0.027338,-0.005275,-0.015041,-0.018044,0.181336,-0.181336
10.80,0.024256,-0.015268,0.029124,-0.001172,0.009543,0.014291,0.181336,-0.181336
10.85,-0.021654,0.046582,-0.016401,0.007540,-0.002813,-0.004706,0.181336,-0.181336
10.90,-0.024625,0.010005,-0.004492,-0.013392,-0.004280,-0.006799,0.181336,-0.181336
10.95,0.002776,-0.047713,0.023147,0.018329,0.010821,0.015530,0.181336,-0.181336
11.00,-0.088458,-0.004614,-0.030271,-0.022015,-0.015965,-0.017924,0.181336,-0.181336
11.05,0.142848,0.048234,0.022316,0.024196,0.019049,0.013003,0.181336,-0.181336
11.10,-0.039742,-0.000836,-0.003243,-0.024725,-0.019674,-0.002776,0.181336,-0.181336
11.15,0.004441,-0.048140,-0.017445,0.023565,0.017761,-0.008583,0.181336,-0.181336
11.20,-0.009691,0.006276,0.029443,-0.020795,-0.013555,0.016441,0.181336,-0.181336
11.25,0.012405,0.047431,-0.026773,0.016604,0.007600,-0.017589,0.181336,-0.181336
11.30,-0.034337,-0.011635,0.010767,-0.011280,-0.000664,0.011560,0.181336,-0.181336
11.35,-0.043534,-0.046116,0.010603,0.005184,-0.006357,-0.000813,0.181336,-0.181336
11.40,0.033509,0.016845,-0.026691,0.001265,0.012558,-0.010265,0.181336,-0.181336
11.45,0.021167,0.044213,0.029483,-0.007628,-0.017139,0.017154,0.181336,-0.181336
11.50,0.011110,-0.021841,-0.017587,0.013470,0.019508,-0.017043,0.181336,-0.181336
11.55,-0.049991,-0.041745,-0.003070,-0.018391,-0.019359,0.009978,0.142848,-0.142848
11.60,0.095820,0.026557,0.022197,0.022057,0.016711,0.001160,0.142002,-0.142002
11.65,-0.045326,0.038744,-0.030267,-0.024216,-0.011908,-0.011824,0.142002,-0.142002
11.70,0.035164,-0.030935,0.023259,0.024720,0.005567,0.017663,0.142002,-0.142002
11.75,-0.070767,-0.035249,-0.004664,-0.023536,0.001492,-0.016294,0.142002,-0.142002
11.80,0.056628,0.034918,-0.016254,0.020744,-0.008359,0.008277,0.142002,-0.142002
11.85,0.080540,0.031304,0.029075,-0.016535,0.014146,0.003119,0.142002,-0.142002
11.90,-0.046428,-0.038455,-0.027413,0.011197,-0.018108,-0.013241,0.142002,-0.142002
11.95,-0.001763,-0.026959,0.012094,-0.005094,0.019734,0.017961,0.142002,-0.142002
12.00,0.005276,0.041501,0.009249,-0.001357,-0.018812,-0.015351,0.142002,-0.142002
12.05,0.065623,0.022270,-0.025985,0.007716,0.015463,0.006477,0.139283,-0.139283
12.10,-0.073334,-0.044017,0.029776,-0.013547,-0.010118,0.005040,0.139283,-0.139283
12.15,-0.020734,-0.017296,-0.018734,0.018453,0.003467,-0.014500,0.139283,-0.139283
12.20,0.003054,0.045971,-0.001641,-0.022099,0.003631,0.018043,0.139283,-0.139283
12.25,0.040783,0.012102,0.021198,0.024235,-0.010260,-0.014223,0.139283,-0.139283
12.30,-0.051167,-0.047338,-0.030195,-0.024715,0.015566,0.004599,0.139283,-0.139283
12.35,0.065388,-0.006754,0.024151,0.023507,-0.018862,0.006902,0.139283,-0.139283
12.40,-0.001752,0.048102,-0.006075,-0.020694,0.019725,-0.015586,0.139283,-0.139283
12.45,-0.023396,0.001319,-0.015027,0.016466,-0.018041,0.017911,0.139283,-0.139283
12.50,-0.034840,-0.048251,0.028643,-0.011114,0.014030,-0.012926,0.139283,-0.139283
12.55,-0.049956,0.004133,-0.027990,0.005003,-0.008208,0.002667,0.139283,-0.139283
12.60,0.020850,0.047784,0.013394,0.001450,0.001327,0.008681,0.139283,-0.139283
12.65,-0.071658,-0.009532,0.007874,-0.007804,0.005726,-0.016486,0.139283,-0.139283
12.70,-0.039599,-0.046707,-0.025220,0.013625,-0.012040,0.017564,0.139283,-0.139283
12.75,0.049590,0.014809,0.030002,-0.018515,0.016799,-0.011474,0.139283,-0.139283
12.80,0.071192,0.045033,-0.019839,0.022140,-0.019391,0.000703,0.139283,-0.139283
12.85,-0.014951,-0.019898,-0.000208,-0.024253,0.019480,0.010356,0.128614,-0.128614
12.90,-0.069878,-0.042785,0.020151,0.024710,-0.017056,-0.017188,0.128614,-0.128614
12.95,0.023843,0.024732,-0.030056,-0.023478,0.012430,0.017007,0.128614,-0.128614
13.00,0.045180,0.039991,0.024988,0.020643,-0.006200,-0.009885,0.128614,-0.128614
13.05,-0.092464,-0.029250,-0.007472,-0.016397,-0.000830,-0.001270,0.136690,-0.136690
13.10,-0.000775,-0.036686,-0.013766,0.011031,0.007753,0.011907,0.151352,-0.151352
13.15,0.080274,0.033395,0.028146,-0.004912,-0.013675,-0.017685,0.151352,-0.151352
13.20,0.034176,0.032913,-0.028505,-0.001542,0.017833,0.016247,0.151352,-0.151352
13.25,-0.034250,-0.037114,0.014664,0.007892,-0.019689,-0.008178,0.151352,-0.151352
13.30,0.031348,-0.028719,0.006482,-0.013702,0.019004,-0.003228,0.151352,-0.151352
13.35,0.049585,0.040359,-0.024399,0.018576,-0.015867,0.013316,0.151352,-0.151352
13.40,-0.005669,0.024159,0.030162,-0.022182,0.010682,-0.017971,0.151352,-0.151352
13.45,-0.036171,-0.043089,-0.020899,0.024272,-0.004118,0.015292,0.151352,-0.151352
13.50,-0.003741,-0.019291,0.001225,-0.024704,-0.002977,-0.006373,0.151352,-0.151352
13.55,0.136690,0.045268,0.019059,0.023448,0.009688,-0.005147,0.151352,-0.151352
13.60,-0.002936,0.014176,-0.029849,-0.020591,-0.015148,0.014566,0.151352,-0.151352
13.65,-0.051511,-0.046870,0.025769,0.016328,0.018654,-0.018042,0.151352,-0.151352
13.70,-0.026914,-0.008880,-0.008853,-0.010948,-0.019752,0.014155,0.151352,-0.151352
13.75,0.066031,0.047873,-0.012474,0.004821,0.018302,-0.004492,0.151352,-0.151352
13.80,0.008960,0.003471,0.027586,0.001635,-0.014489,-0.007004,0.151352,-0.151352
13.85,-0.140996,-0.048265,-0.028957,-0.007979,0.008806,0.015642,0.151352,-0.151352
13.90,0.016767,0.001982,0.015902,0.013779,-0.001987,-0.017897,0.151352,-0.151352
13.95,0.059650,0.048041,0.005075,-0.018637,-0.005088,0.012849,0.151352,-0.151352
14.00,-0.020816,-0.007411,-0.023523,0.022223,0.011507,-0.002557,0.151352,-0.151352
14.05,-0.035800,-0.047204,0.030253,-0.024290,-0.016441,-0.008778,0.151352,-0.151352
14.10,0.052938,0.012744,-0.021913,0.024698,0.019253,0.016531,0.140996,-0.140996
14.15,-0.062330,0.045764,0.002656,-0.023419,-0.019580,-0.017538,0.140996,-0.140996
14.20,0.000010,-0.017915,0.017924,0.020540,0.017381,0.011389,0.140996,-0.140996
14.25,-0.105077,-0.043740,-0.029575,-0.016258,-0.012938,-0.000592,0.140996,-0.140996
14.30,0.026647,0.022857,0.026493,0.010865,0.006826,-0.010446,0.140996,-0.140996
14.35,-0.009985,0.041157,-0.010213,-0.004731,0.000167,0.017222,0.140996,-0.140996
14.40,-0.068434,-0.027507,-0.011154,-0.001727,-0.007139,-0.016969,0.130359,-0.130359
14.45,0.032462,-0.038049,0.026965,0.008067,0.013189,0.009792,0.130359,-0.130359
14.50,0.003117,0.031806,-0.029343,-0.013856,-0.017537,0.001381,0.130359,-0.130359
14.55,0.130359,0.034456,0.017103,0.018698,0.019622,-0.011990,0.130359,-0.130359
14.60,-0.065611,-0.035699,0.003656,-0.022263,-0.019175,0.017707,0.145585,-0.145585
14.65,-0.064113,-0.030422,-0.022595,0.024307,0.016253,-0.016198,0.145585,-0.145585
14.70,0.044654,0.039137,0.030277,-0.024691,-0.011234,0.008079,0.145585,-0.145585
14.75,0.072446,0.026000,-0.022877,0.023388,0.004764,0.003337,0.145585,-0.145585
14.80,-0.075761,-0.042074,0.004080,-0.020488,0.002320,-0.013391,0.145585,-0.145585
14.85,0.030959,-0.021246,0.016749,0.016188,-0.009104,0.017981,0.145585,-0.145585
14.90,0.050351,0.044475,-0.029234,-0.010782,0.014714,-0.015233,0.145585,-0.145585
14.95,0.055330,0.016221,0.027157,0.004640,-0.018425,0.006269,0.145585,-0.145585
15.00,-0.000011,-0.046308,-0.011551,0.001820,0.019758,0.005253,0.145585,-0.145585
15.05,-0.044036,-0.010989,-0.009810,-0.008155,-0.018541,-0.014631,0.145585,-0.145585
15.10,0.085054,0.047549,0.026283,0.013933,0.014932,0.018039,0.145585,-0.145585
15.15,-0.020494,0.005616,-0.029663,-0.018759,-0.009395,-0.014086,0.145585,-0.145585
15.20,0.010733,-0.048184,0.018267,0.022304,0.002646,0.004385,0.145585,-0.145585
15.25,0.001780,-0.000172,0.002230,-0.024325,0.004445,0.007106,0.145585,-0.145585
15.30,0.025057,0.048203,-0.021615,0.024684,-0.010962,-0.015697,0.145585,-0.145585
15.35,0.067367,-0.005274,0.030233,-0.023358,0.016064,0.017882,0.145585,-0.145585
15.40,-0.089590,-0.047608,-0.023790,0.020436,-0.019093,-0.012770,0.145585,-0.145585
