log10_x,total,wave_1_gamma_14.1,wave_2_gamma_21.0,wave_3_gamma_25.0,wave_4_gamma_30.4,wave_5_gamma_32.9,wave_6_gamma_37.6,wave_7_gamma_40.9,wave_8_gamma_43.3,wave_9_gamma_48.0,wave_10_gamma_49.8
313.060,-0.046644,-0.035578,-0.029467,0.013387,-0.004842,-0.002685,0.011273,0.003535,-0.013175,0.002908,0.008001
313.070,-0.110090,-0.044142,-0.022844,-0.000112,-0.016051,-0.014221,0.015432,-0.008957,-0.006352,-0.008880,-0.003964
313.080,-0.131472,-0.048071,-0.010971,-0.013575,-0.019699,-0.017963,0.008736,-0.014068,0.006286,-0.010879,-0.011268
313.090,-0.096848,-0.046952,0.003422,-0.022659,-0.014068,-0.011860,-0.004105,-0.007588,0.013170,-0.000885,-0.005322
313.100,-0.033327,-0.040904,0.017029,-0.024433,-0.001811,0.000743,-0.014059,0.005144,0.007997,0.010085,0.006882
313.110,0.018024,-0.030562,0.026723,-0.018325,0.011300,0.012939,-0.014123,0.013638,-0.004496,0.009937,0.010993
313.120,0.038873,-0.017010,0.030277,-0.006306,0.019087,0.018043,-0.004253,0.010895,-0.012874,-0.001165,0.002178
313.130,0.042228,-0.001673,0.026875,0.007748,0.017884,0.013259,0.008608,-0.000825,-0.009466,-0.010983,-0.009198
313.140,0.047608,0.013841,0.017298,0.019302,0.008257,0.001207,0.015415,-0.011865,0.002607,-0.008694,-0.009759
313.150,0.054389,0.027900,0.003746,0.024630,-0.005260,-0.011506,0.011378,-0.013129,0.012293,0.003179,0.001156
313.160,0.044914,0.039031,-0.010667,0.022012,-0.016299,-0.017913,-0.000662,-0.003574,0.010726,0.011547,0.010711
313.170,0.012452,0.046064,-0.022628,0.012294,-0.019660,-0.014503,-0.012236,0.008925,-0.000660,0.007186,0.007671
313.180,-0.021489,0.048260,-0.029391,-0.001391,-0.013761,-0.003144,-0.015204,0.014071,-0.011442,-0.005097,-0.004389
313.190,-0.024734,0.045389,-0.029400,-0.014626,-0.001380,0.009938,-0.007477,0.007623,-0.011750,-0.011761,-0.011289
313.200,0.009906,0.037752,-0.022654,-0.023144,0.011651,0.017573,0.005510,-0.005106,-0.001301,-0.005460,-0.004914
313.210,0.051455,0.026152,-0.010704,-0.024195,0.019194,0.015577,0.014620,-0.013628,0.010338,0.006860,0.007239
313.220,0.058349,0.011806,0.003707,-0.017441,0.017696,0.005044,0.013447,-0.010920,0.012514,0.011618,0.010880
313.230,0.020162,-0.003780,0.017265,-0.005061,0.007863,-0.008254,0.002815,0.000785,0.003234,0.003569,0.001727
313.240,-0.030694,-0.018969,0.026857,0.008952,-0.005674,-0.017028,-0.009797,0.011843,-0.009007,-0.008415,-0.009456
313.250,-0.050838,-0.032166,0.030278,0.020077,-0.016539,-0.016469,-0.015518,0.013143,-0.013002,-0.011122,-0.009520
313.260,-0.028778,-0.041986,0.026742,0.024725,-0.019613,-0.006885,-0.010323,0.003614,-0.005095,-0.001569,0.001611
313.270,0.005364,-0.047397,0.017062,0.021398,-0.013449,0.006473,0.002133,-0.008893,0.007476,0.009714,0.010848
313.280,0.011966,-0.047832,0.003461,0.011167,-0.000950,0.016283,0.013089,-0.014073,0.013204,0.010288,0.007329
313.290,-0.018941,-0.043245,-0.010934,-0.002665,0.011997,0.017169,0.014838,-0.007657,0.006844,-0.000479,-0.004808
313.300,-0.061209,-0.034118,-0.022818,-0.015638,0.019292,0.008645,0.006150,0.005068,-0.005781,-0.010718,-0.011291
313.310,-0.081550,-0.021408,-0.029458,-0.023566,0.017500,-0.004617,-0.006864,0.013617,-0.013114,-0.009142,-0.004498
313.320,-0.070005,-0.006450,-0.029330,-0.023892,0.007465,-0.015349,-0.015050,0.010946,-0.008442,0.002512,0.007585
313.330,-0.040834,0.009185,-0.022463,-0.016511,-0.006086,-0.017668,-0.012649,-0.000744,0.003958,0.011397,0.010748
313.340,-0.008905,0.023855,-0.010435,-0.003803,-0.016771,-0.010304,-0.001351,-0.011821,0.012735,0.007718,0.001273
313.350,0.026720,0.036021,0.003991,0.010132,-0.019556,0.002707,0.010897,-0.013158,0.009854,-0.004469,-0.009699
313.360,0.072592,0.044405,0.017500,0.020798,-0.013129,0.014235,0.015480,-0.003653,-0.002048,-0.011729,-0.009266
313.370,0.119276,0.048126,0.026988,0.024755,-0.000518,0.017961,0.009174,0.008862,-0.012074,-0.006059,0.002062
313.380,0.138674,0.046795,0.030275,0.020726,0.012337,0.011843,-0.003585,0.014075,-0.011048,0.006290,0.010966
313.390,0.108424,0.040550,0.026606,0.010011,0.019381,-0.000765,-0.013823,0.007691,0.000092,0.011706,0.006975
313.400,0.038060,0.030048,0.016824,-0.003933,0.017296,-0.012955,-0.014337,-0.005030,0.011148,0.004217,-0.005218
313.410,-0.033592,0.016391,0.003176,-0.016609,0.007064,-0.018044,-0.004767,-0.013607,0.011998,-0.007920,-0.011275
313.420,-0.070205,0.001013,-0.011201,-0.023926,-0.006495,-0.013244,0.008157,-0.010972,0.001865,-0.011327,-0.004074
313.430,-0.067442,-0.014472,-0.023005,-0.023526,-0.016995,-0.001185,0.015343,0.000703,-0.009975,-0.002247,0.007918
313.440,-0.050703,-0.028437,-0.029523,-0.015536,-0.019489,0.011523,0.011736,0.011799,-0.012684,0.009310,0.010599
313.450,-0.045409,-0.039416,-0.029258,-0.002534,-0.012804,0.017916,-0.000125,0.013173,-0.003781,0.010604,0.000817
313.460,-0.052180,-0.046257,-0.022270,0.011285,-0.000087,0.014489,-0.011899,0.003693,0.008583,0.000208,-0.009925
313.470,-0.051605,-0.048241,-0.010165,0.021464,0.012671,0.003122,-0.015303,-0.008830,0.013090,-0.010417,-0.008997
313.480,-0.030115,-0.045160,0.004275,0.024718,0.019460,-0.009956,-0.007942,-0.014077,0.005614,-0.009558,0.002511
313.490,0.003081,-0.037337,0.017733,0.019999,0.017083,-0.017578,0.005005,-0.007725,-0.007001,0.001837,0.011066
313.500,0.025476,-0.025594,0.027117,0.008829,0.006659,-0.015566,0.014431,0.004992,-0.013208,0.011207,0.006609
313.510,0.024574,-0.011164,0.030270,-0.005190,-0.006901,-0.005022,0.013707,0.013596,-0.007323,0.008223,-0.005620
313.520,0.008971,0.004438,0.026468,-0.017535,-0.017211,0.008274,0.003341,0.010997,0.005265,-0.003826,-0.011240
313.530,-0.002747,0.019574,0.016585,-0.024222,-0.019414,0.017035,-0.009375,-0.000663,0.013033,-0.011657,-0.003643
313.540,-0.000365,0.032655,0.002891,-0.023096,-0.012472,0.016460,-0.015497,-0.011777,0.008871,-0.006638,0.008238
313.550,0.012343,0.042308,-0.011467,-0.014520,0.000345,0.006864,-0.010718,-0.013187,-0.003412,0.005699,0.010432
313.560,0.026983,0.047518,-0.023191,-0.001259,0.012999,-0.006494,0.001600,-0.003732,-0.012572,0.011753,0.000360
313.570,0.039882,0.047739,-0.029585,0.012408,0.019530,-0.016293,0.012793,0.008798,-0.010223,0.004851,-0.010136
313.580,0.049976,0.042948,-0.029183,0.022072,0.016862,-0.017162,0.014986,0.014079,0.001485,-0.007399,-0.008713
313.590,0.051508,0.033647,-0.022075,0.024616,0.006251,-0.008625,0.006639,0.007759,0.011833,-0.011493,0.002955
313.600,0.035720,0.020814,-0.009895,0.019219,-0.007304,0.004639,-0.006379,-0.004954,0.011349,-0.002917,0.011148
313.610,0.003005,0.005795,0.004559,0.007622,-0.017419,0.015360,-0.014909,-0.013585,0.000476,0.008874,0.006232
313.620,-0.029904,-0.009832,0.017965,-0.006433,-0.019329,0.017664,-0.012952,-0.011023,-0.010833,0.010883,-0.006012
313.630,-0.041225,-0.024427,0.027243,-0.018414,-0.012134,0.010286,-0.001885,0.000622,-0.012225,0.000895,-0.011187
313.640,-0.026051,-0.036457,0.030262,-0.024454,0.000776,-0.002729,0.010509,0.011754,-0.002426,-0.010080,-0.003207
313.650,-0.004958,-0.044660,0.026328,-0.022605,0.013321,-0.014248,0.015510,0.013202,0.009594,-0.009943,0.008544
313.660,-0.006054,-0.048173,0.016344,-0.013465,0.019591,-0.017959,0.009602,0.003771,0.012831,0.001155,0.010248
313.670,-0.035821,-0.046628,0.002605,0.000020,0.016633,-0.011826,-0.003061,-0.008766,0.004322,0.010979,-0.000098
313.680,-0.069218,-0.040188,-0.011732,0.013498,0.005840,0.000788,-0.013570,-0.014081,-0.008143,0.008700,-0.010329
313.690,-0.072080,-0.029528,-0.023374,0.022621,-0.007703,0.012970,-0.014534,-0.007793,-0.013154,-0.003170,-0.008414
313.700,-0.035173,-0.015768,-0.029645,0.024448,-0.017619,0.018044,-0.005275,0.004916,-0.006123,-0.011545,0.003395
313.710,0.014725,-0.000352,-0.029105,0.018387,-0.019235,0.013229,0.007695,0.013574,0.006513,-0.007194,0.011212
313.720,0.039412,0.015100,-0.021878,0.006396,-0.011791,0.001163,0.015252,0.011048,0.013187,0.005088,0.005845
313.730,0.026007,0.028968,-0.009623,-0.007659,0.001207,-0.011540,0.012081,-0.000581,0.007789,0.011761,-0.006395
313.740,-0.000596,0.039793,0.004842,-0.019244,0.013636,-0.017918,0.000411,-0.011732,-0.004739,0.005469,-0.011115
313.750,-0.002127,0.046441,0.018195,-0.024620,0.019642,-0.014476,-0.011547,-0.013216,-0.012929,-0.006852,-0.002765
313.760,0.035561,0.048213,0.027367,-0.022054,0.016396,-0.003100,-0.015383,-0.003811,-0.009283,-0.011619,0.008836
313.770,0.087866,0.044922,0.030251,-0.012374,0.005427,0.009975,-0.008399,0.008734,0.002861,-0.003578,0.010048
313.780,0.112696,0.036915,0.026185,0.001298,-0.008099,0.017583,0.004494,0.014082,0.012386,0.008408,-0.000556
313.790,0.086675,0.025032,0.016102,0.014551,-0.017810,0.015555,0.014225,0.007827,0.010573,0.011125,-0.010506
313.800,0.023451,0.010521,0.002320,0.023110,-0.019131,0.005001,0.013951,-0.004877,-0.000919,0.001578,-0.008102
313.810,-0.039760,-0.005095,-0.011996,0.024214,-0.011442,-0.008293,0.003863,-0.013563,-0.011570,-0.009708,0.003829
313.820,-0.072309,-0.020176,-0.023555,0.017507,0.001638,-0.017042,-0.008942,-0.011074,-0.011629,-0.010293,0.011257
313.830,-0.070236,-0.033139,-0.029702,0.005152,0.013946,-0.016451,-0.015457,0.000540,-0.001043,0.000469,0.005448
313.840,-0.052616,-0.042622,-0.029025,-0.008865,0.019684,-0.006844,-0.011099,0.011709,0.010498,0.010714,-0.006767
313.850,-0.041818,-0.047630,-0.021678,-0.020022,0.016151,0.006515,0.001066,0.013230,0.012429,0.009148,-0.011025
313.860,-0.045905,-0.047637,-0.009351,-0.024720,0.005010,0.016302,0.012481,0.003850,0.002982,-0.002502,-0.002319
313.870,-0.055357,-0.042642,0.005125,-0.021444,-0.008491,0.017155,0.015117,-0.008702,-0.009195,-0.011394,0.009114
313.880,-0.053197,-0.033171,0.018423,-0.011250,-0.017992,0.008606,0.007120,-0.014084,-0.012954,-0.007725,0.009830
313.890,-0.028989,-0.020216,0.027488,0.002573,-0.019019,-0.004660,-0.005886,-0.007861,-0.004855,0.004460,-0.001013
313.900,0.013046,-0.005139,0.030238,0.015566,-0.011087,-0.015372,-0.014751,0.004839,0.007689,0.011729,-0.010665
313.910,0.056260,0.010478,0.026040,0.023538,0.002067,-0.017659,-0.013240,0.013552,0.013194,0.006068,-0.007776
313.920,0.082027,0.024994,0.015859,0.023916,0.014248,-0.010268,-0.002416,0.011099,0.006621,-0.006282,0.004257
313.930,0.081140,0.036887,0.002034,0.016580,0.019717,0.002751,0.010108,-0.000499,-0.006013,-0.011707,0.011284
313.940,0.058212,0.044906,-0.012259,0.003894,0.015899,0.014262,0.015522,-0.011686,-0.013142,-0.004227,0.005043
313.950,0.026295,0.048210,-0.023734,-0.010047,0.004592,0.017957,0.010018,-0.013244,-0.008241,0.007913,-0.007128
313.960,-0.002925,0.046453,-0.029756,-0.020747,-0.008878,0.011810,-0.002533,-0.003889,0.004205,0.011329,-0.010917
313.970,-0.024297,0.039818,-0.028942,-0.024755,-0.018166,-0.000810,-0.013302,0.008670,0.012801,0.002257,-0.001869
313.980,-0.036010,0.029003,-0.021477,-0.020777,-0.018897,-0.012985,-0.014714,0.014085,0.009679,-0.009304,0.009377
313.990,-0.033999,0.015142,-0.009078,-0.010096,-0.010727,-0.018044,-0.005776,0.007895,-0.002304,-0.010608,0.009597
314.000,-0.013217,-0.000308,0.005407,0.003842,0.002496,-0.013214,0.007224,-0.004801,-0.012177,-0.000218,-0.001468
314.010,0.023170,-0.015726,0.018650,0.016540,0.014543,-0.001141,0.015143,-0.013541,-0.010903,0.010412,-0.010807
314.020,0.057078,-0.029493,0.027607,0.023902,0.019740,0.011557,0.012410,-0.011124,0.000352,0.009564,-0.007438
314.030,0.062714,-0.040164,0.030222,0.023554,0.015639,0.017921,0.000948,0.000459,0.011285,-0.001827,0.004677
314.040,0.025975,-0.046617,0.025892,0.015608,0.004171,0.014463,-0.011182,0.011663,0.011888,-0.011204,0.011292
314.050,-0.040300,-0.048176,0.015614,0.002626,-0.009262,0.003078,-0.015446,0.013258,0.001608,-0.008230,0.004629
314.060,-0.101177,-0.044676,0.001748,-0.011202,-0.018332,-0.009993,-0.008845,0.003928,-0.010144,0.003816,-0.007477
314.070,-0.123184,-0.036486,-0.012520,-0.021417,-0.018767,-0.017588,0.003977,-0.008638,-0.012609,0.011656,-0.010791
314.080,-0.097391,-0.024465,-0.023911,-0.024723,-0.010362,-0.015543,0.014002,-0.014087,-0.003532,0.006646,-0.001416
314.090,-0.042832,-0.009875,-0.029808,-0.020054,0.002924,-0.004980,0.014177,-0.007929,0.008778,-0.005690,0.009625
314.100,0.010915,0.005751,-0.028856,-0.008915,0.014832,0.008313,0.004380,0.004762,0.013053,-0.011754,0.009348
314.110,0.045032,0.020774,-0.021274,0.005100,0.019754,0.017050,-0.008498,0.013529,0.005378,-0.004861,-0.001921
314.120,0.059085,0.033616,-0.008804,0.017469,0.015371,0.016442,-0.015399,0.011149,-0.007220,0.007391,-0.010931
314.130,0.062704,0.042928,0.005689,0.024203,0.003748,0.006823,-0.011468,-0.000418,-0.013209,0.011495,-0.007087
314.140,0.063361,0.047733,0.018875,0.023130,-0.009641,-0.006535,0.000529,-0.011640,-0.007106,0.002927,0.005090
314.150,0.061843,0.047526,0.027724,0.014595,-0.018488,-0.016312,0.012154,-0.013272,0.005502,-0.008867,0.011282
314.160,0.055764,0.042329,0.030203,0.001352,-0.018627,-0.017149,0.015230,-0.003968,0.013073,-0.010887,0.004208
314.170,0.043680,0.032688,0.025742,-0.012327,-0.009992,-0.008587,0.007592,0.008606,0.008677,-0.000905,-0.007814
314.180,0.025450,0.019615,0.015367,-0.022030,0.003350,0.004681,-0.005386,0.014088,-0.003662,0.010074,-0.010648
314.190,0.001541,0.004482,0.001461,-0.024626,0.015114,0.015384,-0.014575,0.007962,-0.012649,0.009948,-0.000960
314.200,-0.025347,-0.011121,-0.012781,-0.019277,0.019759,0.017655,-0.013513,-0.004724,-0.010056,-0.001145,0.009856
314.210,-0.048620,-0.025557,-0.024086,-0.007710,0.015097,0.010250,-0.002945,-0.013518,0.001742,-0.010976,0.009083
314.220,-0.060883,-0.037309,-0.029857,0.006344,0.003323,-0.002773,0.009694,-0.011174,0.011946,-0.008707,-0.002371
314.230,-0.060623,-0.045144,-0.028768,0.018352,-0.010015,-0.014276,0.015514,0.000377,0.011214,0.003160,-0.011037
314.240,-0.054386,-0.048239,-0.021069,0.024439,-0.018636,-0.017954,0.010422,0.011617,0.000216,0.011544,-0.006725
314.250,-0.049427,-0.046269,-0.008529,0.022643,-0.018479,-0.011793,-0.002002,0.013285,-0.010979,0.007202,0.005495
314.260,-0.043675,-0.039441,0.005970,0.013542,-0.009618,0.000832,-0.013017,0.004007,-0.012124,-0.005079,0.011253
314.270,-0.026128,-0.028472,0.019098,0.000073,0.003774,0.013001,-0.014876,-0.008573,-0.002170,-0.011761,0.003779
314.280,0.009130,-0.014514,0.027838,-0.013420,0.015388,0.018044,-0.006271,-0.014089,0.009770,-0.005478,-0.008139
314.290,0.049392,0.000968,0.030181,-0.022584,0.019754,0.013198,0.006745,-0.007996,0.012767,0.006844,-0.010486
314.300,0.068307,0.016349,0.025590,-0.024462,0.014815,0.001119,0.015017,0.004685,0.004076,0.011621,-0.000503
314.310,0.049552,0.030013,0.015120,-0.018449,0.002897,-0.011574,0.012725,0.013506,-0.008346,0.003588,0.010072
314.320,0.006864,0.040526,0.001175,-0.006485,-0.010385,-0.017923,0.001483,0.011199,-0.013128,-0.008401,0.008803
314.330,-0.022886,0.046784,-0.013040,0.007571,-0.018775,-0.014450,-0.010803,-0.000336,-0.005892,-0.011128,-0.002817
314.340,-0.011381,0.048130,-0.024259,0.019185,-0.018322,-0.003057,-0.015489,-0.011594,0.006737,-0.001588,-0.011125
314.350,0.033873,0.044422,-0.029903,0.024610,-0.009238,0.010012,-0.009281,-0.013299,0.013199,0.009703,-0.006351
314.360,0.074435,0.036050,-0.028677,0.022096,0.004197,0.017593,0.003456,-0.004046,0.007578,0.010298,0.005890
314.370,0.074741,0.023893,-0.020862,0.012454,0.015655,0.015532,0.013762,0.008541,-0.004980,-0.000459,0.011206
314.380,0.032599,0.009228,-0.008254,-0.001206,0.019739,0.004959,0.014387,0.014090,-0.012980,-0.010710,0.003345
314.390,-0.022217,-0.006406,0.006251,-0.014476,0.014525,-0.008333,0.004893,0.008030,-0.009097,-0.009154,-0.008449
314.400,-0.057105,-0.021368,0.019320,-0.023077,0.002470,-0.017057,-0.008044,-0.004647,0.003113,0.002493,-0.010308
314.410,-0.062549,-0.034086,0.027949,-0.024233,-0.010749,-0.016433,-0.015322,-0.013495,0.012474,0.011392,-0.000045
314.420,-0.050976,-0.043226,0.030157,-0.017572,-0.018905,-0.006803,-0.011823,-0.011223,0.010415,0.007733,0.010270
314.430,-0.036063,-0.047827,0.025436,-0.005242,-0.018156,0.006556,-0.000007,0.000296,-0.001178,-0.004451,0.008509
314.440,-0.019584,-0.047406,0.014870,0.008779,-0.008855,0.016321,0.011813,0.011571,-0.011693,-0.011728,-0.003258
314.450,0.000470,-0.042008,0.000888,0.019968,0.004618,0.017142,0.015324,0.013312,-0.011504,-0.006077,-0.011194
314.460,0.015362,-0.032199,-0.013298,0.024715,0.015915,0.008567,0.008056,0.004085,-0.000784,0.006273,-0.005968
314.470,0.008314,-0.019010,-0.024429,0.021490,0.019715,-0.004703,-0.004879,-0.008508,0.010653,0.011708,0.006276
314.480,-0.024364,-0.003824,-0.029947,0.011332,0.014229,-0.015395,-0.014382,-0.014091,0.012338,0.004236,0.011140
314.490,-0.059016,0.011763,-0.028584,-0.002481,0.002041,-0.017650,-0.013769,-0.008063,0.002728,-0.007905,0.002904
314.500,-0.059693,0.026115,-0.020654,-0.015494,-0.011109,-0.010231,-0.003470,0.004608,-0.009379,-0.011332,-0.008746
314.510,-0.012521,0.037725,-0.007978,-0.023509,-0.019026,0.002795,0.009269,0.013483,-0.012901,-0.002266,-0.010112
314.520,0.056107,0.045374,0.006531,-0.023940,-0.017981,0.014289,0.015489,0.011248,-0.004613,0.009298,0.000413
314.530,0.100156,0.048259,0.019540,-0.016648,-0.008467,0.017952,0.010813,-0.000255,0.007898,0.010612,0.010452
314.540,0.095554,0.046077,0.028058,-0.003986,0.005036,0.011776,-0.001468,-0.011548,0.013179,0.000228,0.008201
314.550,0.060714,0.039057,0.030130,0.009962,0.016167,-0.000854,-0.012717,-0.013326,0.006395,-0.010407,-0.003693
314.560,0.034377,0.027937,0.025279,0.020697,0.019682,-0.013016,-0.015020,-0.004124,-0.006243,-0.009570,-0.011245
314.570,0.033935,0.013883,0.014620,0.024755,0.013927,-0.018044,-0.006758,0.008476,-0.013166,0.001817,-0.005574
314.580,0.038394,-0.001628,0.000602,0.020827,0.001611,-0.013183,0.006258,0.014092,-0.008036,0.011201,0.006652
314.590,0.013808,-0.016969,-0.013555,0.010180,-0.011463,-0.001097,0.014872,0.008097,0.004450,0.008237,0.011056
314.600,-0.046452,-0.030528,-0.024597,-0.003750,-0.019138,0.011591,0.013025,-0.004570,0.012862,-0.003807,0.002459
314.610,-0.109849,-0.040881,-0.029988,-0.016471,-0.017798,0.017926,0.002016,-0.013471,0.009500,-0.011655,-0.009029
314.620,-0.133744,-0.046942,-0.028488,-0.023878,-0.008075,0.014436,-0.010411,-0.011272,-0.002559,-0.006655,-0.009900
314.630,-0.104639,-0.048075,-0.020443,-0.023583,0.005452,0.003035,-0.015515,0.000214,-0.012275,0.005681,0.000870
314.640,-0.047724,-0.044159,-0.007701,-0.015680,0.016411,-0.010030,-0.009705,0.011524,-0.010755,0.011754,0.010617
314.650,0.000156,-0.035608,0.006811,-0.002719,0.019640,-0.017598,0.002931,0.013339,0.000611,0.004870,0.007880
314.660,0.023236,-0.023317,0.019758,0.011120,0.013617,-0.015521,0.013506,0.004163,0.011418,-0.007383,-0.004123
314.670,0.032335,-0.008579,0.028165,0.021371,0.001181,-0.004937,0.014580,-0.008443,0.011772,-0.011497,-0.011278
314.680,0.042978,0.007060,0.030101,0.024728,-0.011812,0.008352,0.005399,-0.014092,0.001350,-0.002937,-0.005171
314.690,0.054869,0.021958,0.025120,0.020108,-0.019241,0.017064,-0.007580,-0.008130,-0.010308,0.008861,0.007016
314.700,0.055356,0.034551,0.014368,0.009001,-0.017606,0.016424,-0.015227,0.004531,-0.012530,0.010890,0.010953
314.710,0.038864,0.043516,0.000315,-0.005009,-0.007679,0.006782,-0.012163,0.013459,-0.003282,0.000915,0.002011
314.720,0.016344,0.047911,-0.013811,-0.017403,0.005866,-0.006577,-0.000544,0.011297,0.008971,-0.010069,-0.009296
314.730,0.003317,0.047277,-0.024763,-0.024184,0.016647,-0.016331,0.011458,-0.000173,0.013011,-0.009953,-0.009672
314.740,0.002444,0.041678,-0.030026,-0.023162,0.019588,-0.017135,0.015400,-0.011501,0.005141,0.001135,0.001326
314.750,0.002857,0.031704,-0.028390,-0.014669,0.013301,-0.008548,0.008510,-0.013352,-0.007436,0.010972,0.010764
314.760,-0.003314,0.018401,-0.020231,-0.001444,0.000750,0.004724,-0.004367,-0.004202,-0.013205,0.008714,0.007545
314.770,-0.009102,0.003166,-0.007423,0.012247,-0.012155,0.015407,-0.014172,0.008410,-0.006886,-0.003150,-0.004546
314.780,-0.002026,-0.012402,0.007090,0.021987,-0.019334,0.017645,-0.014008,0.014093,0.005737,-0.011542,-0.011292
314.790,0.016058,-0.026667,0.019974,0.024635,-0.017406,0.010213,-0.003991,0.008163,0.013108,-0.007210,-0.004760
314.800,0.024635,-0.038133,0.028269,0.019335,-0.007279,-0.002817,0.008833,-0.004493,0.008480,0.005070,0.007369
314.810,0.004926,-0.045595,0.030068,0.007798,0.006276,-0.014303,0.015444,-0.013447,-0.003911,0.011761,0.010833
314.820,-0.036444,-0.048269,0.024959,-0.006254,0.016876,-0.017950,0.011192,-0.011321,-0.012721,0.005487,0.001558
314.830,-0.069354,-0.045876,0.014115,-0.018289,0.019526,-0.011759,-0.000933,0.000132,-0.009886,-0.006836,-0.009549
314.840,-0.069182,-0.038665,0.000028,-0.024424,0.012979,0.000876,-0.012402,0.011477,0.001999,-0.011623,-0.009427
314.850,-0.042337,-0.027395,-0.014065,-0.022680,0.000318,0.013031,-0.015147,0.013365,0.012054,-0.003597,0.001779
314.860,-0.018878,-0.013249,-0.024927,-0.013620,-0.012492,0.018045,-0.007237,0.004241,0.011075,0.008394,0.010894
314.870,-0.018517,0.002288,-0.030062,-0.000166,-0.019419,0.013168,0.005763,-0.008378,-0.000043,0.011132,0.007198
314.880,-0.027353,0.017585,-0.028289,0.013342,-0.017198,0.001075,0.014709,-0.014093,-0.011121,0.001598,-0.004961
314.890,-0.012810,0.031036,-0.020016,0.022546,-0.006877,-0.011608,0.013309,-0.008196,-0.012019,-0.009697,-0.011287
314.900,0.037759,0.041228,-0.007145,0.024476,0.006684,-0.017928,0.002547,0.004454,-0.001914,-0.010302,-0.004341
314.910,0.097174,0.047092,0.007368,0.018511,0.017096,-0.014423,-0.010007,0.013434,0.009943,0.000449,0.007710
314.920,0.121138,0.048011,0.020189,0.006574,0.019455,-0.003013,-0.015522,0.011345,0.012698,0.010706,0.010695
314.930,0.091357,0.043889,0.028370,-0.007483,0.012651,0.010049,-0.010118,-0.000092,0.003829,0.009160,0.001103
314.940,0.033690,0.035159,0.030033,-0.019127,-0.000113,0.017603,0.002402,-0.011453,-0.008545,-0.002483,-0.009785
314.950,-0.008180,0.022737,0.024796,-0.024600,-0.012824,0.015509,0.013233,-0.013378,-0.013097,-0.011389,-0.009168
314.960,-0.015619,0.007928,0.013861,-0.022138,-0.019494,0.004916,0.014756,-0.004280,-0.005659,-0.007740,0.002230
314.970,-0.009209,-0.007713,-0.000258,-0.012534,-0.016981,-0.008372,0.005899,0.008345,0.006959,0.004441,0.011005
314.980,-0.020532,-0.022544,-0.014319,0.001113,-0.006470,-0.017071,-0.007107,0.014093,0.013207,0.011727,0.006840
314.990,-0.053826,-0.035009,-0.025089,0.014401,0.007089,-0.016414,-0.015114,0.008230,0.007364,0.006085,-0.005369
315.000,-0.079954,-0.043797,-0.030095,0.023043,0.017309,-0.006761,-0.012490,-0.004415,-0.005220,-0.006265,-0.011264
315.010,-0.069098,-0.047987,-0.028186,0.024252,0.019376,0.006597,-0.001080,-0.013422,-0.013025,-0.011709,-0.003914
315.020,-0.026040,-0.047139,-0.019800,0.017637,0.012316,0.016340,0.011089,-0.011370,-0.008907,-0.004245,0.008038
315.030,0.011019,-0.041341,-0.006866,0.005333,-0.000545,0.017128,0.015458,0.000051,0.003365,0.007898,0.010539
315.040,0.008051,-0.031203,0.007646,-0.008692,-0.013149,0.008528,0.008954,0.011429,0.012557,0.011335,0.000647
315.050,-0.029539,-0.017789,0.020401,-0.019913,-0.019560,-0.004746,-0.003849,0.013391,0.010254,0.002276,-0.010006
315.060,-0.060168,-0.002506,0.028469,-0.024710,-0.016757,-0.015418,-0.013944,0.004318,-0.001436,-0.009291,-0.008893
315.070,-0.044496,0.013039,0.029996,-0.021536,-0.006061,-0.017641,-0.014231,-0.008312,-0.011811,-0.010616,0.002677
315.080,0.018611,0.027215,0.024630,-0.011415,0.007490,-0.010195,-0.004507,-0.014094,-0.011374,-0.000238,0.011099
315.090,0.091351,0.038534,0.013606,0.002389,0.017513,0.002839,0.008387,-0.008263,-0.000525,0.010403,0.006470
315.100,0.128658,0.045807,-0.000545,0.015422,0.019286,0.014316,0.015381,0.004376,0.010805,0.009576,-0.005767
315.110,0.111283,0.048271,-0.014571,0.023480,0.011976,0.017948,0.011557,0.013409,0.012243,-0.001807,-0.011223
315.120,0.053939,0.045666,-0.025248,0.023963,-0.000976,0.011743,-0.000397,0.011394,0.002474,-0.011198,-0.003481
315.130,-0.011041,0.038266,-0.030125,0.016717,-0.013468,-0.000898,-0.012072,-0.000010,-0.009560,-0.008245,0.008353
315.140,-0.055156,0.026849,-0.028080,0.004077,-0.019616,-0.013047,-0.015255,-0.011405,-0.012843,0.003797,0.010366
315.150,-0.065053,0.012613,-0.019583,-0.009877,-0.016524,-0.018045,-0.007708,-0.013403,-0.004369,0.011653,0.000189
315.160,-0.043520,-0.002948,-0.006586,-0.020646,-0.005649,-0.013153,0.005261,-0.004357,0.008104,0.006663,-0.010210
315.170,-0.006504,-0.018199,0.007923,-0.024754,0.007887,-0.001053,0.014529,0.008279,0.013159,-0.005673,-0.008603
315.180,0.022733,-0.031539,0.020612,-0.020877,0.017708,0.011625,0.013577,0.014094,0.006167,-0.011755,0.003120
315.190,0.025048,-0.041568,0.028565,-0.010265,0.019188,0.017931,0.003075,0.008296,-0.006470,-0.004879,0.011174
