log10_x,M_reconstructed,wave1,wave2,wave3,wave4,wave5,envelope_pos,envelope_neg
2.45,-0.099093,-0.045563,-0.020956,0.006294,0.017906,-0.007993,0.173239,-0.173239
2.50,-0.031047,-0.013341,0.030168,-0.012283,-0.013798,0.016155,0.173239,-0.173239
2.55,0.007670,0.047070,-0.024353,0.017433,0.007910,-0.017725,0.173239,-0.173239
2.60,-0.021928,0.008023,0.006405,-0.021392,-0.001001,0.012062,0.173239,-0.173239
2.65,-0.025254,-0.047977,0.014733,0.023889,-0.006037,-0.001477,0.173239,-0.173239
2.70,-0.032372,-0.002602,-0.028532,-0.024755,0.012296,-0.009711,0.173239,-0.173239
2.75,0.137215,0.048271,0.028117,0.023929,-0.016969,0.016936,0.173239,-0.173239
2.80,-0.019921,-0.002852,-0.013696,-0.021470,0.019451,-0.017250,0.173239,-0.173239
2.85,-0.006156,-0.047949,-0.007548,0.017543,-0.019423,0.010525,0.144998,-0.144998
2.90,0.066517,0.008269,0.025032,-0.012418,0.016889,0.000495,0.144998,-0.144998
2.95,-0.063137,0.047014,-0.030046,0.006445,-0.012175,-0.011314,0.144998,-0.144998
3.00,0.015580,-0.013581,0.020092,-0.000032,0.005890,0.017515,0.144998,-0.144998
3.05,-0.095496,-0.045480,-0.000130,-0.006384,0.001156,-0.016569,0.144998,-0.144998
3.10,0.032356,0.018720,-0.019898,0.012363,-0.008052,0.008862,0.144998,-0.144998
3.15,0.144998,0.043365,0.030013,-0.017498,0.013909,0.002462,0.144998,-0.144998
3.20,-0.048253,-0.023620,-0.025177,0.021438,-0.017971,-0.012781,0.144998,-0.144998
3.25,-0.019160,-0.040696,0.007799,-0.023913,0.019714,0.017884,0.144998,-0.144998
3.30,0.091826,0.028218,0.013464,0.024755,-0.018912,-0.015690,0.144998,-0.144998
3.35,0.063201,0.037508,-0.028020,-0.023906,0.015670,0.007093,0.144998,-0.144998
3.40,0.017940,-0.032456,0.028617,0.021423,-0.010406,0.004399,0.144998,-0.144998
3.45,-0.118766,-0.033841,-0.014959,-0.017478,0.003799,-0.014095,0.144998,-0.144998
3.50,0.133019,0.036279,-0.006152,0.012338,0.003299,0.018040,0.144998,-0.144998
3.55,0.010697,0.029741,0.024198,-0.006356,-0.009971,-0.014623,0.144998,-0.144998
3.60,-0.021970,-0.039640,-0.030189,-0.000061,0.015356,0.005239,0.144998,-0.144998
3.65,-0.000612,-0.025263,0.021142,0.006473,-0.018759,0.006283,0.144998,-0.144998
3.70,-0.018767,0.042494,-0.001563,-0.012444,0.019741,-0.015241,0.142310,-0.142310
3.75,0.064660,0.020461,-0.018795,0.017564,-0.018176,0.017979,0.142310,-0.142310
3.80,-0.046350,-0.044806,0.029790,-0.021484,0.014265,-0.013381,0.142310,-0.142310
3.85,-0.085980,-0.015399,-0.025945,0.023937,-0.008513,0.003322,0.142310,-0.142310
3.90,-0.023111,0.046546,0.009175,-0.024755,0.001663,0.008092,0.142310,-0.142310
3.95,0.030943,0.010140,0.012166,0.023881,0.005402,-0.016204,0.142310,-0.142310
4.00,-0.070770,-0.047692,-0.027446,-0.021377,-0.011770,0.017704,0.142310,-0.142310
4.05,0.035240,-0.004751,0.029053,0.017412,0.016619,-0.011979,0.142310,-0.142310
4.10,-0.010285,0.048228,-0.016188,-0.012258,-0.019324,0.001366,0.142310,-0.142310
4.15,0.021641,-0.000698,-0.004742,0.006266,0.019534,0.009804,0.142310,-0.142310
4.20,-0.110768,-0.048150,0.023309,0.000154,-0.017223,-0.016974,0.142310,-0.142310
4.25,-0.003421,0.006139,-0.030265,-0.006563,0.012690,0.017217,0.142310,-0.142310
4.30,0.093487,0.047456,0.022144,0.012524,-0.006519,-0.010435,0.142310,-0.142310
4.35,-0.033388,-0.011501,-0.002992,-0.017629,-0.000493,-0.000606,0.142310,-0.142310
4.40,0.009672,-0.046157,-0.017651,0.021530,0.007442,0.011400,0.142310,-0.142310
4.45,0.013536,0.016716,0.029501,-0.023960,-0.013430,-0.017541,0.142310,-0.142310
4.50,0.077719,0.044268,-0.026654,0.024754,0.017685,0.016525,0.142310,-0.142310
4.55,-0.044501,-0.021717,0.010530,-0.023857,-0.019658,-0.008765,0.142310,-0.142310
4.60,-0.005733,-0.041814,0.010840,0.021330,0.019094,-0.002571,0.138063,-0.138063
4.65,-0.045788,0.026442,-0.026810,-0.017346,-0.016065,0.012859,0.138063,-0.138063
4.70,0.004542,0.038826,0.029424,0.012177,0.010964,-0.017899,0.138063,-0.138063
4.75,0.003153,-0.030829,-0.017381,-0.006176,-0.004447,0.015635,0.138063,-0.138063
4.80,0.002166,-0.035343,-0.003321,-0.000246,-0.002643,-0.006991,0.138063,-0.138063
4.85,0.118394,0.034822,0.022368,0.006652,0.009393,-0.004506,0.138063,-0.138063
4.90,0.032267,0.031409,-0.030273,-0.012603,-0.014930,0.014164,0.138063,-0.138063
4.95,0.070100,-0.038371,0.023097,0.017694,0.018540,-0.018042,0.138063,-0.138063
5.00,-0.053013,-0.027073,-0.004415,-0.021576,-0.019758,0.014558,0.152766,-0.152766
5.05,0.035533,0.041430,-0.016467,0.023984,0.018426,-0.005133,0.157794,-0.157794
5.10,-0.002556,0.022392,0.029145,-0.024753,-0.014716,-0.006387,0.157794,-0.157794
5.15,-0.074254,-0.043960,-0.027304,0.023832,0.009107,0.015300,0.157794,-0.157794
5.20,-0.050623,-0.017425,0.011862,-0.021283,-0.002322,-0.017970,0.157794,-0.157794
5.25,0.116869,0.045929,0.009490,0.017280,-0.004762,0.013307,0.157794,-0.157794
5.30,-0.008392,0.012236,-0.026114,-0.012096,0.011231,-0.003213,0.157794,-0.157794
5.35,-0.030468,-0.047311,0.029729,0.006086,-0.016252,-0.008191,0.157794,-0.157794
5.40,-0.019100,-0.006890,-0.018535,0.000339,0.019174,0.016253,0.157794,-0.157794
5.45,-0.038177,0.048090,-0.001893,-0.006741,-0.019623,-0.017682,0.157794,-0.157794
5.50,0.091263,0.001457,0.021378,0.012683,0.017539,0.011896,0.157794,-0.157794
5.55,-0.157794,-0.048254,-0.030213,-0.017759,-0.013191,-0.001256,0.157794,-0.157794
5.60,-0.013340,0.003995,0.023997,0.021621,0.007141,-0.009897,0.157794,-0.157794
5.65,-0.047355,0.047803,-0.005827,-0.024006,-0.000170,0.017012,0.157794,-0.157794
5.70,-0.064188,-0.009397,-0.015246,0.024752,-0.006823,-0.017184,0.157794,-0.157794
5.75,0.036747,-0.046741,0.028724,-0.023807,0.012936,0.010344,0.157794,-0.157794
5.80,0.021010,0.014678,-0.027893,0.021235,-0.017380,0.000717,0.157794,-0.157794
5.85,0.004683,0.045083,0.013167,-0.017213,0.019580,-0.011485,0.157794,-0.157794
5.90,-0.026402,-0.019772,0.008118,0.012015,-0.019254,0.017567,0.157794,-0.157794
5.95,-0.067998,-0.042849,-0.025359,-0.005997,0.016442,-0.016480,0.157794,-0.157794
6.00,0.106334,0.024613,0.029967,-0.000432,-0.011509,0.008668,0.157794,-0.157794
6.05,0.019395,0.040068,-0.019647,0.006830,0.005091,0.002681,0.157794,-0.157794
6.10,-0.026188,-0.029140,-0.000461,-0.012763,0.001985,-0.012936,0.141519,-0.141519
6.15,-0.017487,-0.036775,0.020339,0.017823,-0.008804,0.017912,0.141519,-0.141519
6.20,0.029823,0.033295,-0.030085,-0.021666,0.014487,-0.015579,0.141519,-0.141519
6.25,0.111752,0.033013,0.024844,0.024029,-0.018301,0.006888,0.141519,-0.141519
6.30,-0.002152,-0.037026,-0.007227,-0.024750,0.019752,0.004613,0.141519,-0.141519
6.35,-0.032454,-0.028830,-0.013990,0.023781,-0.018655,-0.014232,0.141519,-0.141519
6.40,0.077639,0.040283,0.028238,-0.021187,0.015150,0.018044,0.141519,-0.141519
6.45,-0.048871,0.024278,-0.028419,0.017146,-0.009690,-0.014492,0.141519,-0.141519
6.50,0.023945,-0.043026,0.014443,-0.011934,0.002980,0.005026,0.141519,-0.141519
6.55,0.126166,-0.019417,0.006729,0.005907,0.004116,0.006490,0.141813,-0.141813
6.60,-0.001997,0.045220,-0.024548,0.000524,-0.010680,-0.015358,0.141813,-0.141813
6.65,0.004209,0.014308,0.030139,-0.006919,0.015865,0.017959,0.150152,-0.150152
6.70,-0.102403,-0.046837,-0.020715,0.012842,-0.019004,-0.013231,0.150152,-0.150152
6.75,0.017853,-0.009016,0.000973,-0.017887,0.019689,0.003104,0.150152,-0.150152
6.80,-0.012167,0.047855,0.019255,0.021711,-0.017834,0.008290,0.150152,-0.150152
6.85,-0.098776,0.003609,-0.029890,-0.024051,0.013677,-0.016301,0.150152,-0.150152
6.90,-0.037228,-0.048263,0.025635,0.024748,-0.007755,0.017660,0.150152,-0.150152
6.95,-0.038719,0.001844,-0.008610,-0.023755,0.000833,-0.011813,0.150152,-0.150152
7.00,0.126967,0.048055,-0.012704,0.021139,0.006197,0.001145,0.177267,-0.177267
7.05,-0.025522,-0.007274,0.027690,-0.017079,-0.012428,0.009990,0.177267,-0.177267
7.10,-0.062485,-0.047233,-0.028882,0.011853,0.017054,-0.017048,0.177267,-0.177267
7.15,0.019720,0.012611,0.015686,-0.005817,-0.019480,0.017150,0.177267,-0.177267
7.20,0.046957,0.045808,0.005324,-0.000617,0.019392,-0.010253,0.177267,-0.177267
7.25,-0.061869,-0.017787,-0.023682,0.007008,-0.016801,-0.000828,0.177267,-0.177267
7.30,-0.029145,-0.043798,0.030242,-0.012921,0.012042,0.011571,0.177267,-0.177267
7.35,0.061549,0.022735,-0.021737,0.017951,-0.005728,-0.017592,0.177267,-0.177267
7.40,-0.019170,0.041229,0.002404,-0.021755,-0.001324,0.016435,0.177267,-0.177267
7.45,0.001536,-0.027394,0.018127,0.024073,0.008205,-0.008571,0.177267,-0.177267
7.50,-0.042330,-0.038134,-0.029628,-0.024746,-0.014028,-0.002791,0.177267,-0.177267
7.55,0.107361,0.031702,0.026369,0.023729,0.018040,0.013013,0.177267,-0.177267
7.60,-0.108957,0.034552,-0.009975,-0.021091,-0.019724,-0.017925,0.177267,-0.177267
7.65,0.028766,-0.035606,-0.011389,0.017012,0.018863,0.015523,0.177267,-0.177267
7.70,-0.028890,-0.030529,0.027079,-0.011772,-0.015567,-0.006786,0.177267,-0.177267
7.75,0.002461,0.039056,-0.029279,0.005727,0.010262,-0.004720,0.177267,-0.177267
7.80,0.083257,0.026116,0.016894,0.000709,-0.003633,0.014300,0.177267,-0.177267
7.85,-0.032574,-0.042007,0.003907,-0.007097,-0.003465,-0.018045,0.177267,-0.177267
7.90,0.038801,-0.021370,-0.022762,0.013000,0.010116,0.014426,0.177267,-0.177267
7.95,0.024793,0.044421,0.030278,-0.018015,-0.015461,-0.004920,0.177267,-0.177267
8.00,0.060975,0.016351,-0.022710,0.021799,0.018811,-0.006593,0.149618,-0.149618
8.05,-0.120405,-0.046269,0.003830,-0.024094,-0.019734,0.015416,0.149618,-0.149618
8.10,0.020704,-0.011123,0.016959,0.024743,0.018109,-0.017948,0.148992,-0.148992
8.15,0.110943,0.047525,-0.029299,-0.023702,-0.014148,0.013156,0.148992,-0.148992
8.20,0.057046,0.005754,0.027044,0.021042,0.008361,-0.002995,0.148992,-0.148992
8.25,-0.123928,-0.048176,-0.011316,-0.016945,-0.001495,-0.008388,0.148992,-0.148992
8.30,0.056731,-0.000310,-0.010048,0.011690,-0.005564,0.016348,0.148992,-0.148992
8.35,0.026188,0.048211,0.026408,-0.005636,0.011905,-0.017637,0.148992,-0.148992
8.40,-0.062834,-0.005137,-0.029612,-0.000802,-0.016710,0.011729,0.148992,-0.148992
8.45,-0.058949,-0.047630,0.018064,0.007186,0.019358,-0.001035,0.148992,-0.148992
8.50,-0.054435,0.010519,0.002482,-0.013079,-0.019508,-0.010082,0.148992,-0.148992
8.55,0.025944,0.046442,-0.021792,0.018078,0.017140,0.017084,0.158781,-0.158781
8.60,-0.020749,-0.015766,0.030246,-0.021843,-0.012560,-0.017115,0.158781,-0.158781
8.65,-0.028381,-0.044660,-0.023633,0.024115,0.006360,0.010162,0.158781,-0.158781
8.70,-0.063719,0.020812,0.005247,-0.024740,0.000662,0.000938,0.158781,-0.158781
8.75,0.045979,0.042309,0.015753,0.023675,-0.007598,-0.011655,0.158781,-0.158781
8.80,-0.055954,-0.025592,-0.028905,-0.020993,0.013553,0.017616,0.158781,-0.158781
8.85,-0.070090,-0.039417,0.027658,0.016877,-0.017760,-0.016388,0.158781,-0.158781
8.90,0.013443,0.030046,-0.012633,-0.011608,0.019674,0.008473,0.158781,-0.158781
8.95,0.098648,0.036022,-0.008685,0.005546,-0.019050,0.002900,0.158781,-0.158781
9.00,-0.023816,-0.034116,0.025677,0.000895,0.015967,-0.013090,0.158781,-0.158781
9.05,-0.158781,-0.032168,-0.029877,-0.007274,-0.010823,0.017938,0.158781,-0.158781
9.10,0.095429,0.037751,0.019194,0.013157,0.004283,-0.015466,0.158781,-0.158781
9.15,0.068518,0.027902,0.001051,-0.018141,0.002810,0.006683,0.158781,-0.158781
9.20,-0.067823,-0.040903,-0.020772,0.021886,-0.009541,0.004827,0.158781,-0.158781
9.25,-0.007608,-0.023281,0.030146,-0.024136,0.015040,-0.014367,0.158781,-0.158781
9.30,0.043078,0.043534,-0.024502,0.024737,-0.018598,0.018045,0.158781,-0.158781
9.35,0.074656,0.018362,0.006652,-0.023648,0.019756,-0.014359,0.158781,-0.158781
9.40,0.045315,-0.045608,0.014511,0.020944,-0.018364,0.004813,0.171171,-0.171171
9.45,-0.012608,-0.013209,-0.028446,-0.016809,0.014603,0.006696,0.171171,-0.171171
9.50,0.039508,0.047101,0.028210,0.011526,-0.008957,-0.015473,0.171171,-0.171171
9.55,-0.017158,0.007887,-0.013921,-0.005456,0.002155,0.017936,0.171171,-0.171171
9.60,-0.068394,-0.047992,-0.007303,-0.000987,0.004925,-0.013080,0.171171,-0.171171
9.65,0.021228,-0.002464,0.024889,0.007363,-0.011370,0.002886,0.171171,-0.171171
9.70,0.039448,0.048270,-0.030076,-0.013236,0.016347,0.008486,0.171171,-0.171171
9.75,-0.007610,-0.002990,0.020281,0.018204,-0.019214,-0.016395,0.171171,-0.171171
9.80,-0.114549,-0.047933,-0.000383,-0.021929,0.019602,0.017613,0.171171,-0.171171
9.85,-0.061215,0.008405,-0.019706,0.024156,-0.017460,-0.011644,0.171171,-0.171171
9.90,0.116370,0.046983,0.029978,-0.024733,0.013065,0.000924,0.171171,-0.171171
9.95,0.029379,-0.013714,-0.025316,0.023621,-0.006984,0.010174,0.171171,-0.171171
10.00,-0.132985,-0.045433,0.008043,-0.020895,0.000001,-0.017120,0.171171,-0.171171
10.05,0.036351,0.018847,0.013237,0.016741,0.006981,0.017080,0.171171,-0.171171
10.10,-0.033452,0.043304,-0.027923,-0.011444,-0.013063,-0.010070,0.171171,-0.171171
10.15,0.103254,-0.023740,0.028699,0.005365,0.017459,-0.001049,0.171171,-0.171171
10.20,-0.089298,-0.040622,-0.015178,0.001080,-0.019602,0.011740,0.171171,-0.171171
10.25,0.033249,0.028330,-0.005904,-0.007451,0.019215,-0.017640,0.171171,-0.171171
10.30,0.061611,0.037421,0.024045,0.013314,-0.016348,0.016342,0.171171,-0.171171
10.35,-0.020967,-0.032558,-0.030208,-0.018267,0.011372,-0.008375,0.171171,-0.171171
10.40,-0.000903,-0.033742,0.021322,0.021972,-0.004928,-0.003009,0.152777,-0.152777
10.45,-0.027399,0.036370,-0.001815,-0.024176,-0.002152,0.013166,0.152777,-0.152777
10.50,0.035481,0.029633,-0.018596,0.024729,0.008955,-0.017950,0.152777,-0.152777
10.55,-0.010773,-0.039719,0.029744,-0.023593,-0.014601,0.015409,0.168733,-0.168733
10.60,-0.005115,-0.025145,-0.026074,0.020845,0.018363,-0.006580,0.168733,-0.168733
10.65,0.014888,0.042560,0.009415,-0.016673,-0.019756,-0.004934,0.168733,-0.168733
10.70,0.131621,0.020336,0.011934,0.011362,0.018599,0.014434,0.168733,-0.168733
10.75,-0.112930,-0.044857,-0.027338,-0.005275,-0.015041,-0.018044,0.168733,-0.168733
10.80,-0.002170,-0.015268,0.029124,-0.001172,0.009543,0.014291,0.168733,-0.168733
10.85,0.025345,0.046582,-0.016401,0.007540,-0.002813,-0.004706,0.168733,-0.168733
10.90,-0.034240,0.010005,-0.004492,-0.013392,-0.004280,-0.006799,0.168733,-0.168733
10.95,-0.011265,-0.047713,0.023147,0.018329,0.010821,0.015530,0.168733,-0.168733
11.00,-0.063697,-0.004614,-0.030271,-0.022015,-0.015965,-0.017924,0.168733,-0.168733
11.05,0.118480,0.048234,0.022316,0.024196,0.019049,0.013003,0.177472,-0.177472
11.10,-0.027345,-0.000836,-0.003243,-0.024725,-0.019674,-0.002776,0.177472,-0.177472
11.15,-0.003196,-0.048140,-0.017445,0.023565,0.017761,-0.008583,0.177472,-0.177472
11.20,0.019921,0.006276,0.029443,-0.020795,-0.013555,0.016441,0.177472,-0.177472
11.25,0.000520,0.047431,-0.026773,0.016604,0.007600,-0.017589,0.177472,-0.177472
11.30,-0.069851,-0.011635,0.010767,-0.011280,-0.000664,0.011560,0.177472,-0.177472
11.35,-0.027318,-0.046116,0.010603,0.005184,-0.006357,-0.000813,0.177472,-0.177472
11.40,0.014583,0.016845,-0.026691,0.001265,0.012558,-0.010265,0.177472,-0.177472
11.45,0.056586,0.044213,0.029483,-0.007628,-0.017139,0.017154,0.177472,-0.177472
11.50,0.013245,-0.021841,-0.017587,0.013470,0.019508,-0.017043,0.177472,-0.177472
11.55,-0.046515,-0.041745,-0.003070,-0.018391,-0.019359,0.009978,0.177472,-0.177472
11.60,0.075896,0.026557,0.022197,0.022057,0.016711,0.001160,0.177472,-0.177472
11.65,-0.013963,0.038744,-0.030267,-0.024216,-0.011908,-0.011824,0.177472,-0.177472
11.70,0.052987,-0.030935,0.023259,0.024720,0.005567,0.017663,0.177472,-0.177472
11.75,-0.108814,-0.035249,-0.004664,-0.023536,0.001492,-0.016294,0.177472,-0.177472
11.80,0.065024,0.034918,-0.016254,0.020744,-0.008359,0.008277,0.177472,-0.177472
11.85,0.054855,0.031304,0.029075,-0.016535,0.014146,0.003119,0.177472,-0.177472
11.90,-0.053058,-0.038455,-0.027413,0.011197,-0.018108,-0.013241,0.177472,-0.177472
11.95,0.005222,-0.026959,0.012094,-0.005094,0.019734,0.017961,0.177472,-0.177472
12.00,-0.002280,0.041501,0.009249,-0.001357,-0.018812,-0.015351,0.177472,-0.177472
12.05,0.065319,0.022270,-0.025985,0.007716,0.015463,0.006477,0.156178,-0.156178
12.10,-0.067389,-0.044017,0.029776,-0.013547,-0.010118,0.005040,0.156178,-0.156178
12.15,0.001996,-0.017296,-0.018734,0.018453,0.003467,-0.014500,0.156178,-0.156178
12.20,0.003761,0.045971,-0.001641,-0.022099,0.003631,0.018043,0.156178,-0.156178
12.25,0.052518,0.012102,0.021198,0.024235,-0.010260,-0.014223,0.156178,-0.156178
12.30,-0.017350,-0.047338,-0.030195,-0.024715,0.015566,0.004599,0.156178,-0.156178
12.35,0.095772,-0.006754,0.024151,0.023507,-0.018862,0.006902,0.156178,-0.156178
12.40,0.007295,0.048102,-0.006075,-0.020694,0.019725,-0.015586,0.156178,-0.156178
12.45,-0.031864,0.001319,-0.015027,0.016466,-0.018041,0.017911,0.156178,-0.156178
12.50,-0.002844,-0.048251,0.028643,-0.011114,0.014030,-0.012926,0.156178,-0.156178
12.55,-0.056884,0.004133,-0.027990,0.005003,-0.008208,0.002667,0.162692,-0.162692
12.60,-0.015663,0.047784,0.013394,0.001450,0.001327,0.008681,0.162692,-0.162692
12.65,-0.111609,-0.009532,0.007874,-0.007804,0.005726,-0.016486,0.162692,-0.162692
12.70,-0.042188,-0.046707,-0.025220,0.013625,-0.012040,0.017564,0.162692,-0.162692
12.75,0.067437,0.014809,0.030002,-0.018515,0.016799,-0.011474,0.162692,-0.162692
12.80,0.005221,0.045033,-0.019839,0.022140,-0.019391,0.000703,0.162692,-0.162692
12.85,-0.012492,-0.019898,-0.000208,-0.024253,0.019480,0.010356,0.162692,-0.162692
12.90,-0.054515,-0.042785,0.020151,0.024710,-0.017056,-0.017188,0.162692,-0.162692
12.95,0.017331,0.024732,-0.030056,-0.023478,0.012430,0.017007,0.162692,-0.162692
13.00,0.008096,0.039991,0.024988,0.020643,-0.006200,-0.009885,0.162692,-0.162692
13.05,-0.127757,-0.029250,-0.007472,-0.016397,-0.000830,-0.001270,0.162692,-0.162692
13.10,-0.011241,-0.036686,-0.013766,0.011031,0.007753,0.011907,0.162692,-0.162692
13.15,0.071075,0.033395,0.028146,-0.004912,-0.013675,-0.017685,0.162692,-0.162692
13.20,0.010497,0.032913,-0.028505,-0.001542,0.017833,0.016247,0.162692,-0.162692
13.25,-0.026831,-0.037114,0.014664,0.007892,-0.019689,-0.008178,0.162692,-0.162692
13.30,0.023754,-0.028719,0.006482,-0.013702,0.019004,-0.003228,0.162692,-0.162692
13.35,0.096940,0.040359,-0.024399,0.018576,-0.015867,0.013316,0.162692,-0.162692
13.40,0.001404,0.024159,0.030162,-0.022182,0.010682,-0.017971,0.162692,-0.162692
13.45,-0.055569,-0.043089,-0.020899,0.024272,-0.004118,0.015292,0.162692,-0.162692
13.50,0.012376,-0.019291,0.001225,-0.024704,-0.002977,-0.006373,0.162692,-0.162692
13.55,0.102110,0.045268,0.019059,0.023448,0.009688,-0.005147,0.161795,-0.161795
13.60,0.013512,0.014176,-0.029849,-0.020591,-0.015148,0.014566,0.161795,-0.161795
13.65,-0.024175,-0.046870,0.025769,0.016328,0.018654,-0.018042,0.161795,-0.161795
13.70,0.022963,-0.008880,-0.008853,-0.010948,-0.019752,0.014155,0.161795,-0.161795
13.75,0.066272,0.047873,-0.012474,0.004821,0.018302,-0.004492,0.161795,-0.161795
13.80,-0.003734,0.003471,0.027586,0.001635,-0.014489,-0.007004,0.161795,-0.161795
13.85,-0.133303,-0.048265,-0.028957,-0.007979,0.008806,0.015642,0.161795,-0.161795
13.90,0.018151,0.001982,0.015902,0.013779,-0.001987,-0.017897,0.161795,-0.161795
13.95,0.089865,0.048041,0.005075,-0.018637,-0.005088,0.012849,0.161795,-0.161795
14.00,-0.031274,-0.007411,-0.023523,0.022223,0.011507,-0.002557,0.161795,-0.161795
14.05,-0.089592,-0.047204,0.030253,-0.024290,-0.016441,-0.008778,0.161795,-0.161795
14.10,0.010180,0.012744,-0.021913,0.024698,0.019253,0.016531,0.145450,-0.145450
14.15,-0.052602,0.045764,0.002656,-0.023419,-0.019580,-0.017538,0.145450,-0.145450
14.20,-0.015895,-0.017915,0.017924,0.020540,0.017381,0.011389,0.145450,-0.145450
14.25,-0.116671,-0.043740,-0.029575,-0.016258,-0.012938,-0.000592,0.145450,-0.145450
14.30,0.048781,0.022857,0.026493,0.010865,0.006826,-0.010446,0.145450,-0.145450
14.35,0.015019,0.041157,-0.010213,-0.004731,0.000167,0.017222,0.145450,-0.145450
14.40,-0.074607,-0.027507,-0.011154,-0.001727,-0.007139,-0.016969,0.145450,-0.145450
14.45,0.042018,-0.038049,0.026965,0.008067,0.013189,0.009792,0.145450,-0.145450
14.50,0.008331,0.031806,-0.029343,-0.013856,-0.017537,0.001381,0.145450,-0.145450
14.55,0.110953,0.034456,0.017103,0.018698,0.019622,-0.011990,0.152042,-0.152042
14.60,-0.071218,-0.035699,0.003656,-0.022263,-0.019175,0.017707,0.152042,-0.152042
14.65,-0.083565,-0.030422,-0.022595,0.024307,0.016253,-0.016198,0.152042,-0.152042
14.70,0.048149,0.039137,0.030277,-0.024691,-0.011234,0.008079,0.152042,-0.152042
14.75,0.079486,0.026000,-0.022877,0.023388,0.004764,0.003337,0.152042,-0.152042
14.80,-0.062145,-0.042074,0.004080,-0.020488,0.002320,-0.013391,0.152042,-0.152042
14.85,0.038412,-0.021246,0.016749,0.016188,-0.009104,0.017981,0.152042,-0.152042
14.90,0.094146,0.044475,-0.029234,-0.010782,0.014714,-0.015233,0.152042,-0.152042
14.95,0.049050,0.016221,0.027157,0.004640,-0.018425,0.006269,0.152042,-0.152042
15.00,0.012022,-0.046308,-0.011551,0.001820,0.019758,0.005253,0.152042,-0.152042
15.05,-0.004932,-0.010989,-0.009810,-0.008155,-0.018541,-0.014631,0.152042,-0.152042
15.10,0.088790,0.047549,0.026283,0.013933,0.014932,0.018039,0.152042,-0.152042
15.15,0.003971,0.005616,-0.029663,-0.018759,-0.009395,-0.014086,0.152042,-0.152042
15.20,0.042080,-0.048184,0.018267,0.022304,0.002646,0.004385,0.152042,-0.152042
15.25,0.007621,-0.000172,0.002230,-0.024325,0.004445,0.007106,0.152042,-0.152042
15.30,0.032389,0.048203,-0.021615,0.024684,-0.010962,-0.015697,0.152042,-0.152042
15.35,0.078789,-0.005274,0.030233,-0.023358,0.016064,0.017882,0.152042,-0.152042
15.40,-0.090420,-0.047608,-0.023790,0.020436,-0.019093,-0.012770,0.152042,-0.152042
