log10_x,mertens_30,mertens_100,mertens_1000,threshold_1,threshold_neg1
63.0,0.121358,0.114658,0.109395,1.0,-1.0
63.1,-0.007089,0.014581,0.016609,1.0,-1.0
63.2,-0.040247,-0.009069,-0.038883,1.0,-1.0
63.3,-0.048698,-0.084700,-0.098381,1.0,-1.0
63.4,0.067165,0.060516,0.038931,1.0,-1.0
63.5,0.050316,0.032009,0.035655,1.0,-1.0
63.6,-0.044930,-0.076203,-0.082564,1.0,-1.0
63.7,-0.023694,-0.015461,0.002506,1.0,-1.0
63.8,-0.030162,-0.037380,-0.057004,1.0,-1.0
63.9,0.006926,-0.002294,-0.013711,1.0,-1.0
64.0,-0.004061,-0.000379,0.001549,1.0,-1.0
64.1,-0.070363,-0.069283,-0.072546,1.0,-1.0
64.2,-0.009331,-0.016488,-0.003626,1.0,-1.0
64.3,0.066066,0.064209,0.067533,1.0,-1.0
64.4,-0.006482,0.004073,0.015838,1.0,-1.0
64.5,0.086715,0.070361,0.076196,1.0,-1.0
64.6,-0.057523,-0.055595,-0.033519,1.0,-1.0
64.7,0.139391,0.168761,0.176517,1.0,-1.0
64.8,-0.040025,-0.021318,-0.024344,1.0,-1.0
64.9,-0.002740,0.002169,-0.009712,1.0,-1.0
65.0,-0.163096,-0.202326,-0.190857,1.0,-1.0
65.1,-0.012117,-0.018642,-0.018812,1.0,-1.0
65.2,-0.090463,-0.092445,-0.097847,1.0,-1.0
65.3,0.099917,0.107683,0.098375,1.0,-1.0
65.4,-0.080927,-0.064262,-0.049842,1.0,-1.0
65.5,0.108314,0.120023,0.113841,1.0,-1.0
65.6,-0.050055,-0.022384,-0.036156,1.0,-1.0
65.7,0.121196,0.127451,0.102581,1.0,-1.0
65.8,0.003513,-0.004236,0.007057,1.0,-1.0
65.9,0.066081,0.067169,0.085841,1.0,-1.0
66.0,-0.028540,-0.031184,-0.008189,1.0,-1.0
66.1,0.001748,-0.009175,-0.042462,1.0,-1.0
66.2,-0.081592,-0.077951,-0.062989,1.0,-1.0
66.3,0.028904,0.058935,0.075083,1.0,-1.0
66.4,0.028490,0.014378,0.007205,1.0,-1.0
66.5,0.008768,-0.011351,-0.007278,1.0,-1.0
66.6,-0.040512,-0.022995,0.006414,1.0,-1.0
66.7,-0.081841,-0.089930,-0.096268,1.0,-1.0
66.8,0.033097,0.028581,0.031120,1.0,-1.0
66.9,0.060231,0.039982,0.043907,1.0,-1.0
67.0,-0.035237,-0.088500,-0.100980,1.0,-1.0
67.1,0.007352,0.046942,0.074460,1.0,-1.0
67.2,-0.039769,-0.022089,-0.009628,1.0,-1.0
67.3,0.002055,-0.016393,-0.016371,1.0,-1.0
67.4,0.036079,0.030055,-0.007041,1.0,-1.0
67.5,-0.088020,-0.074813,-0.078329,1.0,-1.0
67.6,0.031386,0.062400,0.058067,1.0,-1.0
67.7,-0.005391,-0.006838,0.005791,1.0,-1.0
67.8,0.037878,0.009578,0.031533,1.0,-1.0
67.9,0.039965,0.008619,-0.001827,1.0,-1.0
68.0,-0.003968,-0.003309,-0.016020,1.0,-1.0
68.1,0.017542,0.008799,0.050439,1.0,-1.0
68.2,0.100812,0.107847,0.120375,1.0,-1.0
68.3,-0.077875,-0.033168,-0.022283,1.0,-1.0
68.4,-0.005217,0.009043,-0.013267,1.0,-1.0
68.5,-0.147782,-0.163564,-0.178733,1.0,-1.0
68.6,0.014678,-0.003435,-0.004831,1.0,-1.0
68.7,0.019858,0.020553,0.015971,1.0,-1.0
68.8,0.060665,0.112297,0.111951,1.0,-1.0
68.9,-0.028686,-0.049227,-0.063482,1.0,-1.0
69.0,0.016502,0.000089,-0.002390,1.0,-1.0
69.1,0.014137,0.011405,-0.004732,1.0,-1.0
69.2,0.096798,0.085994,0.125133,1.0,-1.0
69.3,0.024742,0.023957,0.026495,1.0,-1.0
69.4,-0.071784,-0.062991,-0.054791,1.0,-1.0
69.5,-0.011953,-0.023867,-0.028931,1.0,-1.0
69.6,-0.024152,-0.036303,-0.064104,1.0,-1.0
69.7,0.018787,0.026993,0.040958,1.0,-1.0
69.8,-0.040585,-0.011426,-0.023604,1.0,-1.0
69.9,-0.003363,0.011038,-0.012946,1.0,-1.0
70.0,-0.029096,-0.028174,-0.034606,1.0,-1.0
70.1,-0.000327,-0.034556,-0.025898,1.0,-1.0
70.2,-0.104262,-0.108550,-0.107343,1.0,-1.0
70.3,0.077052,0.127103,0.125701,1.0,-1.0
70.4,-0.015847,-0.010142,-0.002573,1.0,-1.0
70.5,0.125131,0.110220,0.117570,1.0,-1.0
70.6,-0.051923,-0.041220,-0.060505,1.0,-1.0
70.7,0.048303,0.010776,-0.007238,1.0,-1.0
70.8,-0.005732,-0.001566,0.017076,1.0,-1.0
70.9,0.051463,0.032014,0.040463,1.0,-1.0
71.0,-0.081765,-0.109875,-0.132520,1.0,-1.0
71.1,-0.002217,0.003587,0.025415,1.0,-1.0
71.2,-0.087530,-0.072527,-0.082182,1.0,-1.0
71.3,0.111083,0.149077,0.151747,1.0,-1.0
71.4,-0.072706,-0.040814,-0.048757,1.0,-1.0
71.5,0.062077,0.063091,0.074220,1.0,-1.0
71.6,0.020839,0.016994,0.003762,1.0,-1.0
71.7,0.113003,0.076123,0.076628,1.0,-1.0
71.8,-0.036434,-0.035664,-0.030757,1.0,-1.0
71.9,-0.068433,-0.059323,-0.028620,1.0,-1.0
72.0,-0.093902,-0.109099,-0.119153,1.0,-1.0
72.1,0.057751,0.029113,0.038965,1.0,-1.0
72.2,0.014886,0.003531,-0.016881,1.0,-1.0
72.3,-0.047585,-0.061105,-0.060023,1.0,-1.0
72.4,-0.056557,-0.055480,-0.078585,1.0,-1.0
72.5,-0.010724,-0.005305,-0.029420,1.0,-1.0
72.6,0.074507,0.072559,0.068409,1.0,-1.0
72.7,0.048946,0.056294,0.075812,1.0,-1.0
72.8,-0.061094,-0.010363,-0.019686,1.0,-1.0
72.9,-0.041902,-0.038631,-0.043066,1.0,-1.0
73.0,0.061311,0.074725,0.080944,1.0,-1.0
73.1,0.015801,0.007166,0.021737,1.0,-1.0
73.2,0.071852,0.051227,0.060139,1.0,-1.0
73.3,-0.072600,-0.060178,-0.043086,1.0,-1.0
73.4,0.057912,0.088378,0.096532,1.0,-1.0
73.5,0.003659,-0.039273,-0.028717,1.0,-1.0
73.6,-0.058563,-0.078192,-0.082752,1.0,-1.0
73.7,-0.077387,-0.073212,-0.071023,1.0,-1.0
73.8,0.004003,0.012667,0.018663,1.0,-1.0
73.9,0.009971,-0.003906,-0.012737,1.0,-1.0
74.0,0.080329,0.102032,0.099658,1.0,-1.0
74.1,-0.047548,-0.052766,-0.066157,1.0,-1.0
74.2,0.052657,0.098186,0.098449,1.0,-1.0
74.3,0.037066,0.044567,0.034913,1.0,-1.0
74.4,0.044749,0.036915,0.039603,1.0,-1.0
74.5,-0.035480,-0.048087,-0.036770,1.0,-1.0
74.6,-0.057008,-0.054818,-0.062714,1.0,-1.0
74.7,-0.037122,-0.072451,-0.059474,1.0,-1.0
74.8,-0.010296,-0.001382,-0.005637,1.0,-1.0
74.9,-0.000589,-0.011685,-0.016845,1.0,-1.0
75.0,-0.021424,-0.021746,-0.031387,1.0,-1.0
75.1,0.091601,0.066510,0.059582,1.0,-1.0
75.2,-0.000071,0.017754,0.007461,1.0,-1.0
75.3,0.000897,-0.010373,-0.013726,1.0,-1.0
75.4,-0.076109,-0.048795,-0.052420,1.0,-1.0
75.5,0.017967,0.011816,0.023879,1.0,-1.0
75.6,-0.001894,0.007773,0.007082,1.0,-1.0
75.7,-0.000598,-0.015238,-0.001947,1.0,-1.0
75.8,-0.095881,-0.085810,-0.095328,1.0,-1.0
75.9,0.031362,0.044360,0.066896,1.0,-1.0
76.0,-0.018617,-0.006496,0.004491,1.0,-1.0
76.1,0.122899,0.104894,0.118350,1.0,-1.0
76.2,-0.022214,-0.028641,-0.064507,1.0,-1.0
76.3,0.039787,0.022093,0.025631,1.0,-1.0
76.4,-0.013636,0.014505,0.011476,1.0,-1.0
76.5,0.073041,0.074727,0.067442,1.0,-1.0
76.6,0.025769,0.008951,0.008602,1.0,-1.0
76.7,0.019659,-0.005083,0.008189,1.0,-1.0
76.8,-0.090154,-0.084894,-0.081888,1.0,-1.0
76.9,0.040127,0.046875,0.029866,1.0,-1.0
77.0,-0.104568,-0.077676,-0.047536,1.0,-1.0
77.1,-0.000203,0.000738,-0.027708,1.0,-1.0
77.2,-0.131195,-0.133852,-0.152160,1.0,-1.0
77.3,0.026050,0.042996,0.013439,1.0,-1.0
77.4,0.020645,0.010245,0.027525,1.0,-1.0
77.5,0.092108,0.072066,0.076010,1.0,-1.0
77.6,-0.020450,-0.029874,-0.038195,1.0,-1.0
77.7,0.045046,0.043863,0.044156,1.0,-1.0
77.8,0.033422,0.033263,0.017049,1.0,-1.0
77.9,0.064466,0.058735,0.061406,1.0,-1.0
78.0,-0.011403,-0.009005,-0.020006,1.0,-1.0
78.1,-0.132801,-0.161328,-0.135248,1.0,-1.0
78.2,-0.024555,0.007653,0.016423,1.0,-1.0
78.3,0.004232,0.003069,-0.008092,1.0,-1.0
78.4,0.022312,0.057128,0.052396,1.0,-1.0
78.5,-0.036495,-0.040981,-0.021732,1.0,-1.0
78.6,0.022093,0.033016,0.042057,1.0,-1.0
78.7,-0.018675,-0.021902,-0.024893,1.0,-1.0
78.8,0.110325,0.141927,0.149957,1.0,-1.0
78.9,-0.097832,-0.130171,-0.145033,1.0,-1.0
79.0,0.074509,0.073150,0.068724,1.0,-1.0
79.1,-0.013545,-0.025986,-0.063788,1.0,-1.0
79.2,0.036391,0.038935,0.018543,1.0,-1.0
79.3,-0.000092,-0.007775,-0.014352,1.0,-1.0
79.4,-0.031524,-0.007784,-0.043322,1.0,-1.0
79.5,-0.004786,0.011236,0.034308,1.0,-1.0
79.6,0.050332,0.033968,0.031745,1.0,-1.0
79.7,-0.050649,-0.072136,-0.036659,1.0,-1.0
79.8,-0.018657,-0.024927,-0.019444,1.0,-1.0
79.9,-0.031428,-0.014401,-0.023136,1.0,-1.0
80.0,0.039870,0.037848,0.021479,1.0,-1.0
80.1,0.052297,0.006486,0.020186,1.0,-1.0
80.2,-0.029012,-0.050746,-0.040507,1.0,-1.0
80.3,-0.016334,0.003373,-0.015115,1.0,-1.0
80.4,0.009747,0.040761,0.067239,1.0,-1.0
80.5,-0.022828,0.003496,-0.018223,1.0,-1.0
80.6,-0.071574,-0.070685,-0.074143,1.0,-1.0
80.7,-0.040539,-0.059319,-0.066791,1.0,-1.0
80.8,-0.016557,-0.032945,-0.021011,1.0,-1.0
80.9,0.101422,0.088212,0.107099,1.0,-1.0
81.0,-0.012063,-0.009414,-0.011206,1.0,-1.0
81.1,0.036144,0.013399,0.015366,1.0,-1.0
81.2,0.005396,-0.014587,0.009842,1.0,-1.0
81.3,0.101561,0.105458,0.080857,1.0,-1.0
81.4,-0.002978,0.034804,0.040636,1.0,-1.0
81.5,-0.023288,0.003849,0.000049,1.0,-1.0
81.6,-0.152044,-0.122826,-0.110668,1.0,-1.0
81.7,0.108827,0.069805,0.073677,1.0,-1.0
81.8,-0.052083,-0.027451,-0.011013,1.0,-1.0
81.9,0.089926,0.079142,0.075945,1.0,-1.0
82.0,-0.119679,-0.101696,-0.115286,1.0,-1.0
82.1,0.069051,0.059653,0.055667,1.0,-1.0
82.2,0.029751,0.042107,0.024239,1.0,-1.0
82.3,0.001202,0.013121,-0.015458,1.0,-1.0
82.4,-0.079791,-0.075680,-0.087792,1.0,-1.0
82.5,0.022990,0.013961,0.015312,1.0,-1.0
82.6,-0.030107,-0.035391,-0.037009,1.0,-1.0
82.7,0.089764,0.066526,0.068527,1.0,-1.0
82.8,-0.073185,-0.097752,-0.099104,1.0,-1.0
82.9,0.011804,0.012633,0.001673,1.0,-1.0
83.0,0.016158,0.030559,0.032846,1.0,-1.0
83.1,-0.013542,0.017007,0.014661,1.0,-1.0
83.2,-0.015569,-0.060851,-0.050957,1.0,-1.0
83.3,-0.051350,-0.049154,-0.060872,1.0,-1.0
83.4,-0.019395,-0.005943,-0.019812,1.0,-1.0
83.5,0.058481,0.102156,0.098931,1.0,-1.0
83.6,0.026551,0.006988,0.005049,1.0,-1.0
83.7,0.024813,0.018093,0.021439,1.0,-1.0
83.8,0.062454,0.055227,0.058492,1.0,-1.0
83.9,-0.010724,0.001591,-0.027285,1.0,-1.0
84.0,-0.007209,-0.016705,-0.026461,1.0,-1.0
84.1,-0.057456,-0.079452,-0.080359,1.0,-1.0
84.2,-0.035129,-0.044704,-0.048126,1.0,-1.0
84.3,-0.030655,-0.055231,-0.038849,1.0,-1.0
84.4,0.003100,0.007498,-0.008104,1.0,-1.0
84.5,-0.048319,-0.043329,-0.044491,1.0,-1.0
84.6,0.113683,0.133926,0.131568,1.0,-1.0
84.7,-0.015972,-0.017912,0.004308,1.0,-1.0
84.8,0.114482,0.118351,0.120161,1.0,-1.0
84.9,-0.024277,-0.023058,0.001739,1.0,-1.0
85.0,0.020109,0.036043,0.038390,1.0,-1.0
85.1,-0.042338,-0.044561,-0.058710,1.0,-1.0
85.2,0.021806,0.018012,0.029875,1.0,-1.0
85.3,-0.053719,-0.049010,-0.056670,1.0,-1.0
85.4,-0.009715,-0.005991,0.005663,1.0,-1.0
85.5,-0.095273,-0.097519,-0.099070,1.0,-1.0
85.6,0.032991,0.032486,0.026260,1.0,-1.0
85.7,-0.030130,-0.046733,-0.042525,1.0,-1.0
85.8,-0.007023,-0.015025,-0.019641,1.0,-1.0
85.9,-0.043977,-0.063751,-0.074145,1.0,-1.0
86.0,0.016354,0.022131,0.031370,1.0,-1.0
86.1,0.083531,0.099026,0.115765,1.0,-1.0
86.2,0.032060,0.068013,0.075306,1.0,-1.0
86.3,0.052037,0.074082,0.085402,1.0,-1.0
86.4,-0.040064,-0.048349,-0.054492,1.0,-1.0
86.5,0.065205,0.066317,0.095102,1.0,-1.0
86.6,-0.011109,0.001810,-0.003893,1.0,-1.0
86.7,0.001098,-0.003716,-0.002750,1.0,-1.0
86.8,-0.111820,-0.129620,-0.111027,1.0,-1.0
86.9,0.011952,0.008297,-0.006019,1.0,-1.0
87.0,-0.012010,-0.010537,-0.007719,1.0,-1.0
87.1,0.094287,0.118580,0.131847,1.0,-1.0
87.2,-0.071444,-0.087158,-0.087541,1.0,-1.0
87.3,0.077416,0.055378,0.034129,1.0,-1.0
87.4,-0.059382,-0.054834,-0.049185,1.0,-1.0
87.5,0.090896,0.088400,0.097095,1.0,-1.0
87.6,-0.109996,-0.098776,-0.101133,1.0,-1.0
87.7,0.011030,0.003056,-0.000284,1.0,-1.0
87.8,-0.073918,-0.080269,-0.102432,1.0,-1.0
87.9,0.041536,0.026867,0.042841,1.0,-1.0
88.0,-0.007518,0.005851,-0.007475,1.0,-1.0
88.1,0.047499,0.035753,0.032919,1.0,-1.0
88.2,-0.037385,-0.042947,-0.068777,1.0,-1.0
88.3,0.083724,0.059327,0.048571,1.0,-1.0
88.4,-0.021122,-0.032241,-0.016491,1.0,-1.0
88.5,0.026074,0.030171,0.065051,1.0,-1.0
88.6,-0.037595,-0.053312,-0.045586,1.0,-1.0
88.7,-0.010117,0.012897,-0.012514,1.0,-1.0
88.8,-0.005063,-0.019071,-0.012305,1.0,-1.0
88.9,-0.036420,-0.020139,-0.013612,1.0,-1.0
89.0,-0.038487,-0.037076,-0.041578,1.0,-1.0
89.1,0.026165,0.038531,0.027497,1.0,-1.0
89.2,-0.000659,0.030816,0.017913,1.0,-1.0
89.3,-0.042812,-0.045115,-0.053763,1.0,-1.0
89.4,0.030325,0.040917,0.060142,1.0,-1.0
89.5,0.033562,0.040487,0.070561,1.0,-1.0
89.6,0.122286,0.118952,0.126088,1.0,-1.0
89.7,0.028907,0.008482,0.022395,1.0,-1.0
89.8,-0.036105,-0.036849,-0.026691,1.0,-1.0
89.9,0.013932,0.013231,-0.014539,1.0,-1.0
90.0,0.030999,0.051690,0.065996,1.0,-1.0
90.1,-0.068476,-0.083562,-0.064008,1.0,-1.0
90.2,-0.040834,-0.027084,-0.024729,1.0,-1.0
90.3,-0.181921,-0.183639,-0.192316,1.0,-1.0
90.4,0.102819,0.123484,0.145713,1.0,-1.0
90.5,0.002557,0.026648,0.038273,1.0,-1.0
90.6,0.021635,0.032806,0.065180,1.0,-1.0
90.7,-0.025483,-0.027806,-0.064594,1.0,-1.0
90.8,0.060347,0.047481,0.050592,1.0,-1.0
90.9,0.047630,0.022680,0.032591,1.0,-1.0
91.0,0.024779,0.019294,0.003160,1.0,-1.0
91.1,-0.140673,-0.156301,-0.174724,1.0,-1.0
91.2,0.028097,-0.004029,-0.017927,1.0,-1.0
91.3,-0.013615,-0.031944,-0.025511,1.0,-1.0
91.4,0.041599,0.042718,0.038047,1.0,-1.0
91.5,-0.009702,-0.021074,-0.032774,1.0,-1.0
91.6,-0.031976,-0.022330,-0.023586,1.0,-1.0
91.7,0.054658,0.051875,0.059726,1.0,-1.0
91.8,0.008700,0.013784,0.010195,1.0,-1.0
91.9,0.026892,0.035148,0.030982,1.0,-1.0
92.0,-0.032953,0.001209,0.037013,1.0,-1.0
92.1,0.014666,0.011172,-0.002229,1.0,-1.0
92.2,-0.006530,-0.002512,-0.012438,1.0,-1.0
92.3,0.052539,0.047344,0.022574,1.0,-1.0
92.4,-0.037102,-0.049255,-0.033205,1.0,-1.0
92.5,0.059943,0.055269,0.069981,1.0,-1.0
92.6,-0.050333,-0.046977,-0.034940,1.0,-1.0
92.7,-0.028534,-0.035732,-0.037966,1.0,-1.0
92.8,-0.076231,-0.075639,-0.091307,1.0,-1.0
92.9,0.003911,-0.007491,-0.024695,1.0,-1.0
93.0,-0.006307,-0.012356,-0.034682,1.0,-1.0
93.1,0.066012,0.050450,0.051881,1.0,-1.0
93.2,-0.068970,-0.037288,-0.050474,1.0,-1.0
93.3,0.117162,0.121172,0.122313,1.0,-1.0
93.4,-0.023960,0.016164,0.020897,1.0,-1.0
93.5,0.082596,0.100111,0.109932,1.0,-1.0
93.6,-0.058737,-0.038457,-0.018538,1.0,-1.0
93.7,-0.055691,-0.068127,-0.085066,1.0,-1.0
93.8,-0.058865,-0.049512,-0.031993,1.0,-1.0
93.9,0.050220,0.006522,-0.011352,1.0,-1.0
94.0,-0.064226,-0.076959,-0.076057,1.0,-1.0
94.1,0.051101,0.052267,0.037802,1.0,-1.0
94.2,-0.067469,-0.058623,-0.052484,1.0,-1.0
94.3,0.114961,0.103836,0.075780,1.0,-1.0
94.4,0.037802,0.035365,0.012807,1.0,-1.0
94.5,-0.047772,-0.014195,0.000365,1.0,-1.0
94.6,-0.023805,-0.020989,-0.003464,1.0,-1.0
94.7,-0.012788,-0.018748,-0.036855,1.0,-1.0
94.8,0.080179,0.055086,0.066540,1.0,-1.0
94.9,-0.004093,-0.012002,-0.021824,1.0,-1.0
95.0,-0.004754,0.003201,0.016800,1.0,-1.0
95.1,-0.062120,-0.052008,-0.072453,1.0,-1.0
95.2,0.083935,0.079274,0.065587,1.0,-1.0
95.3,-0.005673,-0.001388,-0.004209,1.0,-1.0
95.4,0.024447,0.029340,0.033260,1.0,-1.0
95.5,-0.100879,-0.130646,-0.135671,1.0,-1.0
95.6,-0.004643,0.017740,0.029875,1.0,-1.0
95.7,0.006420,0.017144,0.022081,1.0,-1.0
95.8,0.070434,0.055957,0.066068,1.0,-1.0
95.9,-0.062741,-0.107163,-0.132229,1.0,-1.0
96.0,0.009500,-0.018051,-0.028302,1.0,-1.0
96.1,-0.050240,-0.051475,-0.042510,1.0,-1.0
96.2,0.007831,0.012212,0.012518,1.0,-1.0
96.3,-0.036441,0.006821,0.017575,1.0,-1.0
96.4,-0.036086,-0.043823,-0.048964,1.0,-1.0
96.5,0.010450,0.022764,-0.011145,1.0,-1.0
96.6,0.050022,0.058696,0.080056,1.0,-1.0
96.7,0.051933,0.034529,0.034730,1.0,-1.0
96.8,0.056451,0.053567,0.048776,1.0,-1.0
96.9,0.018298,0.015899,-0.019442,1.0,-1.0
97.0,0.061805,0.068348,0.069284,1.0,-1.0
97.1,-0.007695,-0.016551,-0.008503,1.0,-1.0
97.2,-0.047223,-0.007417,0.008736,1.0,-1.0
97.3,-0.080585,-0.067055,-0.088881,1.0,-1.0
97.4,-0.028600,-0.008496,-0.033942,1.0,-1.0
97.5,-0.001182,-0.022974,-0.032390,1.0,-1.0
97.6,-0.059756,-0.068317,-0.089129,1.0,-1.0
97.7,0.011995,0.010108,0.004495,1.0,-1.0
97.8,0.025083,0.066452,0.051101,1.0,-1.0
97.9,0.090456,0.091338,0.084571,1.0,-1.0
98.0,-0.045982,-0.059256,-0.062114,1.0,-1.0
98.1,0.024175,0.021901,0.003650,1.0,-1.0
98.2,0.019469,0.007930,0.011864,1.0,-1.0
98.3,0.112951,0.099458,0.106992,1.0,-1.0
98.4,-0.058584,-0.063842,-0.038535,1.0,-1.0
98.5,-0.056253,-0.037201,-0.025013,1.0,-1.0
98.6,-0.091248,-0.093366,-0.071635,1.0,-1.0
98.7,0.093556,0.099663,0.088315,1.0,-1.0
98.8,-0.065405,-0.066011,-0.058170,1.0,-1.0
98.9,-0.019580,-0.028489,-0.031313,1.0,-1.0
99.0,-0.146962,-0.167249,-0.173606,1.0,-1.0
99.1,0.101509,0.090704,0.091320,1.0,-1.0
99.2,0.094368,0.072952,0.083882,1.0,-1.0
99.3,0.030221,0.023756,0.027275,1.0,-1.0
99.4,-0.030138,-0.013733,-0.023073,1.0,-1.0
99.5,0.017367,0.015427,0.008132,1.0,-1.0
99.6,0.028216,0.012742,0.018532,1.0,-1.0
99.7,0.033969,0.050763,0.057155,1.0,-1.0
99.8,-0.120008,-0.152085,-0.170527,1.0,-1.0
99.9,-0.009107,0.007149,0.009722,1.0,-1.0
100.0,0.034130,0.025190,0.039478,1.0,-1.0
100.1,0.035056,0.038063,0.042597,1.0,-1.0
100.2,0.044057,0.059944,0.102977,1.0,-1.0
100.3,-0.029968,0.003997,0.000040,1.0,-1.0
100.4,0.038666,0.023770,0.026193,1.0,-1.0
100.5,0.024889,0.027714,0.057254,1.0,-1.0
100.6,-0.003209,0.008857,0.023662,1.0,-1.0
100.7,-0.104983,-0.093945,-0.087822,1.0,-1.0
100.8,-0.011139,-0.015909,-0.011642,1.0,-1.0
100.9,-0.059247,-0.049699,-0.063182,1.0,-1.0
101.0,0.067977,0.085756,0.102273,1.0,-1.0
101.1,-0.053878,-0.065553,-0.050316,1.0,-1.0
101.2,0.024278,0.015348,0.009450,1.0,-1.0
101.3,0.001315,-0.027630,-0.045568,1.0,-1.0
101.4,0.041668,0.057786,0.049465,1.0,-1.0
101.5,-0.063881,-0.042813,-0.066661,1.0,-1.0
101.6,0.071313,0.050858,0.024547,1.0,-1.0
101.7,-0.032045,-0.029050,-0.039979,1.0,-1.0
101.8,0.093957,0.084829,0.078963,1.0,-1.0
101.9,-0.060114,-0.039643,-0.034900,1.0,-1.0
102.0,0.001218,0.004673,-0.000797,1.0,-1.0
102.1,0.013537,0.025260,0.019215,1.0,-1.0
102.2,0.018072,0.012066,0.007210,1.0,-1.0
102.3,-0.026914,-0.012251,0.001273,1.0,-1.0
102.4,-0.071697,-0.109011,-0.131550,1.0,-1.0
102.5,-0.042648,-0.037485,-0.033637,1.0,-1.0
102.6,0.084477,0.043120,0.058143,1.0,-1.0
102.7,0.055417,0.051517,0.054700,1.0,-1.0
102.8,0.014629,0.008106,0.008434,1.0,-1.0
102.9,-0.005280,0.014054,-0.035882,1.0,-1.0
103.0,0.007620,0.027556,0.012088,1.0,-1.0
103.1,0.067101,0.075793,0.062562,1.0,-1.0
103.2,-0.094939,-0.107142,-0.091640,1.0,-1.0
103.3,-0.043138,-0.063524,-0.045636,1.0,-1.0
103.4,-0.085453,-0.060372,-0.088380,1.0,-1.0
103.5,0.060112,0.073664,0.056855,1.0,-1.0
103.6,-0.011255,-0.027796,-0.039303,1.0,-1.0
103.7,0.055497,0.069640,0.052907,1.0,-1.0
103.8,-0.056309,-0.081806,-0.091298,1.0,-1.0
103.9,0.099485,0.119198,0.128168,1.0,-1.0
104.0,-0.010069,-0.041973,-0.034391,1.0,-1.0
104.1,0.049487,0.030059,0.027783,1.0,-1.0
104.2,-0.112625,-0.108478,-0.136904,1.0,-1.0
104.3,-0.019508,-0.018027,-0.004820,1.0,-1.0
104.4,-0.023941,-0.004705,0.008141,1.0,-1.0
104.5,0.096129,0.127936,0.125130,1.0,-1.0
104.6,-0.082922,-0.065823,-0.051718,1.0,-1.0
104.7,0.019281,0.008162,0.006353,1.0,-1.0
104.8,-0.040118,-0.057355,-0.074315,1.0,-1.0
104.9,0.055244,0.041824,0.041768,1.0,-1.0
105.0,0.034493,0.044365,0.043152,1.0,-1.0
105.1,-0.043092,-0.045721,-0.051250,1.0,-1.0
105.2,0.025145,0.031820,0.019719,1.0,-1.0
105.3,0.058771,0.065068,0.076213,1.0,-1.0
105.4,0.038113,0.047776,0.027479,1.0,-1.0
105.5,0.047152,0.037594,0.042320,1.0,-1.0
105.6,-0.043976,-0.057067,-0.086679,1.0,-1.0
105.7,-0.000315,0.040173,0.044623,1.0,-1.0
105.8,-0.009832,-0.039600,-0.047167,1.0,-1.0
105.9,-0.115720,-0.094916,-0.086761,1.0,-1.0
106.0,-0.057342,-0.058876,-0.083827,1.0,-1.0
106.1,-0.025131,-0.011511,0.000770,1.0,-1.0
106.2,0.045486,0.038404,0.073552,1.0,-1.0
106.3,-0.013142,-0.010766,-0.008905,1.0,-1.0
106.4,0.014643,-0.014091,-0.044075,1.0,-1.0
106.5,0.023015,0.035037,0.034157,1.0,-1.0
106.6,0.120716,0.114161,0.089182,1.0,-1.0
106.7,-0.055275,-0.059469,-0.087352,1.0,-1.0
106.8,-0.002772,0.011757,0.006089,1.0,-1.0
106.9,-0.057278,-0.076001,-0.075456,1.0,-1.0
107.0,0.081526,0.028591,0.045803,1.0,-1.0
107.1,-0.051644,-0.063578,-0.062821,1.0,-1.0
107.2,0.024402,0.022326,0.001747,1.0,-1.0
107.3,-0.099417,-0.049156,-0.034048,1.0,-1.0
107.4,0.130681,0.153938,0.132166,1.0,-1.0
107.5,-0.036601,-0.034188,-0.034901,1.0,-1.0
107.6,0.034744,0.034627,0.017285,1.0,-1.0
107.7,-0.102164,-0.098853,-0.099648,1.0,-1.0
107.8,0.046181,0.014025,0.010484,1.0,-1.0
107.9,0.057823,0.053342,0.050426,1.0,-1.0
108.0,0.006044,-0.009638,0.009447,1.0,-1.0
108.1,-0.057192,-0.046604,-0.078661,1.0,-1.0
108.2,-0.029734,-0.026731,-0.010323,1.0,-1.0
108.3,0.038482,0.016909,-0.015580,1.0,-1.0
108.4,0.025531,0.068605,0.082284,1.0,-1.0
108.5,-0.037093,-0.010004,0.011052,1.0,-1.0
108.6,-0.041608,-0.023850,-0.036360,1.0,-1.0
108.7,0.063627,0.031252,0.053294,1.0,-1.0
108.8,0.021734,0.030732,0.058680,1.0,-1.0
108.9,0.083432,0.093231,0.073581,1.0,-1.0
109.0,-0.088494,-0.096971,-0.079662,1.0,-1.0
109.1,0.015293,0.016702,0.028008,1.0,-1.0
109.2,-0.052009,-0.073854,-0.067754,1.0,-1.0
109.3,-0.010815,-0.012417,-0.005252,1.0,-1.0
109.4,-0.104682,-0.095330,-0.083270,1.0,-1.0
109.5,-0.019626,-0.017480,-0.020708,1.0,-1.0
109.6,-0.011642,0.016247,0.013461,1.0,-1.0
109.7,0.098160,0.101063,0.072999,1.0,-1.0
109.8,-0.014957,-0.067745,-0.057345,1.0,-1.0
109.9,0.080969,0.090638,0.098153,1.0,-1.0
110.0,0.029814,0.023131,0.018946,1.0,-1.0
110.1,0.098458,0.115207,0.116905,1.0,-1.0
110.2,-0.077611,-0.092049,-0.087629,1.0,-1.0
