log10_x,total,wave_1_gamma_14.1,wave_2_gamma_21.0,wave_3_gamma_25.0,wave_4_gamma_30.4,wave_5_gamma_32.9,wave_6_gamma_37.6,wave_7_gamma_40.9,wave_8_gamma_43.3,wave_9_gamma_48.0,wave_10_gamma_49.8
6.080,-0.072215,0.000136,-0.025201,-0.024569,-0.019041,0.011863,-0.015521,0.012514,-0.003280,-0.002703,-0.006413
6.090,-0.059188,-0.015306,-0.014496,-0.022255,-0.011156,-0.000739,-0.010152,0.012602,-0.012529,0.009017,0.005827
6.100,-0.036948,-0.029140,-0.000461,-0.012763,0.001985,-0.012936,0.002358,0.002306,-0.010309,0.010797,0.011215
6.110,-0.020482,-0.039915,0.013681,0.000847,0.014190,-0.018043,0.013210,-0.009890,0.001349,0.000675,0.003416
6.120,-0.007174,-0.046500,0.024679,0.014184,0.019712,-0.013262,0.014769,-0.013937,0.011771,-0.010192,-0.008400
6.130,0.010184,-0.048202,0.030007,0.022945,0.015948,-0.001212,0.005940,-0.006500,0.011418,-0.009823,-0.010338
6.140,0.025169,-0.044843,0.028440,0.024304,0.004673,0.011502,-0.007067,0.006292,0.000613,0.001374,-0.000120
6.150,0.019833,-0.036775,0.020339,0.017823,-0.008804,0.017912,-0.015104,0.013900,-0.010754,0.011057,0.010239
6.160,-0.012947,-0.024847,0.007564,0.005592,-0.018134,0.014505,-0.012516,0.010055,-0.012276,0.008550,0.008558
6.170,-0.053801,-0.010310,-0.006948,-0.008442,-0.018922,0.003148,-0.001124,-0.002075,-0.002560,-0.003382,-0.003186
6.180,-0.069747,0.005310,-0.019864,-0.019754,-0.010797,-0.009934,0.011058,-0.012496,0.009499,-0.011586,-0.011184
6.190,-0.045039,0.020372,-0.028216,-0.024693,0.002414,-0.017572,0.015462,-0.012620,0.012863,-0.007018,-0.006031
6.200,0.003048,0.033295,-0.030085,-0.021666,0.014487,-0.015579,0.008990,-0.002346,0.004451,0.005286,0.006214
6.210,0.041655,0.042723,-0.025041,-0.011650,0.019737,-0.005048,-0.003806,0.009861,-0.008035,0.011763,0.011152
6.220,0.054586,0.047664,-0.014244,0.002124,0.015690,0.008250,-0.013925,0.013943,-0.013166,0.005273,0.002976
6.230,0.054234,0.047602,-0.000174,0.015213,0.004252,0.017026,-0.014249,0.006537,-0.006244,-0.007030,-0.008699
6.240,0.061014,0.042541,0.013936,0.023394,-0.009188,0.016471,-0.004550,-0.006256,0.006394,-0.011583,-0.010145
6.250,0.075079,0.033013,0.024844,0.024029,-0.018301,0.006888,0.008349,-0.013894,0.013179,-0.003367,0.000338
6.260,0.073889,0.020020,0.030044,0.016912,-0.018793,-0.006469,0.015375,-0.010084,0.007899,0.008561,0.010424
6.270,0.039203,0.004924,0.028341,0.004339,-0.010433,-0.016282,0.011586,0.002035,-0.004611,0.011051,0.008252
6.280,-0.017565,-0.010688,0.020126,-0.009633,0.002841,-0.017170,-0.000353,0.012477,-0.012900,0.001359,-0.003623
6.290,-0.062117,-0.025179,0.007286,-0.020498,0.014777,-0.008649,-0.012044,0.012638,-0.009380,-0.009831,-0.011238
6.300,-0.070610,-0.037026,-0.007227,-0.024750,0.019752,0.004613,-0.015263,0.002386,0.002727,-0.010184,-0.005638
6.310,-0.053272,-0.044985,-0.020080,-0.021018,0.015424,0.015347,-0.007746,-0.009832,0.012338,0.000690,0.006591
6.320,-0.041749,-0.048221,-0.028319,-0.010506,0.003830,0.017669,0.005219,-0.013949,0.010654,0.010803,0.011071
6.330,-0.053613,-0.046394,-0.030051,0.003395,-0.009568,0.010308,0.014514,-0.006573,-0.000782,0.009008,0.002532
6.340,-0.072922,-0.039696,-0.024879,0.016201,-0.018459,-0.002703,0.013599,0.006219,-0.011503,-0.002718,-0.008984
6.350,-0.067998,-0.028830,-0.013990,0.023781,-0.018655,-0.014232,0.003119,0.013887,-0.011693,-0.011447,-0.009936
6.360,-0.026545,-0.014937,0.000113,0.023689,-0.010064,-0.017961,-0.009555,0.010112,-0.001179,-0.007557,0.000796
6.370,0.030258,0.000524,0.014190,0.015956,0.003268,-0.011846,-0.015508,-0.001994,0.010414,0.004663,0.010591
6.380,0.068974,0.015930,0.025007,0.003075,0.015060,0.000761,-0.010552,-0.012458,0.012474,0.011743,0.007933
6.390,0.075763,0.029664,0.030078,-0.010798,0.019759,0.012952,0.001826,-0.012656,0.003115,0.005878,-0.004054
6.400,0.064184,0.040283,0.028238,-0.021187,0.015150,0.018044,0.012920,-0.002427,-0.009096,-0.006467,-0.011274
6.410,0.053321,0.046672,0.019910,-0.024742,0.003405,0.013246,0.014926,0.009802,-0.012980,-0.011683,-0.005237
6.420,0.044444,0.048162,0.007008,-0.020315,-0.009943,0.001189,0.006432,0.013955,-0.004982,-0.004020,0.006958
6.430,0.024273,0.044594,-0.007505,-0.009334,-0.018608,-0.011520,-0.006585,0.006609,0.007577,0.008075,0.010971
6.440,-0.010318,0.036344,-0.020293,0.004657,-0.018508,-0.017915,-0.014971,-0.006182,0.013200,0.011268,0.002084
6.450,-0.038357,0.024278,-0.028419,0.017146,-0.009690,-0.014492,-0.012826,-0.013880,0.006739,0.002040,-0.009254
6.460,-0.032518,0.009664,-0.030015,0.024104,0.003693,-0.003126,-0.001659,-0.010141,-0.005891,-0.009437,-0.009710
6.470,0.008137,-0.005966,-0.024715,0.023287,0.015336,0.009953,0.010675,0.001954,-0.013128,-0.010511,0.001252
6.480,0.047920,-0.020969,-0.013736,0.014957,0.019755,0.017577,0.015500,0.012438,-0.008347,0.000002,0.010742
6.490,0.043152,-0.033770,0.000399,0.001802,0.014869,0.015568,0.009422,0.012674,0.004075,0.010513,0.007601
6.500,-0.015606,-0.043026,0.014443,-0.011934,0.002980,0.005026,-0.003283,0.002467,0.012766,0.009434,-0.004478
6.510,-0.090017,-0.047764,0.025167,-0.021820,-0.010314,-0.008270,-0.013679,-0.009773,0.009772,-0.002045,-0.011291
6.520,-0.124506,-0.047488,0.030110,-0.024668,-0.018749,-0.017034,-0.014453,-0.013960,-0.002169,-0.011269,-0.004827
6.530,-0.093050,-0.042225,0.028134,-0.019557,-0.018353,-0.016462,-0.005060,-0.006645,-0.012124,-0.008071,0.007313
6.540,-0.019217,-0.032529,0.019694,-0.008138,-0.009312,-0.006868,0.007892,0.006146,-0.010980,0.004024,0.010854
6.550,0.046519,-0.019417,0.006729,0.005907,0.004116,0.006490,0.015293,0.013872,0.000215,0.011684,0.001632
6.560,0.068165,-0.004267,-0.007782,0.018046,0.015604,0.016291,0.011937,0.010169,0.011213,0.006463,-0.009509
6.570,0.046963,0.011331,-0.020505,0.024363,0.019743,0.017164,0.000184,-0.001914,0.011947,-0.005882,-0.009468
6.580,0.010845,0.025740,-0.028517,0.022822,0.014582,0.008629,-0.011698,-0.012419,0.001744,-0.011743,0.001706
6.590,-0.012578,0.037446,-0.029976,0.013918,0.002552,-0.004635,-0.015351,-0.012692,-0.010055,-0.004659,0.010874
6.600,-0.013388,0.045220,-0.024548,0.000524,-0.010680,-0.015358,-0.008207,-0.002507,-0.012650,0.007561,0.007256
6.610,0.002525,0.048246,-0.013479,-0.013038,-0.018881,-0.017665,0.004711,0.009744,-0.003664,0.011446,-0.004894
6.620,0.024400,0.046207,0.000686,-0.022395,-0.018189,-0.010289,0.014315,0.013966,0.008676,0.002713,-0.011289
6.630,0.043463,0.039316,0.014694,-0.024527,-0.008929,0.002725,0.013849,0.006681,0.013073,-0.009011,-0.004409
6.640,0.053550,0.028298,0.025326,-0.018747,0.004537,0.014246,0.003642,-0.006109,0.005503,-0.010801,0.007656
6.650,0.051288,0.014308,0.030139,-0.006919,0.015865,0.017959,-0.009127,-0.013865,-0.007105,-0.000685,0.010718
6.660,0.038015,-0.001184,0.028026,0.007141,0.019721,0.011830,-0.015476,-0.010197,-0.013209,0.010187,0.001177
6.670,0.019116,-0.016552,0.019475,0.018897,0.014287,-0.000783,-0.010939,0.001873,-0.007221,0.009828,-0.009748
6.680,-0.001526,-0.030182,0.006449,0.024557,0.002124,-0.012967,0.001292,0.012400,0.005377,-0.001364,-0.009211
6.690,-0.026009,-0.040643,-0.008059,0.022296,-0.011040,-0.018044,0.012615,0.012710,0.013053,-0.011053,0.002157
6.700,-0.058123,-0.046837,-0.020715,0.012842,-0.019004,-0.013231,0.015064,0.002547,0.008780,-0.008557,0.010989
6.710,-0.092719,-0.048113,-0.028612,-0.000755,-0.018016,-0.001167,0.006917,-0.009714,-0.003531,0.003372,0.006899
6.720,-0.111779,-0.044337,-0.029934,-0.014108,-0.008542,0.011537,-0.006095,-0.013971,-0.012609,0.011584,-0.005303
6.730,-0.096247,-0.035906,-0.024379,-0.022910,0.004956,0.017918,-0.014820,-0.006717,-0.010145,0.007026,-0.011269
6.740,-0.045355,-0.023705,-0.013222,-0.024322,0.016119,0.014479,-0.013120,0.006072,0.001606,-0.005277,-0.003984
6.750,0.016640,-0.009016,0.000973,-0.017887,0.019689,0.003104,-0.002191,0.013858,0.011887,-0.011763,0.007986
6.760,0.056970,0.006621,0.014944,-0.005683,0.013986,-0.009971,0.010279,0.010225,0.011286,-0.005282,0.010565
6.770,0.061294,0.021562,0.025482,0.008355,0.001694,-0.017582,0.015519,-0.001833,0.000353,0.007022,0.000721
6.780,0.045323,0.034239,0.030165,0.019698,-0.011395,-0.015557,0.009843,-0.012380,-0.010903,0.011585,-0.009971
6.790,0.038578,0.043321,0.027917,0.024686,-0.019117,-0.005005,-0.002757,-0.012727,-0.012178,0.003377,-0.008938
6.800,0.055017,0.047855,0.019255,0.021711,-0.017834,0.008290,-0.013417,-0.002587,-0.002305,-0.008554,0.002605
6.810,0.078907,0.047365,0.006168,0.011732,-0.008151,0.017041,-0.014640,0.009685,0.009678,-0.011055,0.011085
6.820,0.079733,0.041901,-0.008335,-0.002032,0.005372,0.016453,-0.005565,0.013977,0.012801,-0.001369,0.006531
6.830,0.041692,0.032038,-0.020924,-0.015140,0.016364,0.006847,0.007425,0.006753,0.004206,0.009826,-0.005703
6.840,-0.020244,0.018811,-0.028704,-0.023364,0.019648,-0.006511,0.015192,-0.006035,-0.008239,0.010189,-0.011231
6.850,-0.071908,0.003609,-0.029890,-0.024051,0.013677,-0.016301,0.012273,-0.013850,-0.013142,-0.000680,-0.003552
6.860,-0.087095,-0.011972,-0.024208,-0.016979,0.001264,-0.017157,0.000721,-0.010253,-0.006014,-0.010799,0.008303
6.870,-0.065591,-0.026296,-0.012964,-0.004430,-0.011745,-0.008610,-0.011338,0.001792,0.006619,-0.009014,0.010395
6.880,-0.028513,-0.037859,0.001259,0.009548,-0.019222,0.004656,-0.015422,0.012361,0.013194,0.002708,0.000263
6.890,0.000962,-0.045447,0.015193,0.020446,-0.017644,0.015370,-0.008657,0.012745,0.007690,0.011445,-0.010178
6.900,0.012910,-0.048263,0.025635,0.024748,-0.007755,0.017660,0.004197,0.002627,-0.004853,0.007565,-0.008651
6.910,0.011185,-0.046012,0.030188,0.021067,0.005786,0.010271,0.014099,-0.009655,-0.012954,-0.004654,0.003048
6.920,0.003647,-0.038930,0.027804,0.010590,0.016602,-0.002747,0.014083,-0.013982,-0.009196,-0.011743,0.011163
6.930,-0.006074,-0.027760,0.019032,-0.003303,0.019598,-0.014260,0.004162,-0.006788,0.002980,-0.005887,0.006152
6.940,-0.018409,-0.013676,0.005887,-0.016131,0.013363,-0.017957,-0.008687,0.005998,0.012428,0.006459,-0.006094
6.950,-0.032074,0.001844,-0.008610,-0.023755,0.000833,-0.011813,-0.015426,0.013843,0.010499,0.011684,-0.011173
6.960,-0.040118,0.017171,-0.021130,-0.023716,-0.012089,0.000806,-0.011313,0.010281,-0.001041,0.004029,-0.003115
6.970,-0.032545,0.030695,-0.028794,-0.016026,-0.019317,0.012982,0.000757,-0.001752,-0.011628,-0.008067,0.008607
6.980,-0.004096,0.040996,-0.029843,-0.003167,-0.017446,0.018044,0.012295,-0.012341,-0.011570,-0.011271,0.010207
6.990,0.038789,0.046992,-0.024035,0.010715,-0.007357,0.013216,0.015184,-0.012762,-0.000921,-0.002049,-0.000195
7.000,0.078194,0.048055,-0.012704,0.021139,0.006197,0.001145,0.007393,-0.002667,0.010572,0.009431,-0.010368
7.010,0.094220,0.044072,0.001546,0.024745,0.016832,-0.011554,-0.005598,0.009625,0.012387,0.010515,-0.008350
7.020,0.078579,0.035462,0.015440,0.020368,0.019539,-0.017920,-0.014652,0.013987,0.002862,0.000008,0.003487
7.030,0.041769,0.023128,0.025787,0.009420,0.013042,-0.014465,-0.013399,0.006824,-0.009282,-0.010508,0.011223
7.040,0.006038,0.008366,0.030209,-0.004566,0.000401,-0.003083,-0.002721,-0.005962,-0.012930,-0.009440,0.005763
7.050,-0.012246,-0.007274,0.027690,-0.017079,-0.012428,0.009990,0.009871,-0.013835,-0.004741,0.002035,-0.006474
7.060,-0.016074,-0.022151,0.018809,-0.024083,-0.019403,0.017587,0.015520,-0.010309,0.007788,0.011266,-0.011098
7.070,-0.023550,-0.034701,0.005606,-0.023318,-0.017239,0.015545,0.010252,0.001711,0.013187,0.008078,-0.002672
7.080,-0.048005,-0.043609,-0.008885,-0.015030,-0.006954,0.004984,-0.002227,0.012322,0.006515,-0.004015,0.008896
7.090,-0.081030,-0.047937,-0.021334,-0.001894,0.006606,-0.008309,-0.013140,0.012779,-0.006122,-0.011682,0.010003
7.100,-0.096635,-0.047233,-0.028882,0.011853,0.017054,-0.017048,-0.014810,0.002707,-0.013154,-0.006471,-0.000652
7.110,-0.075029,-0.041569,-0.029793,0.021776,0.019470,-0.016444,-0.006062,-0.009595,-0.008145,0.005874,-0.010541
7.120,-0.023850,-0.031541,-0.023859,0.024675,0.012714,-0.006827,0.006949,-0.013992,0.004321,0.011744,-0.008035
7.130,0.025102,-0.018201,-0.012443,0.019614,-0.000030,0.006532,0.015073,-0.006860,0.012831,0.004668,0.003919
7.140,0.042481,-0.002950,0.001832,0.008225,-0.012760,0.016310,0.012594,0.005925,0.009595,-0.007554,0.011265
7.150,0.026725,0.012611,0.015686,-0.005817,-0.019480,0.017150,0.001256,0.013827,-0.002424,-0.011448,0.005364
7.160,0.003949,0.026847,0.025936,-0.017982,-0.017024,0.008590,-0.010965,0.010337,-0.012224,-0.002723,-0.006844
7.170,0.002941,0.038265,0.030227,-0.024347,-0.006549,-0.004677,-0.015473,-0.001671,-0.010834,0.009004,-0.011004
7.180,0.029665,0.045665,0.027573,-0.022857,0.007011,-0.015382,-0.009098,-0.012302,0.000474,0.010805,-0.002225
7.190,0.064566,0.048271,0.018583,-0.013994,0.017268,-0.017655,0.003677,-0.012796,0.011348,0.000695,0.009171
7.200,0.082206,0.045808,0.005324,-0.000617,0.019392,-0.010253,0.013866,-0.002747,0.011834,-0.010182,0.009783
7.210,0.071896,0.038536,-0.009159,0.012960,0.012381,0.002769,0.014301,0.009565,0.001486,-0.009834,-0.001109
7.220,0.040957,0.027217,-0.021537,0.022355,-0.000462,0.014273,0.004676,0.013997,-0.010222,0.001354,-0.010696
7.230,0.002912,0.013041,-0.028966,0.024540,-0.013087,0.017955,-0.008237,0.006895,-0.012572,0.011050,-0.007706
7.240,-0.032938,-0.002504,-0.029741,0.018808,-0.019548,0.011796,-0.015357,-0.005888,-0.003414,0.008564,0.004346
7.250,-0.060787,-0.017787,-0.023682,0.007008,-0.016801,-0.000828,-0.011674,-0.013819,0.008870,-0.003362,0.011287
7.260,-0.073308,-0.031201,-0.012181,-0.007052,-0.006140,-0.012998,0.000220,-0.010364,0.013034,-0.011582,0.004957
7.270,-0.064071,-0.041340,0.002118,-0.018837,0.007413,-0.018044,0.011960,0.001630,0.005266,-0.007034,-0.007203
7.280,-0.036859,-0.047139,0.015930,-0.024546,0.017474,-0.013201,0.015287,0.012282,-0.007322,0.005268,-0.010892
7.290,-0.008604,-0.047988,0.026083,-0.022336,0.019304,-0.001123,0.007861,0.012814,-0.013208,0.011763,-0.001774
7.300,0.002547,-0.043798,0.030242,-0.012921,0.012042,0.011571,-0.005094,0.002787,-0.007003,0.005291,0.009430
7.310,-0.005722,-0.035010,0.027453,0.000662,-0.000893,0.017923,-0.014466,-0.009535,0.005613,-0.007014,0.009546
7.320,-0.016837,-0.022546,0.018356,0.014032,-0.013407,0.014452,-0.013662,-0.014001,0.013090,-0.011587,-0.001564
7.330,-0.012160,-0.007715,0.005041,0.022875,-0.019606,0.003061,-0.003248,-0.006931,0.008584,-0.003386,-0.010834
7.340,0.008958,0.007926,-0.009431,0.024339,-0.016570,-0.010008,0.009451,0.005850,-0.003780,0.008547,-0.007365
7.350,0.028080,0.022735,-0.021737,0.017951,-0.005728,-0.017592,0.015502,0.013811,-0.012684,0.011058,0.004765
7.360,0.027893,0.035157,-0.029049,0.005773,0.007811,-0.015534,0.010649,0.010392,-0.009977,0.001379,0.011292
7.370,0.011943,0.043888,-0.029686,-0.008268,0.017671,-0.004963,-0.001695,-0.001590,0.001864,-0.009820,0.004541
7.380,0.001550,0.048010,-0.023502,-0.019641,0.019208,0.008329,-0.012846,-0.012262,0.011998,-0.010194,-0.007549
7.390,0.012511,0.047092,-0.011918,-0.024679,0.011697,0.017055,-0.014961,-0.012830,0.011149,0.000670,-0.010763
7.400,0.037178,0.041229,0.002404,-0.021755,-0.001324,0.016435,-0.006553,-0.002827,0.000094,0.010795,-0.001320
7.410,0.052102,0.031038,0.016174,-0.011813,-0.013721,0.006806,0.006465,0.009505,-0.011047,0.009020,0.009675
7.420,0.043009,0.017587,0.026227,0.001939,-0.019655,-0.006552,0.014935,0.014006,-0.012075,-0.002698,0.009293
7.430,0.019320,0.002290,0.030255,0.015066,-0.016331,-0.016320,0.012900,0.006966,-0.002049,-0.011442,-0.002016
7.440,0.002262,-0.013247,0.027331,0.023333,-0.005314,-0.017143,0.001791,-0.005813,0.009852,-0.007573,-0.010955
7.450,0.000427,-0.027394,0.018127,0.024073,0.008205,-0.008571,-0.010578,-0.013803,0.012735,0.004645,-0.007012
7.460,0.000652,-0.038664,0.004758,0.017047,0.017860,0.004699,-0.015506,-0.010420,0.003960,0.011742,0.005176
7.470,-0.015808,-0.045875,-0.009703,0.004522,0.019102,0.015393,-0.009527,0.001549,-0.008441,0.005895,0.011277
7.480,-0.050721,-0.048269,-0.021936,-0.009462,0.011346,0.017651,0.003154,0.012241,-0.013114,-0.006450,0.004118
7.490,-0.085524,-0.045595,-0.029128,-0.020393,-0.001754,0.010235,0.013616,0.012847,-0.005782,-0.011685,-0.007884
7.500,-0.099770,-0.038134,-0.029628,-0.024746,-0.014028,-0.002791,0.014501,0.002867,0.006843,-0.004039,-0.010615
7.510,-0.088976,-0.026669,-0.023320,-0.021116,-0.019694,-0.014287,0.005185,-0.009475,0.013204,0.008060,-0.000864
7.520,-0.061902,-0.012404,-0.011654,-0.010674,-0.016084,-0.017953,-0.007777,-0.014010,0.007478,0.011274,0.009903
7.530,-0.023892,0.003163,0.002690,0.003212,-0.004897,-0.011779,-0.015269,-0.007002,-0.005094,0.002059,0.009025
7.540,0.029184,0.018399,0.016415,0.016061,0.008596,0.000850,-0.012021,0.005776,-0.013002,-0.009425,-0.002465
7.550,0.095748,0.031702,0.026369,0.023729,0.018040,0.013013,-0.000317,0.013795,-0.009008,-0.010520,-0.011057
7.560,0.151340,0.041677,0.030265,0.023742,0.018987,0.018044,0.011610,0.010447,0.003232,-0.000018,-0.006647
7.570,0.157213,0.047276,0.027206,0.016097,0.010990,0.013186,0.015370,-0.001509,0.012513,0.010504,0.005579
7.580,0.095112,0.047912,0.017897,0.003258,-0.002184,0.001101,0.008319,-0.012221,0.010340,0.009446,0.011245
7.590,-0.005640,0.043517,0.004475,-0.010631,-0.014329,-0.011588,-0.004584,-0.012864,-0.001300,-0.002025,0.003688
7.600,-0.082551,0.034552,-0.009975,-0.021091,-0.019724,-0.017925,-0.014263,-0.002907,-0.011749,-0.011264,-0.008205
7.610,-0.089630,0.021960,-0.022133,-0.024747,-0.015829,-0.014439,-0.013909,0.009445,-0.011443,-0.008086,-0.010450
7.620,-0.036899,0.007063,-0.029205,-0.020420,-0.004478,-0.003039,-0.003771,0.014015,-0.000662,0.004006,-0.000407
7.630,0.019937,-0.008577,-0.029567,-0.009506,0.008983,0.010027,0.009019,0.007037,0.010725,0.011681,0.010115
7.640,0.031075,-0.023316,-0.023136,0.004475,0.018212,0.017597,0.015465,-0.005739,0.012294,0.006480,0.008743
7.650,-0.004517,-0.035606,-0.011389,0.017012,0.018863,0.015523,0.011033,-0.013786,0.002609,-0.005865,-0.002910
7.660,-0.045536,-0.044159,0.002975,0.024062,0.010629,0.004941,-0.001160,-0.010474,-0.009465,-0.011744,-0.011141
7.670,-0.053922,-0.048074,0.016655,0.023349,-0.002612,-0.008349,-0.012537,0.001468,-0.012874,-0.004677,-0.006272
7.680,-0.030889,-0.046943,0.026509,0.015104,-0.014622,-0.017063,-0.015095,0.012201,-0.004498,0.007546,0.005972
7.690,-0.008309,-0.040882,0.030272,0.001987,-0.019745,-0.016425,-0.007035,0.012881,0.007996,0.011450,0.011193
7.700,-0.009500,-0.030529,0.027079,-0.011772,-0.015567,-0.006786,0.005973,0.002947,0.013170,0.002732,0.003252
7.710,-0.024380,-0.016971,0.017665,-0.021732,-0.004057,0.006573,0.014780,-0.009415,0.006288,-0.008998,-0.008513
7.720,-0.024684,-0.001631,0.004191,-0.024682,0.009365,0.016329,0.013191,-0.014019,-0.006350,-0.010809,-0.010268
7.730,0.000898,0.013881,-0.010245,-0.019670,0.018375,0.017136,0.002323,-0.007072,-0.013175,-0.000705,0.000051
7.740,0.032646,0.027935,-0.022327,-0.008313,0.018730,0.008551,-0.010179,0.005702,-0.007939,0.010177,0.010310
7.750,0.042152,0.039056,-0.029279,0.005727,0.010262,-0.004720,-0.015521,0.013778,0.004565,0.009839,0.008446
7.760,0.024799,0.046076,-0.029504,0.017918,-0.003039,-0.015405,-0.009945,0.010502,0.012890,-0.001345,-0.003350
7.770,0.005444,0.048259,-0.022950,0.024330,-0.014909,-0.017646,0.002626,-0.001427,0.009415,-0.011046,-0.011206
7.780,0.011206,0.045374,-0.011123,0.022893,-0.019756,-0.010217,0.013350,-0.012180,-0.002679,-0.008571,-0.005886
7.790,0.041747,0.037726,0.003260,0.014071,-0.015298,0.002813,0.014683,-0.012897,-0.012320,0.003353,0.006356
7.800,0.069108,0.026116,0.016894,0.000709,-0.003633,0.014300,0.005688,-0.002987,-0.010683,0.011580,0.011124
7.810,0.065886,0.011765,0.026646,-0.012881,0.009743,0.017950,-0.007308,0.009384,0.000733,0.007042,0.002811
7.820,0.030702,-0.003822,0.030276,-0.022316,0.018529,0.011763,-0.015164,0.014023,0.011479,-0.005259,-0.008807
7.830,-0.014255,-0.019007,0.026950,-0.024552,0.018588,-0.000872,-0.012353,0.007108,0.011716,-0.011763,-0.010069
7.840,-0.046851,-0.032197,0.017431,-0.018868,0.009891,-0.013029,-0.000853,-0.005664,0.001228,-0.005299,0.000509
7.850,-0.062117,-0.042007,0.003907,-0.007097,-0.003465,-0.018045,0.011247,-0.013769,-0.010384,0.007006,0.010488
7.860,-0.067177,-0.047405,-0.010514,0.006963,-0.015189,-0.013171,0.015436,-0.010529,-0.012490,0.011588,0.008135
7.870,-0.065804,-0.047827,-0.022520,0.018777,-0.019758,-0.001079,0.008767,0.001387,-0.003163,0.003396,-0.003784
7.880,-0.054103,-0.043227,-0.029351,0.024533,-0.015021,0.011605,-0.004069,0.012160,0.009060,-0.008540,-0.011254
7.890,-0.031123,-0.034088,-0.029439,0.022376,-0.003208,0.017928,-0.014043,0.012913,0.012989,-0.011062,-0.005490
7.900,-0.007335,-0.021370,-0.022762,0.013000,0.010116,0.014426,-0.014139,0.003027,0.005028,-0.001389,0.006729
7.910,0.003529,-0.006409,-0.010856,-0.000570,0.018675,0.003017,-0.004289,-0.009354,-0.007536,0.009815,0.011036
7.920,0.001121,0.009226,0.003545,-0.013955,0.018437,-0.010045,0.008577,-0.014027,-0.013201,0.010199,0.002365
7.930,0.001837,0.023892,0.017131,-0.022839,0.009515,-0.017602,0.015410,-0.007143,-0.006781,-0.000660,-0.009086
7.940,0.021307,0.036049,0.026781,-0.024355,-0.003889,-0.015512,0.011404,0.005627,0.005847,-0.010791,-0.009853
7.950,0.054501,0.044421,0.030278,-0.018015,-0.015461,-0.004920,-0.000624,0.013760,0.013122,-0.009027,0.000966
7.960,0.077768,0.048129,0.026818,-0.005863,-0.019751,0.008368,-0.012213,0.010556,0.008385,0.002688,0.010649
7.970,0.073159,0.046784,0.017196,0.008181,-0.014737,0.017070,-0.015211,-0.001346,-0.004028,0.011440,0.007811
7.980,0.048335,0.040527,0.003623,0.019585,-0.002782,0.016416,-0.007510,-0.012139,-0.012754,0.007580,-0.004213
7.990,0.027975,0.030015,-0.010783,0.024671,0.010484,0.006765,0.005474,-0.012930,-0.009805,-0.004636,-0.011282
8.000,0.024491,0.016351,-0.022710,0.021799,0.018811,-0.006593,0.014608,-0.003067,0.002120,-0.011742,-0.005085
8.010,0.021464,0.000971,-0.029420,0.011894,0.018278,-0.016339,0.013466,0.009323,0.012104,-0.005904,0.007091
8.020,-0.008462,-0.014512,-0.029370,-0.001847,0.009135,-0.017129,0.002852,0.014031,0.011008,0.006442,0.010929
8.030,-0.068031,-0.028471,-0.022572,-0.014993,-0.004311,-0.008532,-0.009768,0.007178,-0.000165,0.011686,0.001916
8.040,-0.121910,-0.039440,-0.010587,-0.023302,-0.015726,0.004742,-0.015517,-0.005589,-0.011187,0.004048,-0.009351
8.050,-0.124595,-0.046269,0.003830,-0.024094,-0.019734,0.015416,-0.010351,-0.013751,-0.011968,-0.008053,-0.009622
8.060,-0.064925,-0.048239,0.017367,-0.017114,-0.014446,0.017642,0.002096,-0.010583,-0.001793,-0.011276,0.001421
8.070,0.018122,-0.045145,0.026914,-0.004613,-0.002354,0.010198,0.013069,0.001306,0.010023,-0.002069,0.010793
8.080,0.066879,-0.037310,0.030277,0.009376,0.010847,-0.002834,0.014849,0.012118,0.012664,0.009419,0.007473
8.090,0.054822,-0.025559,0.026683,0.020341,0.018939,-0.014314,0.006184,0.012946,0.003711,0.010524,-0.004634
8.100,0.007113,-0.011123,0.016959,0.024743,0.018109,-0.017948,-0.006830,0.003107,-0.008638,0.000028,-0.011292
8.110,-0.026599,0.004480,0.003338,0.021164,0.008750,-0.011746,-0.015040,-0.009292,-0.013080,-0.010499,-0.004672
8.120,-0.018781,0.019613,-0.011050,0.010757,-0.004731,0.000894,-0.012671,-0.014035,-0.005548,-0.009452,0.007442
8.130,0.015010,0.032686,-0.022899,-0.003120,-0.015984,0.013044,-0.001388,-0.007213,0.007063,0.002015,0.010805
8.140,0.037543,0.042328,-0.029487,-0.015990,-0.019707,0.018045,0.010871,0.005552,0.013208,0.011261,0.001463
8.150,0.028513,0.047525,-0.029299,-0.023702,-0.014148,0.013156,0.015483,0.013742,0.007262,0.008093,-0.009600
8.160,0.001829,0.047733,-0.022380,-0.023768,-0.001925,0.001057,0.009205,0.010610,-0.005332,-0.003996,-0.009374
8.170,-0.011637,0.042929,-0.010318,-0.016167,0.011205,-0.011622,-0.003549,-0.001265,-0.013045,-0.011680,0.001874
8.180,0.005219,0.033617,0.004114,-0.003350,0.019057,-0.017930,-0.013806,-0.012097,-0.008817,-0.006488,0.010919
8.190,0.041594,0.020776,0.017601,0.010547,0.017933,-0.014412,-0.014352,-0.012962,0.003483,0.005856,0.007124
8.200,0.070548,0.005754,0.027044,0.021042,0.008361,-0.002995,-0.004803,-0.003146,0.012594,0.011745,-0.005048
8.210,0.071029,-0.009873,0.030273,0.024749,-0.005149,0.010064,0.008125,0.009262,0.010176,0.004686,-0.011284
8.220,0.039957,-0.024463,0.026547,0.020472,-0.016234,0.017607,0.015337,0.014039,-0.001557,-0.007538,-0.004251
