log10_x,pi_100,pi_1000,pi_10000,zero_line
414.6,-0.001397,-0.002951,-0.002383,0.0
414.8,-0.012204,-0.012497,-0.012748,0.0
415.0,-0.015071,-0.010758,-0.012125,0.0
415.2,-0.016421,-0.021978,-0.020851,0.0
415.4,-0.025968,-0.026507,-0.023864,0.0
415.6,-0.024950,-0.028009,-0.028420,0.0
415.8,0.005149,0.007142,0.007581,0.0
416.0,-0.014239,-0.014270,-0.015758,0.0
416.2,-0.010507,-0.007023,-0.007169,0.0
416.4,-0.025928,-0.025467,-0.024243,0.0
416.6,-0.000314,-0.001480,-0.001986,0.0
416.8,-0.005082,-0.007459,-0.008299,0.0
417.0,0.019941,0.024118,0.022795,0.0
417.2,0.007853,0.010350,0.010379,0.0
417.4,-0.008951,-0.010490,-0.009549,0.0
417.6,0.029951,0.036103,0.036140,0.0
417.8,0.001591,0.002099,0.002593,0.0
418.0,0.039148,0.038586,0.036793,0.0
418.2,0.018225,0.021534,0.022735,0.0
418.4,0.020549,0.024635,0.025594,0.0
418.6,0.008769,0.007963,0.007989,0.0
418.8,-0.000368,-0.005929,-0.006543,0.0
419.0,0.007242,0.009291,0.010327,0.0
419.2,0.018550,0.016423,0.016423,0.0
419.4,0.009922,0.003639,0.004487,0.0
419.6,-0.004085,-0.005107,-0.004503,0.0
419.8,0.002326,0.004486,0.004837,0.0
420.0,-0.008800,-0.011191,-0.011337,0.0
420.2,-0.007716,-0.008672,-0.008787,0.0
420.4,0.004345,0.005241,0.003848,0.0
420.6,-0.004592,-0.002798,-0.002111,0.0
420.8,-0.041786,-0.042767,-0.040720,0.0
421.0,-0.015185,-0.011989,-0.012347,0.0
421.2,-0.033897,-0.031699,-0.031297,0.0
421.4,0.007342,0.006110,0.006411,0.0
421.6,-0.010352,-0.011023,-0.012007,0.0
421.8,-0.013478,-0.013488,-0.013246,0.0
422.0,-0.007321,-0.004222,-0.004079,0.0
422.2,-0.019789,-0.022737,-0.023129,0.0
422.4,-0.006226,-0.007099,-0.006836,0.0
422.6,-0.015074,-0.011699,-0.011008,0.0
422.8,0.034196,0.028245,0.029063,0.0
423.0,0.013720,0.011086,0.010197,0.0
423.2,0.031951,0.029783,0.030978,0.0
423.4,-0.006316,-0.006032,-0.006451,0.0
423.6,0.017340,0.019986,0.020690,0.0
423.8,0.024598,0.022996,0.023330,0.0
424.0,0.039031,0.035757,0.034367,0.0
424.2,-0.009914,-0.012122,-0.012115,0.0
424.4,0.015499,0.011441,0.011575,0.0
424.6,-0.005227,-0.000084,-0.000656,0.0
424.8,0.014261,0.008172,0.008902,0.0
425.0,0.014265,0.014838,0.015413,0.0
425.2,-0.015651,-0.016780,-0.017824,0.0
425.4,0.005048,0.004976,0.003185,0.0
425.6,-0.018223,-0.015998,-0.016185,0.0
425.8,-0.013427,-0.011439,-0.011496,0.0
426.0,-0.035242,-0.036264,-0.037329,0.0
426.2,0.000700,0.002109,0.001956,0.0
426.4,-0.002223,-0.002105,-0.002231,0.0
426.6,-0.009866,-0.008131,-0.007978,0.0
426.8,-0.028604,-0.027734,-0.027791,0.0
427.0,-0.049799,-0.051862,-0.051020,0.0
427.2,-0.006208,-0.005955,-0.006210,0.0
427.4,-0.014789,-0.016820,-0.016283,0.0
427.6,0.006824,0.004143,0.004285,0.0
427.8,0.006929,0.008966,0.008915,0.0
428.0,0.014597,0.016433,0.017266,0.0
428.2,-0.014475,-0.015143,-0.013417,0.0
428.4,0.017861,0.015024,0.015779,0.0
428.6,0.005608,0.010888,0.010111,0.0
428.8,0.033056,0.033285,0.032557,0.0
429.0,0.010540,0.007627,0.007822,0.0
429.2,0.001219,0.004472,0.004875,0.0
429.4,0.002969,0.001678,0.002598,0.0
429.6,0.016422,0.020809,0.021483,0.0
429.8,0.040242,0.039588,0.040461,0.0
430.0,0.009736,0.012732,0.013352,0.0
430.2,0.029751,0.031624,0.031902,0.0
430.4,-0.026484,-0.030671,-0.029549,0.0
430.6,0.029025,0.028285,0.029033,0.0
430.8,-0.008044,-0.009730,-0.008765,0.0
431.0,0.009188,0.005958,0.006001,0.0
431.2,-0.009731,-0.010583,-0.011223,0.0
431.4,-0.006244,-0.007645,-0.008868,0.0
431.6,-0.029151,-0.029443,-0.029200,0.0
431.8,-0.021559,-0.024087,-0.025052,0.0
432.0,-0.013030,-0.007551,-0.006377,0.0
432.2,-0.029076,-0.026756,-0.025782,0.0
432.4,-0.004281,-0.006178,-0.006060,0.0
432.6,-0.029006,-0.028727,-0.028341,0.0
432.8,-0.014616,-0.015414,-0.016985,0.0
433.0,-0.014560,-0.015867,-0.014618,0.0
433.2,0.003807,0.003390,0.003404,0.0
433.4,0.001089,0.007071,0.006252,0.0
433.6,0.016519,0.017738,0.016074,0.0
433.8,-0.015820,-0.016920,-0.015883,0.0
434.0,0.008791,0.010621,0.010014,0.0
434.2,0.007448,0.003752,0.005485,0.0
434.4,0.007426,0.008292,0.006008,0.0
434.6,0.030384,0.025966,0.027184,0.0
434.8,0.008104,0.004523,0.004513,0.0
435.0,0.037849,0.036643,0.036464,0.0
435.2,0.011241,0.010763,0.010010,0.0
435.4,0.028406,0.027735,0.028434,0.0
435.6,-0.020772,-0.019600,-0.020690,0.0
435.8,0.013725,0.011187,0.011040,0.0
436.0,0.019645,0.019087,0.019458,0.0
436.2,0.018387,0.017538,0.017310,0.0
436.4,0.005454,0.002468,0.004052,0.0
436.6,-0.028316,-0.031399,-0.031766,0.0
436.8,-0.003142,-0.001757,-0.001460,0.0
437.0,-0.010085,-0.005079,-0.005173,0.0
437.2,-0.012026,-0.015148,-0.014851,0.0
437.4,-0.037600,-0.038082,-0.038080,0.0
437.6,-0.000468,0.002188,0.003230,0.0
437.8,-0.028278,-0.031109,-0.031718,0.0
438.0,-0.007428,-0.009303,-0.009981,0.0
438.2,-0.028364,-0.030912,-0.031725,0.0
438.4,-0.002400,-0.003295,-0.004428,0.0
438.6,-0.002849,-0.001453,-0.001496,0.0
438.8,-0.000113,-0.001067,-0.000591,0.0
439.0,-0.020557,-0.017190,-0.019379,0.0
439.2,-0.014649,-0.015736,-0.014377,0.0
439.4,0.010412,0.008705,0.009189,0.0
439.6,0.001050,0.003151,0.003262,0.0
439.8,0.032234,0.030819,0.031550,0.0
440.0,-0.007310,-0.008889,-0.007605,0.0
440.2,0.024928,0.024707,0.024469,0.0
440.4,0.020277,0.018824,0.018519,0.0
440.6,0.021393,0.025703,0.025710,0.0
440.8,0.009099,0.013366,0.014182,0.0
441.0,0.025381,0.026985,0.026688,0.0
441.2,0.008418,0.006131,0.006468,0.0
441.4,-0.018168,-0.021816,-0.021787,0.0
441.6,-0.008498,-0.008729,-0.008811,0.0
441.8,-0.000316,-0.002136,-0.000498,0.0
442.0,0.020163,0.022271,0.022703,0.0
442.2,-0.007871,-0.006487,-0.006395,0.0
442.4,-0.019879,-0.020453,-0.021244,0.0
442.6,-0.022758,-0.023496,-0.023284,0.0
442.8,0.000174,0.005104,0.004437,0.0
443.0,-0.030135,-0.033897,-0.035283,0.0
443.2,0.000077,0.004266,0.004076,0.0
443.4,-0.019779,-0.022982,-0.022391,0.0
443.6,-0.012459,-0.009539,-0.009185,0.0
443.8,-0.027995,-0.028746,-0.027581,0.0
444.0,-0.020262,-0.020768,-0.021109,0.0
444.2,-0.003686,-0.006639,-0.007749,0.0
444.4,-0.000146,-0.001269,-0.000438,0.0
444.6,0.014727,0.010968,0.008876,0.0
444.8,-0.013685,-0.014005,-0.014603,0.0
445.0,0.007447,0.010502,0.012335,0.0
445.2,-0.000328,-0.000995,-0.001759,0.0
445.4,0.018084,0.017293,0.017769,0.0
445.6,0.021907,0.020723,0.019431,0.0
445.8,0.010028,0.018365,0.017943,0.0
446.0,0.011559,0.013015,0.012100,0.0
446.2,0.018562,0.019517,0.021165,0.0
446.4,0.005411,0.001649,0.001014,0.0
446.6,0.024055,0.023207,0.024639,0.0
446.8,0.024486,0.027902,0.027506,0.0
447.0,0.009579,0.008846,0.009155,0.0
447.2,0.002397,0.007203,0.005795,0.0
447.4,-0.032596,-0.035140,-0.035266,0.0
447.6,0.008625,0.006363,0.006268,0.0
447.8,-0.017651,-0.016929,-0.016812,0.0
448.0,0.013091,0.009015,0.008637,0.0
448.2,-0.022921,-0.024506,-0.024194,0.0
448.4,-0.013183,-0.011580,-0.011823,0.0
448.6,-0.035877,-0.035998,-0.035368,0.0
448.8,-0.030441,-0.028693,-0.029286,0.0
449.0,0.003066,0.002446,0.001667,0.0
449.2,-0.012818,-0.013865,-0.014266,0.0
449.4,-0.002998,-0.000160,-0.000779,0.0
449.6,-0.039034,-0.040115,-0.040716,0.0
449.8,-0.003626,-0.001718,-0.002126,0.0
450.0,-0.004814,-0.007605,-0.008051,0.0
450.2,0.013971,0.016368,0.016789,0.0
450.4,0.002572,0.002214,0.002728,0.0
450.6,0.025256,0.027235,0.028660,0.0
450.8,-0.006625,-0.009223,-0.010622,0.0
451.0,0.015084,0.013520,0.013577,0.0
451.2,-0.004507,-0.007795,-0.007952,0.0
451.4,0.031453,0.031236,0.031429,0.0
451.6,0.027149,0.028662,0.029870,0.0
451.8,0.021319,0.022275,0.022057,0.0
452.0,0.010591,0.012069,0.013189,0.0
452.2,-0.007328,-0.009720,-0.009361,0.0
452.4,0.044895,0.044887,0.044065,0.0
452.6,0.011433,0.015022,0.016860,0.0
452.8,0.014753,0.016469,0.016155,0.0
453.0,-0.027434,-0.026635,-0.024850,0.0
453.2,-0.011098,-0.011523,-0.011249,0.0
453.4,-0.004086,-0.005129,-0.004999,0.0
453.6,-0.021710,-0.020233,-0.020290,0.0
453.8,-0.007677,-0.008378,-0.008370,0.0
454.0,-0.018932,-0.019722,-0.018515,0.0
454.2,-0.003744,-0.006242,-0.004963,0.0
454.4,-0.036507,-0.037895,-0.038215,0.0
454.6,-0.026866,-0.024743,-0.024037,0.0
454.8,-0.033351,-0.032106,-0.033226,0.0
455.0,0.009849,0.015511,0.016236,0.0
455.2,-0.008718,-0.009047,-0.008707,0.0
455.4,-0.001294,0.000471,0.000010,0.0
455.6,-0.020188,-0.022579,-0.023925,0.0
455.8,0.012072,0.010606,0.010474,0.0
456.0,-0.000388,0.002526,0.002557,0.0
456.2,0.001757,0.001073,0.001124,0.0
456.4,0.001532,0.001974,0.002060,0.0
456.6,0.009809,0.012530,0.012817,0.0
456.8,0.037949,0.039967,0.039719,0.0
457.0,-0.002158,-0.002051,-0.002124,0.0
457.2,0.031009,0.030810,0.030998,0.0
457.4,-0.003482,-0.003909,-0.003576,0.0
457.6,0.030645,0.031946,0.031449,0.0
457.8,-0.003968,-0.008778,-0.010000,0.0
458.0,0.004264,0.003188,0.002260,0.0
458.2,-0.003766,0.002412,0.002152,0.0
458.4,0.003133,-0.001138,-0.000885,0.0
458.6,0.004852,0.008325,0.009480,0.0
458.8,-0.005294,-0.008707,-0.008327,0.0
459.0,0.006618,0.005276,0.004821,0.0
459.2,-0.012306,-0.010676,-0.009822,0.0
459.4,-0.011687,-0.013624,-0.012671,0.0
459.6,-0.031784,-0.034064,-0.034548,0.0
459.8,-0.007415,-0.005949,-0.004694,0.0
460.0,-0.031714,-0.032149,-0.032442,0.0
460.2,-0.003382,0.001769,0.002509,0.0
460.4,-0.038822,-0.039773,-0.039426,0.0
460.6,-0.016350,-0.019030,-0.019086,0.0
460.8,-0.023753,-0.024471,-0.025415,0.0
461.0,0.001148,0.004372,0.004511,0.0
461.2,0.010296,0.008985,0.010595,0.0
461.4,-0.005153,-0.004773,-0.004862,0.0
461.6,0.005794,0.004952,0.004430,0.0
461.8,-0.020150,-0.018536,-0.018335,0.0
462.0,0.027650,0.026503,0.026474,0.0
462.2,0.007647,0.009916,0.010552,0.0
462.4,0.026651,0.024563,0.024152,0.0
462.6,0.018044,0.019643,0.020960,0.0
462.8,0.004200,0.005006,0.004788,0.0
463.0,0.010514,0.010185,0.009786,0.0
463.2,0.007954,0.006091,0.005485,0.0
463.4,0.003311,0.010066,0.009869,0.0
463.6,0.012671,0.015358,0.016094,0.0
463.8,0.027880,0.031749,0.033090,0.0
464.0,0.002680,0.002559,0.002934,0.0
464.2,-0.015606,-0.014124,-0.014176,0.0
464.4,-0.036635,-0.035343,-0.032301,0.0
464.6,0.008097,0.011586,0.011568,0.0
464.8,-0.011870,-0.009302,-0.008502,0.0
465.0,-0.008991,-0.003567,-0.005139,0.0
465.2,-0.046742,-0.049242,-0.048466,0.0
465.4,-0.005828,-0.011011,-0.011129,0.0
465.6,-0.015911,-0.018050,-0.018235,0.0
465.8,-0.021450,-0.021053,-0.021766,0.0
466.0,-0.013093,-0.017057,-0.016190,0.0
466.2,-0.021725,-0.023197,-0.023262,0.0
466.4,0.001920,-0.001978,-0.003489,0.0
466.6,-0.014822,-0.017092,-0.016512,0.0
466.8,0.006990,0.008360,0.008997,0.0
467.0,-0.002963,-0.001974,-0.002312,0.0
467.2,0.048586,0.048358,0.047101,0.0
467.4,0.006602,0.002798,0.002970,0.0
467.6,0.001351,0.003611,0.004434,0.0
467.8,-0.012669,-0.015006,-0.014810,0.0
468.0,0.009275,0.007911,0.007487,0.0
468.2,0.020927,0.022440,0.020804,0.0
468.4,0.016368,0.021187,0.020936,0.0
468.6,0.012228,0.012849,0.013969,0.0
468.8,0.027088,0.028348,0.028401,0.0
469.0,0.008473,0.007488,0.005797,0.0
469.2,-0.003426,-0.005671,-0.004660,0.0
469.4,0.012039,0.014684,0.014381,0.0
469.6,0.000074,-0.003513,-0.002647,0.0
469.8,0.012147,0.012188,0.011589,0.0
470.0,-0.039055,-0.039695,-0.039129,0.0
470.2,-0.019651,-0.018945,-0.020938,0.0
470.4,-0.031360,-0.033285,-0.034718,0.0
470.6,0.006337,0.006177,0.006174,0.0
470.8,-0.010389,-0.012244,-0.012471,0.0
471.0,-0.028239,-0.028896,-0.028710,0.0
471.2,-0.019327,-0.019821,-0.019705,0.0
471.4,-0.035848,-0.033767,-0.032880,0.0
471.6,0.001676,-0.001448,-0.000565,0.0
471.8,-0.018265,-0.018896,-0.018967,0.0
472.0,0.004851,0.008088,0.007691,0.0
472.2,-0.008711,-0.010357,-0.008853,0.0
472.4,-0.008786,-0.006701,-0.007867,0.0
472.6,-0.018616,-0.018079,-0.016455,0.0
472.8,0.003511,0.003000,0.001969,0.0
473.0,0.016434,0.014377,0.014039,0.0
473.2,0.024251,0.027059,0.026737,0.0
473.4,0.011243,0.006844,0.006828,0.0
473.6,0.000955,-0.002896,-0.001026,0.0
473.8,0.016684,0.015222,0.015839,0.0
474.0,0.006056,0.004281,0.005704,0.0
474.2,0.051095,0.055227,0.055125,0.0
474.4,0.004695,0.005337,0.006188,0.0
474.6,0.018861,0.020710,0.021109,0.0
474.8,-0.027901,-0.031858,-0.031664,0.0
475.0,0.014143,0.014969,0.014748,0.0
475.2,0.000462,-0.002661,-0.002731,0.0
475.4,0.000293,0.002802,0.002989,0.0
475.6,-0.020742,-0.021984,-0.021551,0.0
475.8,-0.020798,-0.018970,-0.019813,0.0
476.0,-0.006760,-0.005143,-0.005793,0.0
476.2,-0.031311,-0.031603,-0.031958,0.0
476.4,-0.029445,-0.026617,-0.027408,0.0
476.6,-0.034127,-0.033088,-0.032448,0.0
476.8,-0.001598,-0.004842,-0.004324,0.0
477.0,-0.023161,-0.025753,-0.025552,0.0
477.2,-0.016358,-0.013880,-0.014979,0.0
477.4,-0.038566,-0.038470,-0.037338,0.0
477.6,0.003511,0.005701,0.006550,0.0
477.8,0.003112,0.000428,0.001230,0.0
478.0,-0.000193,0.001850,0.001959,0.0
478.2,-0.018536,-0.016952,-0.017114,0.0
478.4,-0.003462,-0.003456,-0.003381,0.0
478.6,0.016977,0.012581,0.012374,0.0
478.8,0.014884,0.016743,0.015840,0.0
479.0,0.019606,0.017052,0.017872,0.0
479.2,-0.009192,-0.010985,-0.012347,0.0
479.4,0.047065,0.044934,0.044974,0.0
479.6,-0.000499,0.002583,0.001094,0.0
479.8,0.006132,0.008392,0.009793,0.0
480.0,-0.004009,-0.008034,-0.008709,0.0
480.2,0.016583,0.017302,0.017041,0.0
480.4,0.022531,0.019542,0.021156,0.0
480.6,-0.015450,-0.015584,-0.016387,0.0
480.8,-0.011130,-0.010544,-0.011616,0.0
481.0,-0.014678,-0.014472,-0.013649,0.0
481.2,0.004389,0.006412,0.007278,0.0
481.4,-0.020373,-0.020476,-0.019510,0.0
481.6,-0.014758,-0.014292,-0.014073,0.0
481.8,-0.015971,-0.017481,-0.017021,0.0
482.0,-0.010567,-0.010304,-0.010346,0.0
482.2,-0.035700,-0.036115,-0.036669,0.0
482.4,-0.015854,-0.013370,-0.013620,0.0
482.6,-0.036382,-0.038148,-0.038261,0.0
482.8,0.008274,0.009400,0.009490,0.0
483.0,-0.006475,-0.007323,-0.007486,0.0
483.2,-0.020277,-0.017855,-0.014392,0.0
483.4,-0.008932,-0.009259,-0.009283,0.0
483.6,-0.024251,-0.023453,-0.022106,0.0
483.8,0.029196,0.026631,0.027365,0.0
484.0,-0.004945,-0.006127,-0.005420,0.0
484.2,0.018826,0.020917,0.020525,0.0
484.4,-0.009526,-0.006813,-0.004685,0.0
484.6,0.026205,0.025175,0.026039,0.0
484.8,0.000641,0.001075,0.001142,0.0
485.0,0.014218,0.011339,0.011907,0.0
485.2,0.031069,0.028506,0.028654,0.0
485.4,0.010715,0.014296,0.014092,0.0
485.6,0.008737,0.004094,0.004532,0.0
485.8,0.005815,0.007360,0.007225,0.0
486.0,0.001808,-0.004113,-0.003642,0.0
486.2,-0.003720,-0.002316,-0.002318,0.0
486.4,0.006134,0.005744,0.006082,0.0
486.6,-0.026477,-0.026306,-0.026321,0.0
486.8,-0.007115,-0.011514,-0.012007,0.0
487.0,-0.048554,-0.050075,-0.049995,0.0
487.2,-0.008867,-0.009444,-0.009672,0.0
487.4,-0.009802,-0.008923,-0.008117,0.0
487.6,-0.000657,-0.000719,-0.000394,0.0
487.8,-0.025931,-0.028133,-0.027481,0.0
488.0,-0.015022,-0.012889,-0.015040,0.0
488.2,-0.017762,-0.021103,-0.020958,0.0
488.4,-0.025749,-0.021294,-0.022287,0.0
488.6,-0.001024,-0.004638,-0.003826,0.0
488.8,-0.022859,-0.021472,-0.020684,0.0
489.0,0.002832,0.003972,0.005712,0.0
489.2,-0.001563,-0.001943,-0.000039,0.0
489.4,-0.013252,-0.009172,-0.009494,0.0
489.6,-0.008176,-0.010456,-0.009003,0.0
489.8,0.022901,0.022648,0.023891,0.0
490.0,0.035241,0.034866,0.034332,0.0
490.2,0.022294,0.021744,0.021760,0.0
490.4,0.005127,0.003760,0.003702,0.0
490.6,-0.003689,-0.004693,-0.004996,0.0
490.8,0.029660,0.027081,0.027520,0.0
491.0,0.012186,0.010692,0.012082,0.0
491.2,0.014059,0.007803,0.009388,0.0
491.4,-0.002538,-0.002456,-0.003726,0.0
491.6,0.018751,0.016681,0.017636,0.0
491.8,-0.038015,-0.038999,-0.040690,0.0
492.0,-0.005853,-0.005623,-0.005284,0.0
492.2,-0.032283,-0.032120,-0.031659,0.0
492.4,0.006917,0.008846,0.008158,0.0
492.6,-0.005494,-0.007941,-0.007050,0.0
492.8,-0.038131,-0.036307,-0.035941,0.0
493.0,-0.032079,-0.028743,-0.028145,0.0
493.2,-0.022005,-0.023273,-0.024466,0.0
493.4,0.004105,0.003804,0.002264,0.0
493.6,-0.024241,-0.028835,-0.028303,0.0
493.8,-0.028122,-0.031425,-0.031983,0.0
494.0,-0.043346,-0.038751,-0.039487,0.0
494.2,0.003207,0.002919,0.002834,0.0
494.4,-0.015484,-0.013959,-0.014176,0.0
494.6,-0.001022,-0.000873,-0.000723,0.0
494.8,-0.003052,-0.008051,-0.008113,0.0
495.0,0.015768,0.012451,0.012259,0.0
495.2,-0.009233,-0.005669,-0.006018,0.0
495.4,0.002258,0.001674,0.002174,0.0
495.6,0.005258,0.005621,0.005791,0.0
495.8,0.032150,0.031739,0.030966,0.0
496.0,0.043257,0.042670,0.042005,0.0
496.2,-0.002124,0.000243,-0.000702,0.0
496.4,0.011569,0.010064,0.010037,0.0
496.6,-0.008575,-0.004927,-0.005719,0.0
496.8,0.019704,0.018165,0.019198,0.0
497.0,-0.003330,-0.005741,-0.005463,0.0
497.2,0.003039,0.001744,0.001176,0.0
497.4,-0.014235,-0.013349,-0.013754,0.0
497.6,-0.014887,-0.013769,-0.013243,0.0
497.8,0.005664,0.008210,0.008697,0.0
498.0,-0.012505,-0.016698,-0.015052,0.0
498.2,0.005015,0.005684,0.006485,0.0
498.4,-0.032093,-0.032631,-0.033669,0.0
498.6,-0.026206,-0.023904,-0.023141,0.0
498.8,-0.035241,-0.033728,-0.034206,0.0
499.0,-0.030721,-0.030460,-0.030033,0.0
499.2,-0.030922,-0.031782,-0.031663,0.0
499.4,0.004433,0.004818,0.005859,0.0
499.6,-0.020939,-0.020342,-0.020040,0.0
499.8,-0.009519,-0.007735,-0.008218,0.0
500.0,-0.016588,-0.017064,-0.016778,0.0
