log10_x,pi_100,pi_1000,pi_10000,zero_line
299.8,-0.022458,-0.022031,-0.021516,0.0
300.0,-0.015104,-0.014793,-0.014148,0.0
300.2,-0.003105,-0.002994,-0.003429,0.0
300.4,0.008146,0.008085,0.010397,0.0
300.6,0.011809,0.009886,0.008797,0.0
300.8,0.011965,0.014017,0.014260,0.0
301.0,0.012627,0.010241,0.009097,0.0
301.2,0.017717,0.017646,0.018351,0.0
301.4,0.005060,0.004712,0.004971,0.0
301.6,0.009995,0.007287,0.007432,0.0
301.8,0.017782,0.018926,0.018337,0.0
302.0,0.007737,0.009057,0.008479,0.0
302.2,0.036529,0.038489,0.038596,0.0
302.4,-0.005267,-0.001603,-0.003008,0.0
302.6,0.013663,0.011690,0.012428,0.0
302.8,-0.011210,-0.011487,-0.013211,0.0
303.0,0.015645,0.016562,0.016554,0.0
303.2,-0.016581,-0.015440,-0.015351,0.0
303.4,-0.015904,-0.015961,-0.017214,0.0
303.6,-0.030439,-0.026639,-0.026652,0.0
303.8,-0.021820,-0.023348,-0.022809,0.0
304.0,-0.008034,-0.005198,-0.004054,0.0
304.2,-0.024868,-0.021644,-0.021847,0.0
304.4,-0.014938,-0.014221,-0.014308,0.0
304.6,-0.025448,-0.031202,-0.031489,0.0
304.8,-0.020633,-0.021290,-0.021025,0.0
305.0,-0.035182,-0.035152,-0.034273,0.0
305.2,-0.004253,-0.006108,-0.007221,0.0
305.4,-0.001759,0.001271,0.001255,0.0
305.6,0.023606,0.021411,0.020707,0.0
305.8,-0.014952,-0.016414,-0.016620,0.0
306.0,-0.016366,-0.014492,-0.015746,0.0
306.2,-0.003580,-0.001109,-0.001212,0.0
306.4,0.036631,0.034781,0.034532,0.0
306.6,0.026357,0.025585,0.024622,0.0
306.8,0.007159,0.015105,0.015671,0.0
307.0,0.001976,0.002397,0.002036,0.0
307.2,0.002183,0.002822,0.004464,0.0
307.4,0.020768,0.023121,0.021786,0.0
307.6,-0.000896,0.002166,0.003485,0.0
307.8,0.031491,0.033578,0.033434,0.0
308.0,0.021201,0.021674,0.022239,0.0
308.2,0.006948,0.007262,0.007800,0.0
308.4,-0.018653,-0.017367,-0.017124,0.0
308.6,-0.011917,-0.014388,-0.014701,0.0
308.8,0.015211,0.019351,0.018382,0.0
309.0,0.005939,0.004817,0.004129,0.0
309.2,-0.016546,-0.016774,-0.017156,0.0
309.4,-0.034608,-0.034832,-0.034197,0.0
309.6,-0.025996,-0.027371,-0.028639,0.0
309.8,-0.017732,-0.016045,-0.016180,0.0
310.0,-0.002533,-0.000728,-0.000100,0.0
310.2,-0.035901,-0.035233,-0.035991,0.0
310.4,-0.024796,-0.025283,-0.024989,0.0
310.6,-0.010459,-0.005985,-0.006447,0.0
310.8,0.009822,0.012189,0.013656,0.0
311.0,-0.010372,-0.008441,-0.008590,0.0
311.2,0.000580,-0.001702,-0.001671,0.0
311.4,0.010586,0.010084,0.010304,0.0
311.6,-0.006104,-0.006106,-0.005724,0.0
311.8,-0.001487,0.000381,-0.000144,0.0
312.0,-0.019073,-0.016514,-0.015273,0.0
312.2,0.028478,0.029580,0.029557,0.0
312.4,0.023238,0.025106,0.024993,0.0
312.6,0.028618,0.029526,0.029553,0.0
312.8,0.015981,0.017527,0.017048,0.0
313.0,0.003130,0.001626,0.002687,0.0
313.2,-0.004191,-0.006393,-0.007413,0.0
313.4,0.007786,0.003315,0.003146,0.0
313.6,0.019632,0.019203,0.019224,0.0
313.8,0.010178,0.013622,0.012542,0.0
314.0,0.000071,0.002983,0.002604,0.0
314.2,-0.005299,-0.002754,-0.004257,0.0
314.4,-0.026015,-0.024138,-0.025977,0.0
314.6,-0.016689,-0.018915,-0.020008,0.0
314.8,-0.007863,-0.010579,-0.010295,0.0
315.0,-0.025137,-0.023768,-0.023427,0.0
315.2,0.000921,-0.003590,-0.004744,0.0
315.4,-0.040907,-0.042351,-0.041618,0.0
315.6,-0.008973,-0.008745,-0.010040,0.0
315.8,-0.016753,-0.013278,-0.014165,0.0
316.0,-0.005395,-0.003320,-0.003490,0.0
316.2,-0.010657,-0.009006,-0.009076,0.0
316.4,-0.021281,-0.022282,-0.021748,0.0
316.6,-0.019697,-0.022949,-0.023702,0.0
316.8,-0.014442,-0.012418,-0.011321,0.0
317.0,0.015146,0.010399,0.008943,0.0
317.2,0.002100,-0.000273,-0.000118,0.0
317.4,0.017067,0.017678,0.018406,0.0
317.6,0.018434,0.020867,0.020075,0.0
317.8,0.018913,0.019628,0.019204,0.0
318.0,0.015332,0.018126,0.017987,0.0
318.2,0.015267,0.014678,0.014457,0.0
318.4,0.011939,0.011093,0.009987,0.0
318.6,0.036642,0.037498,0.039558,0.0
318.8,0.000365,-0.000365,0.000333,0.0
319.0,-0.003627,-0.008356,-0.008772,0.0
319.2,-0.005926,-0.003885,-0.003427,0.0
319.4,0.016463,0.017784,0.017430,0.0
319.6,0.007727,0.007537,0.006511,0.0
319.8,-0.016579,-0.017181,-0.016673,0.0
320.0,-0.019681,-0.020112,-0.018609,0.0
320.2,-0.027605,-0.025021,-0.026471,0.0
320.4,0.000421,0.004534,0.003701,0.0
320.6,-0.036745,-0.035554,-0.035511,0.0
320.8,-0.020489,-0.019205,-0.018266,0.0
321.0,0.009316,0.010781,0.010891,0.0
321.2,-0.008226,-0.011857,-0.010905,0.0
321.4,-0.003608,-0.001049,-0.001590,0.0
321.6,-0.044050,-0.043694,-0.044076,0.0
321.8,-0.019272,-0.016705,-0.016312,0.0
322.0,-0.005868,-0.009115,-0.011307,0.0
322.2,0.009722,0.011061,0.010915,0.0
322.4,-0.026091,-0.027906,-0.028980,0.0
322.6,0.012149,0.011389,0.012736,0.0
322.8,0.018021,0.018146,0.018131,0.0
323.0,0.025009,0.028102,0.028421,0.0
323.2,-0.000444,0.000926,0.000179,0.0
323.4,0.019996,0.022748,0.022996,0.0
323.6,0.009450,0.006312,0.005204,0.0
323.8,0.039436,0.043516,0.043551,0.0
324.0,0.003377,0.001229,0.001656,0.0
324.2,0.000999,-0.000505,-0.001439,0.0
324.4,0.035246,0.039675,0.038959,0.0
324.6,0.002628,0.001281,0.000875,0.0
324.8,0.027798,0.023373,0.024031,0.0
325.0,-0.010036,-0.015716,-0.016096,0.0
325.2,-0.008267,-0.009899,-0.009958,0.0
325.4,-0.001390,-0.004704,-0.005349,0.0
325.6,0.012510,0.014814,0.015133,0.0
325.8,-0.008750,-0.008357,-0.008846,0.0
326.0,-0.009392,-0.012122,-0.011697,0.0
326.2,-0.016161,-0.019716,-0.019478,0.0
326.4,-0.035062,-0.039923,-0.039855,0.0
326.6,-0.034942,-0.037067,-0.036787,0.0
326.8,-0.012640,-0.014080,-0.013073,0.0
327.0,-0.012817,-0.008199,-0.007887,0.0
327.2,0.000729,-0.002664,-0.002169,0.0
327.4,-0.007509,-0.002921,-0.002382,0.0
327.6,-0.028929,-0.024868,-0.026010,0.0
327.8,0.014189,0.015225,0.015902,0.0
328.0,-0.012603,-0.013253,-0.013068,0.0
328.2,0.016710,0.018413,0.018881,0.0
328.4,0.020806,0.022495,0.022559,0.0
328.6,-0.003031,-0.008897,-0.009109,0.0
328.8,0.003871,0.004611,0.004948,0.0
329.0,0.015049,0.018059,0.018691,0.0
329.2,0.038232,0.035944,0.035477,0.0
329.4,0.020125,0.020203,0.020861,0.0
329.6,0.027088,0.030038,0.028673,0.0
329.8,-0.013119,-0.017790,-0.017126,0.0
330.0,0.025869,0.028655,0.029477,0.0
330.2,0.005184,0.000388,0.000688,0.0
330.4,0.001615,0.001179,0.001549,0.0
330.6,0.011935,0.015887,0.016203,0.0
330.8,0.002248,-0.000335,-0.000731,0.0
331.0,-0.013603,-0.012264,-0.011585,0.0
331.2,-0.010049,-0.014450,-0.013395,0.0
331.4,-0.007610,-0.004535,-0.002968,0.0
331.6,-0.001828,0.002966,0.001835,0.0
331.8,0.009131,0.007824,0.007599,0.0
332.0,-0.036597,-0.033664,-0.033753,0.0
332.2,-0.036300,-0.031851,-0.030580,0.0
332.4,-0.035505,-0.036814,-0.035161,0.0
332.6,0.007119,0.008623,0.008835,0.0
332.8,-0.007583,-0.009946,-0.009311,0.0
333.0,0.012486,0.014850,0.014354,0.0
333.2,-0.028117,-0.029862,-0.031129,0.0
333.4,-0.001220,0.001284,-0.000409,0.0
333.6,0.001864,0.007648,0.005973,0.0
333.8,-0.018408,-0.019582,-0.020313,0.0
334.0,0.031543,0.028568,0.028696,0.0
334.2,0.023568,0.021662,0.021924,0.0
334.4,0.033871,0.028419,0.027798,0.0
334.6,-0.000400,0.001090,0.000055,0.0
334.8,0.012151,0.010001,0.009962,0.0
335.0,0.011895,0.011485,0.010560,0.0
335.2,0.029449,0.029763,0.029941,0.0
335.4,0.003110,0.006123,0.005340,0.0
335.6,0.003422,0.004300,0.004297,0.0
335.8,0.010509,0.011566,0.011168,0.0
336.0,0.001833,0.001774,0.001528,0.0
336.2,-0.011619,-0.013384,-0.012351,0.0
336.4,0.003254,0.003818,0.002643,0.0
336.6,-0.002150,-0.002054,-0.001967,0.0
336.8,-0.002342,-0.000387,0.001419,0.0
337.0,-0.006875,-0.003901,-0.004065,0.0
337.2,-0.038022,-0.036144,-0.035349,0.0
337.4,0.001356,0.003131,0.003607,0.0
337.6,0.002680,0.000558,-0.000370,0.0
337.8,-0.007524,-0.005098,-0.004484,0.0
338.0,-0.024682,-0.029553,-0.028872,0.0
338.2,-0.033331,-0.029576,-0.029330,0.0
338.4,-0.007171,-0.006632,-0.006188,0.0
338.6,-0.002260,-0.003860,-0.002884,0.0
338.8,0.002549,0.006097,0.006024,0.0
339.0,-0.013036,-0.017186,-0.017260,0.0
339.2,0.016120,0.018238,0.019571,0.0
339.4,-0.003802,-0.005750,-0.005399,0.0
339.6,0.015330,0.017607,0.017156,0.0
339.8,0.016545,0.018377,0.017457,0.0
340.0,0.035037,0.033580,0.034196,0.0
340.2,0.029996,0.030446,0.030623,0.0
340.4,0.020369,0.020814,0.020307,0.0
340.6,-0.001532,0.000000,0.000090,0.0
340.8,0.008750,0.008752,0.009309,0.0
341.0,0.020943,0.018610,0.018223,0.0
341.2,0.016829,0.017247,0.018013,0.0
341.4,0.023654,0.026825,0.027172,0.0
341.6,0.006974,0.011034,0.010445,0.0
341.8,0.007453,0.011550,0.011235,0.0
342.0,-0.010015,-0.005466,-0.005466,0.0
342.2,0.007915,0.008352,0.006854,0.0
342.4,-0.029199,-0.023923,-0.023437,0.0
342.6,-0.000506,-0.001587,-0.001922,0.0
342.8,-0.033777,-0.033944,-0.032958,0.0
343.0,-0.015293,-0.016669,-0.017609,0.0
343.2,-0.012048,-0.008437,-0.007362,0.0
343.4,-0.019875,-0.017379,-0.017992,0.0
343.6,-0.017747,-0.015728,-0.017208,0.0
343.8,-0.006777,-0.006489,-0.006716,0.0
344.0,0.000627,-0.000015,-0.001356,0.0
344.2,-0.003435,-0.003757,-0.001855,0.0
344.4,-0.008606,-0.009032,-0.009488,0.0
344.6,0.005875,0.006194,0.005977,0.0
344.8,0.025826,0.018478,0.018418,0.0
345.0,0.012404,0.012677,0.012596,0.0
345.2,0.008865,0.011219,0.008936,0.0
345.4,0.005592,0.011545,0.011430,0.0
345.6,0.022765,0.020196,0.021166,0.0
345.8,0.007455,0.010207,0.011515,0.0
346.0,0.021052,0.022305,0.021881,0.0
346.2,0.028418,0.023808,0.023426,0.0
346.4,0.023452,0.023756,0.025113,0.0
346.6,0.029902,0.029822,0.029159,0.0
346.8,-0.000337,-0.000915,-0.001311,0.0
347.0,0.013083,0.010689,0.010561,0.0
347.2,0.006333,0.010398,0.011080,0.0
347.4,0.019027,0.020277,0.019993,0.0
347.6,-0.003349,-0.009225,-0.009377,0.0
347.8,-0.021484,-0.030725,-0.030487,0.0
348.0,-0.008142,-0.008915,-0.009547,0.0
348.2,-0.013190,-0.014900,-0.014522,0.0
348.4,-0.009810,-0.012390,-0.013011,0.0
348.6,-0.024578,-0.023160,-0.023617,0.0
348.8,-0.005533,-0.006755,-0.005246,0.0
349.0,-0.013553,-0.007510,-0.006143,0.0
349.2,-0.026220,-0.025773,-0.024932,0.0
349.4,-0.031571,-0.030345,-0.030648,0.0
349.6,0.015318,0.015373,0.013993,0.0
349.8,0.008145,0.005718,0.004824,0.0
350.0,0.023528,0.022401,0.023536,0.0
350.2,-0.029235,-0.027530,-0.025756,0.0
350.4,0.012788,0.014455,0.013687,0.0
350.6,0.000045,-0.001009,-0.000778,0.0
350.8,0.020259,0.019268,0.019423,0.0
351.0,0.006817,0.008064,0.008124,0.0
351.2,0.003054,0.006869,0.007478,0.0
351.4,0.021299,0.018021,0.017961,0.0
351.6,0.012816,0.011500,0.010773,0.0
351.8,0.038451,0.033781,0.033467,0.0
352.0,0.014522,0.015447,0.014236,0.0
352.2,0.031191,0.034081,0.034550,0.0
352.4,0.006780,0.007336,0.008719,0.0
352.6,-0.004741,-0.005763,-0.005223,0.0
352.8,-0.003938,-0.003332,-0.002621,0.0
353.0,0.004969,0.008040,0.008520,0.0
353.2,0.008342,0.014625,0.015012,0.0
353.4,0.014168,0.012429,0.011243,0.0
353.6,-0.011753,-0.014361,-0.012981,0.0
353.8,-0.020042,-0.022201,-0.020841,0.0
354.0,-0.026240,-0.026216,-0.026453,0.0
354.2,-0.025760,-0.020930,-0.021267,0.0
354.4,0.003670,0.000265,0.000927,0.0
354.6,-0.013125,-0.011162,-0.011847,0.0
354.8,0.006002,0.002575,0.003745,0.0
355.0,-0.035095,-0.031266,-0.030725,0.0
355.2,-0.010482,-0.007002,-0.005720,0.0
355.4,-0.011162,-0.011866,-0.011960,0.0
355.6,0.007550,0.006868,0.008053,0.0
355.8,0.013918,0.014109,0.013933,0.0
356.0,-0.004349,0.000249,0.000844,0.0
356.2,0.027553,0.026729,0.026709,0.0
356.4,0.006662,0.006469,0.006553,0.0
356.6,0.029985,0.027200,0.027790,0.0
356.8,0.025819,0.026104,0.026330,0.0
357.0,0.037659,0.040084,0.039247,0.0
357.2,0.001838,0.001008,0.000449,0.0
357.4,0.006868,0.008840,0.008343,0.0
357.6,0.006249,0.005145,0.004763,0.0
357.8,0.023769,0.026357,0.026670,0.0
358.0,0.022301,0.020148,0.020298,0.0
358.2,0.009864,0.012254,0.010879,0.0
358.4,0.004901,0.005174,0.005471,0.0
358.6,-0.014073,-0.011527,-0.011794,0.0
358.8,-0.003326,-0.004584,-0.005034,0.0
359.0,-0.014563,-0.014446,-0.014450,0.0
359.2,0.009065,0.007581,0.007720,0.0
359.4,-0.027197,-0.021693,-0.022779,0.0
359.6,0.004713,0.003755,0.003219,0.0
359.8,-0.042836,-0.047594,-0.047556,0.0
360.0,-0.011093,-0.013034,-0.012908,0.0
360.2,0.006188,0.004719,0.005953,0.0
360.4,0.010501,0.010654,0.011846,0.0
360.6,0.000462,-0.002253,-0.001706,0.0
360.8,-0.019801,-0.018208,-0.017426,0.0
361.0,-0.001720,-0.001813,-0.000711,0.0
361.2,-0.003546,-0.003038,-0.001698,0.0
361.4,0.001148,0.003577,0.001658,0.0
361.6,0.005950,0.005927,0.003922,0.0
361.8,0.034369,0.033997,0.035063,0.0
362.0,0.032276,0.034112,0.032716,0.0
362.2,0.011964,0.015488,0.013491,0.0
362.4,-0.001992,-0.002803,-0.001624,0.0
362.6,0.027800,0.027628,0.026064,0.0
362.8,0.019379,0.016469,0.017779,0.0
363.0,0.040883,0.043888,0.043034,0.0
363.2,0.013278,0.010378,0.010693,0.0
363.4,0.004597,0.008724,0.008949,0.0
363.6,0.033382,0.037053,0.037770,0.0
363.8,0.012036,0.006519,0.005064,0.0
364.0,0.014293,0.017389,0.019017,0.0
364.2,-0.024732,-0.024213,-0.024411,0.0
364.4,-0.000965,0.000163,-0.001139,0.0
364.6,-0.010567,-0.009167,-0.009572,0.0
364.8,-0.009100,-0.007200,-0.006560,0.0
365.0,-0.020191,-0.019951,-0.019528,0.0
365.2,-0.014905,-0.015552,-0.016625,0.0
365.4,0.003139,0.004543,0.004948,0.0
365.6,-0.033790,-0.035017,-0.034567,0.0
365.8,-0.021304,-0.021261,-0.020258,0.0
366.0,-0.009498,-0.011198,-0.011621,0.0
366.2,0.006075,0.004618,0.004567,0.0
366.4,0.000921,0.002905,0.004173,0.0
366.6,0.007137,0.005920,0.005862,0.0
366.8,-0.010287,-0.010494,-0.010052,0.0
367.0,0.012374,0.012038,0.011182,0.0
367.2,-0.002461,-0.004874,-0.005061,0.0
367.4,0.016173,0.017877,0.019018,0.0
367.6,0.011522,0.011211,0.013040,0.0
367.8,0.029588,0.032547,0.033611,0.0
368.0,0.021791,0.022163,0.020700,0.0
368.2,0.027606,0.027326,0.026340,0.0
368.4,0.022086,0.024184,0.024336,0.0
368.6,0.006415,0.006385,0.006305,0.0
368.8,0.035779,0.037395,0.037426,0.0
369.0,0.012262,0.014562,0.015117,0.0
369.2,0.025709,0.026798,0.026735,0.0
369.4,-0.013131,-0.017635,-0.016411,0.0
369.6,0.003549,0.003108,0.003002,0.0
369.8,-0.008364,-0.003249,-0.003039,0.0
370.0,0.007904,0.003931,0.004631,0.0
370.2,-0.000456,0.002316,0.001257,0.0
370.4,-0.014087,-0.012609,-0.011994,0.0
370.6,-0.008874,-0.006314,-0.006175,0.0
370.8,-0.019654,-0.019062,-0.020975,0.0
371.0,-0.013894,-0.007844,-0.008048,0.0
371.2,-0.016635,-0.012044,-0.012177,0.0
371.4,-0.019821,-0.021119,-0.022456,0.0
371.6,-0.009498,-0.006622,-0.006214,0.0
371.8,-0.003139,0.001302,0.001494,0.0
372.0,-0.031399,-0.029815,-0.027959,0.0
372.2,0.006128,0.007036,0.005473,0.0
372.4,0.008557,0.006532,0.008241,0.0
372.6,0.032770,0.037805,0.037157,0.0
372.8,0.007351,0.010126,0.010042,0.0
373.0,-0.001412,-0.002352,-0.001670,0.0
373.2,0.015770,0.017825,0.017910,0.0
373.4,0.028658,0.029344,0.027920,0.0
373.6,0.038674,0.036742,0.037226,0.0
373.8,0.012172,0.014644,0.014162,0.0
374.0,0.028599,0.025159,0.024982,0.0
374.2,0.006136,0.002423,0.001359,0.0
374.4,0.003922,0.002890,0.001927,0.0
374.6,-0.002468,0.001641,0.001812,0.0
374.8,0.019027,0.020766,0.020218,0.0
375.0,0.024800,0.024404,0.025269,0.0
375.2,0.013192,0.012236,0.012391,0.0
375.4,-0.009789,-0.009033,-0.009049,0.0
375.6,-0.010553,-0.009971,-0.009599,0.0
375.8,0.006299,0.006783,0.006611,0.0
376.0,-0.007161,-0.007780,-0.007824,0.0
376.2,-0.002538,-0.002763,-0.002477,0.0
376.4,-0.030175,-0.033478,-0.033724,0.0
376.6,-0.002182,-0.002487,-0.001721,0.0
376.8,-0.025368,-0.020448,-0.020964,0.0
377.0,0.004214,0.002991,0.002815,0.0
377.2,-0.024988,-0.022546,-0.020621,0.0
377.4,0.014653,0.020157,0.019579,0.0
377.6,-0.000012,-0.002601,-0.003122,0.0
377.8,-0.013264,-0.014294,-0.013914,0.0
378.0,-0.003589,0.000056,-0.000220,0.0
378.2,0.005788,0.003767,0.005182,0.0
378.4,0.045186,0.046352,0.046754,0.0
378.6,0.016779,0.020262,0.019925,0.0
378.8,0.025133,0.024585,0.026754,0.0
379.0,-0.003859,-0.006513,-0.005755,0.0
379.2,0.031321,0.032338,0.031895,0.0
379.4,0.029873,0.033790,0.034266,0.0
379.6,0.030798,0.028971,0.028328,0.0
379.8,0.010378,0.011806,0.011724,0.0
380.0,0.013108,0.011958,0.012705,0.0
380.2,-0.001315,-0.005893,-0.006252,0.0
380.4,0.011590,0.009134,0.008827,0.0
380.6,0.006406,0.001477,0.001778,0.0
380.8,0.019419,0.024961,0.022367,0.0
381.0,0.021753,0.023226,0.022564,0.0
381.2,-0.016086,-0.019820,-0.021133,0.0
381.4,-0.017996,-0.014762,-0.013425,0.0
381.6,-0.039746,-0.037555,-0.038718,0.0
381.8,-0.002525,-0.003858,-0.004561,0.0
382.0,-0.017856,-0.021473,-0.021956,0.0
382.2,0.007959,0.008464,0.008390,0.0
382.4,-0.012724,-0.011647,-0.010905,0.0
382.6,-0.025669,-0.026473,-0.027784,0.0
382.8,0.012224,0.013562,0.012646,0.0
383.0,-0.009499,-0.010578,-0.011074,0.0
383.2,0.013273,0.007985,0.007102,0.0
383.4,-0.017196,-0.015098,-0.014493,0.0
383.6,0.001097,0.000401,0.000139,0.0
383.8,0.012593,0.012123,0.012132,0.0
384.0,0.017570,0.017249,0.017131,0.0
384.2,0.007950,0.008352,0.009549,0.0
384.4,0.031139,0.034677,0.034473,0.0
384.6,0.025409,0.024841,0.023874,0.0
384.8,0.023517,0.022910,0.023408,0.0
385.0,0.017376,0.015079,0.016028,0.0
385.2,0.021238,0.018351,0.017925,0.0
385.4,0.028875,0.027049,0.026797,0.0
385.6,0.035559,0.035316,0.034352,0.0
385.8,0.029249,0.029691,0.029529,0.0
386.0,-0.024849,-0.027857,-0.028815,0.0
386.2,0.005834,0.008047,0.008021,0.0
386.4,-0.022150,-0.025301,-0.025032,0.0
386.6,0.018148,0.018751,0.017994,0.0
386.8,-0.019377,-0.021724,-0.023624,0.0
387.0,-0.006145,-0.002515,-0.002671,0.0
387.2,-0.013680,-0.014517,-0.013984,0.0
387.4,-0.012826,-0.009745,-0.009525,0.0
387.6,-0.031212,-0.028167,-0.027582,0.0
387.8,-0.022376,-0.021560,-0.020152,0.0
388.0,0.006556,0.004987,0.003570,0.0
388.2,-0.007104,-0.005818,-0.005269,0.0
388.4,-0.018796,-0.016228,-0.015238,0.0
388.6,-0.016927,-0.018791,-0.020026,0.0
388.8,0.004997,0.003734,0.001972,0.0
389.0,0.022303,0.021727,0.022036,0.0
389.2,0.015896,0.015737,0.014329,0.0
389.4,-0.015323,-0.017829,-0.016911,0.0
389.6,0.024007,0.023596,0.024320,0.0
389.8,0.014824,0.010379,0.011184,0.0
390.0,0.012087,0.013551,0.013999,0.0
390.2,0.010931,0.008252,0.007867,0.0
390.4,0.009650,0.012916,0.013010,0.0
390.6,0.044794,0.044225,0.044650,0.0
390.8,0.028161,0.025777,0.027176,0.0
391.0,0.028387,0.026906,0.026659,0.0
391.2,-0.013344,-0.011520,-0.011586,0.0
391.4,0.025694,0.024253,0.023356,0.0
391.6,0.013529,0.012843,0.013338,0.0
391.8,0.006107,0.007115,0.005319,0.0
392.0,-0.006567,-0.005987,-0.006438,0.0
392.2,-0.001140,0.000145,0.000436,0.0
392.4,0.009110,0.009938,0.010318,0.0
392.6,-0.000425,-0.000316,0.000810,0.0
392.8,-0.019010,-0.024596,-0.025010,0.0
393.0,-0.017080,-0.017771,-0.017240,0.0
393.2,-0.007932,-0.003224,-0.002682,0.0
393.4,-0.031268,-0.028634,-0.028825,0.0
393.6,-0.016903,-0.016325,-0.015235,0.0
393.8,-0.022364,-0.025048,-0.025183,0.0
394.0,0.007454,0.002257,0.003980,0.0
394.2,-0.000035,0.000577,0.000556,0.0
394.4,0.016265,0.018339,0.017748,0.0
394.6,-0.022713,-0.029889,-0.030853,0.0
394.8,-0.005802,-0.002768,-0.003281,0.0
395.0,0.014109,0.014484,0.014529,0.0
395.2,0.018400,0.021633,0.021721,0.0
395.4,0.043101,0.044859,0.044556,0.0
395.6,0.006203,0.005098,0.004922,0.0
395.8,0.024458,0.022450,0.023821,0.0
396.0,0.013986,0.016154,0.017622,0.0
396.2,0.029906,0.028368,0.029082,0.0
396.4,0.014350,0.014146,0.012415,0.0
396.6,0.032572,0.033393,0.034166,0.0
396.8,0.006167,0.005229,0.005243,0.0
397.0,0.018583,0.021641,0.019318,0.0
397.2,0.000817,-0.001117,-0.001782,0.0
397.4,-0.000966,-0.002179,-0.001917,0.0
397.6,0.005755,0.004113,0.003375,0.0
397.8,0.016648,0.013696,0.013791,0.0
398.0,-0.016157,-0.019511,-0.019402,0.0
398.2,-0.034296,-0.030790,-0.030827,0.0
398.4,-0.017650,-0.015130,-0.013650,0.0
398.6,-0.018348,-0.017834,-0.017623,0.0
398.8,0.021408,0.021108,0.021000,0.0
399.0,-0.027013,-0.026279,-0.024930,0.0
399.2,0.000975,0.001138,0.000753,0.0
399.4,-0.013889,-0.014386,-0.014816,0.0
399.6,-0.003597,-0.003183,-0.002917,0.0
399.8,-0.004856,-0.004226,-0.004073,0.0
400.0,0.004969,0.001934,0.002775,0.0
400.2,0.012397,0.007691,0.007563,0.0
400.4,-0.008008,-0.009151,-0.007223,0.0
400.6,0.007254,0.010990,0.010805,0.0
400.8,-0.011619,-0.010766,-0.009902,0.0
401.0,0.032129,0.032464,0.032412,0.0
401.2,0.041115,0.039885,0.039861,0.0
401.4,0.028493,0.024027,0.026000,0.0
401.6,0.011105,0.012413,0.012675,0.0
401.8,0.018776,0.014569,0.014431,0.0
402.0,0.014238,0.013612,0.013671,0.0
402.2,0.027893,0.028436,0.028743,0.0
402.4,0.009839,0.009123,0.006998,0.0
402.6,-0.002014,0.002001,0.001267,0.0
402.8,0.021464,0.021963,0.022699,0.0
403.0,-0.018101,-0.016302,-0.015555,0.0
403.2,-0.008220,-0.009041,-0.008202,0.0
403.4,-0.029980,-0.029352,-0.030206,0.0
403.6,0.016353,0.018893,0.016274,0.0
403.8,-0.015574,-0.014911,-0.012562,0.0
404.0,0.001636,0.002140,0.002170,0.0
404.2,-0.042134,-0.039665,-0.039116,0.0
404.4,-0.002543,-0.003393,-0.004478,0.0
404.6,-0.001990,0.000186,0.000698,0.0
404.8,-0.011849,-0.013166,-0.012404,0.0
405.0,-0.006622,-0.011230,-0.010695,0.0
405.2,-0.033160,-0.029278,-0.028720,0.0
405.4,-0.005824,-0.007295,-0.007918,0.0
405.6,-0.007450,-0.007558,-0.008192,0.0
405.8,0.023663,0.024530,0.023846,0.0
406.0,0.000527,0.001632,0.001103,0.0
406.2,0.019754,0.021504,0.021658,0.0
406.4,-0.002322,0.001010,0.000272,0.0
406.6,0.010905,0.015207,0.015626,0.0
406.8,0.006468,0.006001,0.005645,0.0
407.0,0.035542,0.037397,0.036842,0.0
407.2,0.042762,0.046562,0.046233,0.0
407.4,0.036338,0.038613,0.037864,0.0
407.6,0.003197,0.004685,0.005725,0.0
407.8,-0.001395,0.001207,0.001879,0.0
408.0,0.020209,0.022018,0.020941,0.0
408.2,0.004592,0.003141,0.003479,0.0
408.4,0.022893,0.023831,0.024174,0.0
408.6,-0.017695,-0.015679,-0.015398,0.0
408.8,-0.004774,-0.004894,-0.004475,0.0
409.0,-0.011197,-0.009478,-0.009285,0.0
409.2,-0.009824,-0.009776,-0.011710,0.0
409.4,-0.009662,-0.005940,-0.005779,0.0
409.6,-0.019901,-0.020151,-0.021232,0.0
409.8,-0.006229,-0.006573,-0.006168,0.0
410.0,-0.023700,-0.022932,-0.022553,0.0
410.2,-0.011156,-0.010377,-0.011383,0.0
410.4,-0.048024,-0.046191,-0.047239,0.0
410.6,-0.008725,-0.007017,-0.007170,0.0
410.8,0.000868,-0.001007,-0.001829,0.0
411.0,0.000343,0.002380,0.001308,0.0
411.2,-0.018333,-0.020417,-0.020589,0.0
411.4,0.019048,0.020515,0.020338,0.0
411.6,0.011793,0.006845,0.006731,0.0
411.8,0.039194,0.039518,0.039185,0.0
412.0,0.003301,0.004834,0.004570,0.0
412.2,0.001986,0.005090,0.006283,0.0
412.4,0.031057,0.033809,0.033277,0.0
412.6,0.007276,0.006941,0.008662,0.0
412.8,0.029490,0.032041,0.030857,0.0
413.0,-0.002805,-0.001077,-0.000681,0.0
413.2,0.035211,0.033798,0.033770,0.0
413.4,0.011791,0.008927,0.008342,0.0
413.6,0.028845,0.029416,0.029188,0.0
413.8,-0.017300,-0.016247,-0.015868,0.0
414.0,-0.002679,-0.003188,-0.002342,0.0
414.2,0.019929,0.021066,0.020814,0.0
414.4,0.005732,0.007051,0.007372,0.0
