log10_x,5_waves,10_waves,20_waves,50_waves,100_waves,500_waves
41.40,-0.019090,0.014023,0.009917,0.029135,0.016014,0.021388
41.45,0.001753,0.017243,0.007230,0.008573,-0.009501,-0.008839
41.50,-0.051429,-0.049887,-0.027813,-0.073566,-0.083298,-0.090845
41.55,0.064707,0.061367,0.056789,0.049467,0.040288,0.045745
41.60,0.022674,-0.012382,-0.023151,-0.042348,-0.069670,-0.071463
41.65,-0.099516,-0.129991,-0.156563,-0.170685,-0.179346,-0.129104
41.70,0.067258,0.084092,0.067350,0.084676,0.094176,0.082674
41.75,-0.007437,-0.004441,0.009660,0.005271,0.005097,0.001180
41.80,0.020944,-0.008108,-0.020764,-0.012367,-0.002270,-0.009433
41.85,-0.045366,-0.025084,-0.024278,-0.059731,-0.047452,-0.045498
41.90,-0.008822,0.048161,0.042971,0.029802,0.026907,0.000706
41.95,0.069156,0.077608,0.095797,0.096281,0.114759,0.102002
42.00,-0.025711,-0.050835,-0.007541,-0.018520,-0.028468,-0.032978
42.05,-0.059912,-0.072365,-0.091090,-0.091884,-0.096910,-0.079424
42.10,0.056367,0.048724,0.036829,0.058545,0.071669,0.087135
42.15,0.009801,0.009427,0.010993,-0.013739,-0.003140,0.006335
42.20,-0.020188,-0.017985,-0.033938,-0.014846,-0.021147,-0.024504
42.25,-0.008470,-0.026331,-0.035895,-0.025067,-0.018289,-0.041998
42.30,-0.033021,-0.037720,-0.028695,-0.019059,-0.009011,-0.020082
42.35,0.119137,0.146321,0.176368,0.184188,0.176454,0.161397
42.40,-0.116069,-0.112945,-0.101331,-0.106017,-0.115400,-0.112923
42.45,0.021657,0.002674,0.021381,0.042010,0.032993,0.034077
42.50,0.028354,0.039031,0.068800,0.108740,0.111792,0.117335
42.55,-0.000704,0.008585,0.017612,0.038984,0.034714,0.035419
42.60,0.005289,-0.007744,-0.005790,-0.023505,-0.012924,-0.012076
42.65,-0.069205,-0.050535,-0.060104,-0.066692,-0.071622,-0.090482
42.70,0.078378,0.106770,0.085123,0.100959,0.095742,0.100365
42.75,0.000855,-0.025797,-0.035966,-0.045011,-0.033257,-0.023961
42.80,-0.042512,-0.079431,-0.064593,-0.066833,-0.064524,-0.050225
42.85,-0.018042,-0.015256,-0.011407,-0.021626,0.012080,0.011903
42.90,0.071477,0.075248,0.072186,0.069629,0.085884,0.101780
42.95,-0.038350,-0.047797,-0.058032,-0.094240,-0.095863,-0.096156
43.00,0.006299,0.006284,-0.011110,-0.028534,-0.025047,-0.014337
43.05,-0.048295,-0.038344,-0.018466,-0.016047,-0.011168,0.002417
43.10,0.073215,0.105596,0.096973,0.091353,0.085251,0.085123
43.15,0.003321,0.043138,0.003646,-0.006119,-0.016459,-0.007698
43.20,-0.089415,-0.105345,-0.123699,-0.116098,-0.133756,-0.107646
43.25,0.073160,0.025122,0.025971,0.007854,0.012099,-0.016575
43.30,-0.017500,-0.020454,-0.014816,-0.002653,0.005001,-0.000108
43.35,0.032991,0.039932,0.004611,0.013323,0.008430,0.009765
43.40,-0.071666,-0.101009,-0.112112,-0.108297,-0.116513,-0.098243
43.45,0.028922,0.021799,0.016232,0.035229,0.052159,0.040524
43.50,0.044778,0.073880,0.045903,-0.002191,0.000716,-0.026231
43.55,-0.028634,-0.017395,0.003844,0.055729,0.048241,0.047675
43.60,-0.042918,-0.035484,-0.028342,-0.046705,-0.056430,-0.066334
43.65,0.039529,0.060913,0.072145,0.074026,0.086871,0.093277
43.70,0.028739,0.021821,0.047042,0.046339,0.059385,0.071494
43.75,-0.038290,-0.064334,-0.056526,-0.059452,-0.087502,-0.078985
43.80,-0.012995,-0.016214,0.006168,0.013172,0.032104,0.044451
43.85,0.006928,0.011598,0.011399,0.014584,0.012336,-0.004504
43.90,0.062802,0.065397,0.069250,0.067023,0.061544,0.069581
43.95,-0.070581,-0.065647,-0.065113,-0.057927,-0.087893,-0.041422
44.00,-0.006839,-0.025045,-0.031087,-0.018410,-0.001574,-0.023857
44.05,0.042393,0.024727,0.049445,0.054433,0.080949,0.081462
44.10,0.010247,0.037950,0.061769,0.078741,0.078927,0.060488
44.15,-0.038057,-0.022374,0.024615,0.040541,0.034818,0.031126
44.20,-0.013625,-0.048164,-0.022820,-0.010034,-0.025927,-0.027090
44.25,0.039909,0.038709,0.020548,-0.011203,-0.028163,-0.052437
44.30,0.018820,0.068658,0.080256,0.075747,0.102810,0.126627
44.35,-0.056621,-0.041149,-0.025306,-0.022060,-0.007260,0.013073
44.40,-0.002351,-0.024753,-0.049838,-0.073637,-0.093206,-0.131862
44.45,0.059097,0.045173,0.002953,-0.004267,-0.019481,-0.018616
44.50,-0.020082,-0.036943,-0.050894,-0.050416,-0.043388,-0.034215
44.55,-0.033820,-0.051066,-0.053780,-0.030348,-0.024752,-0.058860
44.60,0.003981,0.005263,0.001821,-0.026229,-0.033890,-0.023471
44.65,0.042053,0.040006,0.037776,0.024482,0.036542,0.064259
44.70,-0.005701,-0.003189,-0.021154,-0.029967,-0.044675,-0.041245
44.75,-0.047451,-0.014275,-0.035983,-0.044095,-0.053875,-0.059333
44.80,0.005968,0.030630,0.012134,0.026553,0.015931,0.001633
44.85,0.075183,0.072716,0.066169,0.037420,0.035374,0.047930
44.90,-0.068989,-0.064786,-0.088584,-0.060385,-0.068455,-0.075266
44.95,0.003279,-0.010723,-0.034104,-0.045475,-0.042658,-0.044310
45.00,0.001826,-0.045732,-0.051078,-0.051294,-0.074914,-0.076267
45.05,0.037408,0.029463,0.012379,-0.007342,0.002634,0.038655
45.10,-0.006671,0.026539,0.037079,0.047322,0.052470,0.060879
45.15,-0.076446,-0.082595,-0.089670,-0.065909,-0.074689,-0.062829
45.20,0.081277,0.059458,0.050244,0.090220,0.084204,0.076745
45.25,-0.002923,0.021616,0.048064,0.015598,-0.009184,0.005292
45.30,-0.025902,0.003940,0.000241,0.009374,0.016538,0.024926
45.35,-0.026272,-0.029964,-0.013072,0.013779,0.025846,0.032052
45.40,0.044930,0.030699,0.071839,0.062241,0.059258,0.047338
45.45,0.004253,-0.009899,0.031934,0.043152,0.036340,0.035670
45.50,-0.010690,-0.008760,0.006427,0.002981,-0.009911,-0.026029
45.55,-0.061691,-0.035422,-0.051242,-0.018802,0.001582,-0.033907
45.60,0.089845,0.088844,0.122749,0.131986,0.137885,0.146417
45.65,-0.009726,-0.043706,-0.032030,-0.024390,-0.027761,-0.029079
45.70,-0.066898,-0.068953,-0.077098,-0.076995,-0.066153,-0.068658
45.75,0.054229,0.067970,0.080958,0.050789,0.042671,0.066287
45.80,-0.035138,-0.054096,-0.058360,-0.090617,-0.062796,-0.080952
45.85,0.083595,0.078628,0.109525,0.088476,0.113435,0.093391
45.90,-0.111309,-0.082757,-0.048822,-0.073118,-0.085135,-0.115471
45.95,0.034269,0.041009,0.050716,0.064250,0.059352,0.050814
46.00,0.054971,0.056030,0.048431,0.038051,0.034789,0.032928
46.05,-0.040586,-0.010388,-0.040041,-0.056064,-0.059350,-0.077324
46.10,-0.017201,-0.013144,-0.030766,-0.031278,-0.028740,-0.025248
46.15,0.004256,-0.037669,-0.062041,-0.058741,-0.064016,-0.072135
46.20,0.037811,0.007800,-0.021155,-0.010570,-0.000243,-0.000352
46.25,-0.006745,-0.011988,-0.046062,-0.027981,-0.024917,-0.025383
46.30,-0.048527,-0.044165,-0.067862,-0.058429,-0.063159,-0.073967
46.35,0.008737,0.024136,0.033736,0.026343,0.018028,0.014361
46.40,0.088680,0.092645,0.087371,0.075866,0.076571,0.081762
46.45,-0.105217,-0.104427,-0.126851,-0.109159,-0.105818,-0.126674
46.50,0.041505,0.080667,0.076297,0.076953,0.072256,0.069042
46.55,-0.018864,0.009058,0.003987,0.023943,0.021735,0.030834
46.60,0.045452,0.003755,-0.034115,-0.050562,-0.034055,-0.038920
46.65,-0.011109,-0.049447,-0.061445,-0.041269,-0.045840,-0.077113
46.70,-0.083584,-0.069015,-0.050752,-0.044438,-0.054182,-0.064175
46.75,0.105549,0.108686,0.104539,0.095580,0.086099,0.091950
46.80,-0.025832,-0.042682,-0.041099,-0.016235,-0.005244,0.009008
46.85,-0.025802,-0.017166,-0.016397,-0.034300,-0.006111,0.003802
46.90,-0.008093,0.001708,0.019574,-0.016179,0.003748,0.000190
46.95,0.025057,0.019988,0.046704,0.064711,0.060520,0.077619
47.00,0.025968,0.036305,0.051238,0.058185,0.054067,0.039720
47.05,-0.041300,-0.032976,-0.010623,0.002975,0.027777,0.009884
47.10,-0.035185,-0.046122,-0.041790,-0.050438,-0.038210,-0.054989
47.15,0.089741,0.091127,0.129330,0.130043,0.122785,0.121319
47.20,-0.035602,-0.026876,0.013256,0.044062,0.038117,0.033803
47.25,-0.033695,-0.033878,-0.025304,-0.059557,-0.053441,-0.057601
47.30,0.018902,0.030292,0.042558,0.057398,0.063264,0.066592
47.35,0.010789,0.006351,-0.022818,-0.045112,-0.032622,-0.012250
47.40,0.033829,-0.013191,-0.009241,-0.024967,-0.022894,-0.010233
47.45,-0.079644,-0.096184,-0.073206,-0.086572,-0.084965,-0.089094
47.50,0.025595,0.063566,0.043262,0.019316,0.031130,-0.003329
47.55,0.058367,0.065860,0.062338,0.071339,0.066027,0.072764
47.60,-0.047377,-0.068098,-0.058712,-0.022300,-0.044781,-0.027124
47.65,-0.018626,0.005973,0.028354,0.024388,0.005007,0.004027
47.70,0.018809,0.059111,0.050228,0.055068,0.062540,0.062884
47.75,0.022946,0.023987,0.001267,0.001047,-0.011600,0.010521
47.80,0.005230,-0.015136,-0.021669,-0.026946,-0.056037,-0.027162
47.85,-0.077091,-0.106182,-0.157299,-0.163526,-0.156830,-0.176977
47.90,0.066546,0.038955,0.000663,0.000243,0.012475,0.015516
47.95,0.017086,0.020874,0.004899,-0.003276,0.001974,-0.004506
48.00,-0.040368,-0.029145,-0.046384,-0.045118,-0.055487,-0.066287
48.05,-0.013804,-0.020307,-0.018092,-0.022888,-0.032797,-0.055637
48.10,0.024310,0.040655,0.037902,0.053333,0.050892,0.067210
48.15,0.035187,0.067270,0.064853,0.073680,0.072273,0.057040
48.20,-0.049549,-0.052220,-0.046832,-0.059333,-0.082067,-0.068285
48.25,-0.012605,-0.019184,-0.011166,0.007564,0.008770,0.000098
48.30,0.031726,0.043202,0.038010,0.078077,0.105117,0.100044
48.35,0.040311,0.017230,0.005111,-0.000648,0.005136,0.006380
48.40,-0.085919,-0.120352,-0.130261,-0.138456,-0.155289,-0.129016
48.45,0.035237,0.055762,0.055469,0.057112,0.066589,0.084496
48.50,0.011048,0.037989,0.068851,0.063568,0.065132,0.066726
48.55,0.023465,0.003472,0.028254,0.026767,0.034564,0.031938
48.60,-0.048583,-0.067092,-0.068548,-0.085912,-0.102075,-0.106999
48.65,-0.014674,-0.006254,-0.011243,0.016134,0.014285,0.025587
48.70,0.075540,0.086528,0.122928,0.122552,0.102728,0.122116
48.75,-0.038039,-0.027706,0.007606,0.003042,-0.011359,-0.006703
48.80,-0.018941,-0.021599,-0.035118,-0.046785,-0.036354,-0.041392
48.85,-0.013855,-0.026749,-0.008906,-0.038226,-0.061289,-0.067003
48.90,0.076330,0.099108,0.115316,0.084543,0.079471,0.077283
48.95,-0.056515,-0.024217,-0.019587,-0.021906,-0.030039,-0.018330
49.00,0.000515,-0.026800,-0.010613,-0.052457,-0.031753,-0.046279
49.05,-0.018932,-0.061373,-0.075661,-0.041915,-0.028712,-0.010788
49.10,0.069802,0.070939,0.062266,0.084853,0.088023,0.068681
49.15,-0.032669,-0.034652,-0.057381,-0.056966,-0.068591,-0.064516
49.20,-0.062155,-0.076707,-0.088503,-0.077428,-0.076855,-0.065516
49.25,0.081301,0.103882,0.110805,0.120314,0.101986,0.092482
49.30,-0.026507,0.003203,-0.004028,0.002327,-0.000055,-0.013676
49.35,0.019727,0.020692,0.040062,0.063237,0.064186,0.054014
49.40,-0.068730,-0.057728,-0.065458,-0.073743,-0.063401,-0.047278
49.45,0.057656,0.073993,0.066972,0.085549,0.089088,0.092023
49.50,0.022050,0.002038,0.001507,-0.006545,-0.010846,-0.007686
49.55,-0.042051,-0.075628,-0.112109,-0.148721,-0.176496,-0.173913
49.60,-0.028666,-0.048922,-0.056287,-0.033591,-0.038270,-0.072563
49.65,0.063777,0.056636,0.031953,0.022972,0.023826,0.008989
49.70,-0.007872,0.015047,-0.023264,0.006559,-0.001013,0.005755
49.75,-0.032390,-0.006560,0.000022,-0.014888,-0.020812,-0.050177
49.80,-0.001130,-0.017880,0.015043,0.010912,0.020211,0.020692
49.85,0.008734,0.002540,0.025235,0.036459,0.070879,0.073835
49.90,0.067897,0.109320,0.093512,0.103581,0.103419,0.104596
49.95,-0.118373,-0.110599,-0.104656,-0.123722,-0.108720,-0.114111
50.00,0.056408,0.013652,0.033361,0.004126,0.015913,0.005185
