log10_x,5_waves,10_waves,20_waves,50_waves,100_waves,500_waves
22.55,-0.073010,-0.068714,-0.086488,-0.078181,-0.049027,-0.044525
22.60,0.040980,0.041456,0.018211,0.016501,0.049792,0.052562
22.65,0.034423,0.023145,0.021053,0.014904,-0.003996,-0.015818
22.70,-0.026660,-0.012687,-0.053817,-0.081508,-0.102419,-0.108213
22.75,-0.038592,0.007206,-0.007243,0.007419,0.020403,0.008050
22.80,0.038560,0.036552,0.033754,0.017641,0.021454,-0.006826
22.85,0.015363,-0.035311,-0.040340,-0.050200,-0.054483,-0.061554
22.90,-0.007074,-0.019832,-0.031777,-0.026098,-0.014931,-0.007118
22.95,-0.053317,-0.043498,-0.063652,-0.050664,-0.034625,-0.040848
23.00,0.039040,0.017682,0.027901,0.017720,0.037705,0.050397
23.05,0.055741,0.047517,0.027304,0.028623,0.049053,0.074381
23.10,-0.096609,-0.070097,-0.074204,-0.106744,-0.085539,-0.057576
23.15,0.047156,0.063981,0.091551,0.095083,0.098728,0.095162
23.20,-0.021858,-0.007284,-0.006881,0.010871,0.000670,0.004191
23.25,0.061125,0.084871,0.087733,0.100813,0.093862,0.090760
23.30,-0.057454,-0.064299,-0.074209,-0.054552,-0.086065,-0.089287
23.35,-0.028738,-0.059130,-0.053815,-0.046586,-0.044734,-0.058267
23.40,0.076699,0.058435,0.084316,0.095088,0.102335,0.137396
23.45,-0.018919,-0.032692,-0.032192,-0.035808,-0.041398,-0.030662
23.50,-0.035680,-0.035374,-0.041143,-0.032320,-0.025378,-0.040312
23.55,-0.000365,0.021994,0.044814,0.074793,0.071954,0.058066
23.60,0.043450,0.040677,0.092537,0.084345,0.069119,0.095465
23.65,-0.011843,-0.028097,0.004675,-0.010635,-0.006943,-0.011272
23.70,-0.013317,0.019049,0.035710,0.037402,0.017299,0.010676
23.75,-0.053059,-0.021886,-0.011423,-0.043091,-0.063925,-0.043393
23.80,0.123048,0.089375,0.081453,0.070215,0.072868,0.057184
23.85,-0.082086,-0.109802,-0.118780,-0.136811,-0.132441,-0.135479
23.90,-0.008098,0.016345,0.017853,0.012291,0.018615,0.023697
23.95,0.025998,0.041598,0.031706,0.038049,0.044026,0.035364
24.00,-0.005470,-0.015703,-0.047657,-0.023574,-0.016225,-0.021229
24.05,0.049157,0.040225,0.052761,0.051641,0.056169,0.057155
24.10,-0.113327,-0.127806,-0.106610,-0.103344,-0.107748,-0.098451
24.15,0.079492,0.071766,0.061115,0.031727,0.015499,0.019024
24.20,0.017755,0.028930,0.027693,0.048510,0.005266,0.004438
24.25,-0.038977,-0.042021,-0.066417,-0.061311,-0.068040,-0.061422
24.30,-0.018619,-0.024428,-0.047380,-0.070235,-0.043745,-0.043444
24.35,0.031971,0.059880,0.027341,0.044379,0.035593,0.056673
24.40,0.012453,0.034415,-0.004805,0.017550,0.001535,0.008205
24.45,-0.003895,-0.009502,-0.014136,-0.007777,-0.004414,-0.007993
24.50,-0.064668,-0.057458,-0.075636,-0.093000,-0.087673,-0.092164
24.55,0.065628,0.059079,0.048021,0.042825,0.051041,0.060816
24.60,0.029753,-0.022605,-0.040525,-0.025506,-0.017854,-0.013234
24.65,-0.090115,-0.113913,-0.110430,-0.123990,-0.114500,-0.121901
24.70,0.053506,0.084790,0.116938,0.109998,0.114721,0.094669
24.75,-0.022964,-0.012531,-0.036696,-0.048403,-0.061048,-0.063828
24.80,0.057724,0.046168,0.045511,0.062070,0.032343,0.044891
24.85,-0.060746,-0.040525,-0.022093,-0.022842,-0.030146,-0.041539
24.90,-0.024849,0.006365,0.014659,-0.000060,0.000519,0.001585
24.95,0.087216,0.097300,0.132396,0.131498,0.126899,0.137318
25.00,-0.037328,-0.048180,-0.033188,0.004041,-0.008280,-0.011185
25.05,-0.032194,-0.067806,-0.065245,-0.051979,-0.070335,-0.076774
25.10,0.017064,-0.006911,-0.008565,-0.030217,-0.018934,-0.003731
25.15,0.017735,0.039596,0.065135,0.071711,0.062807,0.067592
25.20,0.020395,0.031208,0.068021,0.051907,0.058666,0.079970
25.25,-0.063703,-0.089145,-0.091523,-0.097967,-0.116046,-0.112660
25.30,0.010350,0.015117,0.031968,0.016051,0.026072,0.007768
25.35,0.073279,0.101374,0.134558,0.165270,0.178304,0.178744
25.40,-0.061457,-0.069088,-0.041105,-0.068566,-0.065752,-0.081109
25.45,-0.008105,-0.016782,0.000385,0.014186,0.014140,0.021123
25.50,0.011105,0.028720,0.017194,0.014125,0.024324,0.015497
25.55,0.034188,0.030388,0.011385,0.046861,0.065244,0.048762
25.60,-0.014721,-0.027007,-0.043882,-0.035274,-0.036109,-0.031866
25.65,-0.049661,-0.029033,-0.057952,-0.076092,-0.089137,-0.084506
25.70,0.035373,0.047071,0.016746,0.024251,0.042697,0.034670
25.75,0.050047,0.025766,0.031203,0.001244,0.012114,0.011326
25.80,-0.071670,-0.095814,-0.098901,-0.102490,-0.106281,-0.133965
25.85,0.007790,-0.005419,-0.027159,-0.042902,-0.056734,-0.067847
25.90,0.019804,0.022494,0.020884,0.027119,0.010960,0.002087
25.95,0.021896,0.048618,0.042782,0.031862,0.045560,0.068530
26.00,-0.021359,-0.013153,-0.029431,-0.024294,-0.033001,-0.033219
26.05,-0.055042,-0.067480,-0.105126,-0.090258,-0.081590,-0.067848
26.10,0.088001,0.118826,0.090250,0.087910,0.087052,0.084869
26.15,-0.024387,0.015785,-0.011776,0.006561,0.025821,0.002983
26.20,-0.020987,-0.052551,-0.075597,-0.095550,-0.081812,-0.078009
26.25,-0.025063,-0.076392,-0.043151,-0.045212,-0.022625,-0.027469
26.30,0.064080,0.060071,0.060067,0.046711,0.039032,0.038276
26.35,-0.016216,-0.015015,-0.026598,0.005428,0.012393,0.015750
26.40,-0.030448,-0.039195,-0.019410,-0.008375,-0.013519,-0.001839
26.45,-0.008007,0.006575,0.023374,0.038039,0.049032,0.052635
26.50,0.046545,0.063818,0.099146,0.110160,0.123809,0.098630
26.55,0.011002,0.017865,0.015801,-0.016880,-0.020885,-0.024562
26.60,-0.086991,-0.069041,-0.069728,-0.057538,-0.040385,-0.043304
26.65,0.067953,0.073337,0.103325,0.104385,0.092917,0.101137
26.70,-0.009048,-0.029159,-0.004594,0.012797,0.019736,0.012488
26.75,0.023890,0.013586,0.040169,-0.007256,0.005231,-0.014349
26.80,-0.070646,-0.078036,-0.084091,-0.080939,-0.092171,-0.100857
26.85,0.037667,0.023981,0.039339,0.003086,0.009347,0.004372
26.90,0.036486,0.054517,0.069652,0.080232,0.067907,0.044879
26.95,-0.028698,-0.008107,-0.020253,-0.031658,-0.055900,-0.043301
27.00,-0.037668,-0.069099,-0.039503,-0.026505,-0.011001,-0.009525
27.05,0.032030,0.011200,0.027642,0.043759,0.052820,0.056942
27.10,0.044725,0.080952,0.078705,0.100633,0.102102,0.100581
27.15,-0.067439,-0.050850,-0.043670,-0.017521,-0.043723,-0.047999
27.20,0.021995,-0.001887,-0.003712,-0.023507,-0.013412,-0.036518
27.25,-0.023835,-0.021814,-0.038931,-0.026738,-0.022431,-0.015208
27.30,0.087916,0.113036,0.084650,0.055720,0.034577,0.042012
27.35,-0.090098,-0.080387,-0.101667,-0.095612,-0.101761,-0.095009
27.40,-0.001539,-0.007236,-0.044960,-0.069927,-0.067759,-0.084723
27.45,0.059484,0.031156,-0.003355,0.009822,0.028195,0.017514
27.50,-0.022792,-0.057232,-0.055486,-0.018358,0.005698,0.018416
27.55,-0.003990,0.000573,0.017171,0.002854,0.012541,0.012393
27.60,-0.041578,-0.024382,-0.024476,-0.029297,-0.045717,-0.069066
27.65,0.062206,0.056489,0.038015,0.025405,0.015230,0.015474
27.70,0.004987,0.020945,0.009015,0.011153,0.006214,-0.007274
27.75,-0.054124,-0.016553,-0.021433,-0.024665,-0.030102,-0.026972
27.80,-0.002669,-0.002003,-0.000237,-0.003730,-0.002751,-0.004624
27.85,0.073154,0.062150,0.027463,0.027033,0.029285,0.024494
27.90,-0.051315,-0.043033,-0.074466,-0.089513,-0.078483,-0.091168
27.95,0.001856,-0.023592,0.002010,0.006316,0.015156,0.034522
28.00,-0.022453,-0.070604,-0.058603,-0.052289,-0.042940,-0.035683
28.05,0.051832,0.056055,0.077570,0.069566,0.056699,0.061011
28.10,0.009623,0.042216,0.067690,0.067867,0.050180,0.075378
28.15,-0.095836,-0.090664,-0.081616,-0.047020,-0.077538,-0.068382
28.20,0.079601,0.077445,0.092128,0.073572,0.054689,0.042707
28.25,0.002203,0.008437,0.016179,0.033855,0.035867,0.025094
28.30,-0.020532,-0.011963,0.016988,-0.008122,-0.007251,-0.001326
28.35,-0.014034,0.002123,-0.002222,0.003237,-0.002864,-0.015074
28.40,-0.008048,-0.015084,-0.018798,-0.025293,-0.042374,-0.037763
28.45,0.068282,0.030389,0.061964,0.070853,0.061145,0.045007
28.50,-0.044511,-0.043419,-0.052606,-0.041647,-0.029863,-0.016597
28.55,-0.054415,-0.016700,-0.008539,0.007722,0.008520,0.022587
28.60,0.088430,0.080153,0.087941,0.106561,0.093988,0.124874
28.65,-0.028782,-0.061694,-0.068401,-0.082012,-0.104818,-0.096487
28.70,-0.004198,0.000507,0.003115,0.015473,0.012038,0.006667
28.75,-0.028281,-0.023201,-0.041014,-0.046976,-0.012358,-0.005152
28.80,0.021130,0.008970,0.022111,0.008383,0.014797,0.004753
28.85,0.056352,0.071752,0.090979,0.051585,0.042898,0.044112
28.90,-0.083082,-0.060195,-0.064901,-0.072431,-0.070065,-0.072167
28.95,0.004982,0.003146,-0.023618,-0.021735,-0.004374,-0.008307
29.00,0.058376,0.064623,0.033396,0.027670,0.023752,-0.005654
29.05,-0.022856,-0.010214,-0.004296,-0.028028,-0.024862,-0.006053
29.10,-0.021871,-0.036097,-0.056712,-0.025771,-0.013297,-0.007359
29.15,-0.004164,-0.029006,-0.065790,-0.051011,-0.050697,-0.034569
29.20,0.019182,-0.005509,-0.009997,-0.021748,-0.035941,-0.052432
29.25,0.053188,0.031575,0.034381,0.035742,0.041224,0.042326
29.30,-0.118767,-0.096344,-0.082718,-0.058491,-0.050293,-0.056492
29.35,0.070933,0.116159,0.143918,0.152690,0.152662,0.184271
29.40,0.017441,0.013766,0.020760,-0.010830,-0.023797,-0.027267
29.45,-0.026336,-0.039579,-0.064601,-0.065013,-0.079993,-0.081587
29.50,-0.001955,0.033996,0.027894,0.064117,0.059280,0.062306
29.55,-0.036337,-0.020509,-0.019855,-0.016769,-0.002763,-0.016956
29.60,0.094944,0.051287,0.038059,0.043011,0.051331,0.066893
29.65,-0.060938,-0.092020,-0.102443,-0.128013,-0.119992,-0.129841
29.70,-0.023663,-0.021545,-0.021750,-0.032083,-0.007710,0.000170
29.75,0.025376,0.027992,0.053687,0.068351,0.073091,0.078049
29.80,0.043715,0.054363,0.069779,0.068501,0.051915,0.046721
29.85,-0.055395,-0.044823,-0.027624,-0.040739,-0.049892,-0.071653
29.90,0.002828,-0.004424,0.010187,0.027406,0.002903,0.011109
29.95,-0.000739,0.004324,0.004339,-0.021299,-0.015044,-0.002410
30.00,0.054758,0.069952,0.075716,0.079182,0.097426,0.107180
30.05,-0.042573,-0.051230,-0.081450,-0.079403,-0.077240,-0.073210
30.10,-0.053181,-0.057009,-0.050144,-0.035664,-0.026712,-0.008117
30.15,0.100486,0.114604,0.141970,0.165540,0.166357,0.168404
30.20,-0.051092,-0.062148,-0.085321,-0.096509,-0.079195,-0.076635
30.25,0.018449,0.007157,0.003997,0.025312,0.032314,0.018597
30.30,-0.058913,-0.034906,-0.034515,-0.055426,-0.050972,-0.058144
30.35,0.070473,0.064477,0.073986,0.071231,0.057132,0.026584
30.40,0.003065,-0.047385,-0.042291,-0.051749,-0.057251,-0.061665
30.45,-0.053668,-0.060277,-0.068579,-0.085617,-0.094632,-0.086779
30.50,0.005467,0.044092,0.050334,0.031932,0.034851,0.038111
30.55,0.042043,0.057409,0.041839,0.048221,0.056649,0.040289
30.60,0.004294,0.004667,0.029137,0.047312,0.065244,0.058254
30.65,-0.063120,-0.053041,-0.028147,-0.007890,-0.012941,-0.022901
30.70,0.036379,0.044405,0.016742,-0.009206,0.008990,0.033309
30.75,0.007376,0.014919,0.000696,0.000909,0.023481,0.045416
30.80,0.030790,0.018800,0.004287,-0.012004,-0.015414,-0.009603
30.85,-0.085311,-0.134546,-0.132884,-0.131804,-0.141398,-0.149192
30.90,0.044993,0.019767,0.022814,0.035716,0.051505,0.057498
30.95,0.035765,0.063034,0.050281,0.067918,0.049215,0.042286
31.00,-0.032383,-0.018482,-0.008437,-0.016980,-0.024148,-0.042415
31.05,-0.024393,-0.026586,-0.002628,-0.020613,0.002201,-0.004905
31.10,0.013679,0.042363,0.059437,0.069718,0.064695,0.057118
31.15,0.046098,0.064231,0.057810,0.058930,0.058658,0.073242
31.20,-0.036744,-0.056065,-0.059114,-0.059059,-0.060290,-0.085130
31.25,-0.028792,-0.030494,-0.039252,-0.012554,-0.006529,0.005866
31.30,0.024543,0.031544,-0.006121,-0.016107,-0.047078,-0.044764
31.35,0.051745,0.022456,-0.001636,0.017539,0.004190,0.014665
31.40,-0.069232,-0.091275,-0.083537,-0.066841,-0.098830,-0.110532
31.45,0.002410,0.020095,0.026381,0.008329,0.002885,0.008614
31.50,0.027676,0.044325,0.038131,0.052730,0.054071,0.034185
31.55,0.017187,0.018571,0.036012,0.020550,0.016204,0.018628
31.60,-0.026664,-0.034617,-0.031333,-0.010684,-0.022808,0.000638
31.65,-0.038743,-0.056036,-0.059433,-0.073409,-0.075567,-0.081779
31.70,0.062632,0.073621,0.091138,0.087024,0.105414,0.111799
31.75,0.011883,0.048004,0.028367,0.035570,0.048267,0.035986
31.80,-0.069931,-0.077494,-0.099909,-0.129203,-0.123152,-0.136186
31.85,0.029252,0.000742,-0.010160,-0.029749,-0.014110,-0.028507
31.90,0.018871,0.041699,0.055074,0.034358,0.048620,0.049016
31.95,0.008881,0.032375,0.061147,0.046433,0.053361,0.051529
32.00,-0.031301,-0.064098,-0.074551,-0.057466,-0.077029,-0.094806
32.05,-0.033303,-0.063919,-0.061327,-0.074944,-0.081176,-0.079564
32.10,0.096757,0.095428,0.103069,0.108680,0.122076,0.119469
32.15,-0.053394,-0.058262,-0.031997,-0.033598,-0.053511,-0.087673
32.20,-0.025601,-0.015404,0.007476,0.022107,0.019611,0.024589
32.25,0.020039,0.052672,0.030137,0.041863,0.042578,0.034128
32.30,0.027438,0.041506,0.067029,0.077349,0.084464,0.077826
32.35,-0.007935,-0.005785,0.012794,0.008041,-0.014194,-0.035659
32.40,-0.039081,-0.031853,-0.038042,-0.002826,-0.006228,-0.007337
32.45,0.002991,-0.009647,0.004389,0.000628,0.016064,-0.010190
32.50,0.075517,0.054571,0.046043,0.054368,0.052736,0.057185
32.55,-0.062997,-0.073480,-0.086153,-0.087749,-0.092905,-0.095540
32.60,-0.028640,-0.055184,-0.074779,-0.080189,-0.105952,-0.133485
32.65,0.066472,0.052876,0.055128,0.059619,0.052846,0.050468
32.70,-0.035539,0.010483,0.020995,0.019776,0.015665,0.008528
32.75,0.046120,0.081808,0.074772,0.084632,0.090165,0.099026
32.80,-0.104740,-0.130450,-0.112792,-0.161665,-0.156388,-0.163215
32.85,0.090472,0.081065,0.074912,0.098746,0.084065,0.107821
32.90,0.013455,0.043099,0.019552,0.025574,0.020697,0.018215
32.95,-0.071217,-0.071346,-0.081685,-0.076764,-0.066761,-0.069160
33.00,0.028088,0.002164,-0.019245,-0.029785,-0.039149,-0.029537
33.05,0.004554,-0.005370,-0.036601,-0.020059,-0.024253,-0.026879
33.10,0.034690,0.033771,-0.002546,-0.007944,0.006564,-0.012446
33.15,-0.049901,-0.040709,-0.060859,-0.083300,-0.088988,-0.098390
33.20,-0.012985,-0.000053,0.014893,0.005222,0.021405,0.001611
33.25,0.045659,0.028418,0.060982,0.068808,0.089494,0.085219
33.30,0.027639,0.007477,0.002812,0.010083,0.025484,0.021502
33.35,-0.102673,-0.086989,-0.099651,-0.125030,-0.115066,-0.104548
33.40,0.075397,0.086331,0.105418,0.101679,0.105295,0.125317
33.45,-0.017621,-0.020695,-0.011526,-0.014686,-0.020893,-0.018721
33.50,0.026697,0.051360,0.044627,0.060959,0.045301,0.054648
33.55,-0.040307,-0.024518,-0.037083,-0.049756,-0.048134,-0.050111
33.60,-0.032866,-0.059325,-0.048866,-0.059208,-0.031073,-0.038518
33.65,0.118648,0.111084,0.121590,0.152635,0.126606,0.136976
33.70,-0.095726,-0.082433,-0.064052,-0.081307,-0.082351,-0.098574
33.75,0.012844,-0.018077,0.030388,0.057242,0.050515,0.037708
33.80,0.000329,-0.039885,-0.037702,-0.054637,-0.076958,-0.037526
33.85,0.037511,0.051185,0.062361,0.081827,0.072087,0.069732
33.90,-0.014930,0.021445,0.048640,0.030057,0.015859,0.026870
33.95,-0.046140,-0.021974,-0.018458,-0.041401,-0.018974,-0.010886
34.00,0.027346,0.038421,0.057762,0.093727,0.101826,0.110535
34.05,0.054663,0.044918,0.044313,0.076213,0.082268,0.067438
34.10,-0.063899,-0.068871,-0.059753,-0.052750,-0.023148,-0.017707
34.15,-0.013442,0.000303,0.000050,-0.030223,-0.004136,-0.009681
34.20,0.049715,0.027706,0.005297,0.011195,0.011998,0.006379
34.25,-0.011838,-0.061148,-0.062749,-0.071096,-0.065520,-0.077695
34.30,0.009698,0.013509,-0.004211,-0.001780,-0.010370,-0.001101
34.35,-0.072477,-0.038574,-0.046811,-0.044643,-0.055352,-0.054485
34.40,0.082812,0.082589,0.050573,0.082271,0.072351,0.080284
34.45,0.001975,0.003557,-0.024528,-0.042948,-0.030782,-0.039224
34.50,-0.059168,-0.038889,-0.005928,0.023684,0.008423,-0.000345
34.55,0.016662,0.008579,0.003950,-0.014510,-0.025923,-0.011434
34.60,0.024628,0.010631,-0.019864,-0.029567,-0.012033,-0.011427
34.65,0.013090,0.029459,0.006776,0.005377,0.012750,0.006425
34.70,-0.041847,-0.036637,-0.061353,-0.086887,-0.092234,-0.093515
34.75,-0.014884,-0.031724,-0.053120,-0.066136,-0.067651,-0.043304
34.80,0.065468,0.062446,0.039337,0.004663,-0.021322,-0.015890
34.85,-0.015570,-0.013282,-0.026041,-0.018302,-0.032281,-0.012647
34.90,-0.053334,-0.054620,-0.070613,-0.073186,-0.072860,-0.086510
34.95,0.030376,0.031558,0.043491,0.018799,0.022863,-0.006530
35.00,0.025213,0.002853,0.046548,0.041001,0.042343,0.066462
35.05,-0.002672,-0.025297,0.000920,-0.001429,0.014756,0.005947
35.10,-0.050748,-0.012520,-0.005870,0.037616,0.061566,0.065950
35.15,0.024445,0.071633,0.078918,0.104073,0.104519,0.099288
35.20,0.038808,0.023508,0.035263,0.037101,0.039143,0.054916
35.25,-0.017814,-0.034559,-0.028423,-0.026480,-0.026203,-0.017260
35.30,-0.058447,-0.036949,-0.024868,-0.018349,-0.021543,-0.026904
35.35,0.059723,0.054231,0.058788,0.063620,0.069110,0.088457
35.40,0.008315,-0.029405,-0.004956,0.003869,0.004988,0.012312
35.45,-0.021518,-0.040967,-0.003241,0.002274,-0.000811,0.001455
35.50,-0.027312,-0.033487,-0.031007,-0.005126,0.006624,0.017467
35.55,0.020050,0.026447,0.056441,0.066763,0.048541,0.037113
35.60,0.054872,0.087914,0.117679,0.101679,0.099925,0.100042
35.65,-0.072483,-0.049476,-0.055341,-0.045882,-0.031813,-0.024505
35.70,0.003883,0.003477,-0.011555,-0.018144,-0.011514,0.004300
35.75,0.026108,0.031640,0.022001,0.009006,-0.006387,-0.031224
35.80,0.032824,0.026299,0.045390,0.014420,-0.000458,-0.021824
35.85,-0.068523,-0.093440,-0.112014,-0.098078,-0.108495,-0.126655
35.90,0.020172,0.020174,-0.000666,-0.029253,-0.016868,-0.016539
35.95,0.011466,0.013343,-0.000537,0.009856,-0.005544,-0.033316
36.00,0.036523,0.005728,-0.039814,-0.047217,-0.064279,-0.086938
36.05,-0.061368,-0.060309,-0.060741,-0.053841,-0.084991,-0.106664
36.10,-0.014932,0.032311,0.019728,0.013802,0.018117,0.010505
36.15,0.093178,0.097891,0.065363,0.070835,0.093669,0.117854
36.20,-0.071387,-0.106612,-0.122359,-0.136949,-0.139066,-0.160971
36.25,0.022094,0.022434,0.009334,-0.003767,-0.002928,-0.007691
36.30,-0.044778,-0.021672,-0.002294,-0.006869,-0.000964,-0.008047
36.35,0.077013,0.085402,0.078602,0.063148,0.070849,0.072797
36.40,-0.021468,-0.020446,-0.048897,-0.055143,-0.053070,-0.065284
36.45,-0.055037,-0.065400,-0.088949,-0.084205,-0.066676,-0.056134
36.50,0.033284,0.023117,0.008894,0.045189,0.035635,0.045800
36.55,0.039852,0.052693,0.062824,0.051561,0.049744,0.043624
36.60,-0.035457,-0.040916,-0.053676,-0.035168,-0.045878,-0.060992
36.65,-0.027001,-0.066441,-0.053113,-0.032985,-0.031571,-0.014352
36.70,0.030881,0.024696,0.070987,0.085691,0.098217,0.081853
36.75,0.009349,0.037725,0.058361,0.061576,0.074813,0.074785
36.80,0.021420,0.029724,0.054252,0.041270,0.043667,0.052351
36.85,-0.107690,-0.092634,-0.054656,-0.052020,-0.056751,-0.043804
36.90,0.113756,0.148739,0.165305,0.174392,0.188666,0.196738
36.95,-0.025017,-0.032701,-0.043086,-0.062005,-0.040294,-0.054685
37.00,-0.027670,-0.063518,-0.062977,-0.062904,-0.108241,-0.114304
37.05,0.004179,0.002022,0.007438,0.008456,-0.019272,-0.026448
37.10,-0.010268,-0.011542,0.000514,-0.003895,-0.003503,-0.007357
37.15,0.076453,0.045875,0.072146,0.104207,0.102168,0.070786
37.20,-0.087389,-0.100656,-0.085454,-0.076441,-0.069376,-0.066303
37.25,0.000730,0.019182,0.024748,0.012668,0.014791,0.019004
37.30,0.058371,0.087828,0.085423,0.083688,0.092653,0.123200
37.35,-0.012489,0.017653,0.033790,-0.010204,-0.032202,-0.054522
37.40,-0.039285,-0.042684,-0.043546,-0.029740,-0.025536,-0.013974
37.45,0.013864,-0.018579,-0.049334,-0.058966,-0.042708,-0.030713
37.50,0.007769,0.012987,-0.011543,0.002530,0.003930,-0.001262
37.55,0.048048,0.071789,0.041542,0.039042,0.023780,0.031494
37.60,-0.089393,-0.116459,-0.103492,-0.094415,-0.101768,-0.110182
37.65,0.021817,-0.008074,-0.016469,-0.024078,-0.011693,0.000375
37.70,0.069625,0.091137,0.038620,0.001884,-0.004503,-0.006794
37.75,-0.064325,-0.049866,-0.058759,-0.065686,-0.064848,-0.064598
37.80,0.011993,-0.001562,-0.012825,-0.004548,0.003564,-0.004831
37.85,-0.022114,-0.019823,-0.029409,-0.052826,-0.042913,-0.059861
37.90,0.053454,0.055442,0.044803,0.007036,0.004250,0.007457
37.95,-0.002702,-0.014678,-0.016832,0.014614,0.025043,0.025008
38.00,-0.079997,-0.067038,-0.055045,-0.038948,-0.044607,-0.058149
38.05,0.064833,0.090281,0.073894,0.082106,0.074320,0.097897
38.10,0.024304,0.027272,0.045216,0.047670,0.056630,0.004812
38.15,-0.052140,-0.055781,-0.052356,-0.033192,-0.034608,-0.010313
38.20,0.011779,0.000884,-0.021759,0.009111,0.002887,-0.014011
38.25,-0.016920,-0.040938,-0.033829,-0.001243,0.000732,0.004786
38.30,0.070855,0.069248,0.060879,0.065309,0.074759,0.096449
38.35,-0.055456,-0.051749,-0.039795,-0.021940,-0.022497,-0.035434
38.40,-0.037448,-0.068773,-0.037605,-0.064459,-0.058577,-0.050328
38.45,0.073542,0.070269,0.102949,0.080736,0.110300,0.106382
38.50,-0.012182,0.049710,0.084437,0.089011,0.081632,0.071688
38.55,-0.026258,0.008019,0.017212,0.022037,-0.000521,-0.002128
38.60,-0.015033,-0.039610,-0.032821,-0.018375,-0.000346,0.018217
38.65,0.034639,0.023228,0.031763,0.038493,0.036624,0.059690
38.70,0.019896,0.023409,0.031566,0.006054,0.022853,0.013092
38.75,-0.042046,-0.059702,-0.078671,-0.076555,-0.100614,-0.117258
38.80,-0.033467,-0.051977,-0.086154,-0.107629,-0.115064,-0.107843
38.85,0.097685,0.086130,0.099355,0.083647,0.073180,0.069574
38.90,-0.057404,-0.064111,-0.029905,-0.044230,-0.046280,-0.040614
38.95,-0.002911,0.020792,0.023917,0.008757,0.022108,0.030266
39.00,-0.013627,0.016190,0.006000,-0.002636,0.000870,0.018451
39.05,0.038189,0.034143,0.042109,0.039019,0.032658,0.017232
39.10,0.021210,0.017601,0.004944,0.012132,0.004320,0.011246
39.15,-0.091513,-0.083359,-0.097452,-0.088029,-0.092416,-0.098506
39.20,0.062391,0.045105,0.041444,0.027426,0.016813,0.036828
39.25,0.007354,-0.001770,-0.035411,-0.032440,-0.034791,-0.050315
39.30,0.005221,0.031315,0.014687,0.024685,0.028230,0.042161
39.35,-0.064694,-0.069343,-0.075640,-0.089832,-0.079744,-0.088448
39.40,0.051614,0.015591,0.016711,0.043281,0.040391,0.033684
39.45,0.010471,0.018210,0.017983,0.032066,0.039370,0.050279
39.50,-0.004032,0.021141,0.002697,-0.023877,-0.015809,-0.017201
39.55,-0.053080,-0.070253,-0.064237,-0.043501,-0.031192,-0.002623
39.60,0.035574,0.013970,0.004804,0.041856,0.044780,0.060650
39.65,0.052939,0.062662,0.066645,0.080775,0.106294,0.097657
39.70,-0.080454,-0.055784,-0.042432,-0.019063,-0.009466,-0.017399
39.75,0.025699,0.055592,0.054500,0.025573,0.030472,0.025588
39.80,-0.009362,-0.002838,0.025634,0.063872,0.062383,0.056205
39.85,0.062683,0.031251,0.011615,-0.009620,-0.003182,0.018888
39.90,-0.071543,-0.085123,-0.103453,-0.120623,-0.130393,-0.153013
39.95,-0.000437,0.010653,0.035616,0.019547,0.010694,0.013375
40.00,0.035109,0.009278,0.005612,0.000412,-0.013266,-0.025967
40.05,0.021489,-0.011646,-0.023863,-0.029690,-0.045184,-0.032242
40.10,-0.055719,-0.035689,-0.045074,-0.055261,-0.064186,-0.057059
40.15,-0.005116,0.022586,0.053764,0.037904,0.038760,0.035591
40.20,0.061659,0.068818,0.103050,0.118566,0.109126,0.121266
40.25,-0.031787,-0.005341,0.002746,0.021104,-0.003427,-0.015717
40.30,0.000875,0.018363,0.033970,0.023946,0.038757,0.032914
40.35,-0.050916,-0.081173,-0.101525,-0.104609,-0.096593,-0.095276
40.40,0.095508,0.069917,0.055510,0.043555,0.026364,0.018831
40.45,-0.037547,-0.034166,-0.029985,-0.020794,-0.006564,-0.001344
40.50,-0.044502,-0.049691,-0.067152,-0.097137,-0.098236,-0.081214
40.55,0.033795,0.023989,0.007968,-0.002941,-0.027253,-0.024392
40.60,0.018543,0.017650,0.014559,0.029512,0.034460,0.001881
40.65,-0.000781,0.001066,0.018068,0.031120,0.046019,0.051064
40.70,-0.046193,-0.021978,0.003787,-0.007477,0.001287,0.007660
40.75,0.013410,0.039369,0.053427,0.053830,0.050605,0.037551
40.80,0.056944,0.030146,0.020049,0.012908,0.026518,0.033555
40.85,-0.038080,-0.067695,-0.071891,-0.087903,-0.083927,-0.091993
40.90,-0.047925,-0.015616,-0.014571,0.006683,0.004523,0.022380
40.95,0.067021,0.093148,0.070989,0.065375,0.056305,0.049094
41.00,-0.012807,-0.038555,-0.048465,-0.038110,-0.057582,-0.046039
41.05,0.003158,-0.009329,-0.000937,0.033740,0.014151,0.007593
41.10,-0.048072,-0.038360,-0.031092,-0.044787,-0.033146,-0.033959
41.15,0.032189,0.020263,0.001800,0.036216,0.042524,0.036945
41.20,0.054975,0.042297,0.044800,0.050931,0.074980,0.083367
41.25,-0.081027,-0.080276,-0.048631,-0.036886,-0.030516,-0.036245
41.30,0.005269,-0.000896,-0.015449,-0.024794,-0.019231,-0.014646
41.35,0.049205,0.059310,0.054774,0.062930,0.070944,0.075273
